Stock Symbol,Date,Stock Price
600699,2024-09-30,17.25
600699,2024-06-30,14.82
600699,2024-03-31,16.99
600699,2023-12-31,17.66
600699,2023-09-30,17.12
600699,2023-06-30,17.34
600699,2023-03-31,14.88
600699,2022-12-31,13.73
600699,2022-09-30,12.91
600699,2022-06-30,15.35
600699,2022-03-31,13.8
600699,2021-12-31,21.46
600699,2021-09-30,17.04
600699,2021-06-30,24.93
600699,2021-03-31,17.44
600699,2020-12-31,24.56
600699,2020-09-30,21.45
600699,2020-06-30,23.0
600699,2020-03-31,18.15
600699,2019-12-31,17.29
