Stock Symbol,Date,Stock Price
000710,2024-09-30,8.71
000710,2024-06-30,7.18
000710,2024-03-31,9.45
000710,2023-12-31,11.52
000710,2023-09-30,10.26
000710,2023-06-30,11.41
000710,2023-03-31,13.66
000710,2022-12-31,11.41
000710,2022-09-30,11.36
000710,2022-06-30,14.34
000710,2022-03-31,16.96
000710,2021-12-31,19.4
000710,2021-09-30,21.45
000710,2021-06-30,30.04
000710,2021-03-31,32.36
000710,2020-12-31,38.06
000710,2020-09-30,54.78
000710,2020-06-30,59.74
000710,2020-03-31,35.69
000710,2019-12-31,36.6
