Stock Symbol,Date,Stock Price
600496,2024-09-30,2.97
600496,2024-06-30,2.5
600496,2024-03-31,2.7344
600496,2023-12-31,2.9785
600496,2023-09-30,3.5352
600496,2023-06-30,3.6426
600496,2023-03-31,3.85
600496,2022-12-31,3.821
600496,2022-09-30,3.8693
600496,2022-06-30,4.4691
600496,2022-03-31,4.3842
600496,2021-12-31,4.0868
600496,2021-09-30,3.799
600496,2021-06-30,3.883
600496,2021-03-31,5.1488
600496,2020-12-31,4.2637
600496,2020-09-30,4.9489
600496,2020-06-30,3.175
600496,2020-03-31,3.7626
600496,2019-12-31,2.739
