,no,s,n,marketCap,price,change,revenue,url
217,218,hose/HRC,Hoa Binh Rubber JSC,1132748325000.0,37750,-6.790123456790123,214268184543.0,quote/hose/HRC
218,219,hose/NAF,Nafoods Group JSC,1123529777200.0,20450,1.488833746898263,1437742951331.0,quote/hose/NAF
219,220,hose/TIX,Tan Binh Import - Export Joint Stock Corporation,1113000000000.0,38450,5.05464480874317,221975105519.0,quote/hose/TIX
220,221,hose/CNG,CNG Vietnam JSC,1088078238000.0,31000,-0.1610305958132045,3517120563949.0,quote/hose/CNG
221,222,hose/BBC,Bibica Corporation,1087655846000.0,58900,-0.1694915254237288,1780711929951.0,quote/hose/BBC
222,223,hose/VPG,Viet Phat Import Export Trading Investment JSC,1087534315200.0,12700,3.2520325203252036,9302693342053.0,quote/hose/VPG
223,224,hose/TCI,Thanh Cong Securities JSC,1081056013400.0,9470,0.10570824524312895,176470129579.0,quote/hose/TCI
224,225,hose/ITC,Investment and Trading of Real Estate JSC,1040895281650.0,11050,0.4545454545454546,575626468075.0,quote/hose/ITC
225,226,hose/NHH,Hanoi Plastics JSC,1027608000000.0,14100,0.0,,quote/hose/NHH
226,227,hose/SJD,Can Don Hydro Power JSC,1024629507000.0,14850,1.020408163265306,422544571444.0,quote/hose/SJD
227,228,hose/HTN,Hung Thinh Incons JSC,1015927085400.0,11150,6.698564593301436,1140492454254.0,quote/hose/HTN
228,229,hose/CVT,CMC JSC,1010833936850.0,27550,0.0,1711849859917.0,quote/hose/CVT
229,230,hose/VIP,Vietnam Petroleum Transport JSC,999675738600.0,14850,1.020408163265306,597128084807.0,quote/hose/VIP
230,231,hose/TCD,Tracodi Construction Holdings JSC,963805239670.0,3000,1.694915254237288,2852633077915.0,quote/hose/TCD
231,232,hose/PGC,Petrolimex Gas Corporation JSC,947326774500.0,15600,0.6451612903225806,4289376683259.0,quote/hose/PGC
232,233,hose/LSS,Lam Son Sugar Joint Stock Corporation,930296609550.0,10950,0.45871559633027525,2689011669870.0,quote/hose/LSS
233,234,hose/TVB,Tri Viet Securities Joint Stock Corporation,911348764470.0,8150,-0.24479804161566704,166363079932.0,quote/hose/TVB
234,235,hose/ILB,Tan Cang - Long Binh ICD JSC,820825207500.0,34000,-0.5847953216374269,439288894230.0,quote/hose/ILB
235,236,hose/CMX,Camimex Group JSC,819267879600.0,8170,-1.566265060240964,2981141404986.0,quote/hose/CMX
236,237,hose/GSP,International Gas Product Shipping JSC,794861481750.0,12950,-0.7662835249042145,2247003636730.0,quote/hose/GSP
237,238,hose/SKG,Superdong Fast Ferry Kien Giang JSC,794647479150.0,12450,-1.1904761904761905,384512186222.0,quote/hose/SKG
238,239,hose/HHP,Hai Phong Hoang Ha Paper JSC,793703325310.0,9150,-0.5434782608695652,368168490774.0,quote/hose/HHP
239,240,hose/VDP,Vidipha Central Pharmaceutical JSC,787279377450.0,35500,-0.6993006993006993,,quote/hose/VDP
240,241,hose/VRC,VRC Real Estate and Investment JSC,784529235000.0,15400,-1.5974440894568689,45715940733.0,quote/hose/VRC
241,242,hose/TEG,Truong Thanh Energy and Real Estate JSC,779202324900.0,6500,0.30864197530864196,191066828161.0,quote/hose/TEG
242,243,hose/VNG,Thanh Thanh Cong Tourist JSC,778212864000.0,8000,-0.12484394506866416,914823245612.0,quote/hose/VNG
243,244,hose/DC4,DIC Holdings Construction JSC,762290324400.0,13350,6.800000000000001,454110238243.0,quote/hose/DC4
244,245,hose/BTP,Ba Ria Thermal Power JSC,737924320000.0,12250,0.4098360655737705,357406763322.0,quote/hose/BTP
245,246,hose/NVT,Ninh Van Bay Travel Real Estate JSC,724000000000.0,8000,2.1711366538952745,96076858248.0,quote/hose/NVT
246,247,hose/VAF,Van Dien Fused Magnesium Phosphate Fertilizer JSC,721291414200.0,18300,-4.43864229765013,956797787959.0,quote/hose/VAF
247,248,hose/SVI,Bien Hoa Packaging Company,716049984600.0,55700,0.0,1495910273565.0,quote/hose/SVI
248,249,hose/SRC,Sao Vang Rubber JSC,715615884000.0,25900,-6.83453237410072,1027779872350.0,quote/hose/SRC
249,250,hose/ADS,Damsan JSC,706651224750.0,9250,-0.2157497303128371,,quote/hose/ADS
250,251,hose/VNS,Vietnam Sun Corporation,698949677600.0,10250,0.0,1002138179707.0,quote/hose/VNS
251,252,hose/TNC,Thong Nhat Rubber JSC,685300000000.0,34900,0.0,143177885523.0,quote/hose/TNC
252,253,hose/SFI,Sea & Air Freight International,683132503000.0,29500,0.1697792869269949,1724364161804.0,quote/hose/SFI
253,254,hose/ADP,A Dong Paint JSC,664699672500.0,28800,0.0,548436586005.00006,quote/hose/ADP
254,255,hose/TLH,TienLen Steel Corporation JSC,663811300470.0,6000,-1.639344262295082,6305060172951.0,quote/hose/TLH
255,256,hose/KHP,Khanh Hoa Power JSC,661125368700.0,10950,0.0,,quote/hose/KHP
256,257,hose/FDC,Foreign Trade Development & Investment Corporation of Ho Chi Minh City,650805772800.0,16850,6.984126984126984,28938468889.0,quote/hose/FDC
257,258,hose/DSN,Dam Sen Water Park Corporation,630733069800.0,52200,-0.9487666034155596,217636663313.0,quote/hose/DSN
258,259,hose/NNC,Nui Nho Stone JSC,626912000000.0,28800,0.17391304347826086,280070334347.0,quote/hose/NNC
259,260,hose/VPH,Van Phat Hung Corporation,619890700000.0,6530,-1.0606060606060608,60865026639.0,quote/hose/VPH
260,261,hose/JVC,Japan Vietnam Medical Investment and Development JSC,612000930240.0,5290,1.3409961685823757,612521692173.0,quote/hose/JVC
261,262,hose/DTL,Dai Thien Loc Corporation,606309840000.0,10100,1.0,1928297931326.0,quote/hose/DTL
262,263,hose/DLG,Duc Long Gia Lai Group JSC,595626342800.0,1990,-1.4851485148514851,1136633999471.0,quote/hose/DLG
263,264,hose/DHA,Hoa An JSC,591988134600.0,40250,-1.5892420537897312,296193414952.0,quote/hose/DHA
264,265,hose/ABT,Bentre Aquaproduct Import and Export JSC,577085593000.0,49250,0.8188331627430911,574119095281.0,quote/hose/ABT
265,266,hose/DRL,Hydro Power Joint Stock Company - Power No. 3,560500000000.0,58800,0.0,91341413148.0,quote/hose/DRL
266,267,hose/TN1,ROX Key Holdings JSC,557249949600.0,10450,2.450980392156863,,quote/hose/TN1
267,268,hose/TMT,TMT Motor JSC,553169700000.0,15000,0.6711409395973155,2324357447504.0,quote/hose/TMT
268,269,hose/GDT,Duc Thanh Wood Processing JSC,552676306700.0,23450,0.0,335690343652.0,quote/hose/GDT
269,270,hose/ACL,Cuu Long Fish JSC,551749209000.0,11100,-1.3333333333333337,1103564345551.0,quote/hose/ACL
270,271,hose/MCP,My Chau Printing & Packing Holdings Company,550786903500.0,30500,0.0,466605824421.0,quote/hose/MCP
271,272,hose/DAT,Travel Investment and Seafood Development Corporation,548288460720.0,7920,0.89171974522293,2938534598760.0,quote/hose/DAT
272,273,hose/LDG,LDG Investment JSC,538035424499.99994,2110,0.9569377990430622,-173233280116.0,quote/hose/LDG
273,274,hose/HAP,Hapaco Group JSC,531047350160.00006,4780,0.0,348955901479.0,quote/hose/HAP
274,275,hose/SFG,The Southern Fertilizer JSC,526870662999.99994,11000,-0.4524886877828055,1600157431150.0,quote/hose/SFG
275,276,hose/TYA,Taya Viet Nam Electric Wire and Cable JSC,521569894000.0,17100,0.0,1860877702477.0,quote/hose/TYA
276,277,hose/BTT,Ben Thanh Trading & Service JSC,521100000000.0,38600,0.0,327791166611.0,quote/hose/BTT
277,278,hose/SAV,Savimex Corporation,512615787750.0,20400,0.0,665954114593.0,quote/hose/SAV
278,279,hose/TSC,Techno - Agricultural Supplying JSC,505927437250.0,2570,-0.3875968992248062,627336630841.0,quote/hose/TSC
279,280,hose/CDC,Chuong Duong Corp.,493646674200.0,21200,-2.3041474654377883,367781328437.0,quote/hose/CDC
280,281,hose/TLD,Thang Long Urban Development and Construction Investment JSC,489770542800.0,6270,-0.3179650238473768,,quote/hose/TLD
281,282,hose/CCL,Cuu Long Petro Urban Development and Investment Corporation,476651344000.0,8080,0.62266500622665,301510530439.0,quote/hose/CCL
282,283,hose/SBG,Siba High-Tech Mechanical Group JSC,473550000000.0,12250,0.0,,quote/hose/SBG
283,284,hose/HUB,Thua Thien Hue Construction Joint-Stock Corporation,473371866000.0,18050,0.0,,quote/hose/HUB
284,285,hose/EVE,Everpia JSC,457579525700.0,10900,0.0,741241688662.0,quote/hose/EVE
285,286,hose/FIR,First Real JSC,455499042290.0,6950,0.7246376811594203,123961564779.0,quote/hose/FIR
286,287,hose/ICT,Joint Stock Company for Telecoms and Informatics,450590000000.0,13950,0.7220216606498195,,quote/hose/ICT
287,288,hose/SSC,Southern Seed Corporation,449913511500.0,36200,0.0,388062601863.0,quote/hose/SSC
288,289,hose/HTI,IDICO Infrastructure Development Investment JSC,444095760000.0,17800,-0.5586592178770949,489839849627.0,quote/hose/HTI
289,290,hose/SMC,SMC Trading Investment JSC,435016406670.0,5910,-1.9900497512437811,8924161549541.0,quote/hose/SMC
290,291,hose/COM,Materials-Petroleum JSC,430679154000.0,30500,-0.6514657980456027,4106543929913.0,quote/hose/COM
291,292,hose/CIG,Coma 18 Joint stock Company,421079562750.0,8110,6.992084432717678,,quote/hose/CIG
292,293,hose/HVH,HVC Investment and Technology JSC,381654953700.0,9470,-0.10548523206751054,427513733935.0,quote/hose/HVH
293,294,hose/UIC,IDICO Urban and House Development Investment JSC,380000000000.0,47500,-1.5544041450777202,2967385498973.0,quote/hose/UIC
294,295,hose/TCO,TCO Holdings JSC,374281432900.0,11950,-2.0491803278688523,176181122139.0,quote/hose/TCO
295,296,hose/TVT,Viet Thang Corporation,368550000000.0,17450,1.1594202898550725,,quote/hose/TVT
296,297,hose/CCI,Cuchi Commercial and Industrial Developing Investment JSC,368363205000.0,20700,0.0,423749900407.0,quote/hose/CCI
297,298,hose/BCE,Binh Duong Construction and Civil Engineering JSC,367500000000.0,10500,-0.47393364928909953,,quote/hose/BCE
298,299,hose/PMG,Petro Center Corporation,366519958980.0,7910,0.0,,quote/hose/PMG
299,300,hose/ITD,Innovative Technology Development Corporation,359417108150.0,14650,0.3424657534246575,447311086872.0,quote/hose/ITD
300,301,hose/HMC,Vnsteel - Ho Chi Minh City Metal Corporation,354899987000.0,13000,4.0,4235459338475.0,quote/hose/HMC
301,302,hose/ABS,BinhThuan Agriculture Services JSC,352000000000.0,4430,-0.8948545861297539,,quote/hose/ABS
302,303,hose/HTL,Truong Long Engineering and Auto JSC,351600000000.0,29000,0.0,628819222302.0,quote/hose/HTL
303,304,hose/PLP,Pha Le Plastics Manufacturing and Technology JSC,348599238060.0,5000,0.2004008016032064,,quote/hose/PLP
304,305,hose/TDH,Thuduc Housing Development Corporation,343590939350.0,3050,-0.6514657980456027,75913601811.0,quote/hose/TDH
305,306,hose/MHC,MHC JSC,341289096300.0,7850,-0.1272264631043257,59887632898.0,quote/hose/MHC
306,307,hose/HII,An Tien Industries JSC,338849873600.0,4620,-0.6451612903225806,,quote/hose/HII
307,308,hose/SRF,SEAREFICO Corporation,320974410000.0,10000,5.374077976817703,1076681931809.0,quote/hose/SRF
308,309,hose/HAR,An Duong Thao Dien Real estate Trading Investment JSC,315063280000.0,3400,0.0,17815218515.0,quote/hose/HAR
309,310,hose/LAF,Long An Food Processing Export JSC,304560380000.0,20150,-2.4213075060532687,465961353640.0,quote/hose/LAF
310,311,hose/BMC,Binh Dinh Minerals JSC,303619435000.0,24500,-5.038759689922481,195319562182.0,quote/hose/BMC
311,312,hose/DAH,Dong A Hotel Group JSC,302278000000.0,3500,-2.5069637883008355,,quote/hose/DAH
312,313,hose/VNL,Vinalink Logistics JSC,301192373100.0,21100,-0.2364066193853428,740395507485.0,quote/hose/VNL
313,314,hose/DQC,Dien Quang Group JSC,299005016100.0,10750,0.46728971962616817,819277720976.0,quote/hose/DQC
314,315,hose/C32,CIC39 Corporation,294571242000.0,19800,-0.5025125628140703,626831909349.0,quote/hose/C32
315,316,hose/HCD,HCD Investment Producing and Trading JSC,291974646400.0,8030,0.0,,quote/hose/HCD
316,317,hose/SFC,Saigon Fuel Joint-Stock Company,288173107350.0,25650,0.0,1689823149373.0,quote/hose/SFC
317,318,hose/PHC,Phuc Hung Holdings Construction JSC,277299475120.0,5460,0.1834862385321101,647048185359.0,quote/hose/PHC
318,319,hose/C47,Construction Joint Stock Company 47,276201244400.0,7600,-1.1703511053315996,,quote/hose/C47
319,320,hose/ABR,Viet Brand Invest JSC,272000000000.0,13600,-2.857142857142857,,quote/hose/ABR
320,321,hose/NHT,Nam Hoa Trading and Production Corporation,270316901250.0,11200,0.4484304932735426,,quote/hose/NHT
321,322,hose/VMD,Vimedimex Medi-Pharma JSC,265572609600.00003,17250,-3.6312849162011176,,quote/hose/VMD
322,323,hose/PJT,Petrolimex Joint Stock Tanker Company,265001660250.00003,10650,0.0,384888069959.0,quote/hose/PJT
323,324,hose/PTL,Victory Capital JSC,262981112800.0,2680,-0.3717472118959107,268248257399.0,quote/hose/PTL
324,325,hose/TNT,Tai Nguyen Corporation,260100000000.0,5110,0.5905511811023622,76707985938.0,quote/hose/TNT
325,326,hose/DHM,Duong Hieu Trading and Mining JSC,258672385510.0,7550,-1.30718954248366,579162893657.0,quote/hose/DHM
326,327,hose/SMA,Saigon Machinery Spare Parts Joint stock Company,254410450000.0,12500,1.6260162601626018,991212707395.0,quote/hose/SMA
327,328,hose/SBV,Siam Brothers Vietnam JSC,251107339440.0,9190,0.0,,quote/hose/SBV
328,329,hose/DBT,Ben Tre Pharmaceutical JSC,247394332500.0,12150,0.4132231404958678,868411587644.0,quote/hose/DBT
329,330,hose/VSI,Water Supply Sewerage Construction and Investment JSC,246839943900.0,17500,-2.7777777777777777,,quote/hose/VSI
330,331,hose/YBM,Yen Bai Industry Mineral JSC,242382966000.0,16150,6.95364238410596,50921824625.0,quote/hose/YBM
331,332,hose/VNE,Vietnam Electricity Construction Joint Stock Corporation,241635240450.0,2950,-1.3377926421404682,886138380430.0,quote/hose/VNE
332,333,hose/TPC,Tan Dai Hung Plastic JSC,239805581400.0,11400,-0.8695652173913043,707016258476.0,quote/hose/TPC
333,334,hose/DRH,DRH Holdings JSC,235044945400.0,1900,6.741573033707865,2660045210.0,quote/hose/DRH
334,335,hose/TCT,Tay Ninh Cable Car Tour Joint-stock Company,229544600000.0,18100,0.5555555555555556,27109145516.0,quote/hose/TCT
335,336,hose/BKG,BKG Viet Nam Investment JSC,229151942400.0,3210,0.6269592476489028,,quote/hose/BKG
336,337,hose/VPS,Vietnam Pesticide JSC,226996149760.0,9280,0.10787486515641856,,quote/hose/VPS
337,338,hose/ADG,Clever Group Corporation,226633522600.0,10600,0.9523809523809524,335125002766.0,quote/hose/ADG
338,339,hose/AAT,Tien Son Thanh Hoa Group JSC,226621129600.0,3230,-0.30864197530864196,,quote/hose/AAT
339,340,hose/L10,LILAMA 10 JSC,225170000000.0,23000,-6.882591093117409,1073199177579.0,quote/hose/L10
340,341,hose/PSH,Nam Song Hau Trading Investing Petroleum JSC,223320510600.0,1900,-6.862745098039216,8687402028785.0,quote/hose/PSH
341,342,hose/ST8,Sieu Thanh Joint Stock Corporation,222743011320.0,8100,1.1235955056179776,472870321901.0,quote/hose/ST8
342,343,hose/SVT,Sai Gon Vien Dong Technology JSC,213790578300.0,12250,-0.40650406504065045,91560350762.0,quote/hose/SVT
343,344,hose/VID,Vien Dong Investment Development Trading Corporation,211530837420.0,5210,0.0,1188877855220.0,quote/hose/VID
344,345,hose/HID,Halcom VietNam JSC,210312319540.0,2740,-1.7921146953405016,,quote/hose/HID
345,346,hose/PNC,Phuong Nam Cultural Joint Stock Corporation,204107733900.0,19000,-1.2987012987012987,548395977334.99994,quote/hose/PNC
346,347,hose/CRC,Create Capital Vietnam Joint Stock Company Limited,201600000000.0,6720,-0.8849557522123894,,quote/hose/CRC
347,348,hose/NO1,911 Group JSC,197280000000.0,8320,0.0,,quote/hose/NO1
348,349,hose/VCA,VNSTEEL-VICASA JSC,195943427700.0,12750,-0.390625,2281892370235.0,quote/hose/VCA
349,350,hose/FCM,FECON Mining JSC,194155365600.0,4300,0.0,,quote/hose/FCM
350,351,hose/PTC,ICAPITAL Investment Joint Stock company,189643991880.0,5950,6.822262118491921,108980327650.0,quote/hose/PTC
351,352,hose/KMR,Mirae JSC,188834319240.0,3320,0.0,351689622701.0,quote/hose/KMR
352,353,hose/ASP,An Pha Petroleum Group JSC,188191291680.0,5040,0.5988023952095809,3742324834484.0,quote/hose/ASP
353,354,hose/NAV,Nam Viet JSC,166399584000.0,20800,4.0,106199394079.0,quote/hose/NAV
354,355,hose/SPM,SPM Corporation,163174500000.0,11600,-6.827309236947792,529844392380.0,quote/hose/SPM
355,356,hose/HSL,Hong Ha Food Investment Development JSC,162754271860.0,4220,-0.2364066193853428,139245565620.0,quote/hose/HSL
356,357,hose/LGL,Long Giang Investment and Urban Development JSC,162215865000.0,3060,0.6578947368421052,,quote/hose/LGL
357,358,hose/GMC,Garmex Saigon Corporation,156751230250.0,4750,1.279317697228145,1747770984983.0,quote/hose/GMC
358,359,hose/CMV,Ca Mau Trading JSC,154324878000.0,8410,3.444034440344403,4095784639459.0,quote/hose/CMV
359,360,hose/LEC,EVN Land Central JSC,150597000000.0,5770,-6.935483870967742,,quote/hose/LEC
360,361,hose/MDG,Mien Dong JSC,144546934000.0,14000,-3.4482758620689653,,quote/hose/MDG
361,362,hose/DTT,Do Thanh Technology Corporation,144287214000.0,17700,-6.842105263157896,197386384524.0,quote/hose/DTT
362,363,hose/TCR,Taicera Enterprise Company,143089269750.0,3240,4.516129032258064,2258227060530.0,quote/hose/TCR
363,364,hose/SHA,Son Ha Sai Gon JSC,140141568250.0,4190,1.9464720194647205,1140368523819.0,quote/hose/SHA
364,365,hose/GMH,Minh Hung Quang Tri JSC,135300000000.0,8300,3.1055900621118013,,quote/hose/GMH
365,366,hose/HTV,Logistics Vicem JSC,125012160000.0,9510,-0.10504201680672268,278276936599.0,quote/hose/HTV
366,367,hose/TNI,Thanh Nam Group JSC,118650000000.0,2260,0.0,,quote/hose/TNI
367,368,hose/BRC,Ben Thanh Rubber JSC,117562471500.0,14300,-0.34843205574912894,191884670590.0,quote/hose/BRC
368,369,hose/GTA,Thuan An Wood Processing JSC,115440000000.0,11100,2.3041474654377883,261393684841.0,quote/hose/GTA
369,370,hose/HVX,Vicem Hai Van Cement JSC,112118175000.0,2700,1.5037593984962403,347809193817.0,quote/hose/HVX
370,371,hose/VTB,Viettronics Tan Binh JSC,109665878000.0,10200,0.0,353476339945.0,quote/hose/VTB
371,372,hose/TDG,TDG Global Investment JSC,98781655200.0,4090,0.4914004914004914,,quote/hose/TDG
372,373,hose/PIT,Petrolimex International Trading JSC,97055836750.0,6800,1.4925373134328357,3282269277298.0,quote/hose/PIT
373,374,hose/SVD,Vu Dang Investment & Trading JSC,90271319160.0,3300,0.303951367781155,,quote/hose/SVD
374,375,hose/DTA,De Tam JSC,77747574300.0,4130,3.7688442211055273,140990451318.0,quote/hose/DTA
375,376,hose/KPF,Koji Asset Investment JSC,73649361610.0,1210,-6.923076923076923,,quote/hose/KPF
376,377,hose/AAM,Mekong Fisheries JSC,73158274000.0,7000,-2.7777777777777777,153483344374.0,quote/hose/AAM
377,378,hose/RDP,Rang Dong Plastic Joint-Stock Company,64281441930.0,1310,1.550387596899225,1079624856893.0,quote/hose/RDP
378,379,hose/HAS,HACISCO JSC,62400000000.0,8000,0.0,69343852258.0,quote/hose/HAS
379,380,hose/HU1,HUD1 Investment and Construction JSC,60300000000.0,6030,0.0,,quote/hose/HU1
380,381,hose/AGM,An Giang Import Export Company,53326000000.0,2950,-1.006711409395973,1760524887330.0,quote/hose/AGM
381,382,hose/DXV,Da Nang Construction Building Materials VICEM JSC,40293000000.0,4070,0.0,590005890239.0,quote/hose/DXV
382,383,hose/FUEKIVFS,"Kim Vietnam Fund Management Co., Ltd",,14040,2.2578295702840494,,quote/hose/FUEKIVFS
