Stock Symbol,Date,Stock Price
600960,2024-09-30,3.33
600960,2024-06-30,2.66
600960,2024-03-31,3.75
600960,2023-12-31,4.05
600960,2023-09-30,3.71
600960,2023-06-30,3.77
600960,2023-03-31,3.54
600960,2022-12-31,3.41
600960,2022-09-30,3.28
600960,2022-06-30,3.84
600960,2022-03-31,3.53
600960,2021-12-31,3.99
600960,2021-09-30,3.87
600960,2021-06-30,4.0793
600960,2021-03-31,3.5507
600960,2020-12-31,4.6279
600960,2020-09-30,3.2316
600960,2020-06-30,3.0726
600960,2020-03-31,3.2715
600960,2019-12-31,3.1721
