Stock Symbol,Date,Stock Price
603659,2024-09-30,14.95
603659,2024-06-30,14.13
603659,2024-03-31,19.12
603659,2023-12-31,20.75
603659,2023-09-30,29.04
603659,2023-06-30,37.89
603659,2023-03-31,33.8
603659,2022-12-31,35.14
603659,2022-09-30,37.79
603659,2022-06-30,57.15
603659,2022-03-31,47.21
603659,2021-12-31,53.96
603659,2021-09-30,57.78
603659,2021-06-30,45.89
603659,2021-03-31,22.71
603659,2020-12-31,26.87
603659,2020-09-30,25.96
603659,2020-06-30,24.63
603659,2020-03-31,14.26
603659,2019-12-31,20.24
