,STT,Comp_code,Time,Total Assets,Total Debt,EPS,BVPS,ROA,ROE,DY,Price,DIV,Market Cap,DAR,SIZE
2334,3026,600563,12/31/2020,3650.0,708.96,0.84,12.87,0.1188,0.2065,0.0128,102.4253693,1.3,24199,0.194235616,10.09406659
2335,3027,600563,9/30/2020,3354.0,603.32,0.61,12.03,0.1186,0.2076,0.0,65.6109314,0.0,15723,0.179880739,9.662879887
2336,3028,600563,6/30/2020,3179.0,558.26,0.61,11.43,0.0753,0.1401,0.0,56.11623383,0.0,13905,0.175608682,9.540003767
2337,3029,600563,3/31/2020,3286.0,512.24,0.41,12.12,0.112,0.2355,0.0,40.62153244,0.0,9902,0.155885575,9.200492036
2338,3030,600566,9/30/2024,18152.0,4057.0,0.62,15.37,0.0598,0.1426,0.0,28.46999931,0.0,28868,0.223501543,10.27048899
2339,3031,600566,6/30/2024,18050.0,4519.0,0.53,14.65,0.1008,0.2456,0.0,31.70999908,0.0,29230,0.250360111,10.28295086
2340,3032,600566,3/31/2024,19361.0,5146.0,0.92,15.5,0.1326,0.2722,0.0,36.09687805,0.0,34503,0.265792056,10.44880156
2341,3033,600566,12/31/2023,18144.0,4775.0,0.96,14.48,0.092,0.1986,0.0429,30.31057549,1.3,28972,0.263172399,10.27408513
2342,3034,600566,9/30/2023,16601.0,4117.0,0.66,13.61,0.1061,0.2219,0.0,26.36624527,0.0,25207,0.247997109,10.13487701
2343,3035,600566,6/30/2023,16387.0,4492.0,0.72,12.88,0.1094,0.232,0.0,27.06352615,0.0,26787,0.274119729,10.19567197
2344,3036,600566,3/31/2023,15771.0,3737.0,0.74,13.04,0.1079,0.2155,0.0,25.95068359,0.0,26253,0.236953903,10.17553555
2345,3037,600566,12/31/2022,14981.0,3629.0,0.65,12.3,0.1203,0.2349,0.0346,25.45504951,0.88,25092,0.242240171,10.13030435
2346,3038,600566,9/30/2022,13294.0,3172.0,0.65,11.38,0.0871,0.1805,0.0,21.22813034,0.0,20490,0.238603881,9.927692241
2347,3039,600566,6/30/2022,12548.0,3004.0,0.49,10.73,0.1159,0.2469,0.0,24.96876907,0.0,24126,0.239400701,10.09104538
2348,3040,600566,3/31/2022,12863.0,3151.0,0.65,10.91,0.0712,0.2001,0.0,22.91597748,0.0,23388,0.244966182,10.05997835
2349,3041,600566,12/31/2021,12131.0,3000.0,0.51,10.26,0.0967,0.1977,0.0264,23.39736748,0.68,25173,0.247300305,10.13352727
2350,3042,600566,9/30/2021,11465.0,2780.0,0.47,9.76,0.1004,0.2021,0.0,15.15924263,0.0,14843,0.242477104,9.605283653
2351,3043,600566,6/30/2021,11113.0,2895.0,0.47,9.25,0.1042,0.22,0.0,16.05844307,0.0,15900,0.260505714,9.674074388
2352,3044,600566,3/31/2021,11131.0,2929.0,0.49,9.23,0.0843,0.1671,0.0,17.82949066,0.0,17738,0.263138981,9.78346451
2353,3045,600566,12/31/2020,10516.0,2753.0,0.36,8.74,0.0768,0.1661,0.0251,17.82948875,0.45,17969,0.261791556,9.79640333
2354,3046,600566,9/30/2020,10023.0,2578.0,0.34,8.38,0.0698,0.1428,0.0,19.39068031,0.0,18051,0.257208421,9.800956364
2355,3047,600566,6/30/2020,8358.0,2571.0,0.27,7.1,0.1406,0.293,0.0,21.55505562,0.0,20748,0.307609476,9.940205135
2356,3048,600566,3/31/2020,9416.0,2848.0,0.57,8.06,0.1064,0.2133,0.0,18.02877808,0.0,17861,0.302463891,9.790374844
2357,3049,600567,9/30/2024,53579.0,37229.0,-0.01,4.35,0.0032,0.0154,0.0,1.710000038,0.0,8035,0.694843129,8.991562278
2358,3050,600567,6/30/2024,54841.0,38797.0,0.02,4.7,0.0113,0.0069,0.0,1.488620758,0.0,6480,0.70744516,8.776475789
2359,3051,600567,3/31/2024,55516.0,39624.0,0.01,4.55,0.0083,0.069,0.0,1.855813861,0.0,8078,0.713740183,8.996899596
2360,3052,600567,12/31/2023,54740.0,39025.0,0.1,3.18,0.0181,0.0433,0.0057,1.925282836,0.011,8380,0.712915601,9.033603193
2361,3053,600567,9/30/2023,54915.0,39460.0,0.04,3.1,0.0073,0.011,0.0,2.13368988,0.0,9287,0.718565055,9.136370852
2362,3054,600567,6/30/2023,55825.0,40420.0,0.01,3.08,-0.0043,-0.1025,0.0,2.21308279,0.0,9559,0.724048365,9.165238398
2363,3055,600567,3/31/2023,54450.0,39208.0,-0.08,3.06,-0.0371,-0.6028,0.0,2.441338062,0.0,10884,0.720073462,9.2950491
2364,3056,600567,12/31/2022,52517.0,38390.0,-0.64,3.15,0.0047,-0.0128,0.0,2.461186171,0.0,10928,0.73100139,9.299083582
2365,3057,600567,9/30/2022,57099.0,39615.0,-0.01,3.02,0.0034,-0.0229,0.0,2.342096567,0.0,10487,0.693794988,9.257891674
2366,3058,600567,6/30/2022,56960.0,39128.0,-0.02,3.65,0.0173,0.0411,0.0,2.748986244,0.0,12216,0.686938202,9.410501847
2367,3059,600567,3/31/2022,55724.0,37274.0,0.04,3.67,0.0048,0.0447,0.0,2.872274637,0.0,13501,0.668903883,9.510519036
2368,3060,600567,12/31/2021,51994.0,33696.0,0.05,3.75,0.0231,0.0667,0.035,3.129920483,0.11,14708,0.648074778,9.596146842
2369,3061,600567,9/30/2021,50879.0,32448.0,0.07,3.9,0.0386,0.1238,0.0,3.282599449,0.0,15288,0.637748383,9.634823486
2370,3062,600567,6/30/2021,49205.0,31043.0,0.11,3.67,0.0367,0.1113,0.0,3.309758663,0.0,15423,0.63089117,9.643615181
2371,3063,600567,3/31/2021,48383.0,30609.0,0.11,3.59,0.0403,0.0992,0.0,3.404053688,0.0,16253,0.632639563,9.696032786
2372,3064,600567,12/31/2020,45437.0,28208.0,0.08,3.51,0.0422,0.124,0.014,2.828853607,0.04,13411,0.620815635,9.503830545
2373,3065,600567,9/30/2020,45760.0,30069.0,0.11,3.46,0.0322,0.0732,0.0,2.942007542,0.0,13678,0.657102273,9.523543982
2374,3066,600567,6/30/2020,44395.0,29215.0,0.06,3.3,0.0262,0.0619,0.0,2.781705856,0.0,13325,0.658069602,9.497397249
2375,3067,600567,3/31/2020,43135.0,28421.0,0.05,3.21,0.0221,0.0144,0.0,2.885430813,0.0,13859,0.658884896,9.53669012
2376,3068,600568,9/30/2024,2652.0,375.11,-0.01,1.14,-0.0279,-0.0704,0.0,1.289999962,0.0,2670,0.141444193,7.889833751
2377,3069,600568,6/30/2024,2708.0,391.28,-0.02,1.16,-0.0205,-0.0331,0.0,1.210000038,0.0,2411,0.144490399,7.787796878
2378,3070,600568,3/31/2024,2835.0,398.13,-0.01,1.22,-0.1942,-0.1271,0.0,1.389999986,0.0,2770,0.140433862,7.926602599
2379,3071,600568,12/31/2023,3019.0,428.35,-0.04,1.23,-0.0111,-0.0198,0.0,1.720000029,0.0,3428,0.14188473,8.13973228
2380,3072,600568,9/30/2023,3170.0,496.17,-0.01,1.28,-0.0428,-0.3137,0.0,1.840000033,0.0,3667,0.156520505,8.207129168
2381,3073,600568,6/30/2023,3224.0,537.29,-0.11,1.28,-0.0125,-0.0299,0.0,1.720000029,0.0,3468,0.166653226,8.151333338
2382,3074,600568,3/31/2023,3640.0,725.34,-0.01,1.39,-0.1138,-0.911,0.0,1.730000019,0.0,3448,0.199269231,8.145549632
2383,3075,600568,12/31/2022,3713.0,775.97,-0.37,1.4,-0.0118,-0.0212,0.0,1.879999995,0.0,3747,0.208987342,8.228710799
2384,3076,600568,9/30/2022,4379.0,687.4,-0.01,1.78,-0.0057,-0.0205,0.0,1.730000019,0.0,3428,0.156976479,8.13973228
2385,3077,600568,6/30/2022,4410.0,698.56,-0.01,1.79,0.0015,0.0017,0.0,1.610000014,0.0,3209,0.158403628,8.073714641
2386,3078,600568,3/31/2022,4403.0,672.35,0.0,1.8,-0.0382,-0.1547,0.0,1.649999976,0.0,3448,0.152702703,8.145549632
2387,3079,600568,12/31/2021,4458.0,729.24,-0.07,1.81,-0.0021,-0.0129,0.0,1.940000057,0.0,3906,0.163580081,8.270269111
2388,3080,600568,9/30/2021,4672.0,755.89,-0.01,1.87,-0.0063,-0.0219,0.0,1.74000001,0.0,3547,0.161791524,8.173857455
2389,3081,600568,6/30/2021,4723.0,790.83,-0.01,1.88,-0.0129,-0.0267,0.0,2.119999886,0.0,4245,0.167442304,8.353497099
2390,3082,600568,3/31/2021,4760.0,806.86,-0.01,1.89,-0.0113,0.0531,0.0,1.659999967,0.0,3308,0.169508403,8.104099056
2391,3083,600568,12/31/2020,4525.0,545.44,0.02,1.9,0.0023,-0.0113,0.0,1.399999976,0.0,2770,0.120539227,7.926602599
2392,3084,600568,9/30/2020,4658.0,813.2,-0.01,1.83,-0.0001,-0.003,0.0,1.679999948,0.0,3328,0.174581365,8.110126802
2393,3085,600568,6/30/2020,4693.0,839.54,0.0,1.83,-0.0082,-0.0243,0.0,1.169999957,0.0,2411,0.178891967,7.787796878
2394,3086,600568,3/31/2020,4741.0,870.71,-0.01,1.84,-0.2235,-0.3396,0.0,1.519999981,0.0,3029,0.183655347,8.015987811
2395,3087,600569,9/30/2024,43006.0,37557.0,-0.32,1.3,-0.0424,-0.4895,0.0,1.659999967,0.0,5142,0.873296749,8.545197388
2396,3088,600569,6/30/2024,45483.0,39401.0,-0.27,1.62,-0.0425,-0.3057,0.0,1.429999948,0.0,4108,0.866279709,8.320691571
2397,3089,600569,3/31/2024,42855.0,35983.0,-0.17,1.89,-0.0409,-0.3698,0.0,1.840000033,0.0,5285,0.839645316,8.572627898
2398,3090,600569,12/31/2023,43510.0,36103.0,-0.23,2.05,-0.0048,-0.0284,0.0,2.130000114,0.0,6118,0.829763273,8.718990525
2399,3091,600569,9/30/2023,43095.0,35886.0,-0.02,2.29,-0.0258,-0.2503,0.0,2.150000095,0.0,6176,0.832718413,8.728426092
2400,3092,600569,6/30/2023,44066.0,36810.0,-0.16,2.32,-0.0234,-0.1929,0.0,1.970000029,0.0,5716,0.835337902,8.651024539
2401,3093,600569,3/31/2023,42977.0,35241.0,-0.13,2.47,-0.0486,-0.5384,0.0,2.109999895,0.0,6118,0.819996742,8.718990525
2402,3094,600569,12/31/2022,42628.0,34520.0,-0.4,2.6,-0.0513,-0.4238,0.0,2.069999933,0.0,5946,0.809796378,8.690474004
2403,3095,600569,9/30/2022,45363.0,35986.0,-0.35,3.02,-0.0155,-0.12,0.0,2.049999952,0.0,5917,0.793289685,8.685584843
2404,3096,600569,6/30/2022,47548.0,36787.0,-0.11,3.48,-0.0332,-0.1977,0.0,2.500414848,0.0,7526,0.773681333,8.926118971
2405,3097,600569,3/31/2022,47560.0,36474.0,-0.19,3.59,-0.0109,-0.0295,0.0,2.987137079,0.0,9048,0.766904962,9.110299018
2406,3098,600569,12/31/2021,45690.0,34137.0,-0.02,3.75,0.0233,0.0845,0.0385,2.824896336,0.11,8589,0.747143795,9.058237594
2407,3099,600569,9/30/2021,45508.0,33755.0,0.09,3.78,0.0527,0.2023,0.0,3.235269785,0.0,9967,0.741737716,9.207034915
2408,3100,600569,6/30/2021,42291.0,30637.0,0.2,3.74,0.0239,0.0782,0.0,2.865427017,0.0,8790,0.724433095,9.081369991
2409,3101,600569,3/31/2021,42310.0,31243.0,0.07,3.54,0.0224,0.0806,0.0,2.431842566,0.0,7267,0.738430631,8.891098831
2410,3102,600569,12/31/2020,40507.0,29658.0,0.09,3.47,0.042,0.1349,0.0208,2.384713888,0.05,7325,0.732169748,8.899048434
2411,3103,600569,9/30/2020,39715.0,29052.0,0.11,3.4,0.0111,0.0026,0.0,1.941703796,0.0,5888,0.731512023,8.68067166
2412,3104,600569,6/30/2020,39492.0,29044.0,0.0,3.33,-0.0173,-0.1332,0.0,1.862428665,0.0,5831,0.735440089,8.670943791
2413,3105,600569,3/31/2020,38774.0,28414.0,-0.12,3.32,-0.0016,-0.0489,0.0,2.009947777,0.0,6147,0.732810646,8.723719437
2414,3125,600571,9/30/2024,1579.0,335.9,0.13,2.4,-0.0456,-0.0108,0.0,10.57999992,0.0,5428,0.212729576,8.599326021
2415,3126,600571,6/30/2024,1602.0,325.24,-0.02,2.47,-0.0881,-0.1589,0.0,10.15636349,0.0,4868,0.203021223,8.490438454
2416,3127,600571,3/31/2024,1673.0,396.37,-0.11,2.48,0.1156,0.2635,0.0,11.69343853,0.0,5611,0.236921698,8.632484236
2417,3128,600571,12/31/2023,1808.0,483.18,0.16,2.58,0.1014,0.0664,0.0194,13.37643719,0.26,6418,0.267245575,8.766861822
2418,3129,600571,9/30/2023,1670.0,434.56,0.05,2.41,0.0002,0.0756,0.0,9.115433693,0.0,4374,0.260215569,8.383433201
2419,3130,600571,6/30/2023,1712.0,500.79,0.05,2.36,-0.0842,0.0085,0.0,8.804127693,0.0,4389,0.292517523,8.38685669
2420,3131,600571,3/31/2023,1744.0,560.67,0.02,2.23,-0.2403,-0.2341,0.0,10.55522537,0.0,5498,0.321485092,8.612139669
2421,3132,600571,12/31/2022,1811.0,646.81,-0.13,2.2,0.0081,-0.0332,0.0,8.969509125,0.0,4427,0.357156267,8.395477433
2422,3133,600571,9/30/2022,1728.0,469.14,-0.03,2.39,-0.0148,0.0073,0.0,6.848735809,0.0,3380,0.271493056,8.125630988
2423,3134,600571,6/30/2022,1842.0,516.46,0.01,2.55,-0.0347,-0.2265,0.0,8.654480934,0.0,4375,0.280380022,8.383661799
2424,3135,600571,3/31/2022,1832.0,538.5,-0.17,2.48,-0.0061,0.0614,0.0,12.42428303,0.0,6664,0.293941048,8.804475184
2425,3136,600571,12/31/2021,1985.0,632.44,0.06,2.79,-0.0025,0.0419,0.0216,11.79125786,0.25,5839,0.318609572,8.672314828
2426,3137,600571,9/30/2021,1767.0,353.5,0.05,2.7,0.0359,1.0749,0.0,8.881236076,0.0,4221,0.200056593,8.347827346
2427,3138,600571,6/30/2021,1711.0,339.43,0.59,2.83,-0.032,-0.0865,0.0,6.605954647,0.0,3224,0.198381064,8.078378104
2428,3139,600571,3/31/2021,1569.0,544.09,-0.05,2.21,0.0458,0.2613,0.0,7.146524906,0.0,3382,0.346775016,8.126222529
2429,3140,600571,12/31/2020,1664.0,616.16,0.15,2.26,-0.0116,0.1828,0.0317,6.688414097,0.22,3330,0.370288462,8.110727583
2430,3141,600571,9/30/2020,1404.0,422.25,0.13,2.13,0.0228,0.1217,0.0,7.540499687,0.0,3637,0.300747863,8.198914445
2431,3142,600571,6/30/2020,1336.0,352.59,0.06,2.15,-0.0706,-0.1366,0.0,7.463703156,0.0,3993,0.263914671,8.292298107
2432,3143,600571,3/31/2020,1399.0,426.22,-0.07,2.09,-0.1932,0.1827,0.0,8.114292145,0.0,3953,0.304660472,8.282230063
2433,3163,600573,9/30/2024,1726.0,404.31,0.19,5.25,0.0281,0.0836,0.0,9.960000038,0.0,2670,0.234246813,7.889833751
2434,3164,600573,6/30/2024,1655.0,381.94,0.11,5.06,-0.0032,0.0158,0.0,8.760000229,0.0,2190,0.230779456,7.691656823
2435,3165,600573,3/31/2024,1568.0,306.06,0.02,5.01,-0.0438,-0.0498,0.0,9.27717495,0.0,2335,0.195191327,7.75576717
2436,3166,600573,12/31/2023,1493.0,236.48,-0.06,4.99,0.0601,0.1347,0.0058,10.31017971,0.06,2595,0.158392498,7.861341796
2437,3167,600573,9/30/2023,1571.0,298.75,0.17,5.05,0.0307,0.0705,0.0,10.21085167,0.0,2570,0.1901655,7.851661178
2438,3168,600573,6/30/2023,1526.0,295.41,0.08,4.89,-0.0106,0.0025,0.0,11.66103172,0.0,2963,0.193584535,7.993957548
2439,3169,600573,3/31/2023,1447.0,225.75,0.0,4.85,-0.0422,-0.0304,0.0,13.2445631,0.0,3378,0.15601244,8.125039097
2440,3170,600573,12/31/2022,1409.0,188.74,-0.03,4.85,0.0572,0.1101,0.0046,10.8508482,0.05,2743,0.133953158,7.916807491
2441,3171,600573,9/30/2022,1449.0,218.95,0.14,4.88,0.0263,0.0599,0.0,10.079319,0.0,2565,0.15110421,7.849713758
2442,3172,600573,6/30/2022,1416.0,210.39,0.07,4.79,-0.0136,-0.007,0.0,9.988254547,0.0,2625,0.148580508,7.872836175
2443,3173,600573,3/31/2022,1333.0,144.53,-0.01,4.72,-0.0659,-0.0339,0.0,9.594240189,0.0,2540,0.108424606,7.83991936
2444,3174,600573,12/31/2021,1304.0,114.36,-0.04,4.73,0.0561,0.0989,0.0038,9.613940239,0.038,2528,0.087699387,7.835183755
2445,3175,600573,9/30/2021,1364.0,164.18,0.11,4.76,0.0252,0.0545,0.0,7.732523918,0.0,1973,0.120366569,7.587310506
2446,3176,600573,6/30/2021,1363.0,183.53,0.06,4.68,-0.0194,-0.014,0.0,10.62554646,0.0,2670,0.134651504,7.889833751
2447,3177,600573,3/31/2021,1292.0,128.7,-0.02,4.62,-0.0724,-0.0339,0.0,9.016508102,0.0,2278,0.099613003,7.731053144
2448,3178,600573,12/31/2020,1252.0,84.38,-0.04,4.64,0.0627,0.1018,0.0031,11.62629223,0.035,2923,0.067396166,7.980365765
2449,3179,600573,9/30/2020,1328.0,150.83,0.11,4.67,0.0314,0.0575,0.0,7.289732933,0.0,1868,0.113576807,7.532623619
2450,3180,600573,6/30/2020,1321.0,165.7,0.07,4.59,-0.0167,-0.0254,0.0,6.351010323,0.0,1650,0.125435276,7.408530567
2451,3181,600573,3/31/2020,1242.0,103.09,-0.03,4.52,-0.0482,-0.0291,0.0,6.057886124,0.0,1598,0.083003221,7.376508126
2452,3182,600575,9/30/2024,23200.0,10091.0,0.07,2.96,0.0297,0.0962,0.0,3.559999943,0.0,14884,0.434956897,9.608042089
2453,3183,600575,6/30/2024,23761.0,10976.0,0.07,2.89,0.0435,0.1076,0.0,3.890000105,0.0,14971,0.46193342,9.613870275
2454,3184,600575,3/31/2024,24389.0,11577.0,0.08,2.92,0.0322,0.0935,0.0,2.53896904,0.0,10083,0.474681209,9.218606116
2455,3185,600575,12/31/2023,23505.0,11157.0,0.07,2.84,0.041,0.0981,0.0514,2.335464001,0.12,9233,0.474664965,9.130539302
2456,3186,600575,9/30/2023,19139.0,6741.0,0.08,2.85,0.0297,0.069,0.0,2.684329987,0.0,10520,0.352212759,9.261033486
2457,3187,600575,6/30/2023,19088.0,6906.0,0.05,2.79,0.0229,0.0631,0.0,2.451752663,0.0,9722,0.361797988,9.182146638
2458,3188,600575,3/31/2023,18938.0,6985.0,0.05,2.74,0.0003,-0.1044,0.0,2.354845524,0.0,9304,0.368835146,9.138199694
2459,3189,600575,12/31/2022,22541.0,10787.0,-0.08,2.69,0.0486,0.1139,0.0,2.335464001,0.0,9152,0.478550197,9.121727714
2460,3190,600575,9/30/2022,19316.0,7277.0,0.06,2.77,0.0278,0.0553,0.0,2.412989616,0.0,9418,0.376734314,9.150378031
2461,3191,600575,6/30/2022,18982.0,7337.0,0.04,2.7,0.0467,0.0977,0.0,3.033195972,0.0,11849,0.386524075,9.379998755
2462,3192,600575,3/31/2022,19145.0,7553.0,0.06,2.66,0.0247,0.0406,0.0,3.256082296,0.0,12494,0.394515539,9.433003808
2463,3193,600575,12/31/2021,18421.0,7148.0,0.01,2.6,0.0215,0.0445,0.0,2.364536047,0.0,9115,0.388035394,9.117676687
2464,3194,600575,9/30/2021,18641.0,7341.0,0.03,2.6,0.019,0.0371,0.0,2.364536047,0.0,9793,0.393809345,9.189423124
2465,3195,600575,6/30/2021,18763.0,7615.0,0.02,2.51,0.0283,0.0705,0.0,2.102886677,0.0,8433,0.405851943,9.03990786
2466,3196,600575,3/31/2021,18193.0,6982.0,0.05,2.54,0.0064,0.0093,0.0,2.161031008,0.0,8822,0.383773979,9.085003881
2467,3197,600575,12/31/2020,17623.0,6664.0,0.0,2.48,0.0283,0.0725,0.0,2.26762867,0.0,9016,0.378142201,9.106756056
2468,3198,600575,9/30/2020,17413.0,6340.0,0.04,2.5,0.0383,0.1022,0.0,2.102886677,0.0,8317,0.364095791,9.026056892
2469,3199,600575,6/30/2020,17137.0,6274.0,0.06,2.45,0.0022,0.0046,0.0,2.025360823,0.0,8122,0.36610842,9.002331708
2470,3200,600575,3/31/2020,17157.0,6245.0,0.02,2.48,-0.0033,0.1363,0.0,2.022680283,0.0,8550,0.363991374,9.053686562
2471,3201,600576,9/30/2024,4131.0,1159.0,0.04,2.64,0.0448,0.0721,0.0,5.440000057,0.0,6323,0.280561607,8.751949058
2472,3202,600576,6/30/2024,3710.0,869.57,0.06,2.59,0.0162,0.019,0.0,4.389999866,0.0,4686,0.234385445,8.452334619
2473,3203,600576,3/31/2024,3713.0,878.99,0.01,2.56,-0.0294,0.0313,0.0,6.329999924,0.0,6756,0.2367331,8.818186278
2474,3204,600576,12/31/2023,3693.0,868.99,0.02,2.56,0.0627,0.1071,0.0,7.440000057,0.0,7941,0.235307338,8.979794491
2475,3205,600576,9/30/2023,3717.0,912.02,0.06,2.53,0.0288,0.048,0.0,7.489999771,0.0,7994,0.245364541,8.986446539
2476,3206,600576,6/30/2023,3359.0,595.83,0.03,2.56,0.0232,0.0373,0.0,8.079999924,0.0,8507,0.17738315,9.048644633
2477,3207,600576,3/31/2023,3395.0,664.1,0.03,2.53,-0.0757,-0.0494,0.0,7.559999943,0.0,7956,0.195611193,8.98168164
2478,3208,600576,12/31/2022,4113.0,918.06,-0.02,2.96,0.2304,0.1606,0.0,7.980000019,0.0,8088,0.223209336,8.998136761
2479,3209,600576,9/30/2022,1162.0,108.13,0.04,1.75,0.0157,0.0104,0.0,5.329999924,0.0,3301,0.093055077,8.101980732
2480,3210,600576,6/30/2022,1205.0,154.08,0.0,1.74,-0.0093,-0.0193,0.0,5.269999981,0.0,3593,0.12786722,8.186742787
2481,3211,600576,3/31/2022,1197.0,148.13,-0.01,1.75,0.1129,0.0502,0.0,6.289999962,0.0,3828,0.123751044,8.250097753
2482,3212,600576,12/31/2021,3277.0,846.23,0.01,3.86,0.0076,0.0176,0.0,5.139999866,0.0,3116,0.25823314,8.044305407
2483,3213,600576,9/30/2021,1174.0,158.79,0.01,1.67,0.015,0.0221,0.0,4.730000019,0.0,3054,0.135255537,8.024207486
2484,3214,600576,6/30/2021,1143.0,130.99,0.01,1.67,0.0091,0.0132,0.0,5.130000114,0.0,3159,0.114601925,8.058010801
2485,3215,600576,3/31/2021,1157.0,149.78,0.01,1.85,0.0711,0.0587,0.0,4.610000134,0.0,3140,0.129455488,8.051978079
2486,3216,600576,12/31/2020,1162.0,157.69,0.02,1.66,0.0418,0.0663,0.0,3.529999971,0.0,2217,0.13570568,7.70391021
2487,3217,600576,9/30/2020,1094.0,108.8,0.0,1.62,-0.0023,-0.0054,0.0,3.900000095,0.0,2428,0.099451554,7.794823152
2488,3218,600576,6/30/2020,1144.0,175.66,0.0,1.63,0.0102,0.0146,0.0,4.170000076,0.0,2608,0.153548951,7.866338923
2489,3219,600576,3/31/2020,1220.0,250.2,0.01,1.65,-0.1506,-2.5803,0.0,3.880000114,0.0,2403,0.205081967,7.784473236
2490,3220,600577,9/30/2024,12841.0,7290.0,0.06,2.58,0.05,0.1349,0.0,4.78000021,0.0,11049,0.567712795,9.310095205
2491,3221,600577,6/30/2024,12291.0,6873.0,0.09,2.55,0.0372,0.0827,0.0432,3.930790186,0.04,8256,0.559189651,9.018695488
2492,3222,600577,3/31/2024,11587.0,6088.0,0.05,2.59,0.0336,0.0886,0.0,4.981654167,0.0,10770,0.525416415,9.28451977
2493,3223,600577,12/31/2023,11313.0,5929.0,0.06,2.53,0.0343,0.0797,0.0327,3.981476545,0.13,8608,0.524087333,9.060447282
2494,3224,600577,9/30/2023,11206.0,5874.0,0.05,2.51,0.0375,0.0845,0.0,4.010327816,0.0,8670,0.524183473,9.06762407
2495,3225,600577,6/30/2023,11187.0,5963.0,0.05,2.46,0.0377,0.0783,0.0,4.010327816,0.0,8774,0.533029409,9.079548082
2496,3226,600577,3/31/2023,11100.0,5837.0,0.05,2.48,0.0362,0.0956,0.0,3.985148907,0.0,8857,0.525855856,9.088963386
2497,3227,600577,12/31/2022,10859.0,5491.0,0.06,2.43,0.0364,0.0757,0.0303,3.966439247,0.12,8815,0.505663505,9.084210095
2498,3228,600577,9/30/2022,10491.0,5537.0,0.04,2.36,0.0305,0.0712,0.0,4.134825706,0.0,8522,0.527785721,9.050406334
2499,3229,600577,6/30/2022,10899.0,5998.0,0.03,2.31,0.0425,0.0921,0.0,5.266757488,0.0,11077,0.550325718,9.312626166
2500,3230,600577,3/31/2022,10510.0,5668.0,0.06,2.29,0.0463,0.1221,0.0,5.065120697,0.0,10418,0.539295909,9.251290358
2501,3231,600577,12/31/2021,10130.0,5398.0,0.06,2.24,0.0594,0.1474,0.0043,6.961055279,0.03,14802,0.532872655,9.602517586
2502,3232,600577,9/30/2021,10624.0,5732.0,0.07,2.21,0.0658,0.1632,0.0,6.09673214,0.0,14073,0.539533133,9.552013347
2503,3233,600577,6/30/2021,10244.0,5596.0,0.08,2.12,0.0539,0.1255,0.0,6.003794193,0.0,12433,0.546270988,9.428109507
2504,3234,600577,3/31/2021,9612.0,5196.0,0.06,2.05,0.0513,0.1319,0.0,3.300284863,0.0,7032,0.540574282,8.858226439
2505,3235,600577,12/31/2020,8966.0,4681.0,0.06,1.99,0.0766,0.1554,0.0243,2.856549025,0.02,5976,0.522083426,8.695506727
2506,3236,600577,9/30/2020,7213.0,3092.0,0.07,1.91,0.064,0.1234,0.0,3.050683498,0.0,6302,0.428670456,8.748622322
2507,3237,600577,6/30/2020,6382.0,2396.0,0.06,1.83,0.0506,0.0756,0.0474,2.522956371,0.05,5342,0.375430899,8.583355394
2508,3238,600577,3/31/2020,6490.0,2288.0,0.03,1.89,0.0626,0.1521,0.0,2.368059397,0.0,5226,0.352542373,8.561401446
2509,3258,600579,9/30/2024,17263.0,15046.0,-1.58,-1.15,-0.0205,-0.3793,0.0,5.78000021,0.0,3078,0.871575045,8.032035314
2510,3259,600579,6/30/2024,17693.0,14690.0,-0.62,0.6,-0.0278,0.074,0.0,5.840000153,0.0,2900,0.830271859,7.972466016
2511,3260,600579,3/31/2024,17239.0,13932.0,0.08,1.26,0.0098,-1.4334,0.0,6.599999905,0.0,3277,0.808167527,8.094683649
2512,3261,600579,12/31/2023,19509.0,16070.0,-3.07,1.44,-0.0515,-0.2529,0.0,7.260000229,0.0,3605,0.823722385,8.19007705
2513,3262,600579,9/30/2023,20101.0,15184.0,-0.7,4.67,-0.0322,-0.513,0.0,7.190000057,0.0,3579,0.755385304,8.182838711
2514,3263,600579,6/30/2023,20491.0,15168.0,-1.12,5.54,-0.0265,-0.4079,0.0,7.579999924,0.0,3684,0.740227417,8.211754397
2515,3264,600579,3/31/2023,19938.0,16796.0,-0.68,6.31,-0.0248,-1.1526,0.0,6.510000229,0.0,3226,0.842411476,8.078998259
2516,3265,600579,12/31/2022,20066.0,16574.0,-2.41,7.01,0.0024,-0.072,0.0,6.320000172,0.0,3146,0.825974285,8.053887084
2517,3266,600579,9/30/2022,18729.0,13984.0,-0.17,9.51,-0.0147,-0.1418,0.0,5.71999979,0.0,2820,0.746649581,7.944492164
2518,3267,600579,6/30/2022,17660.0,12971.0,-0.33,9.39,-0.0273,-0.1507,0.0,6.860000134,0.0,3359,0.734484711,8.11939859
2519,3268,600579,3/31/2022,16958.0,12259.0,-0.36,9.42,-0.0035,-0.0193,0.0,6.409999847,0.0,3249,0.722903644,8.086102536
2520,3269,600579,12/31/2021,16996.0,12141.0,-0.04,9.73,-0.0042,-0.0374,0.0,7.96999979,0.0,3993,0.714344552,8.292298107
2521,3270,600579,9/30/2021,16299.0,11369.0,-0.06,6.71,-0.0022,-0.0367,0.0,7.840000153,0.0,5720,0.697527456,8.651724084
2522,3271,600579,6/30/2021,16301.0,11270.0,-0.06,6.85,-0.0189,-0.0996,0.0,7.920000076,0.0,5235,0.691368628,8.563122123
