,STT,Comp_code,Time,Total Assets,Total Debt,EPS,BVPS,ROA,ROE,DY,Price,DIV,Market Cap,DAR,SIZE
0,0,600000,9/30/2024,9416535.0,8685534.0,0.23,24.62,0.0042,0.0514,0.0,9.869999886,0.0,297338,0.92237049,12.60262482
1,1,600000,6/30/2024,9253778.0,8500022.0,0.36,21.65,0.0078,0.0952,0.0,7.937761784,0.0,241568,0.918546133,12.39490629
2,2,600000,3/31/2024,9053468.0,8302126.0,0.57,25.31,0.004,0.0485,0.0,6.876821995,0.0,209281,0.917010586,12.25143313
3,3,600000,12/31/2023,9007247.0,8274363.0,0.15,20.94,0.0022,0.0276,0.0503,6.384931087,0.321,194311,0.918633962,12.17721525
4,4,600000,9/30/2023,8808320.0,8084504.0,0.12,24.38,0.0034,0.0414,0.0,6.847887039,0.0,208400,0.917825874,12.24721459
5,5,600000,6/30/2023,8932519.0,8211439.0,0.3,20.55,0.0074,0.0904,0.0,6.626391411,0.0,212510,0.919274731,12.26674433
6,6,600000,3/31/2023,8862440.0,8140690.0,0.51,24.32,0.0051,0.0618,0.0,6.635621071,0.0,211042,0.918560803,12.25981244
7,7,600000,12/31/2022,8704651.0,7997876.0,0.22,20.03,0.005,0.0604,0.0476,6.718681812,0.32,213684,0.918804901,12.27225357
8,8,600000,9/30/2022,8425347.0,7724521.0,0.3,19.83,0.0052,0.0633,0.0,6.451041222,0.0,206639,0.916819331,12.23872859
9,9,600000,6/30/2022,8505959.0,7812093.0,0.38,19.6,0.0095,0.1141,0.0,7.038295269,0.0,235111,0.918425894,12.36781302
10,10,600000,3/31/2022,8423074.0,7727317.0,0.64,19.67,0.0057,0.069,0.0,6.924633026,0.0,234817,0.917398684,12.36656177
11,11,600000,12/31/2021,8136757.0,7458539.0,0.25,19.08,0.0059,0.0717,0.055,7.466713428,0.41,250374,0.916647628,12.43071108
12,12,600000,9/30/2021,8064383.0,7393760.0,0.35,18.83,0.0056,0.0686,0.0,7.886388779,0.0,264169,0.916841375,12.48434433
13,13,600000,6/30/2021,8123120.0,7462659.0,0.39,18.49,0.0094,0.1152,0.0,8.306482315,0.0,293521,0.918693679,12.58970447
14,14,600000,3/31/2021,8066995.0,7403530.0,0.61,18.59,0.0071,0.0901,0.0,9.163764954,0.0,322580,0.91775562,12.68410645
15,15,600000,12/31/2020,7950218.0,7304401.0,0.42,18.0,0.0084,0.1106,0.0596,7.906972885,0.48,284129,0.918767385,12.55718364
16,16,600000,9/30/2020,7674479.0,7094122.0,0.49,17.48,0.0063,0.0812,0.0,7.848711491,0.0,275617,0.924378319,12.5267675
17,17,600000,6/30/2020,7521101.0,6948926.0,0.4,17.2,0.0098,0.1226,0.0,8.343285561,0.0,310545,0.923924037,12.6460841
18,18,600000,3/31/2020,7300588.0,6717780.0,0.56,17.56,0.0062,0.0768,0.0,8.114377022,0.0,297924,0.920169718,12.6045937
19,19,600004,9/30/2024,26982.0,8665.0,0.1,7.64,0.0308,0.0594,0.0,9.779999733,0.0,24756,0.321140019,10.11682316
20,20,600004,6/30/2024,26955.0,8870.0,0.1,7.54,0.0244,0.0445,0.0,9.405612946,0.0,22436,0.329066963,10.01842209
21,21,600004,3/31/2024,26597.0,8606.0,0.08,7.52,0.022,0.0427,0.0,10.00090599,0.0,23857,0.323570327,10.07983295
22,22,600004,12/31/2023,26190.0,8384.0,0.07,7.43,0.016,0.0275,0.0077,9.703259468,0.075,23147,0.320122184,10.04962046
23,23,600004,9/30/2023,26765.0,9079.0,0.05,7.38,0.0151,0.0272,0.0,11.11211777,0.0,26507,0.339211657,10.18516413
24,24,600004,6/30/2023,26365.0,8786.0,0.05,7.33,0.0069,0.0117,0.0,14.4854393,0.0,33939,0.333244832,10.43232007
25,25,600004,3/31/2023,26934.0,9476.0,0.02,7.28,-0.0652,-0.1041,0.0,15.37837696,0.0,36992,0.351822975,10.51845695
26,26,600004,12/31/2022,26941.0,9532.0,-0.17,7.26,-0.0093,-0.0226,0.0,14.8922224,0.0,35524,0.353810178,10.4779638
27,27,600004,9/30/2022,27488.0,9574.0,-0.05,7.47,-0.053,-0.0992,0.0,14.40606689,0.0,33749,0.348297439,10.42670607
28,28,600004,6/30/2022,27674.0,9614.0,-0.22,7.52,-0.0097,-0.0166,0.0,14.03896904,0.0,35288,0.347401893,10.47129824
29,29,600004,3/31/2022,27252.0,8729.0,-0.03,7.7,-0.0045,0.0209,0.0,12.58050442,0.0,28992,0.320306766,10.27477521
30,30,600004,12/31/2021,27545.0,8944.0,0.03,7.74,-0.0087,-0.018,0.0,11.9356041,0.0,28543,0.324705028,10.259167
31,31,600004,9/30/2021,27876.0,9375.0,-0.04,7.71,-0.0265,-0.0526,0.0,10.69541264,0.0,25419,0.336310805,10.1432522
32,32,600004,6/30/2021,28210.0,9664.0,-0.1,7.75,-0.0165,-0.0318,0.0,11.0188427,0.0,26460,0.342573555,10.18338944
33,33,600004,3/31/2021,28571.0,9669.0,-0.07,7.9,-0.0132,0.012,0.0,13.20088863,0.0,31572,0.338420076,10.36002593
34,34,600004,12/31/2020,26298.0,6835.0,0.03,8.14,-0.0142,-0.0284,0.003,13.45760155,0.042,33442,0.259905696,10.41756787
35,35,600004,9/30/2020,25852.0,9625.0,-0.06,7.75,-0.0284,-0.0252,0.0,13.50696945,0.0,28163,0.37231162,10.24576434
36,36,600004,6/30/2020,25576.0,8936.0,-0.05,7.95,-0.0035,-0.0153,0.0,14.74752808,0.0,31536,0.349390053,10.35888503
37,37,600004,3/31/2020,26100.0,9353.0,-0.03,8.0,0.0427,0.1067,0.0,12.32381153,0.0,25970,0.35835249,10.1646973
38,95,600009,9/30/2024,68954.0,26374.0,0.15,16.1,0.016,0.0478,0.0,35.70000076,0.0,95607,0.382486875,11.46800132
39,96,600009,6/30/2024,68849.0,26162.0,0.17,16.5,0.0176,0.0436,0.0069,32.04017258,0.1,80254,0.379990995,11.29295188
40,97,600009,3/31/2024,70611.0,28123.0,0.16,16.45,0.0155,0.0506,0.0,36.02408218,0.0,90232,0.398280721,11.41013941
41,98,600009,12/31/2023,69481.0,27454.0,0.17,16.29,0.0173,0.042,0.0037,32.56672668,0.12,81572,0.395129604,11.30924134
42,99,600009,9/30/2023,68905.0,27358.0,0.15,16.12,0.0118,0.0277,0.0,37.64347839,0.0,94289,0.397039402,11.45411981
43,100,600009,6/30/2023,68511.0,27398.0,0.09,15.97,-0.0064,-0.0056,0.0,45.12448502,0.0,113027,0.399906584,11.63538201
44,101,600009,3/31/2023,70500.0,29480.0,-0.04,15.88,-0.0561,-0.0779,0.0,55.83435059,0.0,138683,0.418156028,11.83994603
45,102,600009,12/31/2022,67775.0,27072.0,-0.45,15.92,-0.0304,-0.0624,0.0,57.33452225,0.0,143610,0.399439321,11.87485657
46,103,600009,9/30/2022,68794.0,27192.0,-0.23,16.31,-0.0606,-0.1499,0.0,58.86450958,0.0,143784,0.395267029,11.87606745
47,104,600009,6/30/2022,50679.0,24212.0,-0.38,13.62,-0.0213,-0.056,0.0,55.28793335,0.0,109259,0.477752126,11.60147649
48,105,600009,3/31/2022,49000.0,21785.0,-0.22,14.01,-0.0238,-0.0594,0.0,50.20124054,0.0,94806,0.444591837,11.45958798
49,106,600009,12/31/2021,67843.0,30526.0,-0.28,18.62,-0.0098,-0.0228,0.0,47.07173538,0.0,89970,0.449950621,11.40723156
50,107,600009,9/30/2021,51786.0,23638.0,-0.09,14.51,-0.0295,-0.0377,0.0,43.92235947,0.0,85268,0.456455413,11.35355452
51,108,600009,6/30/2021,52271.0,23635.0,-0.16,14.78,-0.0386,-0.0573,0.0,47.59828568,0.0,92745,0.452162767,11.43760907
52,109,600009,3/31/2021,52787.0,23649.0,-0.23,14.93,-0.0676,-0.064,0.0,58.5465889,0.0,111571,0.448008032,11.62241644
53,110,600009,12/31/2020,33202.0,3643.0,-0.28,15.16,-0.0557,-0.0463,0.0,72.78335571,0.0,145794,0.109722306,11.88994995
54,111,600009,9/30/2020,34561.0,4526.0,-0.18,15.44,-0.0542,-0.0576,0.0,68.73983765,0.0,132536,0.130956859,11.79460959
55,112,600009,6/30/2020,36008.0,5421.0,-0.25,15.62,-0.0033,0.0141,0.0,69.31694794,0.0,138876,0.150549878,11.84133673
56,113,600009,3/31/2020,36322.0,3758.0,0.04,16.65,0.069,0.1384,0.0,58.70499802,0.0,117178,0.103463466,11.67144943
57,114,600010,9/30/2024,153245.0,92410.0,-0.01,1.13,0.0076,0.0005,0.0,1.570000052,0.0,78516,0.603021306,11.2710577
58,115,600010,6/30/2024,154938.0,93320.0,0.0,1.15,0.0097,0.0005,0.0,1.399999976,0.0,63567,0.602305438,11.05984975
59,116,600010,3/31/2024,152741.0,91221.0,0.0,1.14,0.0005,-0.0007,0.0,1.600000024,0.0,72648,0.597226678,11.19338114
60,117,600010,12/31/2023,151776.0,90312.0,0.0,1.14,0.0152,-0.0016,0.0,1.460000038,0.0,66291,0.595034788,11.10180942
61,118,600010,9/30/2023,153552.0,92005.0,0.0,1.17,0.0103,0.0004,0.0,1.720000029,0.0,78097,0.599178129,11.26570692
62,119,600010,6/30/2023,154642.0,93051.0,0.0,1.17,0.0134,0.0039,0.0,1.779999971,0.0,81275,0.601718809,11.30559375
63,120,600010,3/31/2023,148667.0,87102.0,0.01,1.16,-0.0008,-0.0164,0.0,1.870000005,0.0,85815,0.585886579,11.3599491
64,121,600010,12/31/2022,146730.0,85327.0,0.0,1.15,-0.0095,-0.0902,0.0,1.919999957,0.0,87177,0.581523887,11.37569581
65,122,600010,9/30/2022,147891.0,85909.0,-0.03,1.18,0.0104,-0.0011,0.0,1.840000033,0.0,83545,0.580894037,11.33314069
66,123,600010,6/30/2022,152079.0,88874.0,0.0,1.21,0.0147,0.015,0.0,2.369999886,0.0,106702,0.584393638,11.57779518
67,124,600010,3/31/2022,149782.0,85285.0,0.01,1.23,-0.0152,-0.0675,0.0,2.232968092,0.0,101655,0.569394186,11.52934001
68,125,600010,12/31/2021,147968.0,83765.0,-0.02,1.22,0.0312,0.0694,0.0069,2.749031782,0.019,127182,0.56610213,11.75337441
69,126,600010,9/30/2021,152321.0,86734.0,0.02,1.24,0.0537,0.1428,0.0,3.056685209,0.0,144505,0.569415905,11.88106939
70,127,600010,6/30/2021,153273.0,88807.0,0.07,1.22,0.0267,0.0558,0.0,1.538266897,0.0,70657,0.57940407,11.16559246
71,128,600010,3/31/2021,149537.0,86927.0,0.01,1.18,0.013,0.0196,0.0,1.617661357,0.0,71113,0.581307636,11.17202544
72,129,600010,12/31/2020,144222.0,82605.0,0.01,1.16,0.0154,0.0108,0.0,1.161143422,0.0,53334,0.572762824,10.88432931
73,130,600010,9/30/2020,143324.0,81952.0,0.0,1.16,0.0196,0.0302,0.0,1.141294837,0.0,52423,0.571795373,10.86710071
74,131,600010,6/30/2020,140368.0,79271.0,0.01,1.16,0.0074,-0.0174,0.0,1.061900496,0.0,49232,0.564736977,10.8042991
75,132,600010,3/31/2020,142482.0,81778.0,-0.01,0.94,0.0021,-0.0208,0.0,1.131370544,0.0,52423,0.573953201,10.86710071
76,133,600011,9/30/2024,564902.0,363443.0,0.16,8.77,0.0246,0.0752,0.0,7.239999771,0.0,105035,0.643373541,11.56204891
77,134,600011,6/30/2024,552246.0,375803.0,0.11,3.56,0.0399,0.1341,0.0,9.414224625,0.0,131126,0.68049927,11.78391397
78,135,600011,3/31/2024,545424.0,368584.0,0.25,3.62,0.009,-0.1067,0.0,9.179358482,0.0,123151,0.675775177,11.72116652
79,136,600011,12/31/2023,541159.0,369797.0,-1.24,3.35,0.0351,0.1783,0.0265,7.535294056,0.2,102346,0.683342604,11.53611451
80,137,600011,9/30/2023,521674.0,365297.0,0.3,8.76,0.0339,0.1122,0.0,7.701657772,0.0,103195,0.700239997,11.54437568
81,138,600011,6/30/2023,516495.0,366202.0,0.3,3.32,0.0245,0.0724,0.0,9.052139282,0.0,123154,0.70901364,11.72119088
82,139,600011,3/31/2023,507997.0,362179.0,0.1,8.13,-0.0068,-0.1494,0.0,8.347539902,0.0,111196,0.712954998,11.61904969
83,140,600011,12/31/2022,502606.0,376062.0,-0.19,2.96,0.0022,-0.0529,0.0,7.447219372,0.0,99035,0.748224255,11.5032286
84,141,600011,9/30/2022,486110.0,366314.0,0.05,6.52,-0.0073,-0.0919,0.0,7.457005024,0.0,98041,0.753561951,11.49314104
85,142,600011,6/30/2022,479807.0,360136.0,-0.15,3.41,0.006,-0.0359,0.0,6.987272739,0.0,93113,0.750585131,11.44156909
86,143,600011,3/31/2022,488811.0,365441.0,-0.09,6.67,-0.0825,-0.4126,0.0,7.124278069,0.0,88741,0.747612063,11.39347729
87,144,600011,12/31/2021,490347.0,366176.0,-0.84,3.64,-0.0167,-0.1209,0.0,9.120641708,0.0,126518,0.746769125,11.74813987
88,145,600011,9/30/2021,453463.0,315616.0,-0.05,7.44,0.0166,0.0346,0.0,7.731016159,0.0,107254,0.696012685,11.58295513
89,146,600011,6/30/2021,448197.0,305002.0,0.02,4.65,0.0377,0.1141,0.0,3.991896629,0.0,58292,0.680508794,10.97322014
90,147,600011,3/31/2021,443633.0,298015.0,0.17,4.79,0.013,-0.1525,0.0,4.020008087,0.0,59434,0.671760216,10.99262173
91,148,600011,12/31/2020,438206.0,296730.0,-0.79,4.67,0.042,0.1151,0.0429,4.244904041,0.18,60471,0.677147278,11.00991919
92,149,600011,9/30/2020,427052.0,279509.0,0.18,5.04,0.0374,0.1325,0.0,4.966444016,0.0,71812,0.654508116,11.18180687
93,150,600011,6/30/2020,425100.0,287775.0,0.23,4.83,0.038,0.0942,0.0,3.80772233,0.0,58878,0.676958363,10.98322279
94,151,600011,3/31/2020,414574.0,292601.0,0.11,4.73,0.0155,-0.1601,0.0,4.253016472,0.0,64076,0.705787145,11.06782516
95,152,600012,9/30/2024,22815.0,8411.0,0.25,7.77,0.0536,0.0975,0.0,15.34000015,0.0,23318,0.368660969,10.05698087
96,153,600012,6/30/2024,23363.0,9414.0,0.21,7.52,0.0667,0.1323,0.0,13.3849144,0.0,20573,0.402944827,9.931734815
97,154,600012,3/31/2024,22645.0,8047.0,0.28,7.91,0.059,0.0824,0.0,13.27952099,0.0,20099,0.355354383,9.908425342
98,155,600012,12/31/2023,21739.0,7624.0,0.19,7.63,0.0738,0.156,0.0569,10.55846596,0.601,16291,0.350706104,9.698368087
99,156,600012,9/30/2023,21958.0,8141.0,0.31,7.44,0.0667,0.1124,0.0,10.63511467,0.0,16700,0.370753256,9.723163998
100,157,600012,6/30/2023,21927.0,8638.0,0.23,7.14,0.0789,0.1393,0.0,9.678769112,0.0,15669,0.39394354,9.659439517
101,158,600012,3/31/2023,21688.0,7703.0,0.28,7.47,0.0457,0.0794,0.0,7.72126627,0.0,13821,0.355173368,9.533944454
102,159,600012,12/31/2022,21303.0,7799.0,0.16,7.19,0.0812,0.1625,0.083,6.624701023,0.55,11264,0.366098672,9.329367078
103,160,600012,9/30/2022,21588.0,8583.0,0.31,7.02,0.0492,0.0784,0.0,6.035636902,0.0,10004,0.39758199,9.210740292
104,161,600012,6/30/2022,21149.0,9224.0,0.16,6.72,0.0711,0.1323,0.0,6.222527981,0.0,11375,0.436143553,9.339173244
105,162,600012,3/31/2022,19915.0,7385.0,0.24,7.11,0.0522,0.0893,0.0,6.517235279,0.0,12086,0.370826011,9.399803037
106,163,600012,12/31/2021,19921.0,7976.0,0.17,6.87,0.0963,0.1593,0.0923,5.910980701,0.55,10783,0.400381507,9.285726099
107,164,600012,9/30/2021,17633.0,5090.0,0.28,7.23,0.0767,0.1274,0.0,5.363667488,0.0,9698,0.288663302,9.179674958
108,165,600012,6/30/2021,17479.0,5333.0,0.23,7.0,0.0754,0.1282,0.0,5.26943779,0.0,9600,0.305108988,9.169518377
109,166,600012,3/31/2021,17339.0,5062.0,0.23,7.01,0.0842,0.1362,0.0,5.909876823,0.0,10721,0.291943019,9.279959714
110,167,600012,12/31/2020,20763.0,8621.0,0.23,6.94,0.0846,0.1359,0.0459,4.953271389,0.23,9125,0.415209748,9.118773178
111,168,600012,9/30/2020,15975.0,4514.0,0.22,6.53,0.0273,0.0378,0.0,4.247977257,0.0,7701,0.28256651,8.94910547
112,169,600012,6/30/2020,16037.0,4958.0,0.08,6.31,-0.0101,-0.0259,0.0,4.02989006,0.0,7658,0.309160067,8.943506132
113,170,600012,3/31/2020,15860.0,4365.0,-0.02,6.46,0.0584,0.0757,0.0,4.014330387,0.0,7677,0.275220681,8.945984125
114,171,600015,9/30/2024,4345642.0,3990317.0,0.38,18.33,0.0062,0.0815,0.0651,7.090000153,0.1,118248,0.918234176,11.68053939
115,172,600015,6/30/2024,4328297.0,3999110.0,0.3,17.96,0.0056,0.0738,0.0,6.400000095,0.0,101856,0.923945376,11.53131533
116,173,600015,3/31/2024,4379952.0,4050596.0,0.37,17.97,0.0081,0.1072,0.0,6.102982044,0.0,103129,0.924803742,11.54373591
117,174,600015,12/31/2023,4254766.0,3933004.0,0.65,17.5,0.0058,0.077,0.0725,5.293017864,0.384,89442,0.9243761,11.40134565
118,175,600015,9/30/2023,4104889.0,3791959.0,0.37,16.95,0.0063,0.0831,0.0,5.387199879,0.0,91033,0.923766514,11.41897736
119,176,600015,6/30/2023,4098550.0,3790933.0,0.28,16.63,0.006,0.0755,0.0,5.085818291,0.0,86100,0.92494492,11.36326469
120,177,600015,3/31/2023,4029117.0,3720529.0,0.31,16.69,0.0083,0.1018,0.0,4.765819073,0.0,85622,0.923410514,11.35769754
121,178,600015,12/31/2022,3900167.0,3576845.0,0.82,16.37,0.0059,0.074,0.0839,4.563579082,0.383,82598,0.917100473,11.32174075
122,179,600015,9/30/2022,3842028.0,3532645.0,0.36,16.03,0.0063,0.0794,0.0,4.42289114,0.0,77398,0.919474038,11.25671622
123,180,600015,6/30/2022,3843635.0,3540122.0,0.27,15.66,0.0061,0.0756,0.0,4.563579082,0.0,80167,0.921034906,11.29186724
124,181,600015,3/31/2022,3824685.0,3519737.0,0.3,15.76,0.0083,0.1005,0.0,4.509283543,0.0,85553,0.920268467,11.35689135
125,182,600015,12/31/2021,3676287.0,3375585.0,0.8,15.49,0.0059,0.0724,0.0732,4.608207703,0.338,86168,0.918204971,11.36405416
126,183,600015,9/30/2021,3549265.0,3256081.0,0.34,15.01,0.0066,0.08,0.0,4.599963665,0.0,85707,0.917395855,11.35868978
127,184,600015,6/30/2021,3517636.0,3230575.0,0.26,14.61,0.0063,0.0765,0.0,4.845238686,0.0,95247,0.918393774,11.4642288
128,185,600015,3/31/2021,3470365.0,3182854.0,0.29,14.65,0.0086,0.1043,0.0,5.080444813,0.0,99094,0.917152519,11.50382417
129,186,600015,12/31/2020,3399816.0,3117161.0,1.02,14.34,0.0058,0.07,0.0614,4.853078842,0.301,96170,0.916861677,11.47387274
130,187,600015,9/30/2020,3331642.0,3056306.0,0.31,13.87,0.0057,0.0671,0.0,4.813878059,0.0,94324,0.917357267,11.45449094
131,188,600015,6/30/2020,3265615.0,2993751.0,0.19,13.65,0.0064,0.0724,0.0,4.79035759,0.0,94170,0.916749525,11.45285694
132,189,600015,3/31/2020,3108998.0,2834320.0,0.26,13.83,0.0089,0.1013,0.0,4.903510571,0.0,99555,0.911650635,11.50846553
133,190,600016,9/30/2024,7698010.0,7051721.0,0.18,12.51,0.0048,0.0585,0.0,3.673007727,0.0,166370,0.916044666,12.0219695
134,191,600016,6/30/2024,7551013.0,6941371.0,0.13,12.36,0.007,0.0836,0.1,3.459927559,0.13,155309,0.919263548,11.95317196
135,192,600016,3/31/2024,7727511.0,7075029.0,0.31,12.43,0.0011,0.0135,0.0,3.697284222,0.0,164425,0.915563757,12.01020982
136,193,600016,12/31/2023,7674965.0,7037164.0,-0.08,12.1,0.0052,0.0626,0.0633,3.414282084,0.216,152642,0.916898514,11.93585059
137,194,600016,9/30/2023,7522077.0,6887701.0,0.21,12.02,0.0051,0.0615,0.0,3.505573273,0.0,156952,0.915664782,11.96369531
138,195,600016,6/30/2023,7641451.0,7014760.0,0.14,11.84,0.0077,0.0923,0.0,3.414282084,0.0,155313,0.917987958,11.95319771
139,196,600016,3/31/2023,7603107.0,6974833.0,0.33,11.89,0.001,0.0114,0.0,3.003491402,0.0,141930,0.91736615,11.86308926
140,197,600016,12/31/2022,7255673.0,6642859.0,-0.1,11.53,0.0051,0.0603,0.0719,2.977599382,0.214,142216,0.91554002,11.86510231
141,198,600016,9/30/2022,7133921.0,6522726.0,0.2,11.5,0.0061,0.0737,0.0,2.917184114,0.0,137183,0.914325516,11.82907108
142,199,600016,6/30/2022,7320580.0,6717869.0,0.18,11.31,0.0078,0.0933,0.0,3.210628748,0.0,151807,0.917668955,11.93036526
143,200,600016,3/31/2022,7157698.0,6558951.0,0.31,11.34,-0.0005,-0.0063,0.0,3.118246794,0.0,155334,0.916349223,11.95333292
144,201,600016,12/31/2021,6952786.0,6366247.0,-0.13,11.06,0.0051,0.061,0.0669,3.183550835,0.213,158502,0.915639716,11.97352249
145,202,600016,9/30/2021,7015610.0,6417019.0,0.2,11.11,0.0069,0.0848,0.0,3.208039761,0.0,160215,0.91467727,11.98427194
146,203,600016,6/30/2021,7069708.0,6482413.0,0.22,10.86,0.0083,0.1065,0.0,3.599860907,0.0,182124,0.916927969,12.11244305
147,204,600016,3/31/2021,7062721.0,6505967.0,0.34,10.86,-0.0016,-0.0206,0.0,4.103970051,0.0,210709,0.921170042,12.25823331
148,205,600016,12/31/2020,6950233.0,6408985.0,-0.19,10.5,0.0052,0.0673,0.0526,4.026095867,0.213,215370,0.922125201,12.28011276
149,206,600016,9/30/2020,6927025.0,6382571.0,0.2,10.57,0.0068,0.088,0.0,4.127332211,0.0,217549,0.921401467,12.29017939
150,207,600016,6/30/2020,7142641.0,6603764.0,0.23,10.45,0.0099,0.1246,0.0,4.147577763,0.0,241415,0.924554937,12.39427272
151,208,600016,3/31/2020,6961952.0,6413312.0,0.38,10.68,0.0054,0.0682,0.0,4.176888466,0.0,246275,0.921194516,12.41420408
152,209,600017,9/30/2024,39493.0,23523.0,0.07,4.47,0.0313,0.0715,0.0,2.910000086,0.0,9627,0.595624541,9.17232693
153,210,600017,6/30/2024,39221.0,23495.0,0.08,4.41,0.0261,0.0551,0.0,2.670000076,0.0,8212,0.59904133,9.013351778
154,211,600017,3/31/2024,39105.0,23448.0,0.06,4.39,0.0132,-0.0037,0.0,2.703314781,0.0,8520,0.599616417,9.05017162
155,212,600017,12/31/2023,39311.0,23882.0,-0.01,4.32,0.0233,0.0515,0.0242,2.683796406,0.065,8458,0.607514436,9.042868018
156,213,600017,9/30/2023,37818.0,22584.0,0.05,4.34,0.0352,0.076,0.0,2.927777767,0.0,9227,0.597175948,9.129889248
157,214,600017,6/30/2023,37333.0,22163.0,0.09,4.34,0.0323,0.0697,0.0,2.859462976,0.0,9196,0.593657086,9.126523886
158,215,600017,3/31/2023,33103.0,17491.0,0.08,4.49,0.0106,-0.0098,0.0,2.735280275,0.0,8581,0.528381113,9.057305736
159,216,600018,9/30/2024,210173.0,65296.0,0.15,5.62,0.0346,0.1429,0.0,6.000328541,0.0,151347,0.310677394,11.92733049
160,217,600018,6/30/2024,207397.0,65596.0,0.2,5.49,0.0345,0.1149,0.0387,5.732545376,0.05,134582,0.316282299,11.80992896
161,218,600018,3/31/2024,206264.0,65442.0,0.16,5.45,0.0169,0.0597,0.0,5.168242455,0.0,125036,0.317273009,11.73635697
162,219,600018,12/31/2023,203576.0,67389.0,0.08,5.29,0.0442,0.1321,0.0365,4.715900898,0.172,114092,0.331026251,11.64476042
163,220,600018,9/30/2023,194020.0,61687.0,0.17,5.18,0.0322,0.1276,0.0,4.956507683,0.0,119913,0.317941449,11.69452176
164,221,600018,6/30/2023,192989.0,67014.0,0.16,4.99,0.0337,0.1216,0.0,4.874397278,0.0,122242,0.347242589,11.71375797
165,222,600018,3/31/2023,184072.0,59272.0,0.15,4.97,-0.006,0.0596,0.0,5.221229553,0.0,128994,0.322004433,11.76752117
166,223,600018,12/31/2022,181802.0,60635.0,0.07,4.82,0.0365,0.1698,0.028,5.00563097,0.14,124337,0.333522183,11.7307509
167,224,600018,9/30/2022,177939.0,59226.0,0.2,4.75,0.0268,0.1914,0.0,5.202482224,0.0,129460,0.332844402,11.77112723
168,225,600018,6/30/2022,175957.0,61980.0,0.23,4.55,0.0701,0.2076,0.0,5.273059845,0.0,135715,0.352245151,11.81831238
169,226,600018,3/31/2022,166502.0,53047.0,0.24,4.52,0.0171,0.1134,0.0,4.902227402,0.0,127334,0.318596774,11.75456883
170,227,600018,12/31/2021,170787.0,62982.0,0.13,4.29,0.023,0.1283,0.0383,4.965540409,0.19,127568,0.368775141,11.75640483
171,228,600018,9/30/2021,167462.0,63072.0,0.13,4.14,0.0473,0.2394,0.0,5.390641212,0.0,141768,0.376634699,11.8619472
172,229,600018,6/30/2021,165928.0,64255.0,0.25,4.02,0.0463,0.13,0.0,4.215909481,0.0,110538,0.387246275,11.61311463
173,230,600018,3/31/2021,158298.0,59378.0,0.13,3.9,0.002,0.1029,0.0,4.171901703,0.0,110770,0.375102654,11.61521126
174,231,600018,12/31/2020,155925.0,59945.0,0.1,3.78,0.0373,0.1046,0.0318,4.048681259,0.128,105904,0.384447651,11.5702883
175,232,600018,9/30/2020,155803.0,62159.0,0.09,3.68,0.0292,0.1057,0.0,3.687820673,0.0,96866,0.398958942,11.48108386
176,233,600018,6/30/2020,159502.0,68319.0,0.09,3.56,0.0216,0.0827,0.0,3.535698414,0.0,97329,0.428326918,11.48585227
177,234,600018,3/31/2020,143917.0,51049.0,0.07,3.62,0.0262,0.1048,0.0,3.782771587,0.0,103818,0.354711396,11.55039465
178,254,600020,9/30/2024,51207.0,36080.0,0.09,6.73,0.0309,0.0886,0.0,3.960000038,0.0,9506,0.704591169,9.159678457
179,255,600020,6/30/2024,50487.0,35532.0,0.14,6.65,0.0278,0.0763,0.0,3.539999962,0.0,7956,0.703785133,8.98168164
180,256,600020,3/31/2024,50324.0,35312.0,0.11,5.0,0.0108,-0.0225,0.0,3.598203421,0.0,8405,0.701693029,9.036582046
181,257,600020,12/31/2023,50061.0,35297.0,-0.13,6.57,0.0259,0.0788,0.0421,3.540478468,0.149,8270,0.705079803,9.020389788
182,258,600020,9/30/2023,49791.0,34925.0,0.12,4.95,0.0331,0.0658,0.0,3.463511229,0.0,8091,0.701431986,8.998507612
183,259,600020,6/30/2023,51008.0,36391.0,0.09,4.84,0.0323,0.1158,0.0,3.463511229,0.0,8248,0.713437108,9.017726026
184,260,600020,3/31/2023,49703.0,35681.0,0.16,4.78,-0.0027,-0.0801,0.0,2.994889736,0.0,7057,0.717884232,8.861775311
185,261,600020,12/31/2022,49730.0,37100.0,-0.5,5.61,0.0206,0.0212,0.0067,2.832227945,0.019,6652,0.746028554,8.80267284
186,262,600020,9/30/2022,49650.0,35945.0,0.03,4.75,0.0228,0.061,0.0,2.736544371,0.0,6472,0.723967774,8.775240459
187,263,600020,6/30/2022,49491.0,36795.0,0.08,4.83,0.0228,0.0454,0.0,2.866475344,0.0,7012,0.743468509,8.855378246
188,264,600020,3/31/2022,48007.0,35532.0,0.05,4.76,0.0074,-0.0088,0.0,3.005624771,0.0,7394,0.740142063,8.908424139
189,265,600020,12/31/2021,46817.0,34416.0,-0.09,5.5,0.0251,0.0412,0.033,3.033454657,0.1,7349,0.735117585,8.902319529
190,266,600020,9/30/2021,46422.0,33903.0,0.06,4.76,0.038,0.0921,0.0,3.098391056,0.0,7574,0.73032183,8.932476608
191,267,600020,6/30/2021,46968.0,34546.0,0.11,4.72,0.0347,0.1185,0.0,2.982232332,0.0,7304,0.735522058,8.896177422
192,268,600020,3/31/2021,48195.0,35952.0,0.15,5.42,0.0177,0.039,0.0,3.083169222,0.0,7574,0.745969499,8.932476608
