,Comp_code,Year,Quarter,EPS,BVPS,ROA,ROE,P/E Ratio,DAR,MB,DY,DIV,Market Cap,Total Assets,Price,Time,SIZE
547,CIA,2022,3,49.6485038,13016.57599,-0.053851686,-0.074554884,-10.22462821,0.357288673,0.791298726,0,0,1.92E+11,3.78E+11,11.3,9/30/2022,25.98076121
548,CIA,2022,4,4248.371477,17264.94747,0.196042772,0.225496531,3.242339129,0.03936789,0.660297404,0,0,2.13E+11,3.37E+11,10.2,12/31/2022,26.084558
549,CIA,2021,1,-585.7908311,15290.68596,-0.109010655,-0.13713323,-6.16609155,0.192962429,0.935209842,0,0,2.63E+11,3.63E+11,13.5,3/31/2021,26.29541987
550,CIA,2021,2,-538.1084011,15290.68596,-0.108290917,-0.136188878,-6.597286763,0.19593256,1.000609132,0,0,2.81E+11,3.49E+11,12.8,6/30/2021,26.36162051
551,CIA,2021,3,-552.5285949,14198.25211,-0.12672793,-0.159174237,-5.54817138,0.20437895,0.964907504,0,0,2.52E+11,3.38E+11,14.3,9/30/2021,26.25269492
552,CIA,2021,4,-482.5041047,13503.39708,-0.107647634,-0.138502553,-6.857563329,0.225477352,1.096020499,0,0,2.76E+11,3.33E+11,15,12/31/2021,26.3436667
553,CIA,2020,1,-119.0535422,18664.34924,0.041540209,0.051862735,9.207900061,0.135525275,0.535780802,0,0,1.97E+11,4.51E+11,8.18,3/31/2020,26.00646957
554,CIA,2020,2,-643.7771809,16933.38537,-0.003574088,-0.004397014,-120.0465495,0.198646426,0.620076835,0,0,2.07E+11,4.42E+11,10.51,6/30/2020,26.05598463
555,CIA,2020,3,-332.5331695,17823.96796,-0.034939489,-0.042380007,-16.85645135,0.207848233,0.807900914,0,0,2.65E+11,4.37E+11,9.95,9/30/2020,26.30299566
556,CIA,2020,4,-839.4256794,16556.40688,-0.087767391,-0.108386457,-6.573841273,0.219803593,0.73687486,0,0,2.24E+11,4.09E+11,13.77,12/31/2020,26.13491189
557,CJC,2024,1,156.9495596,10923.10535,0.020670907,0.064620213,34.04149845,0.73126694,2.361965684,0,0,2.06E+11,3.25E+11,25.8,3/31/2024,26.05114201
558,CJC,2024,2,225.28501,11148.39036,0.023331237,0.071137954,30.9892356,0.697023123,2.314235434,0,0,2.06E+11,2.94E+11,25.8,6/30/2024,26.05114201
559,CKV,2024,1,100.9327859,19832.77207,0.016442702,0.030745982,27.24236015,0.499211637,0.831956317,0.03030303,0.424242424,66198000000,1.59E+11,14,3/31/2024,24.91591609
560,CKV,2024,2,197.208412,18830.8856,0.012392675,0.024112938,27.62314357,0.515936284,0.690355211,0.038461539,0.592307693,52156000000,1.56E+11,15.4,6/30/2024,24.67750506
561,CKV,2024,3,120.331428,18951.21703,0.012322347,0.024589434,27.34109742,0.500519865,0.685971776,0.038461539,0.538461539,52156000000,1.52E+11,14,9/30/2024,24.67750506
562,CKV,2023,1,111.0180067,20412.98949,0.016387827,0.02855017,22.9317016,0.433212363,0.636849395,0.084615385,0.889307692,52156000000,1.44E+11,10.51,3/31/2023,24.67750506
563,CKV,2023,2,332.2629454,19558.82746,0.018039783,0.032068218,20.55154453,0.430450965,0.664661521,0.084615385,1.089846154,52156000000,1.38E+11,12.88,6/30/2023,24.67750506
564,CKV,2023,3,115.4765927,19674.30405,0.0173778,0.031376977,20.73098545,0.44577817,0.660760349,0.084615385,1.026384615,52156000000,1.42E+11,12.13,9/30/2023,24.67750506
565,CKV,2023,4,57.00207079,19731.83928,0.01613928,0.030788614,25.96168666,0.479369246,0.810872204,0.06875,0.8339375,64192000000,1.52E+11,12.13,12/31/2023,24.88514443
566,CKV,2022,1,63.4914155,20395.71154,0.010682818,0.020220399,61.94506987,0.459736424,1.225747871,0.044,0.86944,1E+11,1.51E+11,19.76,3/31/2022,25.32843602
567,CKV,2022,2,265.2823442,20093.33331,0.010005661,0.018416157,50.72038604,0.380141952,0.92568016,0.059139785,1.010698924,74623200000,1.3E+11,17.09,6/30/2022,25.03571729
568,CKV,2022,3,133.7227418,20227.05606,0.009502552,0.017223791,56.71407837,0.409395251,0.959111397,0.056701031,0.900979381,77832800000,1.37E+11,15.89,9/30/2022,25.07782877
569,CKV,2022,4,68.32311316,20301.97148,0.013276039,0.026451218,21.26138467,0.4726491,0.551670561,0.098214286,1.627410714,44934400000,1.54E+11,16.57,12/31/2022,24.52846949
570,CKV,2021,1,152.6285252,21071.21711,0.002076097,0.003814534,174.4265817,0.420332043,0.654921827,0.079710145,0.838550724,55365600000,1.46E+11,10.52,3/31/2021,24.7372243
571,CKV,2021,2,302.8935837,20282.93647,0.002944985,0.005286751,129.1634198,0.452086003,0.690235362,0.078571429,0.814785715,56168000000,1.49E+11,10.37,6/30/2021,24.75161304
572,CKV,2021,3,158.8701154,20441.80658,0.003575926,0.006475523,161.5176186,0.446246234,1.037090333,0.051886793,0.588396227,85054400000,1.48E+11,11.34,9/30/2021,25.16655689
573,CKV,2021,4,-113.5236266,20332.22012,0.012316938,0.024474951,46.68404693,0.521473714,1.136127775,0,0,92677200000,1.7E+11,11.82,12/31/2021,25.25238832
574,CKV,2020,1,176.7212493,22120.06573,0.027781644,0.056858805,9.748669338,0.485091255,0.533452303,0,0,47341600000,1.72E+11,12.21,3/31/2020,24.58065524
575,CKV,2020,2,273.0291299,21256.63515,0.026551475,0.053661148,11.02553635,0.497919792,0.592756093,0,0,50551200000,1.7E+11,8.91,6/30/2020,24.64625252
576,CKV,2020,3,135.5432704,21391.61892,0.022192797,0.04348885,12.66029285,0.426832899,0.546943176,0,0,46940400000,1.5E+11,9.17,9/30/2020,24.57214455
577,CKV,2020,4,-480.4872291,20918.58859,0.002596316,0.005238959,122.291178,0.470429368,0.650139465,0,0,54563200000,1.58E+11,8.42,12/31/2020,24.7226255
578,CLH,2024,1,30.10512192,16425.08716,0.124344347,0.1954246,7.485682388,0.260667902,1.424649974,0.064102564,1.571794872,2.81E+11,2.67E+11,24.52,3/31/2024,26.36162051
579,CLH,2024,2,1004.588305,14503.16189,0.130874,0.203565512,7.049153733,0.395945087,1.565175937,0.066079295,1.51982379,2.72E+11,2.88E+11,23,6/30/2024,26.3290679
580,CLH,2024,3,419.8620037,14923.0239,0.118670364,0.186096061,7.838544732,0.428436761,1.521139426,0.066079295,1.493392072,2.72E+11,3.13E+11,22.6,9/30/2024,26.3290679
581,CLH,2023,1,830.6511787,17768.68948,0.172175923,0.281026246,5.860173499,0.339281456,1.558921947,0.090252708,2.121841156,3.32E+11,3.23E+11,23.51,3/31/2023,26.52840081
582,CLH,2023,2,910.3111158,15209.43076,0.152581633,0.248090627,6.014485579,0.418273685,1.637142139,0.100401606,2.473895582,2.99E+11,3.14E+11,24.64,6/30/2023,26.42370941
583,CLH,2023,3,744.1609998,15953.59176,0.142245855,0.230117127,6.861173132,0.407343467,1.629727048,0.096153846,2.136538463,3.12E+11,3.23E+11,22.22,9/30/2023,26.46626902
584,CLH,2023,4,1441.390281,16394.98204,0.151365106,0.235593027,6.596182466,0.351417566,1.579751654,0.096525097,2.277027026,3.11E+11,3.03E+11,23.59,12/31/2023,26.46305875
585,CLH,2022,1,773.3985088,17765.3407,0.184414672,0.28700573,6.701676864,0.351222144,1.79000226,0.078616352,2.329402516,3.82E+11,3.29E+11,29.63,3/31/2022,26.66868645
586,CLH,2022,2,1497.128686,15738.99566,0.191183742,0.303083276,6.375162225,0.426148043,2.045873872,0.077639752,2.008540374,3.86E+11,3.29E+11,25.87,6/30/2022,26.67910321
587,CLH,2022,3,1094.726508,16833.72217,0.190030404,0.30856276,5.544984674,0.417330789,1.71085157,0.086805556,2.342881946,3.46E+11,3.47E+11,26.99,9/30/2022,26.56970461
588,CLH,2022,4,1304.316136,16938.03831,0.178807353,0.275247423,6.3603289,0.363307749,1.753449807,0.084175084,2.034511785,3.56E+11,3.19E+11,24.17,12/31/2022,26.59819657
589,CLH,2021,1,568.9960135,16310.11258,0.136101052,0.230694324,5.841735514,0.360768633,1.263020099,0.072815534,1.067475728,2.47E+11,3.06E+11,14.66,3/31/2021,26.23265417
590,CLH,2021,2,1191.35789,15211.61753,0.147959244,0.242908811,7.278260947,0.383485344,1.80125486,0.054744526,0.843065693,3.29E+11,2.96E+11,15.4,6/30/2021,26.51932359
591,CLH,2021,3,951.6956653,16163.31319,0.158253988,0.25213172,6.667795033,0.359580654,1.639515345,0.056603774,1.065849057,3.18E+11,3.03E+11,18.83,9/30/2021,26.48531722
592,CLH,2021,4,1828.629003,16991.94219,0.177562004,0.277436863,7.35572877,0.336951493,1.965637572,0.074850299,1.513473054,4.01E+11,3.08E+11,20.22,12/31/2021,26.71722726
593,CLH,2020,1,586.3936977,18061.42871,0.113747035,0.227184625,5.142580823,0.447378172,1.08518547,0.076530612,0.708673469,1.96E+11,3.27E+11,9.26,3/31/2020,26.0013805
594,CLH,2020,2,953.0716373,14362.27879,0.126647685,0.238562387,4.826003857,0.458798942,1.14884276,0.090909091,0.779090909,1.98E+11,3.18E+11,8.57,6/30/2020,26.01153287
595,CLH,2020,3,742.0039027,15104.2827,0.142030384,0.255078968,5.281969182,0.431296969,1.31750712,0.075376884,0.78919598,2.39E+11,3.19E+11,10.47,9/30/2020,26.19972939
596,CLH,2020,4,1262.277757,15741.11657,0.148979735,0.252152554,6.046216926,0.386000591,1.467494374,0,0,2.77E+11,3E+11,14.06,12/31/2020,26.34728334
597,CLM,2024,1,4240.700906,62839.00587,0.075640087,0.338575213,4.421477492,0.773732945,1.327201136,0.023980815,1.716306951,9.17E+11,3.05E+12,71.57,3/31/2024,27.54437331
598,CLM,2024,2,4193.262422,63453.72284,0.067879868,0.303733804,4.211258999,0.829905276,1.19457136,0.026385224,2.179419527,8.34E+11,4.1E+12,82.6,6/30/2024,27.44949924
599,CLM,2024,3,2639.50058,66093.22342,0.068615468,0.286151734,4.301380632,0.599372795,1.169560146,0.025873221,1.966364811,8.5E+11,1.81E+12,76,9/30/2024,27.46850219
600,CLM,2023,1,1903.857512,48199.56752,0.22522454,0.713397092,1.864227489,0.749699489,1.224077373,0.015254237,1.013033899,6.49E+11,2.12E+12,66.41,3/31/2023,27.19869855
601,CLM,2023,2,5056.367575,49257.66237,0.066891998,0.254024078,5.405102027,0.841040065,1.293199818,0.014128728,0.792339089,7.01E+11,3.41E+12,56.08,6/30/2023,27.27577372
602,CLM,2023,3,2667.894354,51925.55672,0.071077474,0.278882447,4.474217966,0.708284294,1.174758709,0.014754098,0.823278691,6.71E+11,1.96E+12,55.8,9/30/2023,27.23203497
603,CLM,2023,4,6897.510207,58598.30496,0.106703868,0.31080644,4.625520645,0.746331753,1.286726639,0.01193634,0.67750663,8.29E+11,2.55E+12,56.76,12/31/2023,27.44348599
604,CLM,2022,1,927.1336456,18645.3357,0.037597134,0.175053877,13.88670577,0.752356383,2.2686639,0.021276596,0.60574468,4.65E+11,8.28E+11,28.47,3/31/2022,26.86530324
605,CLM,2022,2,24919.70416,41134.51259,0.275189751,1.155915066,3.297014137,0.754018444,2.187943757,0.01,0.2927,9.9E+11,1.84E+12,29.27,6/30/2022,27.62097078
606,CLM,2022,3,819.3883097,41953.9009,0.2554939,0.918718975,2.270604367,0.636673291,1.484963226,0.014446228,1.189213481,6.85E+11,1.27E+12,82.32,9/30/2022,27.25268468
607,CLM,2022,4,4005.548045,46295.71001,0.388766656,0.962388076,2.363397505,0.468242324,1.572499914,0.012362637,0.556318683,8.01E+11,9.55E+11,45,12/31/2022,27.40912678
608,CLM,2021,1,463.0956951,18052.31957,0.027651651,0.224677235,7.254799102,0.817985957,1.567665578,0.03180212,0.668162543,3.11E+11,1.09E+12,21.01,3/31/2021,26.46305875
609,CLM,2021,2,668.356782,16285.41276,0.020976892,0.14451942,12.95768595,0.827806771,1.995650984,0.027692308,0.6552,3.58E+11,1.04E+12,23.66,6/30/2021,26.60379882
610,CLM,2021,3,679.1855913,16955.22558,0.021635693,0.121115437,12.45122706,0.794952041,1.53345055,0.034615385,0.756346154,2.86E+11,9.1E+11,21.85,9/30/2021,26.37925765
611,CLM,2021,4,771.4027775,17718.20205,0.028415572,0.145783187,13.05556815,0.752330124,1.896354941,0.026785714,0.698303572,3.7E+11,7.87E+11,26.07,12/31/2021,26.63676884
612,CLM,2020,1,861.2219926,16437.47137,0.038302278,0.279308941,3.880304368,0.871603471,0.973385726,0.05625,0.7644375,1.76E+11,1.41E+12,13.59,3/31/2020,25.89374983
613,CLM,2020,2,2070.431776,16312.95617,0.044318403,0.361072417,4.188126365,0.909626498,1.440572742,0.038297872,0.495191489,2.59E+11,1.99E+12,12.93,6/30/2020,26.2800939
614,CLM,2020,3,1089.829106,17402.78528,0.04222404,0.371071895,3.016244123,0.900519078,1.057302018,0.048913044,0.679891305,2.02E+11,1.92E+12,13.9,9/30/2020,26.03153353
615,CLM,2020,4,277.5095393,17589.22388,0.041264259,0.253753139,7.129410613,0.83877777,1.705589753,0,0,3.3E+11,1.21E+12,18.83,12/31/2020,26.52235849
616,CMC,2024,1,196.9639066,13504.05905,0.021550787,0.05224793,12.28171693,0.606651522,0.651655918,0,0,40137240000,1.57E+11,6.1,3/31/2024,24.41557042
617,CMC,2024,2,437.4222749,13941.48133,0.010501426,0.02583712,16.90519324,0.60779168,0.430370336,0,0,27366300000,1.62E+11,9.1,6/30/2024,24.03257817
618,CMC,2024,3,-575.0920628,13366.38927,-0.009009918,-0.022339381,-20.08485667,0.589856954,0.456368573,0,0,27822405000,1.49E+11,6.6,9/30/2024,24.04910747
619,CMC,2023,1,-104.3566834,13049.86904,-0.049635088,-0.131130984,-4.175476337,0.592494866,0.551729675,0,0,32839560000,1.46E+11,6.1,3/31/2023,24.21489972
620,CMC,2023,2,799.0139521,13848.88299,0.014159778,0.036725444,12.28869833,0.584704969,0.433247938,0,0,27366300000,1.52E+11,5,6/30/2023,24.03257817
621,CMC,2023,3,83.53986165,13932.42285,0.018784742,0.046348147,9.127659757,0.577097858,0.409117643,0,0,25997985000,1.5E+11,6.5,9/30/2023,23.98128487
622,CMC,2023,4,-363.0055218,13307.09515,0.004570185,0.01155418,41.86579494,0.580770666,0.480946437,0,0,29190720000,1.48E+11,5.9,12/31/2023,24.09711669
623,CMC,2022,1,1144.774187,14683.14689,0.060111588,0.130323382,4.003377924,0.495659278,0.48354757,0.14084507,1.774647887,32383455000,1.33E+11,12.6,3/31/2022,24.20091348
624,CMC,2022,2,-1413.593712,13269.55318,0.007710508,0.017398257,27.75149711,0.614063448,0.497379219,0.151515152,1.287878788,30102930000,1.57E+11,8.5,6/30/2022,24.12788835
625,CMC,2022,3,-52.68214775,13216.87103,0.000855057,0.002055391,192.0952562,0.651238729,0.408568714,0.185185185,1.333333333,24629670000,1.73E+11,7.2,9/30/2022,23.92721765
626,CMC,2022,4,-153.7216183,13154.22572,-0.011844804,-0.028783034,-12.49521719,0.623098878,0.364901751,0.208333333,1.125,21893040000,1.58E+11,5.4,12/31/2022,23.80943462
627,CMC,2021,1,102.2000866,12903.47138,0.005225673,0.012259938,36.09413678,0.522856843,0.43399174,0,0,25541880000,1.23E+11,6.8,3/31/2021,23.96358529
628,CMC,2021,2,122.0835913,13025.55497,0.025679971,0.059746186,8.207903978,0.551147118,0.483664613,0,0,28734615000,1.32E+11,5.9,6/30/2021,24.08136833
629,CMC,2021,3,157.0318061,13187.78995,0.018140474,0.040486723,22.83542772,0.556993298,0.9099326,0,0,54732600000,1.36E+11,7.1,9/30/2021,24.72572535
630,CMC,2021,4,349.6127262,13538.37271,0.024248419,0.055968973,17.22965084,0.550431302,0.938074337,0,0,57925335000,1.37E+11,13.9,12/31/2021,24.78242069
631,CMC,2020,1,38.12977121,12748.41427,-0.001077905,-0.002220373,-183.3378896,0.502021342,0.400049755,0,0,23261355000,1.17E+11,10.4,3/31/2020,23.87005924
632,CMC,2020,2,-490.3193951,12258.09487,-0.00382383,-0.008054937,-61.56178116,0.565665463,0.505788221,0,0,28278510000,1.29E+11,5.4,6/30/2020,24.06536799
633,CMC,2020,3,399.0854012,12657.18027,0.012893886,0.028705182,14.10794159,0.621633349,0.402933346,0,0,23261355000,1.53E+11,5,9/30/2020,23.87005924
634,CMC,2020,4,144.1837599,12801.27129,0.00327565,0.007132987,81.33048285,0.573879577,0.578067587,0,0,33751770000,1.37E+11,5.8,12/31/2020,24.2422987
635,CMS,2024,1,5.89639171,10110.13836,0.004763267,0.008388331,270.6143558,0.354940393,2.265053078,0,0,5.83E+11,4.3E+11,16.9,3/31/2024,27.09145302
636,CMS,2024,2,96.7053911,10141.06243,0.007964571,0.014292373,73.37942706,0.354335862,1.045255374,0,0,2.7E+11,4.3E+11,17.8,6/30/2024,26.3216878
637,CMS,2024,3,48.34374608,10189.40617,0.0105143,0.018562779,51.54908037,0.353262846,0.951969117,0,0,2.47E+11,4.32E+11,11.8,9/30/2024,26.23265417
638,CMS,2023,1,3.476855947,10049.76179,0.0045026,0.008609862,89.58652723,0.261067007,0.7761378,0,0,1.99E+11,4.4E+11,5.3,3/31/2023,26.01657066
639,CMS,2023,2,36.87299963,10064.9746,0.007239593,0.012775825,214.6375305,0.296401078,2.752118222,0,0,7.05E+11,3.93E+11,7.7,6/30/2023,27.28146364
640,CMS,2023,3,4.628218328,10070.0168,0.011298226,0.019634146,90.4984912,0.214214059,1.777554135,0,0,4.56E+11,4.56E+11,26.8,9/30/2023,26.84575865
641,CMS,2023,4,37.22465632,10104.24196,0.00435496,0.007861158,186.8610491,0.284012711,1.464731353,0,0,3.77E+11,5.3E+11,19.1,12/31/2023,26.65551102
642,CMS,2022,1,6.872743023,10276.71562,0.032096846,0.05670603,13.49213245,0.349936881,0.934150594,0.072916667,2.114583334,1.65E+11,3.54E+11,29,3/31/2022,25.82921131
643,CMS,2022,2,-12.02407543,10035.65714,0.048186715,0.079978887,10.4032713,0.411608139,0.976518016,0.071428571,0.7,2.49E+11,3.84E+11,9.8,6/30/2022,26.24071873
644,CMS,2022,3,-64.8077447,9961.812957,0.048391533,0.077954445,6.215184375,0.359384121,0.632415006,0,0,1.6E+11,4.79E+11,11.1,9/30/2022,25.79843965
645,CMS,2022,4,152.8152789,10046.28493,0.000712239,0.001160735,358.7739997,0.374889281,0.527558201,0,0,1.35E+11,4.94E+11,6.6,12/31/2022,25.62854062
646,CMS,2021,1,4.818079709,10685.67723,-0.009720812,-0.01958446,-15.03503729,0.397522176,0.393049491,0,0,72240000000,3.9E+11,4.2,3/31/2021,25.00325975
647,CMS,2021,2,-366.2941692,10319.38306,-0.023362864,-0.046119573,-7.43946443,0.419824635,0.445763082,0,0,79120000000,3.96E+11,4.4,6/30/2021,25.09423152
648,CMS,2021,3,-158.949447,10160.43361,-0.021838641,-0.04031343,-47.64662503,0.425135041,2.539261707,0,0,4.44E+11,3.96E+11,4.5,9/30/2021,26.8190904
649,CMS,2021,4,1229.896649,10269.84288,0.036482503,0.063596317,34.57130929,0.398787898,2.697217506,0,0,4.76E+11,3.8E+11,31.5,12/31/2021,26.88868369
650,CMS,2020,1,24.25762994,10606.01541,0.005991826,0.015715871,15.73071761,0.604177227,0.320572795,0,0,58480000000,5.89E+11,2.5,3/31/2020,24.79195065
651,CMS,2020,2,-27.31758384,10879.14513,-0.001166442,-0.002969211,-66.22801474,0.571791444,0.248181265,0,0,46440000000,5.52E+11,2.4,6/30/2020,24.56142699
652,CMS,2020,3,-235.7871158,10342.91071,-0.007881599,-0.019335479,-13.35743551,0.557975435,0.338396037,0,0,60200000000,5.1E+11,3.2,9/30/2020,24.82093819
653,CMS,2020,4,-21.06087488,10680.85915,-0.010465701,-0.023740762,-13.77900125,0.457906866,0.393226794,0,0,72240000000,5.25E+11,3,12/31/2020,25.00325975
654,CPC,2024,1,229.4069946,21178.56506,0.085528609,0.122440493,7.182721779,0.301780495,0.849915939,0.1,1.506,73466100000,1.24E+11,15.06,3/31/2024,25.02008991
655,CPC,2024,2,1807.606112,20730.24228,0.101774762,0.151840079,5.632644967,0.383944035,0.853825043,0.101694915,1.830508475,72241665000,1.37E+11,18,6/30/2024,25.00328279
656,CPC,2024,3,122.204555,20846.38281,0.098880664,0.14970219,5.747694176,0.315379312,0.863459151,0.1,1.82,73466100000,1.24E+11,18.2,9/30/2024,25.02008991
657,CPC,2023,1,197.8691058,20620.88633,0.071369838,0.10617514,8.122349221,0.312610304,0.834105757,0.104651163,1.383488372,70200940000,1.22E+11,13.22,3/31/2023,24.97462754
658,CPC,2023,2,1171.224105,19817.31142,0.083409244,0.116434142,6.552111083,0.275343962,0.772052257,0.117647059,1.76117647,62446185000,1.12E+11,14.97,6/30/2023,24.85757098
659,CPC,2023,3,132.9097443,19950.22116,0.083130807,0.118618002,7.101662609,0.26835985,0.852120879,0.105882353,1.556470588,69384650000,1.11E+11,14.7,9/30/2023,24.9629315
660,CPC,2023,4,972.4729697,20949.15806,0.079299701,0.120899607,7.037354357,0.351313715,0.840129229,0.102272727,1.578068182,71833520000,1.32E+11,15.43,12/31/2023,24.99761706
661,CPC,2022,1,339.7190239,20726.04781,0.070383254,0.111993501,7.72276568,0.398138055,0.834698451,0.104046243,1.802080925,70609085000,1.41E+11,17.32,3/31/2022,24.98042466
662,CPC,2022,2,953.7128079,19374.13359,0.064417081,0.103112725,8.248682683,0.43096192,0.877458593,0.105882353,1.585058823,69384650000,1.39E+11,14.97,6/30/2022,24.9629315
663,CPC,2022,3,74.2293506,19448.36294,0.062790342,0.095953871,7.841308297,0.191981591,0.771273142,0.12,1.7064,61221750000,98237267938,14.22,9/30/2022,24.83776836
664,CPC,2022,4,891.8026836,20423.01723,0.077931006,0.114756165,6.61738362,0.334786311,0.758947605,0.116129032,1.457419355,63262475000,1.25E+11,12.55,12/31/2022,24.87055818
665,CPC,2021,1,450.7028539,19424.322,0.082706235,0.12786819,7.306169552,0.313406105,0.926673271,0.1,1.362,73466100000,1.15E+11,13.62,3/31/2021,25.02008991
666,CPC,2021,2,1132.907787,19434.60465,0.091604917,0.141605331,7.920912851,0.417831367,1.121710495,0.082568807,1.209633027,88975610000,1.36E+11,14.65,6/30/2021,25.21162812
667,CPC,2021,3,222.2184067,19652.77744,0.090828845,0.141770199,8.272945026,0.348840797,1.170318042,0.07826087,1.188000001,93873350000,1.23E+11,15.18,9/30/2021,25.26521237
668,CPC,2021,4,545.2849014,20399.46015,0.083421509,0.126245815,8.47568648,0.310945375,1.05885155,0.083333333,1.558333333,88159320000,1.2E+11,18.7,12/31/2021,25.20241147
669,CPC,2020,1,473.5912793,19224.68993,0.07132578,0.1162597,7.079213125,0.37608451,0.842666387,0.111111111,1.402222222,66119490000,1.26E+11,12.62,3/31/2020,24.9147294
670,CPC,2020,2,844.3710184,18760.62953,0.07648123,0.122442608,6.508603999,0.420228846,0.826198288,0.116129032,1.196129033,63262475000,1.32E+11,10.3,6/30/2020,24.87055818
671,CPC,2020,3,194.2798407,18954.90937,0.071609077,0.114187778,8.224024349,0.321196469,0.949622056,0.1,1.153,73466100000,1.14E+11,11.53,9/30/2020,25.02008991
672,CPC,2020,4,974.3175545,19973.61915,0.081076197,0.12742449,7.872992199,0.34827811,0.946248142,0,0,77139405000,1.25E+11,11.18,12/31/2020,25.06888008
673,CSC,2024,1,68.53505808,16808.48998,0.019721678,0.075353177,28.91295234,0.652278751,2.112027913,0.033802817,0.856225352,1.33E+12,2.42E+12,25.33,3/31/2024,27.91620006
674,CSC,2024,2,95.42459779,16552.13504,0.018321474,0.070744209,23.95868579,0.656007537,1.691624672,0.042857143,1.187142858,1.05E+12,2.44E+12,27.7,6/30/2024,27.67981128
675,CSC,2024,3,158.417771,16360.56884,0.014149359,0.054906592,29.08611857,0.636642504,1.619748082,0.045283019,1.272452831,9.91E+11,2.33E+12,28.1,9/30/2024,27.62198037
676,CSC,2023,1,431.5629772,19421.41473,0.103164791,0.412088201,4.150080417,0.647413756,1.601325157,0.048231511,1.050964631,9.7E+11,2.32E+12,21.79,3/31/2023,27.60056191
677,CSC,2023,2,185.4800936,18779.69164,0.05898801,0.223455758,7.205571528,0.646027124,1.629419726,0.049019608,1.282843136,9.54E+11,2.21E+12,26.17,6/30/2023,27.58392951
678,CSC,2023,3,499.2013524,19278.89299,0.019924782,0.076635636,19.16803775,0.63990514,1.457552569,0.053380783,1.378825622,8.76E+11,2.24E+12,25.83,9/30/2023,27.49863193
679,CSC,2023,4,706.4392704,19960.71164,0.022097352,0.087877767,17.76277543,0.655925908,1.522991792,0.049342105,1.167927632,9.48E+11,2.44E+12,23.67,12/31/2023,27.57762034
680,CSC,2022,1,1733.346073,15730.89914,0.045772855,0.223066936,13.84917597,0.793762918,3.17845786,0.044,3.09936,1.28E+12,2.37E+12,70.44,3/31/2022,27.87788119
681,CSC,2022,2,4187.657143,18910.56318,0.089500411,0.410711373,6.414371303,0.724431409,2.617584655,0.044444444,1.678666665,1.26E+12,2.3E+12,37.77,6/30/2022,27.86213284
682,CSC,2022,3,4001.412851,22911.97604,0.131635258,0.501197829,3.288184864,0.618394227,1.636698639,0.058666667,2.484533335,9.58E+11,2.04E+12,42.35,9/30/2022,27.58811361
683,CSC,2022,4,426.6684025,23166.99209,0.110721046,0.430377119,3.402083695,0.667483727,1.510770145,0.062857143,1.567028572,8.94E+11,2.4E+12,24.93,12/31/2022,27.51897161
684,CSC,2021,1,71.61604787,13633.90736,0.042002805,0.129646673,27.5866674,0.713241342,4.04139463,0.01814882,0.356079854,1.26E+12,1.29E+12,19.62,3/31/2021,27.86213284
685,CSC,2021,2,90.64181064,13565.1659,0.042623441,0.14390031,37.80395202,0.762781609,6.40611406,0.01150748,0.414039127,1.98E+12,1.54E+12,35.98,6/30/2021,28.31411796
686,CSC,2021,3,351.6622657,13914.85209,0.039705775,0.157211175,39.41430849,0.812865979,7.3734165,0.009746589,0.4291423,2.34E+12,2E+12,44.03,9/30/2021,28.48117205
687,CSC,2021,4,1659.884815,15677.05006,0.029423189,0.127715999,36.93703472,0.802154579,5.358150908,0,0,1.92E+12,2.14E+12,76.79,12/31/2021,28.2833463
688,CSC,2020,1,-73.42673034,13347.66458,-0.001690261,-0.004489976,-330.6073842,0.645290036,1.715655938,0.021834061,0.283624454,4.69E+11,9.17E+11,12.99,3/31/2020,26.87386861
689,CSC,2020,2,-223.3591915,12291.52164,-0.006435897,-0.018338949,-79.59857263,0.673181655,1.749173181,0.023255814,0.313488373,4.63E+11,9.62E+11,13.48,6/30/2020,26.86099289
690,CSC,2020,3,50.08233932,12325.75203,-0.005268782,-0.015705352,-108.2131192,0.658205695,2.044499999,0.01984127,0.257936507,5.42E+11,9.4E+11,13,9/30/2020,27.01853184
691,CSC,2020,4,2214.52815,14297.05124,0.037592492,0.113744012,21.6192336,0.651279931,2.832751966,0.024691358,0.382222222,8.72E+11,1.15E+12,15.48,12/31/2020,27.49405526
692,CTB,2024,1,223.8497758,21159.8748,0.082996176,0.188161746,5.976302139,0.356684942,1.082237027,0.065502183,1.370960699,3.13E+11,4.5E+11,20.93,3/31/2024,26.46946903
693,CTB,2024,2,196.150942,21204.19826,0.076983118,0.153958766,6.573502993,0.512352448,0.990369914,0.071428571,1.468571428,2.87E+11,5.95E+11,20.56,6/30/2024,26.38274805
694,CTB,2024,3,454.7463009,21658.94456,0.053401131,0.099780498,9.95605236,0.456121818,0.974193361,0.071090047,1.492890995,2.89E+11,5.45E+11,21,9/30/2024,26.38969253
695,CTB,2023,1,105.3437075,18977.77348,0.05771238,0.198074445,5.696067383,0.701074767,1.080211017,0.073170732,1.180243902,2.8E+11,8.68E+11,16.13,3/31/2023,26.35805544
696,CTB,2023,2,833.3081447,19661.81262,0.056150926,0.18876813,5.686790281,0.683712313,1.017200214,0.075,1.35,2.74E+11,8.5E+11,18,6/30/2023,26.33639394
