Company code,Company Name,Sector,Industry,Year,EPS,BVPS,ROA,ROE,DIV,P/E Ratio,DAR,MB,DY,Market Cap,Total Assets,Year End Price
600053.SS,JIUDING INVESTMENT,Financial Services,Asset Management,2021,0.1432,6.321909845,0.018696996,1.193858109,0,107.681032,0.009551549,2.439124277,0,6685169053,3321475625,15.41992378
600054.SS,HUANGSHAN TOURISM,Consumer Cyclical,Lodging,2021,0.06,8.367757751,0.008440837,1.140992692,0,158.3460649,0.039678921,1.135401403,0,4876742106,5150077687,9.500763893
600055.SS,WANDONG MEDICAL,Healthcare,Medical Devices,2021,0.34,3.407971992,0.063697617,1.148987019,0.13,68.74101302,0.006328848,6.858021275,0.005562224,16431902434,2875979734,23.37194443
600056.SS,CHINA MEHECO,Healthcare,Medical Distribution,2021,0.4326,6.857504351,0.020798638,2.486962101,0.262857,18.62279034,0.150814638,1.174803352,0.032627837,12051136513,31110549417,8.056219101
600057.SS,XIAMEN XIANGYU,Industrials,Integrated Freight & Logistics,2021,0.93,7.708819623,0.022895652,3.058905316,0.3,7.678605151,0.18260877,0.926354895,0.042010318,15946511684,95834220586,7.141102791
600059.SS,GUYUE LONGSHAN,Consumer Defensive,Beverages - Wineries & Distilleries,2021,0.23,5.881606633,0.03223636,1.15094258,0.05,51.48459725,0.00077917,2.013303185,0.004222453,10793985921,6218763634,11.84145737
600060.SS,HISENSE VISUAL,Technology,Consumer Electronics,2021,0.87,12.32702292,0.03420651,1.82966451,0.275,14.23392679,0.052907423,1.00458289,0.02220694,16160117083,33261727263,12.38351631
600061.SS,SDIC CAPITAL,Financial Services,Capital Markets,2021,0.73,7.729936283,0.019448858,4.518100921,0.128947,10.64756602,0.41046492,1.005535222,0.016589681,49698635927,2.46432E+11,7.772723198
600062.SS,CR DOUBLE-CRANE,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.8969,9.534691649,0.068417815,1.305396198,0.29,13.81388475,0.00474566,1.29943093,0.02340659,12871507427,13676050323,12.38967323
600063.SS,WANWEI HI-TECH,Basic Materials,Chemicals,2021,0.52,3.095265531,0.082896803,1.840822889,0.1,11.14146893,0.217442778,1.871750189,0.017260533,12193250520,12050506447,5.793563843
600064.SS,NANJING GAOKE,Real Estate,Real Estate - Development,2021,1.359,8.709773904,0.071210796,2.067358669,0.357143,4.036137074,0.11095703,0.629764945,0.065111362,9491105551,33029444750,5.485110283
600066.SS,YUTONG BUS,Industrials,Farm & Heavy Construction Machinery,2021,0.28,6.874007239,0.019081868,2.096437249,0.5,31.81343079,0.000443378,1.295861397,0.05613083,19721247262,32165891031,8.90776062
600072.SS,CSSC SCIENCE & TECHNOLOGY,Basic Materials,Steel,2021,0.1087,2.625695975,0.010192446,1.832935439,0.06,133.5152202,0.13040825,5.527336209,0.004134195,21864283028,7853642487,14.51310444
600073.SS,BMGC,Consumer Defensive,Packaged Foods,2021,0.32,4.689931152,0.02021647,2.234353901,0.13,24.10765886,0.239946708,1.644896393,0.016851491,7234064453,14977084880,7.714450836
600075.SS,XINJIANG TIANYE,Basic Materials,Chemicals,2021,1.07,5.602623148,0.101003617,1.636629574,0.1,7.403011857,0.18032225,1.41384178,0.012624314,13524378766,16220278208,7.921222687
600078.SS,CHENGXING,Basic Materials,Chemicals,2021,3.04,2.199360943,0.27193599,4.00252877,0,3.03655455,0.541510736,4.197185487,0,6116294662,7410554635,9.231125832
600079.SS,HUMANWELL HEALTHCARE,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.83,7.932856514,0.037201463,2.262089964,0.1,25.87136418,0.366211226,2.706872642,0.004656961,35049254250,35405745638,21.47323227
600081.SS,"Dong Feng Electronic Technology Co.,Ltd.",Consumer Cyclical,Auto Parts,2021,0.631065,5.673070107,0.025195404,2.360593964,0.091139,20.2120728,0.069824118,2.248364903,0.007145281,7053919271,9551812288,12.75513172
600082.SS,HI-TECH DEV,Industrials,Conglomerates,2021,0.0156,2.704575388,0.003581704,1.608567009,0.01,193.5939453,0.22575842,1.116650532,0.003311186,1951312574,2810921537,3.020065546
600085.SS,TONGRENTANG,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.895,7.753699129,0.048952294,1.503843659,0.27,48.37886874,0.129068501,5.584313604,0.006235697,59383397489,25072835362,43.29908752
600088.SS,CHINA TV MEDIA,Communication Services,Entertainment,2021,-0.005,2.681288665,-0.00127385,1.477997205,0,-2276.465034,0.078764621,4.245095025,0,4526818833,1644543268,11.38232517
600089.SS,TEBA,Industrials,Electrical Equipment & Parts,2021,1.447154,8.745457429,0.053506834,2.240272471,0.161538,10.14732501,0.242359036,1.679127947,0.011000398,74198913874,1.35586E+11,14.68474197
600094.SS,GREATTOWN,Real Estate,Real Estate - Development,2021,-0.17,5.532143912,-0.010321253,3.044223516,0.025,-20.62394198,0.206572314,0.633763364,0.007130491,7981919498,39951032556,3.506070137
600095.SS,XIANGCAI,Consumer Defensive,Farm Products,2021,-0.18,4.393210058,0.013773179,2.801069302,0.07457,-54.45050663,0.179082865,2.230963479,0.007608337,28023182088,35267969245,9.801091194
600096.SS,YUNTIANHUA,Basic Materials,Agricultural Inputs,2021,1.9819,5.568146546,0.068531873,4.218388006,0,8.948799748,0.563283895,3.185193866,0,32532990962,53142209878,17.73562622
600097.SS,KAICHUANG INT'L,Consumer Defensive,Farm Products,2021,0.79,8.196703747,0.06488373,1.46019457,0.18,13.73211342,0.096230104,1.323503927,0.016592355,2613773539,2943664735,10.8483696
600098.SS,GUANGZHOU DEV,Energy,Thermal Coal,2021,0.0629,6.871232419,0.002923223,2.177498798,0.17,117.7879206,0.376918439,1.078243284,0.0229455,25977759801,58863275363,7.408860207
600099.SS,LINHAI,Consumer Cyclical,Auto Parts,2021,0.043,2.247094872,0.013834191,1.396712538,0,195.6554235,nan,3.744026707,0,1843496705,687718107.7,8.413183212
600101.SS,MINGXING ELECTRIC,Utilities,Utilities - Diversified,2021,0.225,4.615939617,0.034414601,1.410873932,0.038462,25.69777595,0.022793799,1.25261595,0.006652024,3167737951,3582078599,5.781999588
600103.SS,QINGSHAN PAPER,Basic Materials,Paper & Paper Products,2021,0.0851,1.622687109,0.035299614,1.365724867,0,32.30209216,0.110244941,1.694046885,0,6194004625,5390787447,2.748908043
600104.SS,SAIC MOTOR,Consumer Cyclical,Auto Manufacturers,2021,2.12,23.65154018,0.026755907,2.788942599,0.62,8.873503163,0.17856571,0.795374279,0.03295799,2.17753E+11,9.16923E+11,18.81182671
600105.SS,ETERN,Technology,Communication Equipment,2021,0.09,1.804744093,0.016666202,2.416695367,0,59.05988481,0.247948674,2.945231766,0,7771046575,7239581878,5.315389633
600106.SS,CHONGQING ROAD & BRIDGE,Industrials,Infrastructure Operations,2021,0.19,3.432247859,0.035641148,1.572890553,0.052,22.90475996,0.300626884,1.267945839,0.011948792,5783811564,7174835302,4.351904392
600108.SS,YASHENG GP,Consumer Defensive,Farm Products,2021,0.0369,2.084323389,0.008714297,2.030180025,0,95.21578709,0.37091361,1.68566095,0,6840430270,8240653538,3.513462543
600109.SS,SINOLINK SECURITIES,Financial Services,Asset Management,2021,0.766,6.579148986,0.026181196,3.594370228,0.07,14.31710789,0.279428466,1.666918421,0.00638284,40715292895,88489493016,10.96690464
600110.SS,NUODE,Industrials,Electrical Equipment & Parts,2021,0.2899,2.21307751,0.046532824,2.266966702,0,53.9725581,0.372201224,7.070084316,0,27149745264,8705351412,15.64664459
600111.SS,CNREHT,Basic Materials,Other Industrial Metals & Mining,2021,1.4191,4.245625136,0.147806819,1.805470986,0.07,31.52085614,0.305534531,10.53584467,0.001564902,1.61707E+11,34707756657,44.73124695
600113.SS,ZJDR,Industrials,Industrial Distribution,2021,1.59,4.996467564,0.213384799,1.416506481,0.025,3.931743094,0.039659002,1.251178245,0.003999058,2634163850,3057180558,6.251471519
600114.SS,NBTM,Consumer Cyclical,Auto Parts,2021,0.04,4.190071558,0.004434566,2.065361858,0.15,283.8195324,0.392079154,2.70944807,0.013212621,6997661121,6132144138,11.3527813
600116.SS,THREE GORGES WATER CONSERVANCY,Utilities,Utilities - Renewable,2021,0.45,5.712974421,0.040706418,1.895721141,0.1,24.63073095,0.333681357,1.940115273,0.009022153,21193832997,21252056308,11.08382893
600118.SS,CHINA SPACESAT,Industrials,Aerospace & Defense,2021,0.2,5.125203449,0.017412253,1.671602235,0.1,134.718895,0.033569392,5.257114036,0.003711432,31860748789,13465349251,26.94377899
600120.SS,ZHEJIANG ORIENT,Financial Services,Asset Management,2021,0.23,3.893101945,0.022398519,2.094087579,0.030769,18.21969696,0.222135779,1.07639881,0.007342507,14312253242,29295375810,4.1905303
600123.SS,LANHUA SCI-TECH VENTURE,Energy,Thermal Coal,2021,1.589846,8.86715461,0.082170754,2.227934163,0.076923,3.620309416,0.326482803,0.649107261,0.013364585,8479578580,28734716061,5.755734444
600125.SS,TIELONG LOGISTICS,Industrials,Railroads,2021,0.258,4.928576693,0.036996713,1.412202766,0.1,19.06314377,0.13571081,0.997913069,0.020332265,6420927386,9117295116,4.918291092
600126.SS,HANG STEEL,Basic Materials,Steel,2021,0.49,6.084099844,0.056065094,1.423728549,0.2,9.786485166,0.012311121,0.788181959,0.041706829,16194901183,29263454319,4.795377731
600128.SS,SOHO HOLLY,Consumer Cyclical,Specialty Retail,2021,0.13,8.448497871,0.006752964,1.857305967,0.08,54.49758676,0.049466559,0.838573482,0.011291961,1748273864,4918775672,7.084686279
600129.SS,TAIJI GP,Healthcare,Drug Manufacturers - Specialty & Generic,2021,-0.94,4.896963944,-0.039724627,5.062112186,0,-23.70343107,0.360734253,4.550008017,0,12408213964,13170023353,22.2812252
600131.SS,STATE GRID,Utilities,Utilities - Renewable,2021,0.57,4.270292635,0.059419673,2.220205829,0.155,37.12957282,0.049314094,4.956067022,0.007323807,25433876195,11395097303,21.16385651
600132.SS,CHONGQING BREWERY,Consumer Defensive,Beverages - Brewers,2021,2.41,3.62531035,0.101123967,3.68661148,0,56.3693288,0.003404634,37.47267662,0,65747501315,11532809144,135.8500824
600133.SS,EAST LAKE HIGH TECH,Industrials,Engineering & Construction,2021,0.6704,6.058664945,0.018446473,3.508860902,0.11,7.525629104,0.383875765,0.832721696,0.021802981,5379374590,28909714315,5.045181751
600135.SS,LUCKY FILM,Basic Materials,Chemicals,2021,0.0982,4.724554905,0.01630891,1.263026584,0.021,84.35467839,0.052329689,1.753314245,0.002535121,4583390208,3331741450,8.283629417
600137.SS,LANGSHA,Consumer Cyclical,Apparel Manufacturing,2021,0.208,5.39542314,0.030217114,1.272915878,0.08,68.01183407,nan,2.621937357,0.005655124,1375285034,667682678.4,14.14646149
600138.SS,CYTS ,Consumer Cyclical,Lodging,2021,0.0293,8.770203913,0.001216837,2.023522504,0,351.353961,0.342636993,1.173823455,0,7451694699,17449433533,10.29467106
600141.SS,XINGFA GP,Basic Materials,Chemicals,2021,3.88,12.94384991,0.116556218,2.320540474,0.25,8.962377568,0.345866368,2.686528754,0.007189274,38364444710,36735153694,34.77402496
600143.SS,KINGFA SCI. & TECH.,Basic Materials,Specialty Chemicals,2021,0.6456,5.684177039,0.034399472,2.888876498,0.6,18.24123709,0.358365807,2.071811378,0.050948739,31050150717,48300022106,11.77654266
600148.SS,CHANGCHUN YIDONG,Consumer Cyclical,Auto Parts,2021,0.29,3.4958954,0.032835469,1.957242004,0.1805,59.93129467,0.028252424,4.971566213,0.010385455,2459558758,1256417016,17.38007545
600150.SS,CHINA CSSC,Industrials,Aerospace & Defense,2021,0.05,10.29434306,0.00133299,3.020520499,0.035,492.3299026,0.116232877,2.391264309,0.001421811,1.10096E+11,1.60402E+11,24.61649513
600153.SS,CONS AND DEV,Industrials,Specialty Business Services,2021,2.07,17.25211273,0.010191779,4.400147007,0.5,3.612623814,0.191688931,0.433461769,0.066861624,22038800019,6.02459E+11,7.478131294
600157.SS,WINTIME ENERGY,Energy,Thermal Coal,2021,0.0508,1.911041076,0.010805198,2.26073852,0,35.70069948,0.270012032,0.949009185,0,40294102261,1.04371E+11,1.813595533
600158.SS,CHINA SPORTS IND,Real Estate,Real Estate Services,2021,0.0572,2.641465298,0.009848712,1.575112152,0.017,262.8367931,0.105987157,5.691638114,0.00113075,14425572656,5576335512,15.03426456
600160.SS,JUHUA,Basic Materials,Chemicals,2021,0.41,4.938875377,0.061979944,1.312661782,0.1,30.4305472,0.037567206,2.52618732,0.008015053,33683495225,17894390845,12.47652435
600161.SS,TIANTAN BIO,Healthcare,Biotechnology,2021,0.391667,4.072090136,0.065644858,1.127669885,0.069444,50.69429344,0.043957521,4.875943598,0.003497508,39261238314,11577632332,19.85528183
600162.SS,HEUNGKONG HOLDING,Real Estate,Real Estate - Development,2021,0.0562,2.229230685,0.006331191,3.897938037,0.03,29.97082323,0.248124991,0.755579168,0.017810916,5505230575,29641483198,1.684360266
600163.SS,ZHONGMIN ENERGY,Utilities,Utilities - Renewable,2021,0.3887,2.640274506,0.06011794,2.182088227,0,21.8795902,0.274592734,3.221103218,0,16184248084,11336385456,8.50459671
600167.SS,LUENMEI HOLDING,Utilities,Utilities - Regulated Electric,2021,0.4613,3.812204709,0.077545195,1.504745341,0.4,17.89472999,0.126372519,2.165371373,0.048456427,18888062612,13492080830,8.254838943
600168.SS,WUHAN HOLDING,Utilities,Utilities - Regulated Water,2021,0.435714,6.041909695,0.021991857,3.162013189,0.077143,10.7429481,0.45941971,0.774730694,0.016480544,4649949974,19704129240,4.68085289
600170.SS,SH CONS,Industrials,Engineering & Construction,2021,0.36,4.609705292,0.010653294,6.860308163,0.145,9.088772535,0.229296681,0.709797678,0.044315971,29074424205,3.53766E+11,3.271958113
600171.SS,SHNAGHAI BELLING,Technology,Semiconductor Equipment & Materials,2021,1.04,5.5539417,0.156492929,1.170545859,0.13,24.04286861,0.017761111,4.502132847,0.005199047,17726324448,4660263140,25.00458336
600173.SS,WOLONG REAL ESTATE,Real Estate,Real Estate - Development,2021,0.68,5.082287095,0.063087404,2.11198488,0.15,8.985883348,0.005976432,1.202293488,0.024548308,4280372239,7523792989,6.110400677
600176.SS,CJS,Basic Materials,Building Materials,2021,1.5059,5.637465683,0.13754746,1.863345394,0.195976,11.03955378,0.27070848,2.948925097,0.01178841,66550058553,43828317485,16.62446404
600177.SS,YOUNGOR,Consumer Cyclical,Apparel Manufacturing,2021,1.13,7.353853326,0.063904362,2.347676373,0.5,4.78637113,0.293469073,0.735478277,0.092445375,25006334010,80223992026,5.408599377
600178.SS,DONGAN ENGINE,Consumer Cyclical,Auto Parts,2021,0.196,5.189618954,0.010404025,2.360100688,0.03,44.16859393,0.039036713,1.668146445,0.003465386,4076801394,8715385446,8.657044411
600180.SS,CCS,Industrials,Integrated Freight & Logistics,2021,0.8061,6.299465376,0.029693464,4.024339748,0.0466,8.222796813,0.12483771,1.052215722,0.007030358,7202614607,27594968384,6.628396511
600182.SS,S GITI,Consumer Cyclical,Auto Parts,2021,0.1063,3.011945298,0.010820817,1.902620456,0.055,123.5554965,0.211757831,4.360620125,0.004187621,4465542755,3340090173,13.13394928
600183.SS,SYTECH,Technology,Electronic Components,2021,1.23,5.390801702,0.115822704,1.643401169,0.4,17.50577756,0.163013196,3.994230838,0.01857691,52310100665,24431164539,21.5321064
600184.SS,NORTHEO,Industrials,Electrical Equipment & Parts,2021,0.1228,4.806852485,0.013516092,1.890498433,0.033,128.6659101,0.007328517,3.287010327,0.002088585,8038512076,4623287721,15.80017376
600188.SS,YANKUANG ENERGY,Energy,Thermal Coal,2021,1.712718,11.43227233,0.056937395,2.992063871,0.512821,5.19898829,0.34090242,0.778882847,0.057591859,53109053817,2.88696E+11,8.904400826
600190.SS,ST JIN PORT,Industrials,Marine Shipping,2021,0.06,3.687266169,0.006834427,2.770437876,0.02,46.52787447,0.419280063,0.75711173,0.007164164,4967725502,18462626185,2.791672468
600195.SS,CHINA HUSBANDRY,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.506,4.811715733,0.069098871,1.266052315,0.125,24.71331834,0.026763921,2.59885242,0.00999605,12769418741,7436605421,12.50493908
600196.SS,FOSUN PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2021,1.85,18.49379263,0.050679423,1.928630735,0.43,25.45109311,0.259843563,2.545963567,0.009132513,99790463346,93306321827,47.08452225
600197.SS,YILITE,Consumer Defensive,Beverages - Wineries & Distilleries,2021,0.6651,7.813838096,0.063285669,1.29823748,0.405,38.64143221,0.038595129,3.289089977,0.015758499,12130930518,4941967562,25.70041656
600201.SS,BIO,Healthcare,Biotechnology,2021,0.34,4.705811932,0.05788779,1.187706658,0.12,46.63059852,0.000117556,3.36911116,0.007568875,17762798806,6603925652,15.8544035
600202.SS,HARBIN AIR CONDITIONING,Industrials,Building Products & Equipment,2021,0.1726,2.016378247,0.030811078,2.767107147,0,28.55374667,0.200292799,2.444172705,0,1889248803,2146857017,4.928376675
600206.SS,GRINM ADVANCED MATERIALS,Technology,Semiconductor Equipment & Materials,2021,0.3,4.026320306,0.048740831,1.329896089,0.119,53.13854535,0.082333681,3.959338154,0.007464763,13495378878,4898566200,15.94156361
600208.SS,QUZHOU DEVELOPMENT,Real Estate,Real Estate - Development,2021,0.27,4.705895212,0.016882267,3.250473793,0.056,10.96318298,0.299423007,0.629010905,0.018918539,25186967205,1.32497E+11,2.960059404
600210.SS,ZIJIANG ENT,Consumer Cyclical,Packaging & Containers,2021,0.365,3.655486027,0.045493431,2.045519385,0.25,21.97143607,0.278795944,2.19384621,0.031173725,12163608663,12159561207,8.019574165
600211.SS,TIBET PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.646154,8.160731664,0.0549453,1.437665996,0.392308,56.78861537,0.141651399,4.496433958,0.010691284,11827235236,3802655777,36.69419098
600215.SS,PASLIN,Real Estate,Real Estate - Development,2021,0.4186,3.015303542,0.038616924,2.438416281,0.095,19.26400931,0.341233497,2.674329197,0.011780879,3733552065,3404201005,8.063914299
600216.SS,ZHEJIANG MEDICINE,Healthcare,Drug Manufacturers - Specialty & Generic,2021,1.09,9.129327401,0.083410439,1.364868442,0.23,14.8764829,0.070068173,1.776184121,0.014184077,15593312739,12532269533,16.21536636
600217.SS,CHINA RESOURCES,Industrials,Waste Management,2021,0.2173,1.500747402,0.041975497,2.875113859,0,34.55790078,0.447594854,5.003794663,0,12448010048,7190292103,7.509431839
600218.SS,QUANCHAI ENGINE,Consumer Cyclical,Auto Parts,2021,0.39,6.982065937,0.025136872,1.949509027,0.1,35.72906836,0.010622189,1.995732608,0.007176517,6069797050,6051047418,13.93433666
600219.SS,NANSHAN ALUMINIUM,Basic Materials,Aluminum,2021,0.29,3.691045466,0.0539874,1.329404595,0.055,14.92238538,0.13367113,1.172429817,0.012709441,50258191472,63178184706,4.32749176
600222.SS,TALOPH PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.0107,2.893448144,0.001584497,2.128541039,0.016,834.2207258,0.310864398,3.084956536,0.001792484,5122599414,3783772407,8.926161766
600223.SS,FREDA,Real Estate,Real Estate - Development,2021,0.36,4.650077132,0.005892668,9.448837894,0.2,35.51637067,0.151217121,2.749608894,0.015642239,12997755490,61415459283,12.78589344
600229.SS,CITYMEDIA,Communication Services,Publishing,2021,0.4,4.356559489,0.070370025,1.349824006,0.15,17.15199709,0.01362858,1.574820418,0.021863343,4605023065,3957250510,6.860798836
600230.SS,CANGZHOU DAHUA,Basic Materials,Agricultural Inputs,2021,-0.0783,8.535518397,-0.004674823,1.793363792,0.015,-175.3269697,0.198279786,1.608350084,0.001092649,5682898611,6900043698,13.72810173
600232.SS,GOLDEN EAGLE,Consumer Cyclical,Textile Manufacturing,2021,0.14,2.864927878,0.028271937,1.589997715,0.2,34.08998081,0.105327516,1.665869968,0.041905903,1740656958,1735389365,4.772597313
600233.SS,YTO EXPRESS,Industrials,Integrated Freight & Logistics,2021,0.6656,6.560519097,0.061463086,1.484153896,0.15,23.94413289,0.109063025,2.429261254,0.009411933,54909921952,34222305365,15.93721485
600235.SS,MINFENG SPECIAL PAPER,Basic Materials,Paper & Paper Products,2021,0.17,3.977677601,0.026307111,1.586266084,0.015,36.01754974,0.288142506,1.539336283,0.002449786,2151004088,2216581826,6.122983456
600236.SS,GUIGUAN ELEC POWER,Utilities,Utilities - Renewable,2021,0.18,2.149881029,0.0338236,2.246749503,0.19,32.14337296,0.473982348,2.691222005,0.032838979,45605929131,44607384581,5.785807133
600248.SS,SHAAN CONS,Industrials,Engineering & Construction,2021,1.0148,5.048294086,0.015140049,10.11612589,0.062,4.298928971,0.114813459,0.864163824,0.014211861,16436267464,2.37924E+11,4.36255312
