Comp_data,Year,Quarter,EPS,BVPS,ROA,ROE,P/E Ratio,DAR,MB,DY,DIV,Market Cap,Total Assets,Stock Price
CDN,2021,2,630.4061408,13763.16769,0.125756511,0.156582283,13.55829796,0.258621169,2.179730762,0.05,1.191,2.97E+12,1.84E+12,23.82
CDN,2021,3,592.1560737,14355.32377,0.128005175,0.159496419,12.29224981,0.189472396,1.95049589,0.053571429,1.358571429,2.77E+12,1.75E+12,25.36
CDN,2021,4,573.5513449,14931.39731,0.136039047,0.165299407,12.41877617,0.171372306,2.002491755,0.050167224,1.259197325,2.96E+12,1.78E+12,25.1
CDN,2020,1,566.6218945,14242.15749,0.120602516,0.147991385,9.394434754,0.168895259,1.33406754,0.073684211,1.036736842,1.88E+12,1.70E+12,14.07
CDN,2020,2,575.2175947,13226.18275,0.124402705,0.154079743,11.13808025,0.223895009,1.776778716,0.059574468,0.847148936,2.33E+12,1.69E+12,14.22
CDN,2020,3,526.9651509,13753.1479,0.124749463,0.154275925,14.40685689,0.186700192,2.217674108,0.045901639,0.850557376,3.02E+12,1.67E+12,18.53
CDN,2020,4,446.2869294,14199.31395,0.12380547,0.151747574,13.09711001,0.182790556,1.950798475,0,0,2.74E+12,1.72E+12,21.94
CEO,2024,1,70.24066374,11622.11319,0.018367947,0.030306512,47.9902444,0.307068073,1.514354552,0.056818182,1.239204545,9.06E+12,9.06E+12,21.81
CEO,2024,2,81.38064204,11129.40501,0.017694232,0.027467542,48.60679716,0.30333051,1.356766151,0.066225166,1.040397352,8.16E+12,9.02E+12,15.71
CEO,2024,3,81.81205384,11205.60633,0.018732765,0.028453807,41.15184847,0.293005196,1.160133563,0.076923077,1.23076923,7.03E+12,8.95E+12,16
CEO,2023,1,111.7435439,12793.82203,0.037485859,0.085764854,19.49713726,0.432562153,1.610152146,0,0,5.30E+12,6.59E+12,15.45
CEO,2023,2,78.86798114,11474.77155,0.04020624,0.088144185,22.91164498,0.454600928,1.795242712,0.048543689,0.822815534,1.06E+13,6.92E+12,16.95
CEO,2023,3,72.5280635,11492.49506,0.039208251,0.074705447,22.99111135,0.334170365,1.914292752,0.045454546,0.922272728,1.13E+13,9.54E+12,20.29
CEO,2023,4,90.10349067,11557.06681,0.018290646,0.032722519,55.71624429,0.338221658,1.946860772,0.044444444,0.960888888,1.16E+13,9.42E+12,21.62
CEO,2022,1,136.5936533,11792.37572,0.02082501,0.043166072,50.46865623,0.49715412,2.44225597,0,0,7.41E+12,7.08E+12,46.93
CEO,2022,2,104.1057127,11845.97492,0.034833019,0.072139645,16.09458172,0.533045633,1.316903008,0,0,4.01E+12,7.51E+12,18.73
CEO,2022,3,108.2404598,11950.71172,0.042270362,0.088049495,16.27431406,0.547591679,1.648437386,0,0,5.07E+12,7.85E+12,15.45
CEO,2022,4,732.4756517,12693.32317,0.03953175,0.076902703,21.31373691,0.473245264,1.819854398,0,0,5.94E+12,7.06E+12,12.68
CEO,2021,1,-72.08349278,11235.5087,-0.012459425,-0.026809756,-21.73568047,0.525523395,0.703127932,0,0,2.03E+12,7.20E+12,8.76
CEO,2021,2,-294.5133689,10937.74621,-0.014467063,-0.030890265,-26.26111091,0.535684611,0.987406345,0,0,2.78E+12,7.08E+12,7.05
CEO,2021,3,-132.9857308,10801.80224,-0.02172345,-0.046615126,-94.99934861,0.539526712,5.332443486,0,0,1.48E+13,7.01E+12,7.33
CEO,2021,4,861.5566615,11660.1976,0.012858688,0.026649816,113.8203079,0.497978661,3.533387804,0,0,1.06E+13,7.04E+12,50.49
CEO,2020,1,30.37880131,11601.17963,0.046086524,0.112657115,4.207200118,0.541757634,0.58614729,0,0,1.75E+12,7.96E+12,4.27
CEO,2020,2,-246.7165505,11354.61598,0.011872012,0.026635535,18.91960096,0.549083414,0.616489365,0,0,1.80E+12,7.84E+12,5.2
CEO,2020,3,62.07971746,11416.6957,0.009188853,0.020034421,31.76514037,0.530135922,0.779560061,0,0,2.29E+12,7.54E+12,5.2
CEO,2020,4,-106.7373544,11309.95835,-0.00868004,-0.018860884,-38.6980021,0.535329409,0.89301832,0,0,2.60E+12,7.44E+12,8.9
CET,2024,1,-10.01278,11123.08752,-0.002784225,-0.003761921,-150.40099,0.420652118,0.566389502,0.126984127,1.015873016,38115000000,1.16E+11,8
CET,2024,2,-18.73128099,11104.35624,-0.003689125,-0.005240361,-87.48525039,0.271323424,0.459279214,0.156862745,1.050980392,30855000000,92196397502,6.7
CET,2024,3,33.88563471,11138.24187,-0.001964931,-0.002647499,-156.2328778,0.057186925,0.41299157,0.173913044,0.817391304,27830000000,71473725909,4.7
CET,2023,1,36.11811455,11148.29635,0.014584399,0.017353229,40.56911834,0.261850252,0.699658473,0,0,47190000000,91373319684,4.6
CET,2023,2,-2.323762149,11145.97259,0.013646017,0.016248105,44.8430197,0.08715617,0.726719892,0,0,49005000000,73871490322,8.6
CET,2023,3,5.033320165,11151.00591,0.011495168,0.014127909,36.82340949,0.260758822,0.520132448,0,0,35090000000,91260589603,7.7
CET,2023,4,-34.58480017,11118.90045,0.00141083,0.001658125,1767.670413,0.187523852,0.674527129,0,0,45375000000,82795473918,6.1
CET,2022,1,38.4479481,10986.53243,-0.010027469,-0.01092068,-48.54962754,0.084464826,0.527919071,0.172413793,1.689655172,35090000000,72600729211,9.8
CET,2022,2,9.310587603,10995.84302,0.009769541,0.010728748,36.58777214,0.08324859,0.391056874,0.23255814,1.418604651,26015000000,72565855426,6.1
CET,2022,3,28.15493934,11023.99796,0.011690153,0.013156119,22.82684414,0.166310916,0.299346935,0.303030303,1.515151515,19965000000,80000073090,5
CET,2022,4,118.6808276,11112.17824,0.013308787,0.014876863,26.20453251,0.101626732,0.386962836,0.23255814,0.744186046,26015000000,75086596443,3.2
CET,2021,1,236.9903084,11090.055,0.030771079,0.039444897,10.953618,0.120671627,0.423803128,0.212765957,1.14893617,28435000000,76302363017,5.4
CET,2021,2,-227.680402,10936.25318,0.011878518,0.014300593,39.08649958,0.051529924,0.55777787,0.163934426,1.06557377,36905000000,69759008126,6.5
CET,2021,3,1.113909752,10886.89044,0.021523596,0.024567579,29.70031234,0.083303654,0.734828742,0.125,0.825,48400000000,71851150485,6.6
CET,2021,4,68.65315802,10947.81465,0,0,110.0193841,0.106190902,0.794679147,0.114942529,1.057471264,52635000000,74103383771,9.2
CET,2020,1,-76.26670066,10750.46573,-0.018799539,-0.025716129,-9.948994816,0.253969513,0.260453833,0,0,16940000000,87181849483,2.9
CET,2020,2,45.33745306,10795.80318,-0.018654998,-0.025610242,-8.620252327,0.268295639,0.22230861,0,0,14520000000,89263659922,1.5
CET,2020,3,-112.1794111,10683.62377,-0.029582053,-0.039778728,-9.575312915,0.256612913,0.383764918,0,0,24805000000,86947870002,2.3
CET,2020,4,258.9336205,10926.94327,0.007056792,0.009213233,63.86534694,0.220586355,0.585708175,0,0,38720000000,84938816016,3.6
CIA,2024,1,-61.40873371,17411.68289,0.006435285,0.006756735,97.06022769,0.042292293,0.654732806,0,0,2.13E+11,3.39E+11,10.7
CIA,2024,2,232.3414491,17587.27658,0.019089599,0.02000237,28.35335965,0.042604034,0.562906938,0,0,1.85E+11,3.43E+11,10.5
CIA,2024,3,176.6438186,17763.9204,0.025438197,0.026653327,22.22195734,0.056151296,0.58545635,0,0,1.94E+11,3.51E+11,10.4
CIA,2023,1,119.4206991,17384.36817,0.220331115,0.270458941,2.820287925,0.03382401,0.667266126,0,0,2.16E+11,3.37E+11,11.8
CIA,2023,2,0.62932437,17294.86416,0.23689817,0.27204548,2.308700403,0.050360948,0.589770461,0,0,1.90E+11,3.40E+11,11.6
CIA,2023,3,57.80321107,17352.66737,0.243467664,0.25549357,2.440002644,0.056567916,0.622382702,0,0,2.02E+11,3.43E+11,10.2
CIA,2023,4,120.4290445,17473.09162,0.016448,0.01717296,34.53160397,0.040982206,0.589477822,0,0,1.92E+11,3.40E+11,9.9
CIA,2022,1,-264.8154563,13469.24642,-0.100253051,-0.128032955,-6.502614014,0.243014182,0.890918439,0,0,2.24E+11,3.37E+11,17.3
CIA,2022,2,-304.38545,13164.86097,-0.088360088,-0.115806232,-6.20877422,0.274566087,0.759597843,0,0,1.87E+11,3.41E+11,12.2
CIA,2022,3,49.6485038,13016.57599,-0.053851686,-0.074554884,-10.22462821,0.357288673,0.791298726,0,0,1.92E+11,3.78E+11,11.3
CIA,2022,4,4248.371477,17264.94747,0.196042772,0.225496531,3.242339129,0.03936789,0.660297404,0,0,2.13E+11,3.37E+11,10.2
CIA,2021,1,-585.7908311,15290.68596,-0.109010655,-0.13713323,-6.16609155,0.192962429,0.935209842,0,0,2.63E+11,3.63E+11,13.5
CIA,2021,2,-538.1084011,15290.68596,-0.108290917,-0.136188878,-6.597286763,0.19593256,1.000609132,0,0,2.81E+11,3.49E+11,12.8
CIA,2021,3,-552.5285949,14198.25211,-0.12672793,-0.159174237,-5.54817138,0.20437895,0.964907504,0,0,2.52E+11,3.38E+11,14.3
CIA,2021,4,-482.5041047,13503.39708,-0.107647634,-0.138502553,-6.857563329,0.225477352,1.096020499,0,0,2.76E+11,3.33E+11,15
CIA,2020,1,-119.0535422,18664.34924,0.041540209,0.051862735,9.207900061,0.135525275,0.535780802,0,0,1.97E+11,4.51E+11,8.18
CIA,2020,2,-643.7771809,16933.38537,-0.003574088,-0.004397014,-120.0465495,0.198646426,0.620076835,0,0,2.07E+11,4.42E+11,10.51
CIA,2020,3,-332.5331695,17823.96796,-0.034939489,-0.042380007,-16.85645135,0.207848233,0.807900914,0,0,2.65E+11,4.37E+11,9.95
CIA,2020,4,-839.4256794,16556.40688,-0.087767391,-0.108386457,-6.573841273,0.219803593,0.73687486,0,0,2.24E+11,4.09E+11,13.77
CJC,2024,1,156.9495596,10923.10535,0.020670907,0.064620213,34.04149845,0.73126694,2.361965684,0,0,2.06E+11,3.25E+11,25.8
CJC,2024,2,225.28501,11148.39036,0.023331237,0.071137954,30.9892356,0.697023123,2.314235434,0,0,2.06E+11,2.94E+11,25.8
CKV,2024,1,100.9327859,19832.77207,0.016442702,0.030745982,27.24236015,0.499211637,0.831956317,0.03030303,0.424242424,66198000000,1.59E+11,14
CKV,2024,2,197.208412,18830.8856,0.012392675,0.024112938,27.62314357,0.515936284,0.690355211,0.038461539,0.592307693,52156000000,1.56E+11,15.4
CKV,2024,3,120.331428,18951.21703,0.012322347,0.024589434,27.34109742,0.500519865,0.685971776,0.038461539,0.538461539,52156000000,1.52E+11,14
CKV,2023,1,111.0180067,20412.98949,0.016387827,0.02855017,22.9317016,0.433212363,0.636849395,0.084615385,0.889307692,52156000000,1.44E+11,10.51
CKV,2023,2,332.2629454,19558.82746,0.018039783,0.032068218,20.55154453,0.430450965,0.664661521,0.084615385,1.089846154,52156000000,1.38E+11,12.88
CKV,2023,3,115.4765927,19674.30405,0.0173778,0.031376977,20.73098545,0.44577817,0.660760349,0.084615385,1.026384615,52156000000,1.42E+11,12.13
CKV,2023,4,57.00207079,19731.83928,0.01613928,0.030788614,25.96168666,0.479369246,0.810872204,0.06875,0.8339375,64192000000,1.52E+11,12.13
CKV,2022,1,63.4914155,20395.71154,0.010682818,0.020220399,61.94506987,0.459736424,1.225747871,0.044,0.86944,1.00E+11,1.51E+11,19.76
CKV,2022,2,265.2823442,20093.33331,0.010005661,0.018416157,50.72038604,0.380141952,0.92568016,0.059139785,1.010698924,74623200000,1.30E+11,17.09
CKV,2022,3,133.7227418,20227.05606,0.009502552,0.017223791,56.71407837,0.409395251,0.959111397,0.056701031,0.900979381,77832800000,1.37E+11,15.89
CKV,2022,4,68.32311316,20301.97148,0.013276039,0.026451218,21.26138467,0.4726491,0.551670561,0.098214286,1.627410714,44934400000,1.54E+11,16.57
CKV,2021,1,152.6285252,21071.21711,0.002076097,0.003814534,174.4265817,0.420332043,0.654921827,0.079710145,0.838550724,55365600000,1.46E+11,10.52
CKV,2021,2,302.8935837,20282.93647,0.002944985,0.005286751,129.1634198,0.452086003,0.690235362,0.078571429,0.814785715,56168000000,1.49E+11,10.37
CKV,2021,3,158.8701154,20441.80658,0.003575926,0.006475523,161.5176186,0.446246234,1.037090333,0.051886793,0.588396227,85054400000,1.48E+11,11.34
CKV,2021,4,-113.5236266,20332.22012,0.012316938,0.024474951,46.68404693,0.521473714,1.136127775,0,0,92677200000,1.70E+11,11.82
CKV,2020,1,176.7212493,22120.06573,0.027781644,0.056858805,9.748669338,0.485091255,0.533452303,0,0,47341600000,1.72E+11,12.21
CKV,2020,2,273.0291299,21256.63515,0.026551475,0.053661148,11.02553635,0.497919792,0.592756093,0,0,50551200000,1.70E+11,8.91
CKV,2020,3,135.5432704,21391.61892,0.022192797,0.04348885,12.66029285,0.426832899,0.546943176,0,0,46940400000,1.50E+11,9.17
CKV,2020,4,-480.4872291,20918.58859,0.002596316,0.005238959,122.291178,0.470429368,0.650139465,0,0,54563200000,1.58E+11,8.42
CLH,2024,1,30.10512192,16425.08716,0.124344347,0.1954246,7.485682388,0.260667902,1.424649974,0.064102564,1.571794872,2.81E+11,2.67E+11,24.52
CLH,2024,2,1004.588305,14503.16189,0.130874,0.203565512,7.049153733,0.395945087,1.565175937,0.066079295,1.51982379,2.72E+11,2.88E+11,23
CLH,2024,3,419.8620037,14923.0239,0.118670364,0.186096061,7.838544732,0.428436761,1.521139426,0.066079295,1.493392072,2.72E+11,3.13E+11,22.6
CLH,2023,1,830.6511787,17768.68948,0.172175923,0.281026246,5.860173499,0.339281456,1.558921947,0.090252708,2.121841156,3.32E+11,3.23E+11,23.51
CLH,2023,2,910.3111158,15209.43076,0.152581633,0.248090627,6.014485579,0.418273685,1.637142139,0.100401606,2.473895582,2.99E+11,3.14E+11,24.64
CLH,2023,3,744.1609998,15953.59176,0.142245855,0.230117127,6.861173132,0.407343467,1.629727048,0.096153846,2.136538463,3.12E+11,3.23E+11,22.22
CLH,2023,4,1441.390281,16394.98204,0.151365106,0.235593027,6.596182466,0.351417566,1.579751654,0.096525097,2.277027026,3.11E+11,3.03E+11,23.59
CLH,2022,1,773.3985088,17765.3407,0.184414672,0.28700573,6.701676864,0.351222144,1.79000226,0.078616352,2.329402516,3.82E+11,3.29E+11,29.63
CLH,2022,2,1497.128686,15738.99566,0.191183742,0.303083276,6.375162225,0.426148043,2.045873872,0.077639752,2.008540374,3.86E+11,3.29E+11,25.87
CLH,2022,3,1094.726508,16833.72217,0.190030404,0.30856276,5.544984674,0.417330789,1.71085157,0.086805556,2.342881946,3.46E+11,3.47E+11,26.99
CLH,2022,4,1304.316136,16938.03831,0.178807353,0.275247423,6.3603289,0.363307749,1.753449807,0.084175084,2.034511785,3.56E+11,3.19E+11,24.17
CLH,2021,1,568.9960135,16310.11258,0.136101052,0.230694324,5.841735514,0.360768633,1.263020099,0.072815534,1.067475728,2.47E+11,3.06E+11,14.66
CLH,2021,2,1191.35789,15211.61753,0.147959244,0.242908811,7.278260947,0.383485344,1.80125486,0.054744526,0.843065693,3.29E+11,2.96E+11,15.4
CLH,2021,3,951.6956653,16163.31319,0.158253988,0.25213172,6.667795033,0.359580654,1.639515345,0.056603774,1.065849057,3.18E+11,3.03E+11,18.83
CLH,2021,4,1828.629003,16991.94219,0.177562004,0.277436863,7.35572877,0.336951493,1.965637572,0.074850299,1.513473054,4.01E+11,3.08E+11,20.22
CLH,2020,1,586.3936977,18061.42871,0.113747035,0.227184625,5.142580823,0.447378172,1.08518547,0.076530612,0.708673469,1.96E+11,3.27E+11,9.26
CLH,2020,2,953.0716373,14362.27879,0.126647685,0.238562387,4.826003857,0.458798942,1.14884276,0.090909091,0.779090909,1.98E+11,3.18E+11,8.57
CLH,2020,3,742.0039027,15104.2827,0.142030384,0.255078968,5.281969182,0.431296969,1.31750712,0.075376884,0.78919598,2.39E+11,3.19E+11,10.47
CLH,2020,4,1262.277757,15741.11657,0.148979735,0.252152554,6.046216926,0.386000591,1.467494374,0,0,2.77E+11,3.00E+11,14.06
CLM,2024,1,4240.700906,62839.00587,0.075640087,0.338575213,4.421477492,0.773732945,1.327201136,0.023980815,1.716306951,9.17E+11,3.05E+12,71.57
CLM,2024,2,4193.262422,63453.72284,0.067879868,0.303733804,4.211258999,0.829905276,1.19457136,0.026385224,2.179419527,8.34E+11,4.10E+12,82.6
CLM,2024,3,2639.50058,66093.22342,0.068615468,0.286151734,4.301380632,0.599372795,1.169560146,0.025873221,1.966364811,8.50E+11,1.81E+12,76
CLM,2023,1,1903.857512,48199.56752,0.22522454,0.713397092,1.864227489,0.749699489,1.224077373,0.015254237,1.013033899,6.49E+11,2.12E+12,66.41
CLM,2023,2,5056.367575,49257.66237,0.066891998,0.254024078,5.405102027,0.841040065,1.293199818,0.014128728,0.792339089,7.01E+11,3.41E+12,56.08
CLM,2023,3,2667.894354,51925.55672,0.071077474,0.278882447,4.474217966,0.708284294,1.174758709,0.014754098,0.823278691,6.71E+11,1.96E+12,55.8
CLM,2023,4,6897.510207,58598.30496,0.106703868,0.31080644,4.625520645,0.746331753,1.286726639,0.01193634,0.67750663,8.29E+11,2.55E+12,56.76
CLM,2022,1,927.1336456,18645.3357,0.037597134,0.175053877,13.88670577,0.752356383,2.2686639,0.021276596,0.60574468,4.65E+11,8.28E+11,28.47
CLM,2022,2,24919.70416,41134.51259,0.275189751,1.155915066,3.297014137,0.754018444,2.187943757,0.01,0.2927,9.90E+11,1.84E+12,29.27
CLM,2022,3,819.3883097,41953.9009,0.2554939,0.918718975,2.270604367,0.636673291,1.484963226,0.014446228,1.189213481,6.85E+11,1.27E+12,82.32
CLM,2022,4,4005.548045,46295.71001,0.388766656,0.962388076,2.363397505,0.468242324,1.572499914,0.012362637,0.556318683,8.01E+11,9.55E+11,45
CLM,2021,1,463.0956951,18052.31957,0.027651651,0.224677235,7.254799102,0.817985957,1.567665578,0.03180212,0.668162543,3.11E+11,1.09E+12,21.01
CLM,2021,2,668.356782,16285.41276,0.020976892,0.14451942,12.95768595,0.827806771,1.995650984,0.027692308,0.6552,3.58E+11,1.04E+12,23.66
CLM,2021,3,679.1855913,16955.22558,0.021635693,0.121115437,12.45122706,0.794952041,1.53345055,0.034615385,0.756346154,2.86E+11,9.10E+11,21.85
CLM,2021,4,771.4027775,17718.20205,0.028415572,0.145783187,13.05556815,0.752330124,1.896354941,0.026785714,0.698303572,3.70E+11,7.87E+11,26.07
CLM,2020,1,861.2219926,16437.47137,0.038302278,0.279308941,3.880304368,0.871603471,0.973385726,0.05625,0.7644375,1.76E+11,1.41E+12,13.59
CLM,2020,2,2070.431776,16312.95617,0.044318403,0.361072417,4.188126365,0.909626498,1.440572742,0.038297872,0.495191489,2.59E+11,1.99E+12,12.93
CLM,2020,3,1089.829106,17402.78528,0.04222404,0.371071895,3.016244123,0.900519078,1.057302018,0.048913044,0.679891305,2.02E+11,1.92E+12,13.9
CLM,2020,4,277.5095393,17589.22388,0.041264259,0.253753139,7.129410613,0.83877777,1.705589753,0,0,3.30E+11,1.21E+12,18.83
CMC,2024,1,196.9639066,13504.05905,0.021550787,0.05224793,12.28171693,0.606651522,0.651655918,0,0,40137240000,1.57E+11,6.1
CMC,2024,2,437.4222749,13941.48133,0.010501426,0.02583712,16.90519324,0.60779168,0.430370336,0,0,27366300000,1.62E+11,9.1
CMC,2024,3,-575.0920628,13366.38927,-0.009009918,-0.022339381,-20.08485667,0.589856954,0.456368573,0,0,27822405000,1.49E+11,6.6
CMC,2023,1,-104.3566834,13049.86904,-0.049635088,-0.131130984,-4.175476337,0.592494866,0.551729675,0,0,32839560000,1.46E+11,6.1
CMC,2023,2,799.0139521,13848.88299,0.014159778,0.036725444,12.28869833,0.584704969,0.433247938,0,0,27366300000,1.52E+11,5
CMC,2023,3,83.53986165,13932.42285,0.018784742,0.046348147,9.127659757,0.577097858,0.409117643,0,0,25997985000,1.50E+11,6.5
CMC,2023,4,-363.0055218,13307.09515,0.004570185,0.01155418,41.86579494,0.580770666,0.480946437,0,0,29190720000,1.48E+11,5.9
CMC,2022,1,1144.774187,14683.14689,0.060111588,0.130323382,4.003377924,0.495659278,0.48354757,0.14084507,1.774647887,32383455000,1.33E+11,12.6
CMC,2022,2,-1413.593712,13269.55318,0.007710508,0.017398257,27.75149711,0.614063448,0.497379219,0.151515152,1.287878788,30102930000,1.57E+11,8.5
CMC,2022,3,-52.68214775,13216.87103,0.000855057,0.002055391,192.0952562,0.651238729,0.408568714,0.185185185,1.333333333,24629670000,1.73E+11,7.2
CMC,2022,4,-153.7216183,13154.22572,-0.011844804,-0.028783034,-12.49521719,0.623098878,0.364901751,0.208333333,1.125,21893040000,1.58E+11,5.4
CMC,2021,1,102.2000866,12903.47138,0.005225673,0.012259938,36.09413678,0.522856843,0.43399174,0,0,25541880000,1.23E+11,6.8
CMC,2021,2,122.0835913,13025.55497,0.025679971,0.059746186,8.207903978,0.551147118,0.483664613,0,0,28734615000,1.32E+11,5.9
CMC,2021,3,157.0318061,13187.78995,0.018140474,0.040486723,22.83542772,0.556993298,0.9099326,0,0,54732600000,1.36E+11,7.1
CMC,2021,4,349.6127262,13538.37271,0.024248419,0.055968973,17.22965084,0.550431302,0.938074337,0,0,57925335000,1.37E+11,13.9
CMC,2020,1,38.12977121,12748.41427,-0.001077905,-0.002220373,-183.3378896,0.502021342,0.400049755,0,0,23261355000,1.17E+11,10.4
CMC,2020,2,-490.3193951,12258.09487,-0.00382383,-0.008054937,-61.56178116,0.565665463,0.505788221,0,0,28278510000,1.29E+11,5.4
CMC,2020,3,399.0854012,12657.18027,0.012893886,0.028705182,14.10794159,0.621633349,0.402933346,0,0,23261355000,1.53E+11,5
CMC,2020,4,144.1837599,12801.27129,0.00327565,0.007132987,81.33048285,0.573879577,0.578067587,0,0,33751770000,1.37E+11,5.8
CMS,2024,1,5.89639171,10110.13836,0.004763267,0.008388331,270.6143558,0.354940393,2.265053078,0,0,5.83E+11,4.30E+11,16.9
CMS,2024,2,96.7053911,10141.06243,0.007964571,0.014292373,73.37942706,0.354335862,1.045255374,0,0,2.70E+11,4.30E+11,17.8
CMS,2024,3,48.34374608,10189.40617,0.0105143,0.018562779,51.54908037,0.353262846,0.951969117,0,0,2.47E+11,4.32E+11,11.8
CMS,2023,1,3.476855947,10049.76179,0.0045026,0.008609862,89.58652723,0.261067007,0.7761378,0,0,1.99E+11,4.40E+11,5.3
CMS,2023,2,36.87299963,10064.9746,0.007239593,0.012775825,214.6375305,0.296401078,2.752118222,0,0,7.05E+11,3.93E+11,7.7
CMS,2023,3,4.628218328,10070.0168,0.011298226,0.019634146,90.4984912,0.214214059,1.777554135,0,0,4.56E+11,4.56E+11,26.8
CMS,2023,4,37.22465632,10104.24196,0.00435496,0.007861158,186.8610491,0.284012711,1.464731353,0,0,3.77E+11,5.30E+11,19.1
CMS,2022,1,6.872743023,10276.71562,0.032096846,0.05670603,13.49213245,0.349936881,0.934150594,0.072916667,2.114583334,1.65E+11,3.54E+11,29
CMS,2022,2,-12.02407543,10035.65714,0.048186715,0.079978887,10.4032713,0.411608139,0.976518016,0.071428571,0.7,2.49E+11,3.84E+11,9.8
CMS,2022,3,-64.8077447,9961.812957,0.048391533,0.077954445,6.215184375,0.359384121,0.632415006,0,0,1.60E+11,4.79E+11,11.1
CMS,2022,4,152.8152789,10046.28493,0.000712239,0.001160735,358.7739997,0.374889281,0.527558201,0,0,1.35E+11,4.94E+11,6.6
CMS,2021,1,4.818079709,10685.67723,-0.009720812,-0.01958446,-15.03503729,0.397522176,0.393049491,0,0,72240000000,3.90E+11,4.2
CMS,2021,2,-366.2941692,10319.38306,-0.023362864,-0.046119573,-7.43946443,0.419824635,0.445763082,0,0,79120000000,3.96E+11,4.4
CMS,2021,3,-158.949447,10160.43361,-0.021838641,-0.04031343,-47.64662503,0.425135041,2.539261707,0,0,4.44E+11,3.96E+11,4.5
CMS,2021,4,1229.896649,10269.84288,0.036482503,0.063596317,34.57130929,0.398787898,2.697217506,0,0,4.76E+11,3.80E+11,31.5
CMS,2020,1,24.25762994,10606.01541,0.005991826,0.015715871,15.73071761,0.604177227,0.320572795,0,0,58480000000,5.89E+11,2.5
CMS,2020,2,-27.31758384,10879.14513,-0.001166442,-0.002969211,-66.22801474,0.571791444,0.248181265,0,0,46440000000,5.52E+11,2.4
CMS,2020,3,-235.7871158,10342.91071,-0.007881599,-0.019335479,-13.35743551,0.557975435,0.338396037,0,0,60200000000,5.10E+11,3.2
CMS,2020,4,-21.06087488,10680.85915,-0.010465701,-0.023740762,-13.77900125,0.457906866,0.393226794,0,0,72240000000,5.25E+11,3
CPC,2024,1,229.4069946,21178.56506,0.085528609,0.122440493,7.182721779,0.301780495,0.849915939,0.1,1.506,73466100000,1.24E+11,15.06
CPC,2024,2,1807.606112,20730.24228,0.101774762,0.151840079,5.632644967,0.383944035,0.853825043,0.101694915,1.830508475,72241665000,1.37E+11,18
CPC,2024,3,122.204555,20846.38281,0.098880664,0.14970219,5.747694176,0.315379312,0.863459151,0.1,1.82,73466100000,1.24E+11,18.2
CPC,2023,1,197.8691058,20620.88633,0.071369838,0.10617514,8.122349221,0.312610304,0.834105757,0.104651163,1.383488372,70200940000,1.22E+11,13.22
CPC,2023,2,1171.224105,19817.31142,0.083409244,0.116434142,6.552111083,0.275343962,0.772052257,0.117647059,1.76117647,62446185000,1.12E+11,14.97
CPC,2023,3,132.9097443,19950.22116,0.083130807,0.118618002,7.101662609,0.26835985,0.852120879,0.105882353,1.556470588,69384650000,1.11E+11,14.7
CPC,2023,4,972.4729697,20949.15806,0.079299701,0.120899607,7.037354357,0.351313715,0.840129229,0.102272727,1.578068182,71833520000,1.32E+11,15.43
CPC,2022,1,339.7190239,20726.04781,0.070383254,0.111993501,7.72276568,0.398138055,0.834698451,0.104046243,1.802080925,70609085000,1.41E+11,17.32
CPC,2022,2,953.7128079,19374.13359,0.064417081,0.103112725,8.248682683,0.43096192,0.877458593,0.105882353,1.585058823,69384650000,1.39E+11,14.97
CPC,2022,3,74.2293506,19448.36294,0.062790342,0.095953871,7.841308297,0.191981591,0.771273142,0.12,1.7064,61221750000,98237267938,14.22
CPC,2022,4,891.8026836,20423.01723,0.077931006,0.114756165,6.61738362,0.334786311,0.758947605,0.116129032,1.457419355,63262475000,1.25E+11,12.55
CPC,2021,1,450.7028539,19424.322,0.082706235,0.12786819,7.306169552,0.313406105,0.926673271,0.1,1.362,73466100000,1.15E+11,13.62
CPC,2021,2,1132.907787,19434.60465,0.091604917,0.141605331,7.920912851,0.417831367,1.121710495,0.082568807,1.209633027,88975610000,1.36E+11,14.65
CPC,2021,3,222.2184067,19652.77744,0.090828845,0.141770199,8.272945026,0.348840797,1.170318042,0.07826087,1.188000001,93873350000,1.23E+11,15.18
CPC,2021,4,545.2849014,20399.46015,0.083421509,0.126245815,8.47568648,0.310945375,1.05885155,0.083333333,1.558333333,88159320000,1.20E+11,18.7
CPC,2020,1,473.5912793,19224.68993,0.07132578,0.1162597,7.079213125,0.37608451,0.842666387,0.111111111,1.402222222,66119490000,1.26E+11,12.62
CPC,2020,2,844.3710184,18760.62953,0.07648123,0.122442608,6.508603999,0.420228846,0.826198288,0.116129032,1.196129033,63262475000,1.32E+11,10.3
CPC,2020,3,194.2798407,18954.90937,0.071609077,0.114187778,8.224024349,0.321196469,0.949622056,0.1,1.153,73466100000,1.14E+11,11.53
CPC,2020,4,974.3175545,19973.61915,0.081076197,0.12742449,7.872992199,0.34827811,0.946248142,0,0,77139405000,1.25E+11,11.18
CSC,2024,1,68.53505808,16808.48998,0.019721678,0.075353177,28.91295234,0.652278751,2.112027913,0.033802817,0.856225352,1.33E+12,2.42E+12,25.33
CSC,2024,2,95.42459779,16552.13504,0.018321474,0.070744209,23.95868579,0.656007537,1.691624672,0.042857143,1.187142858,1.05E+12,2.44E+12,27.7
