,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q3 2020,119.64,2.38,0.00,-,-,-,-,-,74,6.60,0.16,-,Upgrade,Upgrade,15.16%,-,8319,2020-09-30 00:00:00,0.074,8319
Q2 2020,,,,,,,,,,,,,,,,,8319,2020-06-30 00:00:00,0.058,8319
Q1 2020,,,,,,,,,,,,,,,,,8319,2020-03-31 00:00:00,0.049,8319
Q4 2019,,,,,,,,,,,,,,,,,8319,2019-12-31 00:00:00,0.066,8319
Q2 2024,241.35,0.4,0.00,-,334.34,262.83,71.5,0.07,75,-13.89,0.07,1.04,1.69%,2.28%,-7.20%,-,8113,2024-06-30 00:00:00,0.077,8113
Q1 2024,241.35,0.4,0.00,-,334.34,262.83,71.5,0.07,71,438.04,0.06,0.99,-,-52.77%,0.23%,-,8113,2024-03-31 00:00:00,0.073,8113
Q4 2023,257.22,-7.2,-0.03,-,316.08,246.8,69.28,0.07,76,-,0.06,1.09,-,10.26%,5.22%,-,8113,2023-12-31 00:00:00,0.078,8113
Q3 2023,297.17,1.02,0.00,-,-,-,39.81,0.06,99,-2.40,0.07,2.48,-,70.85%,-41.61%,-,8113,2023-09-30 00:00:00,0.102,8113
Q2 2023,336.15,5.94,0.01,-,404.69,364.88,39.81,0.06,121,-1.69,0.09,3.03,-,61.49%,-59.22%,-,8113,2023-06-30 00:00:00,0.169,8113
Q1 2023,312.28,4.18,0.01,-,-,-,27.2,0.04,107,-1.54,0.07,3.94,-,-,-64.83%,-,8113,2023-03-31 00:00:00,0.15,8113
Q4 2022,389.93,-52.27,-0.08,-,413.13,385.93,27.2,0.04,91,-,0.05,3.36,-,-,-75.00%,-,8113,2022-12-31 00:00:00,0.128,8113
Q3 2022,325.24,-29.37,-0.04,-,-,-,-,-,112,-,0.06,-,-,29.27%,-86.41%,-,8113,2022-09-30 00:00:00,0.156,8113
Q2 2022,544.21,8.05,0.01,0.010,713.27,596.69,116.58,0.18,157,-2.45,0.07,1.34,-,19.47%,-40.86%,4.83%,8113,2022-06-30 00:00:00,0.219,8113
Q1 2022,472.84,5.04,0.01,-,-,-,103.49,0.16,147,-2.65,0.06,1.42,-,-,-37.73%,-,8113,2022-03-31 00:00:00,0.206,8113
Q4 2021,641.01,-80.17,-0.12,-,754.18,650.7,103.49,0.16,232,-,0.08,2.24,-,-,-20.26%,-,8113,2021-12-31 00:00:00,0.324,8113
Q3 2021,654.77,3.07,0.00,-,-,-,-,-,255,6.03,0.09,-,-,37.90%,16.58%,-,8113,2021-09-30 00:00:00,0.356,8113
Q2 2021,833.54,16.64,0.03,0.010,842.73,660.19,182.55,0.28,290,5.90,0.10,1.59,-,32.01%,16.94%,9.36%,8113,2021-06-30 00:00:00,0.396,8113
Q1 2021,718.04,13.5,0.02,-,-,-,168.72,0.26,274,6.68,0.11,1.62,-,-,14.97%,-,8113,2021-03-31 00:00:00,0.354,8113
Q4 2020,608.39,8.98,0.01,0.025,558.86,390.14,168.72,0.26,228,7.11,0.10,1.35,-,-,14.06%,9.00%,8113,2020-12-31 00:00:00,0.295,8113
Q3 2020,713.66,10.09,0.02,-,-,-,-,-,183,9.99,0.09,-,-,23.47%,10.01%,-,8113,2020-09-30 00:00:00,0.236,8113
Q2 2020,524.93,8.48,0.01,-,556.37,405.4,150.98,0.23,193,12.82,0.10,1.28,-,13.29%,7.80%,-,8113,2020-06-30 00:00:00,0.249,8113
Q1 2020,407.21,4.58,0.01,-,-,-,137.92,0.21,183,12.38,0.10,1.33,-,-,8.08%,-,8113,2020-03-31 00:00:00,0.227,8113
Q3 2024,,,,,,,,,,,,,,,,,8113,2024-09-30 00:00:00,0.057,8113
Q4 2019,,,,,,,,,,,,,,,,,8113,2019-12-31 00:00:00,0.239,8113
Q3 2024,1.56,-3.1,-0.00,-,23.99,2.5,21.49,0.02,70,-,5.95,3.28,-11.37%,-19.24%,-6.12%,-,8168,2024-09-30 00:00:00,0.048,8168
Q2 2024,2.67,-1.33,-0.00,-,28.65,0.97,27.68,0.03,68,-,5.71,2.46,-9.54%,-18.36%,-3.23%,-,8168,2024-06-30 00:00:00,0.064,8168
Q1 2024,2.67,-1.33,-0.00,-,28.65,0.97,27.68,0.03,105,-,8.54,3.78,-,19.30%,-0.28%,-,8168,2024-03-31 00:00:00,0.062,8168
Q4 2023,4.93,1.45,0.00,-,39.65,9.31,30.34,0.03,168,-86.71,16.06,5.55,-,-13.25%,-1.15%,-,8168,2023-12-31 00:00:00,0.095,8168
Q3 2023,1.68,-0.99,-0.00,-,-,-,29.88,0.03,286,-,36.91,9.57,-,8.76%,-2.22%,-,8168,2023-09-30 00:00:00,0.153,8168
Q2 2023,2.96,0.58,0.00,-,37.65,7.77,29.88,0.03,231,-29.40,37.88,7.73,-,-52.70%,-3.40%,-,8168,2023-06-30 00:00:00,0.26,8168
Q1 2023,0.91,-2.98,-0.00,-,-,-,22.61,0.02,209,-,70.51,9.24,-,-,-5.35%,-,8168,2023-03-31 00:00:00,0.21,8168
Q4 2022,2.2,-2.95,-0.00,-,34.16,11.55,22.61,0.02,70,-,15.89,3.10,-,-,-13.26%,-,8168,2022-12-31 00:00:00,0.19,8168
Q3 2022,0.03,-2.5,-0.00,-,-,-,-,-,100,-,90.01,-,-,-36.73%,-10.88%,-,8168,2022-09-30 00:00:00,0.07,8168
Q2 2022,-0.17,-2.75,-0.00,-,37.43,9.36,28.06,0.03,93,-,14.21,3.31,-,-13.52%,-6.38%,-,8168,2022-06-30 00:00:00,0.1,8168
Q1 2022,2.35,-1.08,-0.00,-,-,-,31.89,0.03,105,-,30.28,3.29,-,-,-9.14%,-,8168,2022-03-31 00:00:00,0.093,8168
Q4 2021,-1.1,-4.55,-0.00,-,42.87,10.98,31.89,0.03,98,-,18.32,3.07,-,-,-9.62%,-,8168,2021-12-31 00:00:00,0.105,8168
Q3 2021,5.47,2.44,0.00,-,-,-,-,-,120,-35.75,8.27,-,-,-64.63%,-2.80%,-,8168,2021-09-30 00:00:00,0.098,8168
Q2 2021,-3.25,-6.41,-0.01,-,47.28,13.28,34,0.03,132,-,9.10,3.88,-,-8.07%,-2.70%,-,8168,2021-06-30 00:00:00,0.12,8168
Q1 2021,4.23,-0.91,-0.00,-,-,-,45.32,0.05,140,-,6.64,3.09,-,-,2.02%,-,8168,2021-03-31 00:00:00,0.132,8168
Q4 2020,8.07,1.53,0.00,-,49.77,4.45,45.32,0.05,170,30.23,7.08,3.75,-,-,3.31%,-,8168,2020-12-31 00:00:00,0.136,8168
Q3 2020,5.47,2.23,0.00,-,-,-,-,-,70,17.09,3.42,-,-,-0.09%,5.85%,-,8168,2020-09-30 00:00:00,0.165,8168
Q2 2020,3.32,-0.01,-0.00,-,45.12,3.55,41.57,0.04,85,-,4.95,2.04,-,17.21%,1.34%,-,8168,2020-06-30 00:00:00,0.068,8168
Q1 2020,7.17,1.88,0.00,0.004,-,-,43.7,0.04,103,130.54,6.29,2.36,Upgrade,Upgrade,0.77%,4.17%,8168,2020-03-31 00:00:00,0.083,8168
Q4 2019,,,,,,,,,,,,,,,,,8168,2019-12-31 00:00:00,0.096,8168
Q2 2024,267.5,19.35,0.02,-,2165,1328,836.91,0.84,63,4.97,0.23,0.31,3.52%,9.43%,20.13%,-,8257,2024-06-30 00:00:00,0.063,8257
Q1 2024,267.5,19.35,0.02,-,2165,1328,836.91,0.84,59,2.97,0.19,0.29,-,3.58%,33.64%,-,8257,2024-03-31 00:00:00,0.059,8257
Q4 2023,224.98,7.14,0.01,-,2103,1297,805.61,0.81,68,2.94,0.20,0.33,-,3.50%,33.99%,-,8257,2023-12-31 00:00:00,0.068,8257
Q3 2023,358.34,6.91,0.01,-,-,-,788.85,0.79,85,-3.20,0.22,0.44,-,25.41%,-31.25%,-,8257,2023-09-30 00:00:00,0.085,8257
Q2 2023,429.59,47.69,0.05,-,2260,1471,788.85,0.79,121,-6.23,0.27,0.61,-,16.22%,-16.06%,-,8257,2023-06-30 00:00:00,0.121,8257
Q1 2023,319.92,28.9,0.03,-,-,-,712.51,0.71,130,-6.72,0.30,0.71,-,-,-14.89%,-,8257,2023-03-31 00:00:00,0.13,8257
Q4 2022,450.09,-192.66,-0.19,-,2483,1771,712.51,0.71,100,-,0.25,0.55,-,-,-20.42%,-,8257,2022-12-31 00:00:00,0.1,8257
Q3 2022,552.19,38.79,0.04,-,-,-,-,-,116,4.24,0.32,-,-,23.80%,23.56%,-,8257,2022-09-30 00:00:00,0.116,8257
Q2 2022,359.93,49.76,0.05,-,2867,1996,871.28,0.87,136,4.86,0.40,0.59,-,11.82%,20.59%,-,8257,2022-06-30 00:00:00,0.136,8257
Q1 2022,236.69,23.68,0.02,-,-,-,801.21,0.80,187,9.52,0.52,0.85,-,-,10.51%,-,8257,2022-03-31 00:00:00,0.187,8257
Q4 2021,307.03,-1.56,-0.00,-,2563,1761,801.21,0.80,178,-,0.42,0.79,-,-,12.55%,-,8257,2021-12-31 00:00:00,0.178,8257
Q3 2021,381.63,34.3,0.03,-,-,-,-,-,197,6.32,0.47,-,-,7.79%,15.82%,-,8257,2021-09-30 00:00:00,0.197,8257
Q2 2021,394.94,15.45,0.02,-,2459,1643,816.63,0.82,244,9.24,0.60,1.07,-,16.21%,10.82%,-,8257,2021-06-30 00:00:00,0.244,8257
Q1 2021,413.74,31.21,0.03,-,-,-,770.05,0.77,300,9.29,0.72,1.43,-,-,10.77%,-,8257,2021-03-31 00:00:00,0.286,8257
Q4 2020,309.24,30.47,0.03,0.040,2463,1692,770.05,0.77,300,7.54,0.73,1.41,-,-,13.27%,3.86%,8257,2020-12-31 00:00:00,0.286,8257
Q3 2020,345.26,17.75,0.02,-,-,-,-,-,255,6.23,0.57,-,-,23.08%,16.05%,-,8257,2020-09-30 00:00:00,0.243,8257
Q2 2020,457.17,38.91,0.04,-,2342,1619,722.6,0.72,230,5.31,0.48,1.21,-,36.45%,18.83%,-,8257,2020-06-30 00:00:00,0.219,8257
Q1 2020,386.18,57.07,0.06,-,-,-,626.24,0.63,248,4.78,0.52,1.54,-,-,20.91%,-,8257,2020-03-31 00:00:00,0.237,8257
Q3 2024,,,,,,,,,,,,,,,,,8257,2024-09-30 00:00:00,0.046,8257
Q4 2019,,,,,,,,,,,,,,,,,8257,2019-12-31 00:00:00,0.229,8257
Q2 2024,142.55,0.45,0.00,-,463.38,256.29,207.09,0.35,92,5.17,0.16,0.45,-0.87%,0.36%,19.32%,-,8033,2024-06-30 00:00:00,0.15,8033
Q1 2024,142.55,0.45,0.00,-,463.38,256.29,207.09,0.35,85,4.83,0.15,0.41,-,23.34%,20.69%,-,8033,2024-03-31 00:00:00,0.129,8033
Q4 2023,195.62,12.25,0.02,0.010,436.86,227.05,209.82,0.35,82,12.54,0.16,0.39,-,8.83%,7.97%,8.06%,8033,2023-12-31 00:00:00,0.124,8033
Q3 2023,114.13,4.71,0.01,-,-,-,194.17,0.33,99,-9.75,0.18,0.51,-,-0.12%,-10.26%,-,8033,2023-09-30 00:00:00,0.149,8033
Q2 2023,132.91,0.18,0.00,-,381.35,187.19,194.17,0.33,104,-57.19,0.19,0.53,-,-20.39%,-1.75%,-,8033,2023-06-30 00:00:00,0.157,8033
Q1 2023,85.4,-10.61,-0.02,-,-,-,208.3,0.35,107,-,0.22,0.51,-,-,0.28%,-,8033,2023-03-31 00:00:00,0.153,8033
Q4 2022,201.72,-4.39,-0.01,0.010,412.35,204.05,208.3,0.35,100,-,0.20,0.48,-,-,5.44%,6.96%,8033,2022-12-31 00:00:00,0.144,8033
Q3 2022,122.76,13.01,0.02,-,-,-,-,-,107,12.52,0.25,-,-,4.17%,7.99%,-,8033,2022-09-30 00:00:00,0.152,8033
Q2 2022,78.64,2.3,0.00,-,352.67,187.04,165.63,0.28,111,-19.17,0.29,0.67,-,-13.50%,-5.22%,-,8033,2022-06-30 00:00:00,0.159,8033
Q1 2022,88.45,-5.45,-0.01,-,-,-,184.47,0.30,95,-,0.25,0.52,-,-,-14.44%,-,8033,2022-03-31 00:00:00,0.129,8033
Q4 2021,139.4,-1.34,-0.00,0.010,339.38,154.91,184.47,0.30,92,-,0.22,0.50,-,-,-6.88%,8.06%,8033,2021-12-31 00:00:00,0.124,8033
Q3 2021,75.93,-1.29,-0.00,-,-,-,-,-,98,-,0.36,-,-,-10.21%,-5.07%,-,8033,2021-09-30 00:00:00,0.133,8033
Q2 2021,85.76,-5.71,-0.01,-,332.01,150.43,181.59,0.30,102,-,0.35,0.56,-,5.15%,2.14%,-,8033,2021-06-30 00:00:00,0.138,8033
Q1 2021,111.99,2.02,0.00,-,-,-,196.12,0.33,76,15.31,0.26,0.39,-,-,6.53%,-,8033,2021-03-31 00:00:00,0.097,8033
Q4 2020,-,-,-,-,345.62,149.51,196.12,0.33,71,-,-,0.36,-,-,-,-,8033,2020-12-31 00:00:00,0.09,8033
Q3 2020,94.8,5.88,0.01,-,-,-,-,-,56,-11.77,0.12,-,-,-5.79%,-8.50%,-,8033,2020-09-30 00:00:00,0.071,8033
Q2 2020,83.02,-2.96,-0.00,-,314.36,131.29,183.07,0.30,57,-,0.11,0.31,-,-10.38%,-11.76%,-,8033,2020-06-30 00:00:00,0.073,8033
Q1 2020,90.26,-4.49,-0.01,-,-,-,199.16,0.33,79,-,0.14,0.39,-,-,2.00%,-,8033,2020-03-31 00:00:00,0.092,8033
Q3 2024,,,,,,,,,,,,,,,,,8033,2024-09-30 00:00:00,0.13,8033
Q4 2019,,,,,,,,,,,,,,,,,8033,2019-12-31 00:00:00,0.101,8033
Q2 2024,21.38,1.41,0.00,-,56.04,10.33,45.71,0.15,39,-4.22,0.52,0.85,-8.48%,12.75%,-23.72%,-,8031,2024-06-30 00:00:00,0.132,8031
Q1 2024,21.38,1.41,0.00,-,56.04,10.33,45.71,0.15,56,-5.85,0.77,1.22,-,-,-17.08%,-,8031,2024-03-31 00:00:00,0.189,8031
Q4 2023,11.01,-13.55,-0.05,-,55.52,12.63,42.89,0.15,103,-,1.46,2.41,-,-,-7.66%,-,8031,2023-12-31 00:00:00,0.35,8031
Q3 2023,21.84,1.47,0.01,0.150,-,-,-,-,163,-28.92,2.10,-,-,5.00%,-3.46%,38.04%,8031,2023-09-30 00:00:00,0.434,8031
Q2 2023,18.11,1.12,0.00,-,108.88,19.08,89.81,0.32,95,-14.52,1.21,1.06,-,13.51%,-6.89%,-,8031,2023-06-30 00:00:00,0.268,8031
Q1 2023,20,3.03,0.01,-,-,-,89.85,0.32,87,-17.13,1.06,0.97,-,-,-5.84%,-,8031,2023-03-31 00:00:00,0.237,8031
Q4 2022,17.43,-11.25,-0.04,0.015,119.2,29.35,89.85,0.32,56,-,0.66,0.62,-,-,-16.60%,9.79%,8031,2022-12-31 00:00:00,0.153,8031
Q3 2022,23.29,0.53,0.00,-,-,-,-,-,67,-5.41,0.84,-,-,10.47%,-18.49%,-,8031,2022-09-30 00:00:00,0.185,8031
Q2 2022,21.52,2.62,0.01,-,140.15,39.59,100.57,0.36,78,-4.93,0.96,0.78,-,-4.82%,-20.27%,-,8031,2022-06-30 00:00:00,0.214,8031
Q1 2022,23.08,-1.2,-0.00,-,-,-,99.15,0.35,64,-,0.75,0.65,-,-,-31.67%,-,8031,2022-03-31 00:00:00,0.176,8031
Q4 2021,12.42,-14.42,-0.05,-,136.64,37.49,99.15,0.35,95,-,1.08,0.96,-,-,-19.56%,-,8031,2021-12-31 00:00:00,0.26,8031
Q3 2021,24.65,-2.88,-0.01,-,-,-,-,-,84,-,0.85,-,-,-6.57%,-12.94%,-,8031,2021-09-30 00:00:00,0.23,8031
Q2 2021,25.35,-1.9,-0.01,-,140.55,25.83,114.72,0.41,67,-,0.67,0.59,-,2.01%,-11.65%,-,8031,2021-06-30 00:00:00,0.184,8031
Q1 2021,25.98,0.58,0.00,-,-,-,116.03,0.41,84,-14.85,0.84,0.72,-,-,-6.74%,-,8031,2021-03-31 00:00:00,0.23,8031
Q4 2020,22.77,-6.68,-0.02,-,146.04,30.01,116.03,0.41,95,-,0.91,0.82,-,-,-5.40%,-,8031,2020-12-31 00:00:00,0.26,8031
Q3 2020,26.05,0.16,0.00,-,-,-,-,-,67,36.44,0.60,-,-,0.90%,2.74%,-,8031,2020-09-30 00:00:00,0.184,8031
Q2 2020,25.34,0.27,0.00,-,168.74,46.19,122.55,0.44,139,42.65,1.20,1.13,-,3.64%,2.34%,-,8031,2020-06-30 00:00:00,0.379,8031
Q1 2020,30.4,1.1,0.00,-,-,-,121.17,0.43,90,14.55,0.72,0.74,-,-,6.88%,-,8031,2020-03-31 00:00:00,0.245,8031
Q3 2024,,,,,,,,,,,,,,,,,8031,2024-09-30 00:00:00,0.16,8031
Q4 2019,,,,,,,,,,,,,,,,,8031,2019-12-31 00:00:00,0.272,8031
Q2 2024,55.23,-3.08,-0.00,-,304.5,51.27,253.23,0.25,129,-,0.44,0.47,-3.48%,-4.76%,1.54%,-,8281,2024-06-30 00:00:00,0.129,8281
Q1 2024,55.23,-3.08,-0.00,-,304.5,51.27,253.23,0.25,170,-,0.56,0.62,-,2.63%,1.88%,-,8281,2024-03-31 00:00:00,0.165,8281
Q4 2023,88.74,1.7,0.00,0.004,348.56,84.88,263.68,0.26,199,25.58,0.62,0.69,-,9.90%,3.91%,2.17%,8281,2023-12-31 00:00:00,0.193,8281
Q3 2023,74.86,6.3,0.01,-,-,-,254.51,0.25,224,13.29,0.73,0.82,-,-3.06%,7.53%,-,8281,2023-09-30 00:00:00,0.217,8281
Q2 2023,62.39,-1.97,-0.00,-,329.91,75.4,254.51,0.25,180,-,0.59,0.65,-,1.58%,7.64%,-,8281,2023-06-30 00:00:00,0.174,8281
Q1 2023,66.02,1.03,0.00,-,-,-,260.2,0.26,195,9.89,0.62,0.66,-,-,10.11%,-,8281,2023-03-31 00:00:00,0.184,8281
Q4 2022,84.33,10.35,0.01,0.005,364.15,103.95,260.2,0.26,192,13.98,0.63,0.65,-,-,7.16%,3.12%,8281,2022-12-31 00:00:00,0.181,8281
Q3 2022,71.28,3.31,0.00,-,-,-,-,-,199,15.98,0.65,-,-,4.14%,6.26%,-,8281,2022-09-30 00:00:00,0.188,8281
Q2 2022,55.2,2.57,0.00,-,308.57,61.22,247.35,0.25,150,10.57,0.45,0.52,-,-6.57%,9.46%,-,8281,2022-06-30 00:00:00,0.142,8281
Q1 2022,59.72,-4.07,-0.00,-,-,-,248.02,0.25,186,-,0.52,0.61,-,-,7.78%,-,8281,2022-03-31 00:00:00,0.176,8281
Q4 2021,90.84,9.48,0.01,-,353.02,105,248.02,0.25,174,11.04,0.48,0.57,-,-,9.06%,-,8281,2021-12-31 00:00:00,0.164,8281
Q3 2021,76.42,4.14,0.00,-,-,-,-,-,190,9.90,0.52,-,-,3.68%,10.10%,-,8281,2021-09-30 00:00:00,0.179,8281
Q2 2021,60.18,2.16,0.00,-,325.83,90.66,235.17,0.24,200,15.13,0.56,0.71,-,-5.00%,6.61%,-,8281,2021-06-30 00:00:00,0.189,8281
Q1 2021,68.26,-2.95,-0.00,-,-,-,235.52,0.24,181,-,0.47,0.65,-,-,12.68%,-,8281,2021-03-31 00:00:00,0.171,8281
Q4 2020,94.9,12.53,0.01,-,359.12,123.6,235.52,0.24,239,11.08,0.66,0.85,-,-,9.02%,-,8281,2020-12-31 00:00:00,0.226,8281
Q3 2020,75.44,-0.75,-0.00,-,-,-,-,-,260,-,0.75,-,-,18.99%,4.60%,-,8281,2020-09-30 00:00:00,0.245,8281
Q2 2020,82.88,10.51,0.01,-,362.81,138.15,224.66,0.22,172,8.85,0.51,0.70,-,-7.57%,11.30%,-,8281,2020-06-30 00:00:00,0.162,8281
Q1 2020,52.57,-4.13,-0.00,-,-,-,218.14,0.22,207,-,0.65,0.87,-,-,3.61%,-,8281,2020-03-31 00:00:00,0.195,8281
Q3 2024,,,,,,,,,,,,,,,,,8281,2024-09-30 00:00:00,0.1,8281
Q4 2019,,,,,,,,,,,,,,,,,8281,2019-12-31 00:00:00,0.274,8281
Q2 2024,4.3,-0.99,-0.00,-,66.45,3.26,63.19,0.07,43,-,2.67,0.68,-5.30%,-6.16%,-14.47%,-,8411,2024-06-30 00:00:00,0.045,8411
Q1 2024,4.3,-0.99,-0.00,-,66.45,3.26,63.19,0.07,66,-,3.85,1.05,-,-8.17%,-8.59%,-,8411,2024-03-31 00:00:00,0.069,8411
Q4 2023,5.99,-1.38,-0.00,-,69.63,4.33,65.3,0.07,96,-,3.32,1.47,-,-16.33%,-5.92%,-,8411,2023-12-31 00:00:00,0.1,8411
Q3 2023,1.46,-2.84,-0.00,-,-,-,69.59,0.07,108,-,4.52,1.56,-,-2.74%,-7.16%,-,8411,2023-09-30 00:00:00,0.113,8411
Q2 2023,5.47,-0.49,-0.00,-,74.04,4.44,69.59,0.07,124,-,4.34,1.78,-,-5.44%,-2.13%,-,8411,2023-06-30 00:00:00,0.129,8411
Q1 2023,15.98,-0.98,-0.00,-,-,-,72.22,0.08,133,-,3.55,1.85,-,-,-2.67%,-,8411,2023-03-31 00:00:00,0.139,8411
Q4 2022,1.08,-3.46,-0.00,-,80.36,8.14,72.22,0.08,149,-,3.50,2.06,-,-,-2.28%,-,8411,2022-12-31 00:00:00,0.149,8411
Q3 2022,5.98,2.29,0.00,-,-,-,-,-,152,-103.19,2.86,-,-,-4.51%,-0.97%,-,8411,2022-09-30 00:00:00,0.152,8411
Q2 2022,14.5,-1.42,-0.00,0.050,128.22,6.83,121.39,0.12,192,-,3.99,1.58,-,-2.53%,-4.51%,35.82%,8411,2022-06-30 00:00:00,0.148,8411
Q1 2022,20.96,-0.82,-0.00,-,-,-,129.52,0.13,204,-,4.17,1.58,-,-,-3.18%,-,8411,2022-03-31 00:00:00,0.155,8411
Q4 2021,11.76,-1.53,-0.00,0.003,150.34,20.82,129.52,0.13,200,-,4.54,1.54,-,-,-2.58%,1.98%,8411,2021-12-31 00:00:00,0.152,8411
Q3 2021,0.89,-4.9,-0.00,-,-,-,-,-,176,-,4.38,-,-,2.16%,-1.58%,-,8411,2021-09-30 00:00:00,0.134,8411
Q2 2021,15.29,0.77,0.00,-,157.95,15.09,142.85,0.14,157,73.40,2.48,1.10,-,1.40%,1.36%,-,8411,2021-06-30 00:00:00,0.119,8411
Q1 2021,16.14,0.5,0.00,-,-,-,142.03,0.14,195,19.73,2.71,1.37,-,-,5.07%,-,8411,2021-03-31 00:00:00,0.145,8411
Q4 2020,7.87,0.85,0.00,0.003,157.53,15.49,142.03,0.14,174,10.39,2.11,1.23,-,-,9.63%,2.31%,8411,2020-12-31 00:00:00,0.133,8411
Q3 2020,24.01,0.02,0.00,-,-,-,-,-,195,10.57,2.01,-,-,25.32%,9.46%,-,8411,2020-09-30 00:00:00,0.145,8411
Q2 2020,23.93,8.51,0.01,-,164.27,23.29,140.98,0.14,180,6.66,1.72,1.28,-,23.01%,15.00%,-,8411,2020-06-30 00:00:00,0.134,8411
Q1 2020,26.55,7.36,0.01,-,-,-,128,0.13,155,5.24,1.43,1.21,-,-,19.10%,-,8411,2020-03-31 00:00:00,0.114,8411
Q3 2024,,,,,,,,,,,,,,,,,8411,2024-09-30 00:00:00,0.032,8411
Q4 2019,,,,,,,,,,,,,,,,,8411,2019-12-31 00:00:00,0.117,8411
Q3 2024,18.27,-1.35,-0.01,-,87.56,9.04,78.52,0.54,109,-,1.52,1.39,-,3.88%,-0.81%,-,8439,2024-09-30 00:00:00,0.455,8439
Q2 2024,18.64,0.82,0.01,-,92.97,12.58,80.39,0.56,122,73.63,1.71,1.51,-,-7.91%,1.36%,-,8439,2024-06-30 00:00:00,0.404,8439
Q1 2024,15.36,-1.66,-0.01,-,-,-,84.97,0.59,103,-,1.61,1.21,-,-,-4.66%,-,8439,2024-03-31 00:00:00,0.665,8439
Q4 2023,19.5,1.31,0.01,0.025,100.63,15.67,84.97,0.59,122,-17.86,1.96,1.43,-,-,-5.60%,3.19%,8439,2023-12-31 00:00:00,0.712,8439
Q3 2023,17.49,1.19,0.01,-,-,-,-,-,149,-12.30,2.64,-,-,-25.52%,-8.13%,-,8439,2023-09-30 00:00:00,0.808,8439
Q2 2023,11.91,-5.64,-0.04,-,99.97,17.53,82.44,0.58,177,-,3.02,2.14,-,-15.51%,-7.52%,-,8439,2023-06-30 00:00:00,0.664,8439
Q1 2023,13.39,-3.67,-0.03,-,-,-,95.41,0.67,165,-,2.41,1.73,-,-,-2.41%,-,8439,2023-03-31 00:00:00,0.784,8439
Q4 2022,13.91,-4.02,-0.03,0.025,116.17,20.76,95.41,0.67,185,-,2.66,1.94,-,-,-1.97%,2.13%,8439,2022-12-31 00:00:00,0.969,8439
Q3 2022,19.2,0.06,0.00,-,-,-,-,-,199,172.84,2.61,-,-,13.98%,0.58%,-,8439,2022-09-30 00:00:00,1.144,8439
Q2 2022,22.12,3.66,0.03,-,124.04,24.69,99.35,0.70,213,97.25,2.78,2.14,-,-13.00%,1.03%,-,8439,2022-06-30 00:00:00,1.049,8439
Q1 2022,14.39,-3.33,-0.02,-,-,-,104.54,0.73,199,-,2.60,1.90,-,-,2.64%,-,8439,2022-03-31 00:00:00,1.176,8439
Q4 2021,20.34,0.77,0.01,0.038,115.82,11.27,104.54,0.73,213,24.92,2.77,2.04,-,-,4.01%,2.87%,8439,2021-12-31 00:00:00,1.266,8439
Q3 2021,19.79,1.1,0.01,-,-,-,-,-,211,1346.02,2.89,-,-,25.91%,0.07%,-,8439,2021-09-30 00:00:00,1.357,8439
Q2 2021,21.82,6.7,0.05,-,119.16,15.55,103.6,0.72,231,108.95,2.95,2.23,-,-0.56%,0.92%,-,8439,2021-06-30 00:00:00,1.234,8439
Q1 2021,14.8,-0.03,-0.00,-,-,-,100.51,0.70,159,-,2.08,1.58,-,-,-2.12%,-,8439,2021-03-31 00:00:00,1.322,8439
Q4 2020,16.81,-7.62,-0.05,0.025,120.33,19.82,100.51,0.70,230,-,2.97,2.29,-,-,-2.52%,1.77%,8439,2020-12-31 00:00:00,1.313,8439
Q3 2020,25.07,3.07,0.02,-,-,-,-,-,250,559.47,3.24,-,Upgrade,Upgrade,0.18%,-,8439,2020-09-30 00:00:00,1.437,8439
Q2 2020,,,,,,,,,,,,,,,,,8439,2020-06-30 00:00:00,0.972,8439
Q1 2020,,,,,,,,,,,,,,,,,8439,2020-03-31 00:00:00,1.414,8439
Q4 2019,,,,,,,,,,,,,,,,,8439,2019-12-31 00:00:00,1.535,8439
Q3 2024,83.01,0.79,0.00,-,303.83,146.97,156.86,0.13,68,20.99,0.23,0.44,-,4.85%,4.76%,-,8535,2024-09-30 00:00:00,0.04,8535
Q2 2024,76.67,1.86,0.00,-,273.37,118.27,155.11,0.13,66,16.21,0.23,0.43,-,4.33%,6.17%,-,8535,2024-06-30 00:00:00,0.043,8535
Q1 2024,70.7,1.64,0.00,-,-,-,151.61,0.13,121,34.14,0.42,0.80,-,-2.73%,2.93%,-,8535,2024-03-31 00:00:00,0.042,8535
Q4 2023,68.42,-1.03,-0.00,-,274.31,122.7,151.61,0.13,130,-,0.45,0.85,-,4.24%,3.75%,-,8535,2023-12-31 00:00:00,0.057,8535
Q3 2023,74.98,1.6,0.00,-,-,-,151.04,0.13,125,10.52,0.40,0.83,-,3.52%,9.51%,-,8535,2023-09-30 00:00:00,0.055,8535
Q2 2023,71.82,1.34,0.00,-,275.31,124.27,151.04,0.13,196,13.34,0.58,1.30,-,7.72%,7.50%,-,8535,2023-06-30 00:00:00,0.102,8535
