Comp_code,Time,Total Assets,Total Debt,EPS,BVPS,ROA,ROE,DY,Price,DIV,Market Cap
600000,9/30/2024,9416535,8685534,0.23,24.62,0.0042,0.0514,0,9.869999886,0,297338
600000,6/30/2024,9253778,8500022,0.36,21.65,0.0078,0.0952,0,7.937761784,0,241568
600000,3/31/2024,9053468,8302126,0.57,25.31,0.004,0.0485,0,6.876821995,0,209281
600000,12/31/2023,9007247,8274363,0.15,20.94,0.0022,0.0276,0.0503,6.384931087,0.321,194311
600000,9/30/2023,8808320,8084504,0.12,24.38,0.0034,0.0414,0,6.847887039,0,208400
600000,6/30/2023,8932519,8211439,0.3,20.55,0.0074,0.0904,0,6.626391411,0,212510
600000,3/31/2023,8862440,8140690,0.51,24.32,0.0051,0.0618,0,6.635621071,0,211042
600000,12/31/2022,8704651,7997876,0.22,20.03,0.005,0.0604,0.0476,6.718681812,0.32,213684
600000,9/30/2022,8425347,7724521,0.3,19.83,0.0052,0.0633,0,6.451041222,0,206639
600000,6/30/2022,8505959,7812093,0.38,19.6,0.0095,0.1141,0,7.038295269,0,235111
600000,3/31/2022,8423074,7727317,0.64,19.67,0.0057,0.069,0,6.924633026,0,234817
600000,12/31/2021,8136757,7458539,0.25,19.08,0.0059,0.0717,0.055,7.466713428,0.41,250374
600000,9/30/2021,8064383,7393760,0.35,18.83,0.0056,0.0686,0,7.886388779,0,264169
600000,6/30/2021,8123120,7462659,0.39,18.49,0.0094,0.1152,0,8.306482315,0,293521
600000,3/31/2021,8066995,7403530,0.61,18.59,0.0071,0.0901,0,9.163764954,0,322580
600000,12/31/2020,7950218,7304401,0.42,18,0.0084,0.1106,0.0596,7.906972885,0.48,284129
600000,9/30/2020,7674479,7094122,0.49,17.48,0.0063,0.0812,0,7.848711491,0,275617
600000,6/30/2020,7521101,6948926,0.4,17.2,0.0098,0.1226,0,8.343285561,0,310545
600000,3/31/2020,7300588,6717780,0.56,17.56,0.0062,0.0768,0,8.114377022,0,297924
600004,9/30/2024,26982,8665,0.1,7.64,0.0308,0.0594,0,9.779999733,0,24756
600004,6/30/2024,26955,8870,0.1,7.54,0.0244,0.0445,0,9.405612946,0,22436
600004,3/31/2024,26597,8606,0.08,7.52,0.022,0.0427,0,10.00090599,0,23857
600004,12/31/2023,26190,8384,0.07,7.43,0.016,0.0275,0.0077,9.703259468,0.075,23147
600004,9/30/2023,26765,9079,0.05,7.38,0.0151,0.0272,0,11.11211777,0,26507
600004,6/30/2023,26365,8786,0.05,7.33,0.0069,0.0117,0,14.4854393,0,33939
600004,3/31/2023,26934,9476,0.02,7.28,-0.0652,-0.1041,0,15.37837696,0,36992
600004,12/31/2022,26941,9532,-0.17,7.26,-0.0093,-0.0226,0,14.8922224,0,35524
600004,9/30/2022,27488,9574,-0.05,7.47,-0.053,-0.0992,0,14.40606689,0,33749
600004,6/30/2022,27674,9614,-0.22,7.52,-0.0097,-0.0166,0,14.03896904,0,35288
600004,3/31/2022,27252,8729,-0.03,7.7,-0.0045,0.0209,0,12.58050442,0,28992
600004,12/31/2021,27545,8944,0.03,7.74,-0.0087,-0.018,0,11.9356041,0,28543
600004,9/30/2021,27876,9375,-0.04,7.71,-0.0265,-0.0526,0,10.69541264,0,25419
600004,6/30/2021,28210,9664,-0.1,7.75,-0.0165,-0.0318,0,11.0188427,0,26460
600004,3/31/2021,28571,9669,-0.07,7.9,-0.0132,0.012,0,13.20088863,0,31572
600004,12/31/2020,26298,6835,0.03,8.14,-0.0142,-0.0284,0.003,13.45760155,0.042,33442
600004,9/30/2020,25852,9625,-0.06,7.75,-0.0284,-0.0252,0,13.50696945,0,28163
600004,6/30/2020,25576,8936,-0.05,7.95,-0.0035,-0.0153,0,14.74752808,0,31536
600004,3/31/2020,26100,9353,-0.03,8,0.0427,0.1067,0,12.32381153,0,25970
600006,9/30/2024,16845,8421,-0.09,4.07,-0.0517,-0.0341,0,6.489999771,0,14100
600006,6/30/2024,18094,9490,-0.04,4.16,-0.0022,0.0647,0,6.362043858,0,12780
600006,3/31/2024,19475,10737,0.07,4.22,-0.0291,0.0758,0,7.845525265,0,15760
600006,12/31/2023,19172,10574,0.08,4.15,-0.0335,-0.0227,0.0052,5.744756222,0.03,11540
600006,9/30/2023,18491,10054,-0.02,4.07,-0.0233,-0.0052,0,5.535675049,0,11120
600006,6/30/2023,17674,9188,-0.01,4.1,-0.0034,0.0472,0,5.793693066,0,11820
600006,3/31/2023,18042,9460,0.05,4.15,-0.0255,0.0908,0,5.595956326,0,11460
600006,12/31/2022,17686,9204,0.09,4.1,-0.0106,-0.0015,0.0078,5.516860962,0.043,11160
600006,9/30/2022,17633,9343,0,4,-,-0.0064,0,5.655276775,0,11440
600006,6/30/2022,18386,10093,-0.01,4.01,-,0.0583,0,7.749483585,0,15100
600006,3/31/2022,-,-,0.06,4.01,-0.0474,-0.0657,0,5.424638748,0,10920
600006,12/31/2021,19882,11585,-0.07,4.01,-0.0046,0.0043,0.0084,6.680250645,0.056,13620
600006,9/30/2021,19927,11491,0,4.08,0.0093,0.1137,0,7.072629929,0,14620
600006,6/30/2021,20553,12125,0.12,4.08,0.0033,0.1322,0,7.08353281,0,14600
600006,3/31/2021,20614,12259,0.14,4.04,-0.0051,0.0286,0,6.016150475,0,12540
600006,12/31/2020,20163,12071,0.03,3.91,0.0061,0.1007,0.0091,8.88837719,0.083,18880
600006,9/30/2020,19529,11482,0.1,3.88,0.0065,0.1709,0,4.715885639,0,9740
600006,6/30/2020,19432,11575,0.16,3.78,-0.0005,-0.019,0,3.839850426,0,8060
600006,3/31/2020,17336,9677,-0.01,3.69,-0.0051,0.0532,0,3.849402428,0,8140
600007,9/30/2024,12123,2710,0.33,9.34,0.0897,0.147,0,26.31999969,0,27791
600007,6/30/2024,12167,3085,0.35,9.01,0.0868,0.1364,0,21.95999908,0,22120
600007,3/31/2024,13196,3155,0.33,9.96,0.0681,0.1075,0,22.86535835,0,24366
600007,12/31/2023,12881,3177,0.25,9.63,0.093,0.1504,0.0437,18.31875229,0.8,19521
600007,9/30/2023,12709,3262,0.35,9.37,0.086,0.1441,0,18.30930138,0,19511
600007,6/30/2023,12737,3639,0.33,9.03,0.085,0.1374,0,17.44913101,0,18655
600007,3/31/2023,13170,3701,0.32,9.4,-,-,0,15.66259384,0,17164
600007,12/31/2022,12827,3678,0.25,9.08,-,-,0.0486,14.41505051,0.7,15945
600007,9/30/2022,-,-,0.3,-,0.0581,0.1387,0,12.53007507,0,13790
600007,6/30/2022,12266,3662,0.3,8.54,0.0735,0.1221,0,13.23124886,0,14857
600007,3/31/2022,13088,4184,0.27,8.84,0.0633,0.1167,0,14.36413193,0,16318
600007,12/31/2021,12726,4089,0.25,8.57,0.077,0.1284,0.0478,12.41054058,0.6,14505
600007,9/30/2021,12598,4209,0.26,8.33,0.079,0.1336,0,12.47159004,0,14777
600007,6/30/2021,12199,4075,0.27,8.06,0.0698,0.1169,0,15.43686485,0,18091
600007,3/31/2021,12368,4115,0.24,8.19,0.0572,0.1078,0,10.2521944,0,12128
600007,12/31/2020,12090,4074,0.21,7.96,0.0628,0.1069,0.0376,10.44015026,0.4,12541
600007,9/30/2020,11990,4188,0.21,7.74,0.058,0.1057,0,11.3201313,0,13195
600007,6/30/2020,12045,4448,0.2,7.54,0.0616,0.1063,0,11.07363892,0,13427
600007,3/31/2020,11968,4191,0.2,7.72,0.0687,0.1253,0,11.36505127,0,13296
600008,9/30/2024,110411,70355,0.32,2.93,0.0263,0.078,0,3.059999943,0,24004
600008,6/30/2024,110970,72189,0.08,2.62,0.0235,0.0495,0,2.680000067,0,19673
600008,3/31/2024,110646,71854,0.05,2.64,0.0217,0.0396,0,2.682456255,0,20407
600008,12/31/2023,109359,70984,0.04,2.6,0.0291,0.0648,0.0385,2.595614195,0.1,19746
600008,9/30/2023,107272,67011,0.07,2.59,0.0286,0.0619,0,2.740350723,0,20847
600008,6/30/2023,105945,66156,0.06,2.53,0.0233,0.0435,0,2.75,0,21141
600008,3/31/2023,105657,65349,0.04,2.59,0.0163,-0.0056,0,2.731124401,0,21802
600008,12/31/2022,104895,66394,-0.01,2.55,0.0303,0.3218,0.0498,2.611176014,0.13,20774
600008,9/30/2022,112660,70770,0.33,2.59,-,0.0837,0,2.389733791,0,19086
600008,6/30/2022,109055,71091,0.07,2.29,-,0.0447,0,2.684990406,0,21288
600008,3/31/2022,-,-,0.04,2.3,0.0323,0.0472,0,2.800632715,0,23123
600008,12/31/2021,108505,70534,0.05,2.3,0.0267,0.0645,0.0329,2.996855021,0.1,25031
600008,9/30/2021,105124,67189,0.07,2.37,0.0279,0.1409,0,3.300108433,0,27234
600008,6/30/2021,103593,66285,0.16,2.29,0.0203,0.0391,0,2.702521086,0,22095
600008,3/31/2021,102175,66510,0.04,3.56,0.0281,0.0673,0,2.692365646,0,24004
600008,12/31/2020,100568,65174,0.07,2.17,0.0293,0.0779,0.0284,2.44839716,0.07,20774
600008,9/30/2020,94131,63106,0.09,3.33,0.0243,0.0533,0,2.561668634,0,21288
600008,6/30/2020,87027,60009,0.05,1.95,0.0152,0.0153,0,2.457423449,0,17113
600008,3/31/2020,83384,55002,0.02,3.77,0.027,0.0646,0,2.405451059,0,17170
600009,9/30/2024,68954,26374,0.15,16.1,0.016,0.0478,0,35.70000076,0,95607
600009,6/30/2024,68849,26162,0.17,16.5,0.0176,0.0436,0.0069,32.04017258,0.1,80254
600009,3/31/2024,70611,28123,0.16,16.45,0.0155,0.0506,0,36.02408218,0,90232
600009,12/31/2023,69481,27454,0.17,16.29,0.0173,0.042,0.0037,32.56672668,0.12,81572
600009,9/30/2023,68905,27358,0.15,16.12,0.0118,0.0277,0,37.64347839,0,94289
600009,6/30/2023,68511,27398,0.09,15.97,-0.0064,-0.0056,0,45.12448502,0,113027
600009,3/31/2023,70500,29480,-0.04,15.88,-0.0561,-0.0779,0,55.83435059,0,138683
600009,12/31/2022,67775,27072,-0.45,15.92,-0.0304,-0.0624,0,57.33452225,0,143610
600009,9/30/2022,68794,27192,-0.23,16.31,-0.0606,-0.1499,0,58.86450958,0,143784
600009,6/30/2022,50679,24212,-0.38,13.62,-0.0213,-0.056,0,55.28793335,0,109259
600009,3/31/2022,49000,21785,-0.22,14.01,-0.0238,-0.0594,0,50.20124054,0,94806
600009,12/31/2021,67843,30526,-0.28,18.62,-0.0098,-0.0228,0,47.07173538,0,89970
600009,9/30/2021,51786,23638,-0.09,14.51,-0.0295,-0.0377,0,43.92235947,0,85268
600009,6/30/2021,52271,23635,-0.16,14.78,-0.0386,-0.0573,0,47.59828568,0,92745
600009,3/31/2021,52787,23649,-0.23,14.93,-0.0676,-0.064,0,58.5465889,0,111571
600009,12/31/2020,33202,3643,-0.28,15.16,-0.0557,-0.0463,0,72.78335571,0,145794
600009,9/30/2020,34561,4526,-0.18,15.44,-0.0542,-0.0576,0,68.73983765,0,132536
600009,6/30/2020,36008,5421,-0.25,15.62,-0.0033,0.0141,0,69.31694794,0,138876
600009,3/31/2020,36322,3758,0.04,16.65,0.069,0.1384,0,58.70499802,0,117178
600010,9/30/2024,153245,92410,-0.01,1.13,0.0076,0.0005,0,1.570000052,0,78516
600010,6/30/2024,154938,93320,0,1.15,0.0097,0.0005,0,1.399999976,0,63567
600010,3/31/2024,152741,91221,0,1.14,0.0005,-0.0007,0,1.600000024,0,72648
600010,12/31/2023,151776,90312,0,1.14,0.0152,-0.0016,0,1.460000038,0,66291
600010,9/30/2023,153552,92005,0,1.17,0.0103,0.0004,0,1.720000029,0,78097
600010,6/30/2023,154642,93051,0,1.17,0.0134,0.0039,0,1.779999971,0,81275
600010,3/31/2023,148667,87102,0.01,1.16,-0.0008,-0.0164,0,1.870000005,0,85815
600010,12/31/2022,146730,85327,0,1.15,-0.0095,-0.0902,0,1.919999957,0,87177
600010,9/30/2022,147891,85909,-0.03,1.18,0.0104,-0.0011,0,1.840000033,0,83545
600010,6/30/2022,152079,88874,0,1.21,0.0147,0.015,0,2.369999886,0,106702
600010,3/31/2022,149782,85285,0.01,1.23,-0.0152,-0.0675,0,2.232968092,0,101655
600010,12/31/2021,147968,83765,-0.02,1.22,0.0312,0.0694,0.0069,2.749031782,0.019,127182
600010,9/30/2021,152321,86734,0.02,1.24,0.0537,0.1428,0,3.056685209,0,144505
600010,6/30/2021,153273,88807,0.07,1.22,0.0267,0.0558,0,1.538266897,0,70657
600010,3/31/2021,149537,86927,0.01,1.18,0.013,0.0196,0,1.617661357,0,71113
600010,12/31/2020,144222,82605,0.01,1.16,0.0154,0.0108,0,1.161143422,0,53334
600010,9/30/2020,143324,81952,0,1.16,0.0196,0.0302,0,1.141294837,0,52423
600010,6/30/2020,140368,79271,0.01,1.16,0.0074,-0.0174,0,1.061900496,0,49232
600010,3/31/2020,142482,81778,-0.01,0.94,0.0021,-0.0208,0,1.131370544,0,52423
600011,9/30/2024,564902,363443,0.16,8.77,0.0246,0.0752,0,7.239999771,0,105035
600011,6/30/2024,552246,375803,0.11,3.56,0.0399,0.1341,0,9.414224625,0,131126
600011,3/31/2024,545424,368584,0.25,3.62,0.009,-0.1067,0,9.179358482,0,123151
600011,12/31/2023,541159,369797,-1.24,3.35,0.0351,0.1783,0.0265,7.535294056,0.2,102346
600011,9/30/2023,521674,365297,0.3,8.76,0.0339,0.1122,0,7.701657772,0,103195
600011,6/30/2023,516495,366202,0.3,3.32,0.0245,0.0724,0,9.052139282,0,123154
600011,3/31/2023,507997,362179,0.1,8.13,-0.0068,-0.1494,0,8.347539902,0,111196
600011,12/31/2022,502606,376062,-0.19,2.96,0.0022,-0.0529,0,7.447219372,0,99035
600011,9/30/2022,486110,366314,0.05,6.52,-0.0073,-0.0919,0,7.457005024,0,98041
600011,6/30/2022,479807,360136,-0.15,3.41,0.006,-0.0359,0,6.987272739,0,93113
600011,3/31/2022,488811,365441,-0.09,6.67,-0.0825,-0.4126,0,7.124278069,0,88741
600011,12/31/2021,490347,366176,-0.84,3.64,-0.0167,-0.1209,0,9.120641708,0,126518
600011,9/30/2021,453463,315616,-0.05,7.44,0.0166,0.0346,0,7.731016159,0,107254
600011,6/30/2021,448197,305002,0.02,4.65,0.0377,0.1141,0,3.991896629,0,58292
600011,3/31/2021,443633,298015,0.17,4.79,0.013,-0.1525,0,4.020008087,0,59434
600011,12/31/2020,438206,296730,-0.79,4.67,0.042,0.1151,0.0429,4.244904041,0.18,60471
600011,9/30/2020,427052,279509,0.18,5.04,0.0374,0.1325,0,4.966444016,0,71812
600011,6/30/2020,425100,287775,0.23,4.83,0.038,0.0942,0,3.80772233,0,58878
600011,3/31/2020,414574,292601,0.11,4.73,0.0155,-0.1601,0,4.253016472,0,64076
600012,9/30/2024,22815,8411,0.25,7.77,0.0536,0.0975,0,15.34000015,0,23318
600012,6/30/2024,23363,9414,0.21,7.52,0.0667,0.1323,0,13.3849144,0,20573
600012,3/31/2024,22645,8047,0.28,7.91,0.059,0.0824,0,13.27952099,0,20099
600012,12/31/2023,21739,7624,0.19,7.63,0.0738,0.156,0.0569,10.55846596,0.601,16291
600012,9/30/2023,21958,8141,0.31,7.44,0.0667,0.1124,0,10.63511467,0,16700
600012,6/30/2023,21927,8638,0.23,7.14,0.0789,0.1393,0,9.678769112,0,15669
600012,3/31/2023,21688,7703,0.28,7.47,0.0457,0.0794,0,7.72126627,0,13821
600012,12/31/2022,21303,7799,0.16,7.19,0.0812,0.1625,0.083,6.624701023,0.55,11264
600012,9/30/2022,21588,8583,0.31,7.02,0.0492,0.0784,0,6.035636902,0,10004
600012,6/30/2022,21149,9224,0.16,6.72,0.0711,0.1323,0,6.222527981,0,11375
600012,3/31/2022,19915,7385,0.24,7.11,0.0522,0.0893,0,6.517235279,0,12086
600012,12/31/2021,19921,7976,0.17,6.87,0.0963,0.1593,0.0923,5.910980701,0.55,10783
600012,9/30/2021,17633,5090,0.28,7.23,0.0767,0.1274,0,5.363667488,0,9698
600012,6/30/2021,17479,5333,0.23,7,0.0754,0.1282,0,5.26943779,0,9600
600012,3/31/2021,17339,5062,0.23,7.01,0.0842,0.1362,0,5.909876823,0,10721
600012,12/31/2020,20763,8621,0.23,6.94,0.0846,0.1359,0.0459,4.953271389,0.23,9125
600012,9/30/2020,15975,4514,0.22,6.53,0.0273,0.0378,0,4.247977257,0,7701
600012,6/30/2020,16037,4958,0.08,6.31,-0.0101,-0.0259,0,4.02989006,0,7658
600012,3/31/2020,15860,4365,-0.02,6.46,0.0584,0.0757,0,4.014330387,0,7677
600015,9/30/2024,4345642,3990317,0.38,18.33,0.0062,0.0815,0.0651,7.090000153,0.1,118248
600015,6/30/2024,4328297,3999110,0.3,17.96,0.0056,0.0738,0,6.400000095,0,101856
600015,3/31/2024,4379952,4050596,0.37,17.97,0.0081,0.1072,0,6.102982044,0,103129
600015,12/31/2023,4254766,3933004,0.65,17.5,0.0058,0.077,0.0725,5.293017864,0.384,89442
600015,9/30/2023,4104889,3791959,0.37,16.95,0.0063,0.0831,0,5.387199879,0,91033
600015,6/30/2023,4098550,3790933,0.28,16.63,0.006,0.0755,0,5.085818291,0,86100
600015,3/31/2023,4029117,3720529,0.31,16.69,0.0083,0.1018,0,4.765819073,0,85622
600015,12/31/2022,3900167,3576845,0.82,16.37,0.0059,0.074,0.0839,4.563579082,0.383,82598
600015,9/30/2022,3842028,3532645,0.36,16.03,0.0063,0.0794,0,4.42289114,0,77398
600015,6/30/2022,3843635,3540122,0.27,15.66,0.0061,0.0756,0,4.563579082,0,80167
600015,3/31/2022,3824685,3519737,0.3,15.76,0.0083,0.1005,0,4.509283543,0,85553
600015,12/31/2021,3676287,3375585,0.8,15.49,0.0059,0.0724,0.0732,4.608207703,0.338,86168
600015,9/30/2021,3549265,3256081,0.34,15.01,0.0066,0.08,0,4.599963665,0,85707
600015,6/30/2021,3517636,3230575,0.26,14.61,0.0063,0.0765,0,4.845238686,0,95247
600015,3/31/2021,3470365,3182854,0.29,14.65,0.0086,0.1043,0,5.080444813,0,99094
600015,12/31/2020,3399816,3117161,1.02,14.34,0.0058,0.07,0.0614,4.853078842,0.301,96170
600015,9/30/2020,3331642,3056306,0.31,13.87,0.0057,0.0671,0,4.813878059,0,94324
600015,6/30/2020,3265615,2993751,0.19,13.65,0.0064,0.0724,0,4.79035759,0,94170
600015,3/31/2020,3108998,2834320,0.26,13.83,0.0089,0.1013,0,4.903510571,0,99555
600016,9/30/2024,7698010,7051721,0.18,12.51,0.0048,0.0585,0,3.673007727,0,166370
600016,6/30/2024,7551013,6941371,0.13,12.36,0.007,0.0836,0.1,3.459927559,0.13,155309
600016,3/31/2024,7727511,7075029,0.31,12.43,0.0011,0.0135,0,3.697284222,0,164425
600016,12/31/2023,7674965,7037164,-0.08,12.1,0.0052,0.0626,0.0633,3.414282084,0.216,152642
600016,9/30/2023,7522077,6887701,0.21,12.02,0.0051,0.0615,0,3.505573273,0,156952
600016,6/30/2023,7641451,7014760,0.14,11.84,0.0077,0.0923,0,3.414282084,0,155313
600016,3/31/2023,7603107,6974833,0.33,11.89,0.001,0.0114,0,3.003491402,0,141930
600016,12/31/2022,7255673,6642859,-0.1,11.53,0.0051,0.0603,0.0719,2.977599382,0.214,142216
600016,9/30/2022,7133921,6522726,0.2,11.5,0.0061,0.0737,0,2.917184114,0,137183
600016,6/30/2022,7320580,6717869,0.18,11.31,0.0078,0.0933,0,3.210628748,0,151807
600016,3/31/2022,7157698,6558951,0.31,11.34,-0.0005,-0.0063,0,3.118246794,0,155334
600016,12/31/2021,6952786,6366247,-0.13,11.06,0.0051,0.061,0.0669,3.183550835,0.213,158502
600016,9/30/2021,7015610,6417019,0.2,11.11,0.0069,0.0848,0,3.208039761,0,160215
600016,6/30/2021,7069708,6482413,0.22,10.86,0.0083,0.1065,0,3.599860907,0,182124
600016,3/31/2021,7062721,6505967,0.34,10.86,-0.0016,-0.0206,0,4.103970051,0,210709
600016,12/31/2020,6950233,6408985,-0.19,10.5,0.0052,0.0673,0.0526,4.026095867,0.213,215370
600016,9/30/2020,6927025,6382571,0.2,10.57,0.0068,0.088,0,4.127332211,0,217549
600016,6/30/2020,7142641,6603764,0.23,10.45,0.0099,0.1246,0,4.147577763,0,241415
600016,3/31/2020,6961952,6413312,0.38,10.68,0.0054,0.0682,0,4.176888466,0,246275
600017,9/30/2024,39493,23523,0.07,4.47,0.0313,0.0715,0,2.910000086,0,9627
600017,6/30/2024,39221,23495,0.08,4.41,0.0261,0.0551,0,2.670000076,0,8212
600017,3/31/2024,39105,23448,0.06,4.39,0.0132,-0.0037,0,2.703314781,0,8520
600017,12/31/2023,39311,23882,-0.01,4.32,0.0233,0.0515,0.0242,2.683796406,0.065,8458
600017,9/30/2023,37818,22584,0.05,4.34,0.0352,0.076,0,2.927777767,0,9227
600017,6/30/2023,37333,22163,0.09,4.34,0.0323,0.0697,0,2.859462976,0,9196
600017,3/31/2023,33103,17491,0.08,4.49,0.0106,-0.0098,0,2.735280275,0,8581
600018,9/30/2024,210173,65296,0.15,5.62,0.0346,0.1429,0,6.000328541,0,151347
600018,6/30/2024,207397,65596,0.2,5.49,0.0345,0.1149,0.0387,5.732545376,0.05,134582
600018,3/31/2024,206264,65442,0.16,5.45,0.0169,0.0597,0,5.168242455,0,125036
600018,12/31/2023,203576,67389,0.08,5.29,0.0442,0.1321,0.0365,4.715900898,0.172,114092
600018,9/30/2023,194020,61687,0.17,5.18,0.0322,0.1276,0,4.956507683,0,119913
600018,6/30/2023,192989,67014,0.16,4.99,0.0337,0.1216,0,4.874397278,0,122242
600018,3/31/2023,184072,59272,0.15,4.97,-0.006,0.0596,0,5.221229553,0,128994
600018,12/31/2022,181802,60635,0.07,4.82,0.0365,0.1698,0.028,5.00563097,0.14,124337
600018,9/30/2022,177939,59226,0.2,4.75,0.0268,0.1914,0,5.202482224,0,129460
600018,6/30/2022,175957,61980,0.23,4.55,0.0701,0.2076,0,5.273059845,0,135715
600018,3/31/2022,166502,53047,0.24,4.52,0.0171,0.1134,0,4.902227402,0,127334
600018,12/31/2021,170787,62982,0.13,4.29,0.023,0.1283,0.0383,4.965540409,0.19,127568
600018,9/30/2021,167462,63072,0.13,4.14,0.0473,0.2394,0,5.390641212,0,141768
600018,6/30/2021,165928,64255,0.25,4.02,0.0463,0.13,0,4.215909481,0,110538
600018,3/31/2021,158298,59378,0.13,3.9,0.002,0.1029,0,4.171901703,0,110770
600018,12/31/2020,155925,59945,0.1,3.78,0.0373,0.1046,0.0318,4.048681259,0.128,105904
600018,9/30/2020,155803,62159,0.09,3.68,0.0292,0.1057,0,3.687820673,0,96866
600018,6/30/2020,159502,68319,0.09,3.56,0.0216,0.0827,0,3.535698414,0,97329
600018,3/31/2020,143917,51049,0.07,3.62,0.0262,0.1048,0,3.782771587,0,103818
600019,9/30/2024,367179,148744,0.06,9.02,0.0207,0.0535,0,6.409999847,0,150128
600019,6/30/2024,367974,148616,0.12,9.15,-,0.0416,0.0475,6.528083324,0.11,144750
600019,3/31/2024,375325,153252,0.09,9.43,0.0224,0.0744,0,6.32905674,0,144430
600019,12/31/2023,376051,155914,0.16,9.2,0.0253,0.0819,0.0548,5.652305603,0.2,128987
600019,9/30/2023,378314,160409,0.19,9.73,0.0195,0.0562,0,5.699445248,0,133334
600019,6/30/2023,376898,160984,0.12,8.78,0.0131,0.0402,0.0399,5.259586334,0.11,123044
600019,3/31/2023,393575,175428,0.08,8.52,0.003,0.0563,0,5.794672489,0,138218
600019,12/31/2022,398249,182373,0.13,8.89,0.0125,0.0363,0.0545,5.141622066,0.1,123854
600019,9/30/2022,399432,183208,0.07,8.48,0.0328,0.0869,0,4.601153851,0,116544
600019,6/30/2022,407430,192796,0.18,8.74,0.027,0.0819,0.0804,5.311756611,0.18,134056
600019,3/31/2022,395866,180538,0.17,8.75,0.0083,0.0449,0,5.738061905,0,150312
600019,12/31/2021,380398,169677,0.09,8.57,0.0542,0.1401,0.0983,6.062053204,0.25,159442
600019,9/30/2021,401777,192470,0.3,8.72,0.0826,0.2074,0,7.021397591,0,190073
600019,6/30/2021,380095,172385,0.44,8.57,0.051,0.1191,0.1043,6.173285007,0.35,170138
600019,3/31/2021,372044,165793,0.24,8.52,0.0267,0.1073,0,6.406281948,0,179936
600019,12/31/2020,357781,156943,0.22,8.29,0.0383,0.0883,0.0645,4.669781685,0.3,132503
600019,9/30/2020,356317,161560,0.17,8.09,0.021,0.0567,0,3.879751205,0,111134
600019,6/30/2020,352999,162450,0.11,7.92,0.0194,0.037,0,3.566868544,0,101557
600019,3/31/2020,346004,153581,0.07,8.06,0.0113,0.0808,0,3.503174305,0,108461
600020,9/30/2024,51207,36080,0.09,6.73,0.0309,0.0886,0,3.960000038,0,9506
600020,6/30/2024,50487,35532,0.14,6.65,0.0278,0.0763,0,3.539999962,0,7956
600020,3/31/2024,50324,35312,0.11,5,0.0108,-0.0225,0,3.598203421,0,8405
600020,12/31/2023,50061,35297,-0.13,6.57,0.0259,0.0788,0.0421,3.540478468,0.149,8270
600020,9/30/2023,49791,34925,0.12,4.95,0.0331,0.0658,0,3.463511229,0,8091
600020,6/30/2023,51008,36391,0.09,4.84,0.0323,0.1158,0,3.463511229,0,8248
600020,3/31/2023,49703,35681,0.16,4.78,-0.0027,-0.0801,0,2.994889736,0,7057
600020,12/31/2022,49730,37100,-0.5,5.61,0.0206,0.0212,0.0067,2.832227945,0.019,6652
600020,9/30/2022,49650,35945,0.03,4.75,0.0228,0.061,0,2.736544371,0,6472
600020,6/30/2022,49491,36795,0.08,4.83,0.0228,0.0454,0,2.866475344,0,7012
600020,3/31/2022,48007,35532,0.05,4.76,0.0074,-0.0088,0,3.005624771,0,7394
600020,12/31/2021,46817,34416,-0.09,5.5,0.0251,0.0412,0.033,3.033454657,0.1,7349
600020,9/30/2021,46422,33903,0.06,4.76,0.038,0.0921,0,3.098391056,0,7574
600020,6/30/2021,46968,34546,0.11,4.72,0.0347,0.1185,0,2.982232332,0,7304
600020,3/31/2021,48195,35952,0.15,5.42,0.0177,0.039,0,3.083169222,0,7574
600020,12/31/2020,47476,35515,0.01,5.29,0.0419,0.1359,0.0113,3.055640936,0.035,7619
600020,9/30/2020,47768,35645,0.12,4.58,0.0129,0.0532,0,3.18410635,0,7753
600020,6/30/2020,48054,36324,0.09,4.4,-0.0028,-0.1447,0,3.20027709,0,7956
600020,3/31/2020,49243,37510,-0.2,4.4,0.0249,0.0467,0,3.41724515,0,8473
600021,9/30/2024,178838,125248,-7.73,7.09,0.0281,0.098,0,8.979999542,0,27238
600021,6/30/2024,174759,122440,0.22,6.71,0.0333,0.1035,0,9.890000343,0,27858
600021,3/31/2024,173603,121405,0.2,6.68,0.0105,0.033,0,8.503577232,0,24449
600021,12/31/2023,168572,118012,0,6.42,0.0304,0.0976,0.0241,8.288048744,0.2,23830
600021,9/30/2023,168988,117735,0.26,6.53,0.0288,0.0872,0,8.689715385,0,24985
600021,6/30/2023,167797,118385,0.15,6.34,0.0275,0.0749,0,10.5902853,0,30336
600021,3/31/2023,169486,121367,0.1,5.84,0.0191,0.0315,0,9.560388565,0,27970
600021,12/31/2022,161978,117678,0.02,5.79,0.0294,0.072,0.0036,9.7752285,0.035,28196
600021,9/30/2022,162055,121596,0.02,5.67,0.0199,0.0184,0,8.876806259,0,25323
600021,6/30/2022,161619,123180,-0.05,5.54,0.0174,0.0403,0,9.911944389,0,26826
600021,3/31/2022,158298,119921,0.03,5.55,-0.0199,-0.3249,0,9.706870079,0,25386
600021,12/31/2021,156942,118901,-2.05,5.55,0.0116,-0.0125,0,13.04665756,0,33552
600021,9/30/2021,146304,111007,-0.06,6.32,0.0262,0.0899,0,11.7966795,0,32374
600021,6/30/2021,136413,100743,0.17,7.66,0.0312,0.0855,0,6.757700443,0,18085
