600195.SS,CHINA HUSBANDRY,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.144181,nan,nan,nan,0.015915352123345484,9250843419.350464,nan,9.059240341186523
600196.SS,FOSUN PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.32,nan,nan,nan,0.0126658734712366,53545836075.19531,nan,25.264739990234375
600197.SS,YILITE,Consumer Defensive,Beverages - Wineries & Distilleries,2019,nan,nan,nan,nan,0.35,nan,nan,nan,0.02387890338663836,6918431073.867554,nan,14.657289505004883
600201.SS,BIO,Healthcare,Biotechnology,2019,nan,nan,nan,nan,0.35,nan,nan,nan,0.019462293640927445,20148165680.502686,nan,17.983491897583008
600210.SS,ZIJIANG ENT,Consumer Cyclical,Packaging & Containers,2019,nan,nan,nan,nan,0.15,nan,nan,nan,0.049128675393721274,4630920605.4653015,nan,3.0532066822052
600211.SS,TIBET PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.203297,nan,nan,nan,0.013193569508553785,4966547326.475464,nan,15.408794403076172
600215.SS,PASLIN,Real Estate,Real Estate - Development,2019,nan,nan,nan,nan,0.064,nan,nan,nan,0.010187002282285383,2908773326.1361694,nan,6.282515525817871
600219.SS,NANSHAN ALUMINIUM,Basic Materials,Aluminum,2019,nan,nan,nan,nan,0.05,nan,nan,nan,0.02521613119037004,23028314709.1875,nan,1.9828577041625977
600222.SS,TALOPH PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2019,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,2600207836.5121155,nan,4.53087854385376
600229.SS,CITYMEDIA,Communication Services,Publishing,2019,nan,nan,nan,nan,0.2,nan,nan,nan,0.03242502179871922,4140061981.5559387,nan,6.168076038360596
600232.SS,GOLDEN EAGLE,Consumer Cyclical,Textile Manufacturing,2019,nan,nan,nan,nan,0.1,nan,nan,nan,0.01895377331700975,1924255407.6168518,nan,5.275994300842285
600235.SS,MINFENG SPECIAL PAPER,Basic Materials,Paper & Paper Products,2019,nan,nan,nan,nan,0.005,nan,nan,nan,0.0008818267872917156,1991887778.0914307,nan,5.670047760009766
600248.SS,SHAAN CONS,Industrials,Engineering & Construction,2019,nan,nan,nan,nan,0.1,nan,nan,nan,0.025481595498845058,14785494511.796814,nan,3.924401044845581
600249.SS,LIANGMIANZHEN,Consumer Defensive,Household & Personal Products,2019,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,2494015717.5064087,nan,4.534574031829834
600251.SS,GUANNONG,Consumer Defensive,Packaged Foods,2019,nan,nan,nan,nan,0.013,nan,nan,nan,0.002593003724919755,3895452094.775757,nan,5.013490676879883
600256.SS,GUANGHUI ENERGY,Energy,Oil & Gas Integrated,2019,nan,nan,nan,nan,0.1,nan,nan,nan,0.0389830202866169,16842614942.932129,nan,2.5652194023132324
600261.SS,ZHEJIANG YANKON,Industrials,Electrical Equipment & Parts,2019,nan,nan,nan,nan,0.15,nan,nan,nan,0.04086561798190702,4900390780.549622,nan,3.670567274093628
600266.SS,URBAN CONS DEV,Real Estate,Real Estate - Development,2019,nan,nan,nan,nan,0.166667,nan,nan,nan,0.028349525347819527,12203285934.025452,nan,5.879004955291748
