,Comp_code,DateTime,EPS,Total_Debt,Total_Assets,BVPS,ROA,ROE,DIV,SIZE,DAR
0,600000,Q3 2024,0.23,8685534,9416535,24.62,0.0042,0.0514,0,297338,0.92237049
1,600000,Q2 2024,0.36,8500022,9253778,21.65,0.0078,0.0952,0,241568,0.918546133
2,600000,Q1 2024,0.57,8302126,9053468,25.31,0.004,0.0485,0.0503,209281,0.917010586
3,600000,Q4 2023,0.15,8274363,9007247,20.94,0.0022,0.0276,0,194311,0.918633962
4,600000,Q3 2023,0.12,8084504,8808320,24.38,0.0034,0.0414,0,208400,0.917825874
5,600000,Q2 2023,0.3,8211439,8932519,20.55,0.0074,0.0904,0,212510,0.919274731
6,600000,Q1 2023,0.51,8140690,8862440,24.32,0.0051,0.0618,0.0476,211042,0.918560803
7,600000,Q4 2022,0.22,7997876,8704651,20.03,0.005,0.0604,0,213684,0.918804901
8,600000,Q3 2022,0.3,7724521,8425347,19.83,0.0052,0.0633,0,206639,0.916819331
9,600000,Q2 2022,0.38,7812093,8505959,19.6,0.0095,0.1141,0,235111,0.918425894
10,600000,Q1 2022,0.64,7727317,8423074,19.67,0.0057,0.069,0.055,234817,0.917398684
11,600000,Q4 2021,0.25,7458539,8136757,19.08,0.0059,0.0717,0,250374,0.916647628
12,600000,Q3 2021,0.35,7393760,8064383,18.83,0.0056,0.0686,0,264169,0.916841375
13,600000,Q2 2021,0.39,7462659,8123120,18.49,0.0094,0.1152,0,293521,0.918693679
14,600000,Q1 2021,0.61,7403530,8066995,18.59,0.0071,0.0901,0.0596,322580,0.91775562
15,600000,Q4 2020,0.42,7304401,7950218,18,0.0084,0.1106,0,284129,0.918767385
16,600000,Q3 2020,0.49,7094122,7674479,17.48,0.0063,0.0812,0,275617,0.924378319
17,600000,Q2 2020,0.4,6948926,7521101,17.2,0.0098,0.1226,0,310545,0.923924037
18,600000,Q1 2020,0.56,6717780,7300588,17.56,0.0062,0.0768,0,297924,0.920169718
19,600004,Q3 2024,0.1,8665,26982,7.64,0.0308,0.0594,0,24756,0.321140019
20,600004,Q2 2024,0.1,8870,26955,7.54,0.0244,0.0445,0,22436,0.329066963
21,600004,Q1 2024,0.08,8606,26597,7.52,0.022,0.0427,0.0077,23857,0.323570327
22,600004,Q4 2023,0.07,8384,26190,7.43,0.016,0.0275,0,23147,0.320122184
23,600004,Q3 2023,0.05,9079,26765,7.38,0.0151,0.0272,0,26507,0.339211657
24,600004,Q2 2023,0.05,8786,26365,7.33,0.0069,0.0117,0,33939,0.333244832
25,600004,Q1 2023,0.02,9476,26934,7.28,-0.0652,-0.1041,0,36992,0.351822975
26,600004,Q4 2022,-0.17,9532,26941,7.26,-0.0093,-0.0226,0,35524,0.353810178
27,600004,Q3 2022,-0.05,9574,27488,7.47,-0.053,-0.0992,0,33749,0.348297439
28,600004,Q2 2022,-0.22,9614,27674,7.52,-0.0097,-0.0166,0,35288,0.347401893
29,600004,Q1 2022,-0.03,8729,27252,7.7,-0.0045,0.0209,0,28992,0.320306766
30,600004,Q4 2021,0.03,8944,27545,7.74,-0.0087,-0.018,0,28543,0.324705028
31,600004,Q3 2021,-0.04,9375,27876,7.71,-0.0265,-0.0526,0,25419,0.336310805
32,600004,Q2 2021,-0.1,9664,28210,7.75,-0.0165,-0.0318,0,26460,0.342573555
33,600004,Q1 2021,-0.07,9669,28571,7.9,-0.0132,0.012,0.003,31572,0.338420076
34,600004,Q4 2020,0.03,6835,26298,8.14,-0.0142,-0.0284,0,33442,0.259905696
35,600004,Q3 2020,-0.06,9625,25852,7.75,-0.0284,-0.0252,0,28163,0.37231162
36,600004,Q2 2020,-0.05,8936,25576,7.95,-0.0035,-0.0153,0,31536,0.349390053
37,600004,Q1 2020,-0.03,9353,26100,8,0.0427,0.1067,0,25970,0.35835249
95,600009,Q3 2024,0.15,26374,68954,16.1,0.016,0.0478,0.0069,95607,0.382486875
96,600009,Q2 2024,0.17,26162,68849,16.5,0.0176,0.0436,0,80254,0.379990995
97,600009,Q1 2024,0.16,28123,70611,16.45,0.0155,0.0506,0.0037,90232,0.398280721
98,600009,Q4 2023,0.17,27454,69481,16.29,0.0173,0.042,0,81572,0.395129604
99,600009,Q3 2023,0.15,27358,68905,16.12,0.0118,0.0277,0,94289,0.397039402
100,600009,Q2 2023,0.09,27398,68511,15.97,-0.0064,-0.0056,0,113027,0.399906584
101,600009,Q1 2023,-0.04,29480,70500,15.88,-0.0561,-0.0779,0,138683,0.418156028
102,600009,Q4 2022,-0.45,27072,67775,15.92,-0.0304,-0.0624,0,143610,0.399439321
103,600009,Q3 2022,-0.23,27192,68794,16.31,-0.0606,-0.1499,0,143784,0.395267029
104,600009,Q2 2022,-0.38,24212,50679,13.62,-0.0213,-0.056,0,109259,0.477752126
105,600009,Q1 2022,-0.22,21785,49000,14.01,-0.0238,-0.0594,0,94806,0.444591837
106,600009,Q4 2021,-0.28,30526,67843,18.62,-0.0098,-0.0228,0,89970,0.449950621
107,600009,Q3 2021,-0.09,23638,51786,14.51,-0.0295,-0.0377,0,85268,0.456455413
108,600009,Q2 2021,-0.16,23635,52271,14.78,-0.0386,-0.0573,0,92745,0.452162767
109,600009,Q1 2021,-0.23,23649,52787,14.93,-0.0676,-0.064,0,111571,0.448008032
110,600009,Q4 2020,-0.28,3643,33202,15.16,-0.0557,-0.0463,0,145794,0.109722306
111,600009,Q3 2020,-0.18,4526,34561,15.44,-0.0542,-0.0576,0,132536,0.130956859
112,600009,Q2 2020,-0.25,5421,36008,15.62,-0.0033,0.0141,0,138876,0.150549878
113,600009,Q1 2020,0.04,3758,36322,16.65,0.069,0.1384,0,117178,0.103463466
114,600010,Q3 2024,-0.01,92410,153245,1.13,0.0076,0.0005,0,78516,0.603021306
115,600010,Q2 2024,0,93320,154938,1.15,0.0097,0.0005,0,63567,0.602305438
116,600010,Q1 2024,0,91221,152741,1.14,0.0005,-0.0007,0,72648,0.597226678
117,600010,Q4 2023,0,90312,151776,1.14,0.0152,-0.0016,0,66291,0.595034788
118,600010,Q3 2023,0,92005,153552,1.17,0.0103,0.0004,0,78097,0.599178129
119,600010,Q2 2023,0,93051,154642,1.17,0.0134,0.0039,0,81275,0.601718809
120,600010,Q1 2023,0.01,87102,148667,1.16,-0.0008,-0.0164,0,85815,0.585886579
121,600010,Q4 2022,0,85327,146730,1.15,-0.0095,-0.0902,0,87177,0.581523887
122,600010,Q3 2022,-0.03,85909,147891,1.18,0.0104,-0.0011,0,83545,0.580894037
123,600010,Q2 2022,0,88874,152079,1.21,0.0147,0.015,0,106702,0.584393638
124,600010,Q1 2022,0.01,85285,149782,1.23,-0.0152,-0.0675,0.0069,101655,0.569394186
125,600010,Q4 2021,-0.02,83765,147968,1.22,0.0312,0.0694,0,127182,0.56610213
126,600010,Q3 2021,0.02,86734,152321,1.24,0.0537,0.1428,0,144505,0.569415905
127,600010,Q2 2021,0.07,88807,153273,1.22,0.0267,0.0558,0,70657,0.57940407
128,600010,Q1 2021,0.01,86927,149537,1.18,0.013,0.0196,0,71113,0.581307636
129,600010,Q4 2020,0.01,82605,144222,1.16,0.0154,0.0108,0,53334,0.572762824
130,600010,Q3 2020,0,81952,143324,1.16,0.0196,0.0302,0,52423,0.571795373
131,600010,Q2 2020,0.01,79271,140368,1.16,0.0074,-0.0174,0,49232,0.564736977
132,600010,Q1 2020,-0.01,81778,142482,0.94,0.0021,-0.0208,0,52423,0.573953201
133,600011,Q3 2024,0.16,363443,564902,8.77,0.0246,0.0752,0,105035,0.643373541
134,600011,Q2 2024,0.11,375803,552246,3.56,0.0399,0.1341,0,131126,0.68049927
135,600011,Q1 2024,0.25,368584,545424,3.62,0.009,-0.1067,0.0265,123151,0.675775177
136,600011,Q4 2023,-1.24,369797,541159,3.35,0.0351,0.1783,0,102346,0.683342604
137,600011,Q3 2023,0.3,365297,521674,8.76,0.0339,0.1122,0,103195,0.700239997
138,600011,Q2 2023,0.3,366202,516495,3.32,0.0245,0.0724,0,123154,0.70901364
139,600011,Q1 2023,0.1,362179,507997,8.13,-0.0068,-0.1494,0,111196,0.712954998
140,600011,Q4 2022,-0.19,376062,502606,2.96,0.0022,-0.0529,0,99035,0.748224255
141,600011,Q3 2022,0.05,366314,486110,6.52,-0.0073,-0.0919,0,98041,0.753561951
142,600011,Q2 2022,-0.15,360136,479807,3.41,0.006,-0.0359,0,93113,0.750585131
143,600011,Q1 2022,-0.09,365441,488811,6.67,-0.0825,-0.4126,0,88741,0.747612063
144,600011,Q4 2021,-0.84,366176,490347,3.64,-0.0167,-0.1209,0,126518,0.746769125
145,600011,Q3 2021,-0.05,315616,453463,7.44,0.0166,0.0346,0,107254,0.696012685
146,600011,Q2 2021,0.02,305002,448197,4.65,0.0377,0.1141,0,58292,0.680508794
147,600011,Q1 2021,0.17,298015,443633,4.79,0.013,-0.1525,0.0429,59434,0.671760216
148,600011,Q4 2020,-0.79,296730,438206,4.67,0.042,0.1151,0,60471,0.677147278
149,600011,Q3 2020,0.18,279509,427052,5.04,0.0374,0.1325,0,71812,0.654508116
150,600011,Q2 2020,0.23,287775,425100,4.83,0.038,0.0942,0,58878,0.676958363
151,600011,Q1 2020,0.11,292601,414574,4.73,0.0155,-0.1601,0,64076,0.705787145
152,600012,Q3 2024,0.25,8411,22815,7.77,0.0536,0.0975,0,23318,0.368660969
153,600012,Q2 2024,0.21,9414,23363,7.52,0.0667,0.1323,0,20573,0.402944827
154,600012,Q1 2024,0.28,8047,22645,7.91,0.059,0.0824,0.0569,20099,0.355354383
155,600012,Q4 2023,0.19,7624,21739,7.63,0.0738,0.156,0,16291,0.350706104
156,600012,Q3 2023,0.31,8141,21958,7.44,0.0667,0.1124,0,16700,0.370753256
157,600012,Q2 2023,0.23,8638,21927,7.14,0.0789,0.1393,0,15669,0.39394354
158,600012,Q1 2023,0.28,7703,21688,7.47,0.0457,0.0794,0.083,13821,0.355173368
159,600012,Q4 2022,0.16,7799,21303,7.19,0.0812,0.1625,0,11264,0.366098672
160,600012,Q3 2022,0.31,8583,21588,7.02,0.0492,0.0784,0,10004,0.39758199
161,600012,Q2 2022,0.16,9224,21149,6.72,0.0711,0.1323,0,11375,0.436143553
162,600012,Q1 2022,0.24,7385,19915,7.11,0.0522,0.0893,0.0923,12086,0.370826011
163,600012,Q4 2021,0.17,7976,19921,6.87,0.0963,0.1593,0,10783,0.400381507
164,600012,Q3 2021,0.28,5090,17633,7.23,0.0767,0.1274,0,9698,0.288663302
165,600012,Q2 2021,0.23,5333,17479,7,0.0754,0.1282,0,9600,0.305108988
166,600012,Q1 2021,0.23,5062,17339,7.01,0.0842,0.1362,0.0459,10721,0.291943019
167,600012,Q4 2020,0.23,8621,20763,6.94,0.0846,0.1359,0,9125,0.415209748
168,600012,Q3 2020,0.22,4514,15975,6.53,0.0273,0.0378,0,7701,0.28256651
169,600012,Q2 2020,0.08,4958,16037,6.31,-0.0101,-0.0259,0,7658,0.309160067
170,600012,Q1 2020,-0.02,4365,15860,6.46,0.0584,0.0757,0.0651,7677,0.275220681
171,600015,Q3 2024,0.38,3990317,4345642,18.33,0.0062,0.0815,0,118248,0.918234176
172,600015,Q2 2024,0.3,3999110,4328297,17.96,0.0056,0.0738,0,101856,0.923945376
173,600015,Q1 2024,0.37,4050596,4379952,17.97,0.0081,0.1072,0.0725,103129,0.924803742
174,600015,Q4 2023,0.65,3933004,4254766,17.5,0.0058,0.077,0,89442,0.9243761
175,600015,Q3 2023,0.37,3791959,4104889,16.95,0.0063,0.0831,0,91033,0.923766514
176,600015,Q2 2023,0.28,3790933,4098550,16.63,0.006,0.0755,0,86100,0.92494492
177,600015,Q1 2023,0.31,3720529,4029117,16.69,0.0083,0.1018,0.0839,85622,0.923410514
178,600015,Q4 2022,0.82,3576845,3900167,16.37,0.0059,0.074,0,82598,0.917100473
179,600015,Q3 2022,0.36,3532645,3842028,16.03,0.0063,0.0794,0,77398,0.919474038
180,600015,Q2 2022,0.27,3540122,3843635,15.66,0.0061,0.0756,0,80167,0.921034906
181,600015,Q1 2022,0.3,3519737,3824685,15.76,0.0083,0.1005,0.0732,85553,0.920268467
182,600015,Q4 2021,0.8,3375585,3676287,15.49,0.0059,0.0724,0,86168,0.918204971
183,600015,Q3 2021,0.34,3256081,3549265,15.01,0.0066,0.08,0,85707,0.917395855
184,600015,Q2 2021,0.26,3230575,3517636,14.61,0.0063,0.0765,0,95247,0.918393774
185,600015,Q1 2021,0.29,3182854,3470365,14.65,0.0086,0.1043,0.0614,99094,0.917152519
186,600015,Q4 2020,1.02,3117161,3399816,14.34,0.0058,0.07,0,96170,0.916861677
187,600015,Q3 2020,0.31,3056306,3331642,13.87,0.0057,0.0671,0,94324,0.917357267
188,600015,Q2 2020,0.19,2993751,3265615,13.65,0.0064,0.0724,0,94170,0.916749525
189,600015,Q1 2020,0.26,2834320,3108998,13.83,0.0089,0.1013,0,99555,0.911650635
190,600016,Q3 2024,0.18,7051721,7698010,12.51,0.0048,0.0585,0.1,166370,0.916044666
191,600016,Q2 2024,0.13,6941371,7551013,12.36,0.007,0.0836,0,155309,0.919263548
192,600016,Q1 2024,0.31,7075029,7727511,12.43,0.0011,0.0135,0.0633,164425,0.915563757
193,600016,Q4 2023,-0.08,7037164,7674965,12.1,0.0052,0.0626,0,152642,0.916898514
194,600016,Q3 2023,0.21,6887701,7522077,12.02,0.0051,0.0615,0,156952,0.915664782
195,600016,Q2 2023,0.14,7014760,7641451,11.84,0.0077,0.0923,0,155313,0.917987958
196,600016,Q1 2023,0.33,6974833,7603107,11.89,0.001,0.0114,0.0719,141930,0.91736615
197,600016,Q4 2022,-0.1,6642859,7255673,11.53,0.0051,0.0603,0,142216,0.91554002
198,600016,Q3 2022,0.2,6522726,7133921,11.5,0.0061,0.0737,0,137183,0.914325516
199,600016,Q2 2022,0.18,6717869,7320580,11.31,0.0078,0.0933,0,151807,0.917668955
200,600016,Q1 2022,0.31,6558951,7157698,11.34,-0.0005,-0.0063,0.0669,155334,0.916349223
201,600016,Q4 2021,-0.13,6366247,6952786,11.06,0.0051,0.061,0,158502,0.915639716
202,600016,Q3 2021,0.2,6417019,7015610,11.11,0.0069,0.0848,0,160215,0.91467727
203,600016,Q2 2021,0.22,6482413,7069708,10.86,0.0083,0.1065,0,182124,0.916927969
204,600016,Q1 2021,0.34,6505967,7062721,10.86,-0.0016,-0.0206,0.0526,210709,0.921170042
205,600016,Q4 2020,-0.19,6408985,6950233,10.5,0.0052,0.0673,0,215370,0.922125201
206,600016,Q3 2020,0.2,6382571,6927025,10.57,0.0068,0.088,0,217549,0.921401467
207,600016,Q2 2020,0.23,6603764,7142641,10.45,0.0099,0.1246,0,241415,0.924554937
208,600016,Q1 2020,0.38,6413312,6961952,10.68,0.0054,0.0682,0,246275,0.921194516
209,600017,Q3 2024,0.07,23523,39493,4.47,0.0313,0.0715,0,9627,0.595624541
210,600017,Q2 2024,0.08,23495,39221,4.41,0.0261,0.0551,0,8212,0.59904133
211,600017,Q1 2024,0.06,23448,39105,4.39,0.0132,-0.0037,0.0242,8520,0.599616417
212,600017,Q4 2023,-0.01,23882,39311,4.32,0.0233,0.0515,0,8458,0.607514436
213,600017,Q3 2023,0.05,22584,37818,4.34,0.0352,0.076,0,9227,0.597175948
214,600017,Q2 2023,0.09,22163,37333,4.34,0.0323,0.0697,0,9196,0.593657086
215,600017,Q1 2023,0.08,17491,33103,4.49,0.0106,-0.0098,0.0147,8581,0.528381113
216,600017,Q4 2022,-0.02,19273,36575,5.04,0.0308,0.0643,0,8673,0.526944634
217,600017,Q3 2022,0.07,16001,31361,4.42,0.0406,0.0872,0,8458,0.5102197
218,600017,Q2 2022,0.1,15817,30962,4.36,0.0354,0.0749,0,9350,0.510852012
219,600017,Q1 2022,0.08,14736,29782,4.33,0.0262,0.0497,0.015,8858,0.494795514
220,600017,Q4 2021,0.06,14440,29203,4.25,0.0336,0.0665,0,8643,0.494469746
221,600017,Q3 2021,0.07,13456,28056,4.2,0.028,0.0486,0,8458,0.479612204
222,600017,Q2 2021,0.04,13463,27827,4.13,0.0357,0.063,0,8212,0.483810687
223,600017,Q1 2021,0.07,13603,27899,4.12,0.0111,0.0134,0.0129,8889,0.4875802
224,600017,Q4 2020,0.02,11419,25492,4.05,0.0364,0.0645,0,8858,0.447944453
225,600017,Q3 2020,0.06,11057,25379,4.01,0.0396,0.0719,0,8458,0.435675165
226,600017,Q2 2020,0.07,10608,24696,3.95,0.0356,0.0595,0,7658,0.429543246
227,600017,Q1 2020,0.06,9377,23305,3.9,0.0233,0.0347,0,7597,0.402360009
228,600018,Q3 2024,0.15,65296,210173,5.62,0.0346,0.1429,0.0387,151347,0.310677394
229,600018,Q2 2024,0.2,65596,207397,5.49,0.0345,0.1149,0,134582,0.316282299
230,600018,Q1 2024,0.16,65442,206264,5.45,0.0169,0.0597,0.0365,125036,0.317273009
231,600018,Q4 2023,0.08,67389,203576,5.29,0.0442,0.1321,0,114092,0.331026251
232,600018,Q3 2023,0.17,61687,194020,5.18,0.0322,0.1276,0,119913,0.317941449
233,600018,Q2 2023,0.16,67014,192989,4.99,0.0337,0.1216,0,122242,0.347242589
234,600018,Q1 2023,0.15,59272,184072,4.97,-0.006,0.0596,0.028,128994,0.322004433
235,600018,Q4 2022,0.07,60635,181802,4.82,0.0365,0.1698,0,124337,0.333522183
236,600018,Q3 2022,0.2,59226,177939,4.75,0.0268,0.1914,0,129460,0.332844402
237,600018,Q2 2022,0.23,61980,175957,4.55,0.0701,0.2076,0,135715,0.352245151
238,600018,Q1 2022,0.24,53047,166502,4.52,0.0171,0.1134,0.0383,127334,0.318596774
239,600018,Q4 2021,0.13,62982,170787,4.29,0.023,0.1283,0,127568,0.368775141
240,600018,Q3 2021,0.13,63072,167462,4.14,0.0473,0.2394,0,141768,0.376634699
241,600018,Q2 2021,0.25,64255,165928,4.02,0.0463,0.13,0,110538,0.387246275
242,600018,Q1 2021,0.13,59378,158298,3.9,0.002,0.1029,0.0318,110770,0.375102654
243,600018,Q4 2020,0.1,59945,155925,3.78,0.0373,0.1046,0,105904,0.384447651
244,600018,Q3 2020,0.09,62159,155803,3.68,0.0292,0.1057,0,96866,0.398958942
245,600018,Q2 2020,0.09,68319,159502,3.56,0.0216,0.0827,0,97329,0.428326918
246,600018,Q1 2020,0.07,51049,143917,3.62,0.0262,0.1048,0,103818,0.354711396
266,600020,Q3 2024,0.09,36080,51207,6.73,0.0309,0.0886,0,9506,0.704591169
267,600020,Q2 2024,0.14,35532,50487,6.65,0.0278,0.0763,0,7956,0.703785133
268,600020,Q1 2024,0.11,35312,50324,5,0.0108,-0.0225,0.0421,8405,0.701693029
269,600020,Q4 2023,-0.13,35297,50061,6.57,0.0259,0.0788,0,8270,0.705079803
270,600020,Q3 2023,0.12,34925,49791,4.95,0.0331,0.0658,0,8091,0.701431986
271,600020,Q2 2023,0.09,36391,51008,4.84,0.0323,0.1158,0,8248,0.713437108
272,600020,Q1 2023,0.16,35681,49703,4.78,-0.0027,-0.0801,0.0067,7057,0.717884232
273,600020,Q4 2022,-0.5,37100,49730,5.61,0.0206,0.0212,0,6652,0.746028554
274,600020,Q3 2022,0.03,35945,49650,4.75,0.0228,0.061,0,6472,0.723967774
275,600020,Q2 2022,0.08,36795,49491,4.83,0.0228,0.0454,0,7012,0.743468509
276,600020,Q1 2022,0.05,35532,48007,4.76,0.0074,-0.0088,0.033,7394,0.740142063
277,600020,Q4 2021,-0.09,34416,46817,5.5,0.0251,0.0412,0,7349,0.735117585
278,600020,Q3 2021,0.06,33903,46422,4.76,0.038,0.0921,0,7574,0.73032183
279,600020,Q2 2021,0.11,34546,46968,4.72,0.0347,0.1185,0,7304,0.735522058
280,600020,Q1 2021,0.15,35952,48195,5.42,0.0177,0.039,0.0113,7574,0.745969499
281,600020,Q4 2020,0.01,35515,47476,5.29,0.0419,0.1359,0,7619,0.748062179
282,600020,Q3 2020,0.12,35645,47768,4.58,0.0129,0.0532,0,7753,0.746210852
283,600020,Q2 2020,0.09,36324,48054,4.4,-0.0028,-0.1447,0,7956,0.755899613
284,600020,Q1 2020,-0.2,37510,49243,4.4,0.0249,0.0467,0,8473,0.761732632
285,600021,Q3 2024,-7.73,125248,178838,7.09,0.0281,0.098,0,27238,0.700343327
286,600021,Q2 2024,0.22,122440,174759,6.71,0.0333,0.1035,0,27858,0.700621999
287,600021,Q1 2024,0.2,121405,173603,6.68,0.0105,0.033,0.0241,24449,0.699325472
288,600021,Q4 2023,0,118012,168572,6.42,0.0304,0.0976,0,23830,0.700068813
289,600021,Q3 2023,0.26,117735,168988,6.53,0.0288,0.0872,0,24985,0.696706275
290,600021,Q2 2023,0.15,118385,167797,6.34,0.0275,0.0749,0,30336,0.705525129
291,600021,Q1 2023,0.1,121367,169486,5.84,0.0191,0.0315,0.0036,27970,0.716088644
292,600021,Q4 2022,0.02,117678,161978,5.79,0.0294,0.072,0,28196,0.726506069
293,600021,Q3 2022,0.02,121596,162055,5.67,0.0199,0.0184,0,25323,0.750337848
294,600021,Q2 2022,-0.05,123180,161619,5.54,0.0174,0.0403,0,26826,0.762162865
295,600021,Q1 2022,0.03,119921,158298,5.55,-0.0199,-0.3249,0,25386,0.757564846
296,600021,Q4 2021,-2.05,118901,156942,5.55,0.0116,-0.0125,0,33552,0.757611092
297,600021,Q3 2021,-0.06,111007,146304,6.32,0.0262,0.0899,0,32374,0.758742071
298,600021,Q2 2021,0.17,100743,136413,7.66,0.0312,0.0855,0,18085,0.738514658
299,600021,Q1 2021,0.09,99841,135417,7.59,0.0116,-0.041,0.0161,20466,0.73728557
300,600021,Q4 2020,-0.23,94379,129082,6.28,0.028,0.1006,0,18634,0.73115539
301,600021,Q3 2020,0.16,91659,123876,7.61,0.0362,0.1357,0,19655,0.739925409
302,600021,Q2 2020,0.26,88440,119909,7.44,0.0252,0.0536,0,19367,0.737559316
303,600021,Q1 2020,0.04,81005,111391,7.33,0.0165,0.0291,0,18372,0.72721315
304,600022,Q3 2024,-0.05,37827,66789,1.85,-0.0082,-0.0385,0,15910,0.566365719
305,600022,Q2 2024,-0.03,37629,67084,1.89,-0.0267,-0.1044,0,13039,0.560923618
306,600022,Q1 2024,-0.06,38032,67869,1.92,0.0018,-0.003,0,14229,0.560373661
307,600022,Q4 2023,-0.01,36130,66751,1.98,0.0007,0.0016,0,14657,0.541265299
308,600022,Q3 2023,-0.01,36450,67119,1.98,0.0044,0.0294,0,15620,0.543065302
309,600022,Q2 2023,0.01,37722,68376,1.99,-0.0081,-0.0364,0,15192,0.551684802
310,600022,Q1 2023,-0.03,37637,69174,2.01,-0.0096,0.0475,0.0207,16369,0.544091711
311,600022,Q4 2022,0.02,37265,69080,2.04,-0.0207,-0.0934,0,15834,0.539447018
312,600022,Q3 2022,-0.07,37889,69260,2.02,0.0397,0.1086,0,15941,0.547054577
313,600022,Q2 2022,0.05,40855,73046,2.09,0.0388,0.1079,0,18616,0.559305095
314,600022,Q1 2022,0.06,40718,74210,2.11,-0.0655,-0.1707,0.0355,17974,0.548686161
315,600022,Q4 2021,-0.16,39952,72546,2.05,0.0568,0.1395,0,19151,0.550712651
316,600022,Q3 2021,0.07,40340,75170,2.2,0.0978,0.2731,0,22040,0.536650259
317,600022,Q2 2021,0.14,41822,75469,2.13,0.05,0.1238,0,18402,0.554161311
318,600022,Q1 2021,0.06,41478,73314,2.03,0.0149,0.0554,0.0303,16476,0.565758245
319,600022,Q4 2020,0.01,37638,68487,1.98,0.0324,0.0663,0,15299,0.549564151
320,600022,Q3 2020,0.02,38533,68999,1.97,0.0277,0.0649,0,14443,0.558457369
321,600022,Q2 2020,0.03,39210,69745,1.94,0.016,0.0208,0,14121,0.562190838
322,600022,Q1 2020,0,40809,70950,1.88,0.0026,0.0217,0,14121,0.575179704
323,600023,Q3 2024,0.21,67145,152884,5.37,0.0232,0.1221,0,90241,0.439189189
324,600023,Q2 2024,0.15,69428,151135,5.12,0.0226,0.0956,0,95336,0.459377378
325,600023,Q1 2024,0.14,65356,147697,5.19,0.0047,0.0375,0.056,89436,0.442500525
326,600023,Q4 2023,0.04,67274,147241,5.03,0.0617,0.2103,0,61814,0.456897196
327,600023,Q3 2023,0.22,67346,147090,5.02,0.0198,0.1081,0,56987,0.457855735
328,600023,Q2 2023,0.13,68968,144491,4.77,0.0092,0.0603,0,67982,0.477316926
329,600023,Q1 2023,0.08,67594,140981,4.68,-0.0766,-0.1843,0,48003,0.479454678
330,600023,Q4 2022,-0.33,53434,120924,4.57,-0.0099,-0.0163,0,46796,0.441880851
331,600023,Q3 2022,0,49930,120484,4.72,-0.0273,-0.0366,0,41897,0.414411872
332,600023,Q2 2022,-0.02,45953,117066,4.76,-0.0025,0.0289,0,46879,0.392539251
333,600023,Q1 2022,0.05,45486,117597,5.13,-0.0942,-0.2015,0,46106,0.386795582
334,600023,Q4 2021,-0.19,43906,115714,4.73,-0.026,-0.0372,0,54947,0.379435505
335,600023,Q3 2021,-0.02,39437,115439,4.93,0.0154,0.0712,0,55899,0.341626313
336,600023,Q2 2021,0.1,39584,115875,4.97,0.02,0.0557,0,49915,0.341609493
337,600023,Q1 2021,0.08,37215,115498,5.13,0.0111,0.05,0.0682,53995,0.322213372
338,600023,Q4 2020,0.07,38198,114512,4.99,0.0505,0.1355,0,49371,0.333572027
339,600023,Q3 2020,0.16,36595,111023,4.85,0.0472,0.1528,0,49371,0.329616386
340,600023,Q2 2020,0.18,39767,111623,4.68,0.0115,0.0277,0,47738,0.356261702
341,600023,Q1 2020,0.04,37823,110036,4.7,0.0194,0.0454,0,46106,0.34373296
342,600025,Q3 2024,0.16,126314,203940,3.22,0.0551,0.1857,0,207900,0.619368442
343,600025,Q2 2024,0.19,129493,201338,3.06,0.0269,0.0712,0,194040,0.643162245
344,600025,Q1 2024,0.05,124753,196681,3.07,0.0232,0.0575,0.0212,172440,0.63429106
345,600025,Q4 2023,0.05,124516,195239,3.02,0.0643,0.2027,0,155340,0.637761923
346,600025,Q3 2023,0.17,122218,190331,2.97,0.0547,0.1526,0,133560,0.642133967
347,600025,Q2 2023,0.17,98607,168360,3.04,0.0282,0.0591,0,128340,0.585691376
348,600025,Q1 2023,0.04,94069,164658,3.8,0.0223,0.0548,0.0277,127260,0.571299299
349,600025,Q4 2022,0.04,106526,181631,3.27,0.0657,0.172,0,118800,0.586496798
350,600025,Q3 2022,0.12,91833,160904,3,0.0696,0.1949,0,123840,0.570731616
351,600025,Q2 2022,0.17,95144,162092,2.89,0.0267,0.0477,0,125820,0.586975298
352,600025,Q1 2022,0.04,95046,161795,2.89,0.0287,0.0699,0.0276,104760,0.587447078
353,600025,Q4 2021,0.05,94428,160654,2.86,0.0501,0.1458,0,118620,0.58777248
354,600025,Q3 2021,0.12,95174,160280,2.79,0.0523,0.1338,0,153720,0.593798353
355,600025,Q2 2021,0.13,97688,160648,2.68,0.0253,0.0422,0,104220,0.608087247
356,600025,Q1 2021,0.03,99332,163372,2.73,0.0261,0.0403,0.0395,104220,0.608011165
357,600025,Q4 2020,0.03,101120,164632,2.7,0.0612,0.2111,0,80280,0.614218378
358,600025,Q3 2020,0.15,102399,165579,2.69,0.0389,0.1072,0,75060,0.618429873
359,600025,Q2 2020,0.09,109223,164623,2.53,0.0179,0.0009,0,68220,0.663473512
360,600025,Q1 2020,0,108698,165413,3.05,0.0257,0.0547,0,65520,0.657130939
361,600026,Q3 2024,0.17,36367,75187,7.54,0.057,0.1496,0.0381,66156,0.48368734
362,600026,Q2 2024,0.29,36984,75407,7.45,0.0533,0.1404,0,66472,0.490458446
363,600026,Q1 2024,0.26,34179,72799,7.49,0.032,-0.0375,0.0298,68178,0.469498207
364,600026,Q4 2023,-0.08,34980,72084,7.21,0.037,0.1096,0,51201,0.485267188
