,Company code,Company Name,Sector,Industry,Year,EPS,BVPS,ROA,ROE,DIV,P/E Ratio,DAR,MB,DY,Market Cap,Total Assets,Year End Price
230,600439.SS,REBECCA,Consumer Defensive,Household & Personal Products,2021,0.0532,2.461899795,0.012508003,1.725091813,0.0,56.30952075,0.357000203,1.2168109,0.0,3391064574.0,4813393361.0,2.995666504
231,600444.SS,SINOMACH GENERAL,Industrials,Building Products & Equipment,2021,0.33,4.35558156,0.03937442,1.937443932,0.15,61.61752181,0.023112699,4.66844253,0.007376886,2977313057.0,1235610609.0,20.3337822
232,600446.SS,KINGDOM,Technology,Software - Application,2021,0.2714,3.733176882,0.037868898,1.764356777,0.076,52.18872008,0.133593217,3.79409256,0.005365709,13403056843.0,6584821343.0,14.16401863
233,600449.SS,NINGXIA BUILDING MATERIALS,Basic Materials,Building Materials,2021,1.68,14.13531154,0.086607199,1.269831628,0.67,6.555547601,0.042887447,0.779135284,0.060835425,5266360268.0,9251453300.0,11.01331997
234,600452.SS,FULING ELEC POWER,Utilities,Utilities - Regulated Electric,2021,0.327381,2.672800264,0.0804904,1.530295359,0.077948,29.17164243,0.05168256,3.573122017,0.008161888,14674328334.0,6284715843.0,9.55024147
235,600456.SS,BAO TITANIUM,Basic Materials,Other Industrial Metals & Mining,2021,1.1825,12.63852214,0.047656184,1.813597574,1.05,58.02259385,0.194882124,5.428776916,0.015303509,32781167934.0,11756706146.0,68.61171722
236,600458.SS,TIMES NEW MATERIAL,Basic Materials,Chemicals,2021,0.23,5.871059131,0.01113368,3.266708492,0.125,57.93273345,0.118781686,2.269527252,0.009381195,10985381033.0,16296608564.0,13.32452869
237,600459.SS,SPM,Basic Materials,Other Precious Metals & Mining,2021,0.58,4.918613474,0.028461149,2.918143677,0.165094,39.49141009,0.451099063,4.656803787,0.007207766,17424464966.0,11629705461.0,22.90501785
238,600460.SS,SILAN MICROELEC,Technology,Semiconductors,2021,1.13,3.852299899,0.10992943,1.942211124,0.016,47.72235904,0.25088774,13.99845992,0.000296701,89737081854.0,13806362735.0,53.92626572
239,600461.SS,HONGCHENG ENVIRONMENT,Utilities,Utilities - Regulated Water,2021,0.99,5.567953345,0.047418213,2.699333627,0.421,7.046076264,0.364809084,1.252815006,0.060353097,8876261569.0,21540571572.0,6.975615501
240,600467.SS,HOMEY,Consumer Defensive,Farm Products,2021,0.045,2.267979282,0.009844919,2.021130321,0.013,62.22582923,0.40248826,1.234650747,0.004642588,4091009007.0,6721854624.0,2.800162315
241,600468.SS,BENEFO ELEC,Industrials,Electrical Equipment & Parts,2021,0.0963,1.736170971,0.028562226,1.775132441,0.031,52.17656663,0.083972282,2.894071753,0.006169641,5465462227.0,3666172707.0,5.024603367
242,600469.SS,AEOLUS,Consumer Cyclical,Auto Parts,2021,-0.15,3.687067385,-0.014508864,2.793926467,0.06,-31.29040082,0.216049217,1.272979209,0.012783473,3423722163.0,7514363079.0,4.693560123
243,600475.SS,HUAGUANG ENVIRONMENT ENERGY,Industrials,Specialty Industrial Machinery,2021,0.8164,7.612978493,0.038408934,2.310715264,0.207101,9.849511894,0.214234012,1.056241196,0.025755174,7687058013.0,19666098021.0,8.04114151
244,600477.SS,HXSS,Basic Materials,Steel,2021,0.191,1.816008026,0.035017217,2.536009452,0.105,20.49185593,0.219422927,2.155246248,0.026827156,9272016999.0,11754105426.0,3.913944483
245,600478.SS,CORUN,Industrials,Electrical Equipment & Parts,2021,0.026,1.566719494,0.006665885,2.069124124,0.0,273.072041,0.224534322,4.531681066,0.0,11825122359.0,6328000457.0,7.099873066
246,600479.SS,QIANJIN PHARM,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.7218,5.071699211,0.074395426,1.503831023,1.0,15.37242534,0.036679202,2.187790748,0.090124056,4704592867.0,4060240974.0,11.09581661
247,600480.SS,LINGYUN,Consumer Cyclical,Auto Parts,2021,0.36,5.137415559,0.016512766,2.498045435,0.131,25.89780755,0.267346558,1.814766707,0.014050953,8768460883.0,16656475667.0,9.323210716
248,600481.SS,SHUANGLIANG ECO-ENERGY,Industrials,Specialty Industrial Machinery,2021,0.19,1.286177938,0.034493239,3.657371365,0.02,49.6607931,0.166226972,7.33611611,0.002119643,17650896568.0,8991009380.0,9.43555069
249,600482.SS,CHINA POWER,Industrials,Specialty Industrial Machinery,2021,0.29,17.82213725,0.008230361,1.705659412,0.076,67.06692926,0.081567235,1.091306234,0.003907574,43794623080.0,77145856028.0,19.44940948
250,600483.SS,FUNENG,Utilities,Utilities - Diversified,2021,0.561538,6.399927726,0.030803373,2.032971385,0.207692,20.44705125,0.432662567,1.794050926,0.018088807,31921001435.0,44125493607.0,11.48179626
251,600486.SS,YANGNONG CHEM,Basic Materials,Agricultural Inputs,2021,3.033077,17.07361565,0.093269269,1.886102719,0.5,31.90913379,0.084338813,5.66856264,0.005166204,39360331679.0,13102131795.0,96.7828598
252,600487.SS,HENGTONG OPTIC-ELECTRIC,Technology,Communication Equipment,2021,0.61,8.41980665,0.027380349,2.128084654,0.06,24.31329821,0.253983763,1.761455165,0.00404555,36584348439.0,52457392498.0,14.83111191
253,600488.SS,TJPC,Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.045,2.741141757,0.007670276,1.662365062,0.01,99.13347032,0.221826007,1.627426292,0.002241647,4870928235.0,6345015010.0,4.461006165
254,600489.SS,ZHONGJIN GOLD,Basic Materials,Gold,2021,0.35,5.125325391,0.035645403,1.769233153,0.1604,21.71703475,0.301712598,1.48302041,0.021102592,36844218560.0,47631293984.0,7.600962162
255,600493.SS,FYNEX TEXTILE,Consumer Cyclical,Textile Manufacturing,2021,0.2691,3.071513935,0.034643284,2.52894314,0.04,21.70106993,0.297898486,1.90126369,0.006849599,1588414154.0,2112810074.0,5.839757919
257,600496.SS,JINGGONG STEEL BUILDING,Industrials,Engineering & Construction,2021,0.34,3.735543455,0.037414703,2.429404618,0.03,12.02006621,0.121536916,1.094036934,0.007340666,8226324096.0,18356609301.0,4.08682251
258,600497.SS,CHIHONG ZINC AND GERMANIUM,Basic Materials,Other Industrial Metals & Mining,2021,0.1148,2.9113367,0.020441515,1.662472406,0.05,40.44281481,0.284041286,1.594743452,0.010769282,23638020641.0,28589723522.0,4.64283514
259,600498.SS,FIBERHOME TELCOM,Technology,Communication Equipment,2021,0.25,9.906951559,0.007958258,2.875227903,0.08,70.51691437,0.155972278,1.779480649,0.004537918,20881116662.0,36266429384.0,17.62922859
260,600499.SS,KEDA INDUSTRIAL,Industrials,Specialty Industrial Machinery,2021,0.534,3.572585572,0.06237895,2.016581057,0.1,41.52284758,0.184054224,6.206485516,0.004509949,42525093807.0,16123344350.0,22.17320061
261,600500.SS,SINOCHEN INT'L,Industrials,Conglomerates,2021,0.77,3.407413543,0.037170915,2.911945171,0.04,10.69130216,0.349697518,2.415997519,0.004858908,29541782235.0,57941725095.0,8.232302666
262,600501.SS,AEROSUN ,Consumer Cyclical,Auto Parts,2021,0.16,5.057183459,0.011253397,2.455584376,0.0,87.14933395,0.106602688,2.757244926,0.0,6014405499.0,5904733351.0,13.94389343
263,600502.SS,ANHUI CONS ENGINEERING,Industrials,Engineering & Construction,2021,0.64,6.517518988,0.008636731,6.457839372,0.2,5.65011017,0.349744767,0.554823164,0.055308656,6207093684.0,126876000000.0,3.616070509
264,600503.SS,DELUXE FAMILY,Real Estate,Real Estate - Development,2021,0.0601,2.315453247,0.019071568,1.369797423,0.005,53.38006726,0.067941673,1.385535228,0.001558534,5140374067.0,5049755776.0,3.208142042
265,600505.SS,XICHANG POWER,Utilities,Utilities - Regulated Electric,2021,0.1167,3.366585151,0.009652278,3.021068488,0.03,89.21228522,0.443647467,3.092473001,0.002881547,3795533983.0,4406058779.0,10.41107368
266,600507.SS,FANGDA SPECIAL STEEL,Basic Materials,Steel,2021,1.27,4.09259423,0.13586808,2.050653525,1.1,5.21774292,0.139579733,1.619152336,0.165999311,15328430304.0,20107525359.0,6.626533508
267,600508.SS,SH ENERGY,Energy,Thermal Coal,2021,0.52,14.50868894,0.021112039,1.681784921,0.278,19.44990708,0.125139792,0.697096183,0.027486783,7309535094.0,17704626722.0,10.11395168
268,600509.SS,TIANFU ENERGY,Utilities,Utilities - Diversified,2021,-0.0389,4.292897717,-0.002055697,3.375499647,0.013,-159.6655637,0.469686534,1.446806059,0.002093064,8536385246.0,21808024100.0,6.210990429
269,600510.SS,BLACK PEONY,Consumer Cyclical,Textile Manufacturing,2021,0.64,9.082172484,0.019024537,3.244481645,0.23,10.60447991,0.251240944,0.747273535,0.033888979,7004250605.0,34827583943.0,6.786867142
270,600511.SS,CHINA NATIONAL MEDICINE,Healthcare,Medical Distribution,2021,2.3248,16.9382632,0.06262337,1.951177162,0.55,12.62295353,0.025466976,1.732517792,0.018742008,22141525395.0,28010057725.0,29.34584236
271,600512.SS,TENGDA CONS,Industrials,Engineering & Construction,2021,0.51,3.777696097,0.070951471,1.953575015,0.05,6.284676814,0.0002909,0.848449714,0.015599723,5124770474.0,11562696187.0,3.205185175
272,600513.SS,"Jiangsu Lianhuan Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.41,4.057063088,0.050466937,1.838353811,0.108,22.54260924,0.215790956,2.27811833,0.011685188,2638318456.0,2354796481.0,9.242469788
273,600516.SS,"FangDa Carbon New Material Co.,Ltd",Technology,Electronic Components,2021,0.29,3.66736174,0.058617425,1.17472736,0.5,37.02471503,0.035957104,2.927763368,0.046567217,43227512811.0,18502948254.0,10.73716736
274,600517.SS,"State Grid Yingda Co.,Ltd.",Industrials,Electrical Equipment & Parts,2021,0.214,3.206923989,0.027253483,2.100195695,0.062,32.56833442,0.23045194,2.173304883,0.008895746,39855373737.0,44908856477.0,6.969623566
275,600519.SS,"Kweichow Moutai Co., Ltd.",Consumer Defensive,Beverages - Wineries & Distilleries,2021,41.76,150.8831225,0.205590451,1.295549479,19.293,45.03940275,0.001570674,12.46557884,0.010257621,2362720000000.0,255168000000.0,1880.845459
276,600521.SS,"Zhejiang Huahai Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.34,4.471653444,0.031518695,2.282671926,0.2,61.8735089,0.364262426,4.704522229,0.009507062,30856218546.0,15468124894.0,21.03699303
277,600522.SS,"Jiangsu Zhongtian Technology Co., Ltd.",Industrials,Electrical Equipment & Parts,2021,0.06,7.990923784,0.003952952,1.641543072,0.1,275.4858017,0.118201777,2.068490271,0.006049919,56413156279.0,46089903940.0,16.5291481
278,600523.SS,"Guizhou Guihang Automotive Components Co.,Ltd",Consumer Cyclical,Auto Parts,2021,0.38,6.744785937,0.046039535,1.177436768,0.2,62.62016296,0.001324317,3.528008472,0.008404893,9620848059.0,3320957434.0,23.79566193
279,600527.SS,"Jiangsu Jiangnan High Polymer Fiber Co.,Ltd",Basic Materials,Chemicals,2021,0.059,1.377066833,0.040590267,1.059641298,0.1,36.41061055,0.00337582,1.56000128,0.046550037,3720211897.0,2526978801.0,2.148226023
280,600528.SS,China Railway Hi-tech Industry Corporation Limited,Industrials,Engineering & Construction,2021,0.78,10.21071473,0.037748079,2.114136416,0.141,10.04887972,0.014607704,0.767637369,0.017988993,17412789848.0,49176633261.0,7.838126183
282,600531.SS,"Henan Yuguang Gold&Lead Co.,Ltd.",Basic Materials,Other Industrial Metals & Mining,2021,0.37,3.726664273,0.029841398,3.29648723,0.086,15.25882386,0.513776557,1.514964702,0.015232657,6155238646.0,13399864257.0,5.645764828
283,600533.SS,"Nanjing Chixia Development Co.,Ltd.",Real Estate,Real Estate - Development,2021,0.35,4.227768389,0.015967836,5.128183785,0.1,8.267983028,0.364892614,0.684473177,0.034556709,3038483763.0,23154403552.0,2.89379406
284,600535.SS,"Tasly Pharmaceutical Group Co., Ltd",Healthcare,Drug Manufacturers - Specialty & Generic,2021,1.57,8.689155586,0.142602342,1.242444361,0.33,9.146309506,0.10238334,1.652600852,0.022980972,21452681977.0,16541558453.0,14.35970592
285,600536.SS,China National Software & Service Company Limited,Technology,Software - Application,2021,0.115385,2.851012985,0.006921959,3.296417578,0.024852,255.6269352,0.112044167,10.34562595,0.000842569,25076200594.0,10919128452.0,29.49551392
286,600546.SS,"Shanxi Coal International Energy Group Co.,Ltd",Energy,Thermal Coal,2021,2.49,5.967101537,0.107396416,3.201574857,0.066,2.529312999,0.27024767,1.05545202,0.010479535,12485512205.0,45976753517.0,6.297989368
287,600547.SS,"Shandong Gold Mining Co., Ltd.",Basic Materials,Gold,2021,-0.09,8.084186282,-0.002473417,2.46380352,0.05,-206.3273536,0.164294076,2.29701063,0.002692593,67118204401.0,78307585716.0,18.56946182
288,600548.SS,Shenzhen Expressway Corporation Limited,Industrials,Infrastructure Operations,2021,1.113,17.83375754,0.036140262,2.29302357,0.43,7.57892948,0.367588268,0.472998946,0.050975961,12090132095.0,72304935167.0,8.435348511
289,600549.SS,"Xiamen Tungsten Co.,Ltd.",Basic Materials,Other Industrial Metals & Mining,2021,0.8384,5.849565679,0.035829046,2.520372172,0.15,25.58724343,0.294592085,3.667339777,0.006992243,34059458942.0,32902374255.0,21.45234489
290,600551.SS,"Time Publishing and Media Co., Ltd.",Communication Services,Publishing,2021,0.529857,7.361863059,0.048397423,1.466205824,0.208572,9.605111269,0.013192875,0.6913108,0.040982168,3450849221.0,7423494488.0,5.089335442
291,600552.SS,"Triumph Science & Technology Co.,Ltd",Industrials,Building Products & Equipment,2021,0.2817,3.315803658,0.025288864,2.484436262,0.05,40.67874268,0.328431026,3.455934969,0.004363306,10824441972.0,8508520106.0,11.45920181
292,600556.SS,"Inmyshow Digital Technology(Group)Co.,Ltd.",Communication Services,Advertising Agencies,2021,0.2,2.006070205,0.070815851,1.382831101,0.0164,61.24079704,0.036023066,6.105548737,0.001338977,22141610367.0,5002922235.0,12.24815941
293,600557.SS,"Jiangsu Kanion Pharmaceutical Co.,Ltd.",Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.56,7.398410523,0.053263976,1.345494203,0.0,21.13475118,0.038966309,1.599730189,0.0,6885835413.0,6018019236.0,11.83546066
294,600558.SS,"Atlantic China Welding Consumables, Inc.",Industrials,Specialty Industrial Machinery,2021,0.0862,2.383245075,0.024546474,1.35739957,0.04,41.47713533,0.098165786,1.500193624,0.011187781,3209233217.0,3153022790.0,3.575329065
295,600559.SS,"Hebei Hengshui Laobaigan Liquor Co., Ltd.",Consumer Defensive,Beverages - Wineries & Distilleries,2021,0.43,4.071632456,0.051177101,2.041900908,0.15,62.47838043,0.030900367,6.598263441,0.005583327,24575321970.0,7605087716.0,26.86570358
296,600562.SS,"Glarun Technology Co.,Ltd",Technology,Communication Equipment,2021,0.42,3.795151717,0.072911946,1.527401192,0.113,42.53803435,0.024217904,4.707578447,0.006324872,22187038429.0,7213270798.0,17.86597443
297,600563.SS,"Xiamen Faratronic Co., Ltd.",Technology,Electronic Components,2021,3.69,15.26070745,0.178951838,1.328626875,1.3,60.21870352,0.008946851,14.56072838,0.0058504,49996578598.0,4641578780.0,222.207016
298,600566.SS,"Hubei Jumpcan Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - Specialty & Generic,2021,1.94,9.891329977,0.141717148,1.328547988,0.45,13.26842062,0.051942588,2.602353381,0.017482018,23725339341.0,12131036778.0,25.74073601
299,600567.SS,"Shanying International Holdings Co.,Ltd",Basic Materials,Paper & Paper Products,2021,0.34,3.018962614,0.029150598,2.841389744,0.04,9.233713851,0.512840219,1.039914405,0.012741034,17176722409.0,51994492093.0,3.139462709
300,600570.SS,Hundsun Technologies Inc.,Technology,Software - Application,2021,0.77,3.006657879,0.121154805,1.943569457,0.054945,61.2991878,0.048367685,15.69861837,0.00116408,89404119061.0,12079908313.0,47.2003746
301,600571.SS,"Sunyard Technology Co.,Ltd",Technology,Software - Infrastructure,2021,0.66,2.663673024,0.146505509,1.467502159,0.22,17.5219767,0.001929589,4.341563143,0.019023729,5392736852.0,1985241405.0,11.56450462
302,600572.SS,"Zhejiang CONBA Pharmaceutical Co.,Ltd.",Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.78,2.801836104,0.178945015,1.476678649,0.0,5.821825908,0.132304981,1.620731563,0.0,11670614146.0,11274207369.0,4.541024208
304,600575.SS,"Huaihe Energy (Group) Co.,Ltd",Industrials,Integrated Freight & Logistics,2021,0.11,2.5383552,0.023693757,1.634079197,0.0,21.14339308,0.200147293,0.916252083,0.0,9038559434.0,18421172145.0,2.325773239
305,600577.SS,"Tongling Jingda Special Magnet Wire Co., Ltd.",Industrials,Electrical Equipment & Parts,2021,0.28,2.115811465,0.054207473,2.140771596,0.02,24.69495194,0.286172576,3.2680542,0.002892436,14580649911.0,10130326509.0,6.914586544
306,600578.SS,"Beijing Jingneng Power Co., Ltd.",Utilities,Utilities - Independent Power Producers,2021,-0.47,3.225154592,-0.037717962,3.143917706,0.12,-6.688162114,0.517249829,0.974662176,0.038174785,21044111312.0,82625624107.0,3.143436193
307,600580.SS,"Wolong Electric Group Co.,Ltd.",Industrials,Electrical Equipment & Parts,2021,0.7593,6.296050453,0.044874945,2.447536854,0.15,23.37561378,0.286219084,2.819085342,0.008451131,23120337829.0,22012647245.0,17.74910355
308,600582.SS,Tiandi Science & Technology Co.Ltd,Industrials,Farm & Heavy Construction Machinery,2021,0.39,4.591037958,0.038424295,1.784745558,0.15,10.03070306,0.013764457,0.852089272,0.038343811,16190057082.0,42157878552.0,3.911974192
309,600583.SS,"Offshore Oil Engineering Co.,Ltd",Energy,Oil & Gas Equipment & Services,2021,0.08,5.143682112,0.010671094,1.522709166,0.07,54.34092879,0.019613774,0.845167763,0.016102044,19220865271.0,34654263800.0,4.347274303
310,600584.SS,"JCET Group Co., Ltd.",Technology,Semiconductors,2021,1.72,11.73075541,0.079752633,1.766624839,0.05,17.72784965,0.203914503,2.599312689,0.00163978,54562514744.0,37098618886.0,30.4919014
311,600585.SS,Anhui Conch Cement Company Limited,Basic Materials,Building Materials,2021,6.28,45.93079423,0.144292941,1.201705085,2.12,5.445702668,0.05163452,0.744576995,0.061990094,136786000000.0,230556000000.0,34.19901276
312,600586.SS,"Shandong Jinjing Science & Technology Stock Co.,Ltd",Basic Materials,Specialty Chemicals,2021,0.92,3.843858848,0.120790984,1.94746344,0.03,9.495114244,0.165631401,2.272587379,0.00343426,12481028047.0,10824415791.0,8.735505104
313,600587.SS,"Shinva Medical Instrument Co.,Ltd.",Healthcare,Medical Devices,2021,1.053846,8.101025815,0.047916211,2.204431795,0.076923,29.43705745,0.102160738,3.829407035,0.002479617,18820441395.0,11613893656.0,31.02212524
314,600588.SS,"Yonyou Network Technology Co.,Ltd.",Technology,Software - Application,2021,0.22,2.044909447,0.040841875,2.186327891,0.2,161.7308703,0.188664518,17.3996905,0.00562101,121580000000.0,17329343770.0,35.58079147
315,600592.SS,"Fujian Longxi Bearing (Group) Co., Ltd",Industrials,Specialty Industrial Machinery,2021,0.75,5.723311173,0.08638585,1.505624617,0.113,13.38626862,0.080838077,1.754177112,0.011255315,4011402717.0,3451512498.0,10.03970146
316,600594.SS,"Guizhou Yibai Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers - Specialty & Generic,2021,0.308,4.20714708,0.049777402,1.444118107,0.13,25.83950835,0.184379684,1.891678238,0.016334596,6302605143.0,4897244473.0,7.958568573
317,600596.SS,"Zhejiang Xinan Chemical Industrial Group Co.,Ltd",Basic Materials,Agricultural Inputs,2021,2.33,6.626741682,0.154336458,1.74876559,0.178571,6.881884956,0.12511744,2.419709824,0.011136471,21640555211.0,17199341507.0,16.03479195
318,600597.SS,"Bright Dairy & Food Co.,Ltd",Consumer Defensive,Packaged Foods,2021,0.48,5.702452173,0.025259151,2.265322894,0.16,28.80718311,0.175134962,2.424824877,0.011571188,19060722316.0,23450401026.0,13.82744789
319,600598.SS,Heilongjiang Agriculture Company Limited,Consumer Defensive,Farm Products,2021,0.433,3.89190734,0.095928207,1.196436815,0.4,30.71472441,0.000538412,3.417212823,0.030076374,23642211909.0,8029006028.0,13.29947567
320,600600.SS,Tsingtao Brewery Company Limited,Consumer Defensive,Beverages - Brewers,2021,2.328,32.4368021,0.067767444,1.956947488,0.75,40.13187369,0.008740578,2.88027783,0.008027658,66251703041.0,46563004491.0,93.42700195
321,600602.SS,INESA Intelligent Tech Inc.,Technology,Software - Infrastructure,2021,0.188,4.145136698,0.037031393,1.480424153,0.055,34.07592976,0.044257687,1.545491805,0.008585333,6882261218.0,6931923106.0,6.406274796
322,600604.SS,"Shanghai Shibei Hi-Tech Co.,Ltd.",Real Estate,Real Estate Services,2021,0.06,4.64245173,0.005435667,2.504545447,0.012,89.29262161,0.476523445,1.154036188,0.002239827,7540493932.0,21158502440.0,5.357557297
323,600605.SS,"Shanghai Huitong Energy Co.,Ltd",Industrials,Specialty Industrial Machinery,2021,0.292,5.435040111,0.029197427,1.82238163,0.072857,31.01838452,0.197720405,1.666476805,0.008043948,1868372043.0,2064133429.0,9.057368279
324,600611.SS,"Dazhong Transportation (Group) Co., Ltd.",Industrials,Trucking,2021,0.14,6.176416781,0.017027087,1.89132222,0.0,24.14821727,0.206241325,0.54736436,0.0,5285194959.0,19289640996.0,3.380750418
325,600612.SS,"Lao Feng Xiang Co., Ltd.",Consumer Cyclical,Luxury Goods,2021,3.5868,28.98405995,0.084234265,2.051347779,1.25,11.61727722,0.428624854,1.437647107,0.029998428,13213609673.0,22274857486.0,41.66884995
326,600613.SS,"Shanghai Shenqi Pharmaceutical Investment Management Co., Ltd.",Healthcare,Drug Manufacturers - General,2021,0.13,4.89085349,0.022109622,1.316174849,0.0,46.96379075,0.099169159,1.248308257,0.0,2926388944.0,3148970121.0,6.105292797
327,600615.SS,"Chongqing Fenghwa Group Co., Ltd.",Industrials,Metal Fabrication,2021,-0.015,3.351556394,-0.003941012,1.134821685,0.0,-585.4795456,0.014178367,2.62033281,0.0,1651236674.0,719773655.4,8.782193184
328,600616.SS,Shanghai Jinfeng Wine Company Limited,Consumer Defensive,Beverages - Wineries & Distilleries,2021,-0.02,2.875101421,-0.005656559,1.187610433,0.03,-353.412199,0.033912786,2.458432919,0.004244336,4728690508.0,2270956082.0,7.06824398
329,600617.SS,Shanxi Guoxin Energy Corporation Limited,Energy,Oil & Gas Midstream,2021,0.021429,2.024168218,0.001396481,7.679069992,0.0,132.6524303,0.73300418,1.404334335,0.0,5047165766.0,32482875024.0,2.842608929
330,600618.SS,"Shanghai Chlor-Alkali Chemical Co., Ltd.",Basic Materials,Chemicals,2021,1.5321,9.154987274,0.190496187,1.309241237,0.055,7.379205815,0.089619744,1.234920475,0.004864811,8477452012.0,9300488422.0,11.30568123
331,600619.SS,"Shanghai Highly (Group) Co., Ltd.",Industrials,Specialty Industrial Machinery,2021,0.34,7.888598225,0.015307986,2.759397708,0.15,23.32815843,0.214042337,1.005447817,0.018911757,6259399617.0,21095414588.0,7.931573868
333,600621.SS,"Shanghai Chinafortune Co., Ltd.",Financial Services,Financial Conglomerates,2021,0.47,6.824547937,0.01444758,4.652554047,0.141,28.54178205,0.367025782,1.965644859,0.010510906,14231588564.0,34242267064.0,13.41463757
334,600623.SS,Shanghai Huayi Group Corporation Limited,Basic Materials,Chemicals,2021,1.39,11.36884928,0.056395006,2.119359517,0.06,5.906352036,0.137578156,0.722133712,0.007308313,15503030822.0,52623928353.0,8.20982933
335,600628.SS,"Shanghai New World Co., Ltd",Consumer Cyclical,Department Stores,2021,0.11,6.731066595,0.011366171,1.402063873,0.055,69.28309094,0.13712197,1.132233636,0.007216768,4929925001.0,6111006686.0,7.621140003
336,600629.SS,Arcplus Group PLC,Industrials,Engineering & Construction,2021,0.44,3.353045677,0.02439753,3.723850373,0.038194,11.84920289,0.086842601,1.554899568,0.007325771,5060138751.0,13425810472.0,5.213649273
337,600630.SS,Shanghai Dragon Corporation,Consumer Cyclical,Textile Manufacturing,2021,-0.72,2.869144141,-0.128575648,1.909950273,0.0,-7.765842809,0.254603065,1.948806525,0.0,2375576375.0,2369031122.0,5.591406822
338,600633.SS,"Zhejiang Daily Digital Culture Group Co.,Ltd",Communication Services,Internet Content & Information,2021,0.41,7.039391897,0.043392927,1.225754353,0.08,20.60918575,0.089340509,1.200354559,0.009467718,10714895109.0,11905751981.0,8.449766159
339,600635.SS,"Shanghai Dazhong Public Utilities(Group) Co.,Ltd.",Utilities,Utilities - Regulated Gas,2021,0.1,3.603343604,0.012600493,2.40360156,0.055,36.60695791,0.362145972,1.01591638,0.015024466,8854453963.0,24074948289.0,3.660695791
340,600636.SS,"China Reform Culture Holdings Co., Ltd.",Basic Materials,Chemicals,2021,-0.9573,5.856982052,-0.15528211,1.072490902,0.11,-11.02332049,0.002077852,1.801717097,0.010423947,4628771557.0,2755324568.0,10.5526247
341,600637.SS,"Oriental Pearl Group Co.,Ltd.",Communication Services,Internet Content & Information,2021,0.5501,8.93767081,0.042588793,1.232799642,0.27,15.72880089,0.029751811,0.968083693,0.031205167,29088548780.0,43680817947.0,8.652413368
342,600638.SS,"Shanghai New Huang Pu Industrial Group Co., Ltd.",Real Estate,Real Estate - Development,2021,0.1633,6.479092171,0.005127689,4.740139718,0.12,34.32430085,0.123492022,0.865114769,0.021408851,3774496758.0,21441169625.0,5.605158329
343,600639.SS,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd",Real Estate,Real Estate - Development,2021,1.446,14.51267237,0.048785857,2.658684966,0.3,7.688276995,0.256291584,0.766037312,0.026985094,9452295954.0,33267839283.0,11.11724854
344,600640.SS,"New Guomai Digital Culture Co., Ltd.",Communication Services,Telecom Services,2021,-0.4493,5.214908904,-0.059695575,1.291547708,0.004,-33.93468044,0.003730704,2.923704364,0.000262349,12131859086.0,5989177645.0,15.24685192
345,600641.SS,"Shanghai Wanye Enterprises Co.,Ltd",Real Estate,Real Estate - Development,2021,0.4135,8.182907357,0.0410738,1.201282253,0.105,78.89666667,0.010958813,3.98681914,0.003218512,30360661149.0,9166819576.0,32.62377167
346,600642.SS,Shenergy Company Limited,Utilities,Utilities - Diversified,2021,0.313,6.280211599,0.017157629,2.329831546,0.28,21.22813063,0.33624921,1.057990608,0.042140719,32518317114.0,89530551048.0,6.644404888
347,600643.SS,"Shanghai Aj Group Co.,Ltd",Financial Services,Asset Management,2021,0.71,7.771559822,0.042594236,2.183679513,0.26,8.976460175,0.475768521,0.820078192,0.040795277,10153729516.0,27049567372.0,6.373286724
348,600648.SS,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",Industrials,Specialty Business Services,2021,0.83,12.50441329,0.021738216,3.601941885,0.2,13.92737469,0.384395893,0.924451289,0.017301456,10805934707.0,43108820895.0,11.55972099
349,600649.SS,"Shanghai Chengtou Holding Co.,Ltd",Real Estate,Real Estate - Development,2021,0.36,8.054484084,0.013229625,3.0948224,0.092,10.65050496,0.44741367,0.476030711,0.023994689,9698869684.0,68901650022.0,3.834181786
350,600650.SS,"Shanghai Jin Jiang Online Network Service Co., Ltd.",Industrials,Trucking,2021,0.237,9.116017053,0.025197572,1.30376424,0.132,38.79106095,0.036107445,1.008497614,0.014357999,3590606113.0,5179092011.0,9.193481445
351,600655.SS,"Shanghai Yuyuan Tourist Mart (Group) Co., Ltd.",Consumer Cyclical,Department Stores,2021,0.972,8.806072444,0.028440941,3.171024428,0.33,9.392622567,0.355368047,1.036742452,0.036146047,35553789652.0,132505000000.0,9.129629135
352,600657.SS,"Cinda Real Estate Co., Ltd.",Real Estate,Real Estate Services,2021,0.29,8.367698637,0.009379139,3.526697263,0.0,12.60038902,0.385360767,0.436692689,0.0,10421091023.0,86921743163.0,3.654112816
