Comp_data,Year,Quarter,EPS,BVPS,ROA,ROE,P/E Ratio,DAR,MB,DY,DIV,Market Cap,Total Assets,Stock Price,Time,SIZE
CEO,2024,1,70.24066374,11622.11319,0.018367947,0.030306512,47.9902444,0.307068073,1.514354552,0.056818182,1.239204545,9060000000000.0,9060000000000.0,21.81,2024-03-31,29.834890235983437
CEO,2024,2,81.38064204,11129.40501,0.017694232,0.027467542,48.60679716,0.30333051,1.356766151,0.066225166,1.040397352,8160000000000.0,9020000000000.0,15.71,2024-06-30,29.830465450003082
CEO,2024,3,81.81205384,11205.60633,0.018732765,0.028453807,41.15184847,0.293005196,1.160133563,0.076923077,1.23076923,7030000000000.0,8950000000000.0,16.0,2024-09-30,29.822674648215312
CEO,2023,1,111.7435439,12793.82203,0.037485859,0.085764854,19.49713726,0.432562153,1.610152146,0.0,0.0,5300000000000.0,6590000000000.0,15.45,2023-03-31,29.516574464442964
CEO,2023,2,78.86798114,11474.77155,0.04020624,0.088144185,22.91164498,0.454600928,1.795242712,0.048543689,0.822815534,10600000000000.0,6920000000000.0,16.95,2023-06-30,29.565436885558125
CEO,2023,3,72.5280635,11492.49506,0.039208251,0.074705447,22.99111135,0.334170365,1.914292752,0.045454546,0.922272728,11300000000000.0,9540000000000.0,20.29,2023-09-30,29.886514601388743
CEO,2023,4,90.10349067,11557.06681,0.018290646,0.032722519,55.71624429,0.338221658,1.946860772,0.044444444,0.960888888,11600000000000.0,9420000000000.0,21.62,2023-12-31,29.87385620451682
CEO,2022,1,136.5936533,11792.37572,0.02082501,0.043166072,50.46865623,0.49715412,2.44225597,0.0,0.0,7410000000000.0,7080000000000.0,46.93,2022-03-31,29.588295023634178
CEO,2022,2,104.1057127,11845.97492,0.034833019,0.072139645,16.09458172,0.533045633,1.316903008,0.0,0.0,4010000000000.0,7510000000000.0,18.73,2022-06-30,29.647256581704593
CEO,2022,3,108.2404598,11950.71172,0.042270362,0.088049495,16.27431406,0.547591679,1.648437386,0.0,0.0,5070000000000.0,7850000000000.0,15.45,2022-09-30,29.691534647722865
CEO,2022,4,732.4756517,12693.32317,0.03953175,0.076902703,21.31373691,0.473245264,1.819854398,0.0,0.0,5940000000000.0,7060000000000.0,12.68,2022-12-31,29.585466167433697
CEO,2021,1,-72.08349278,11235.5087,-0.012459425,-0.026809756,-21.73568047,0.525523395,0.703127932,0.0,0.0,2030000000000.0,7200000000000.0,8.76,2021-03-31,29.605102141950557
CEO,2021,2,-294.5133689,10937.74621,-0.014467063,-0.030890265,-26.26111091,0.535684611,0.987406345,0.0,0.0,2780000000000.0,7080000000000.0,7.05,2021-06-30,29.588295023634178
CEO,2021,3,-132.9857308,10801.80224,-0.02172345,-0.046615126,-94.99934861,0.539526712,5.332443486,0.0,0.0,14800000000000.0,7010000000000.0,7.33,2021-09-30,29.578358816975047
CEO,2021,4,861.5566615,11660.1976,0.012858688,0.026649816,113.8203079,0.497978661,3.533387804,0.0,0.0,10600000000000.0,7040000000000.0,50.49,2021-12-31,29.5826292860985
CEO,2020,1,30.37880131,11601.17963,0.046086524,0.112657115,4.207200118,0.541757634,0.58614729,0.0,0.0,1750000000000.0,7960000000000.0,4.27,2020-03-31,29.70545011578484
CEO,2020,2,-246.7165505,11354.61598,0.011872012,0.026635535,18.91960096,0.549083414,0.616489365,0.0,0.0,1800000000000.0,7840000000000.0,5.2,2020-06-30,29.690259950290866
CEO,2020,3,62.07971746,11416.6957,0.009188853,0.020034421,31.76514037,0.530135922,0.779560061,0.0,0.0,2290000000000.0,7540000000000.0,5.2,2020-09-30,29.65124329794841
CEO,2020,4,-106.7373544,11309.95835,-0.00868004,-0.018860884,-38.6980021,0.535329409,0.89301832,0.0,0.0,2600000000000.0,7440000000000.0,8.9,2020-12-31,29.637891964773548
HUT,2024,1,29.15932964,9552.490513,0.002896169,0.008910259,180.7784229,0.570317272,1.852919925,0.0,0.0,15800000000000.0,26400000000000.0,19.4,2024-03-31,30.90438512608082
HUT,2024,2,4.649306405,9589.313792,0.002143142,0.006677025,232.1094728,0.573186766,1.710237078,0.0,0.0,14600000000000.0,27300000000000.0,17.0,2024-06-30,30.937907818119463
HUT,2024,3,19.97864461,9813.228474,0.002468893,0.007828001,210.2254148,0.565598339,1.610071552,0.0,0.0,14100000000000.0,28100000000000.0,16.5,2024-09-30,30.966790692268248
HUT,2023,1,2.662371604,11154.89066,0.004413893,0.013002942,137.03241,0.666020241,1.792935549,0.0,0.0,6970000000000.0,11600000000000.0,15.8,2023-03-31,30.082026214040866
HUT,2023,2,14.25210211,4371.704999,0.004337919,0.012915547,192.0261006,0.66695259,5.375477075,0.0,0.0,21000000000000.0,11700000000000.0,19.3,2023-06-30,30.09060995773226
HUT,2023,3,8.281773129,9426.086883,0.003197735,0.009550887,165.6637443,0.552717714,2.142988947,0.0,0.0,18000000000000.0,25100000000000.0,24.5,2023-09-30,30.853888962066286
HUT,2023,4,21.37014034,9523.402891,0.00245931,0.00761964,211.2883817,0.581691248,1.974084286,0.0,0.0,16800000000000.0,26900000000000.0,20.2,2023-12-31,30.92314740253634
HUT,2022,1,255.4933009,11362.53502,0.015438844,0.047627016,49.3734537,0.63676068,2.385031154,0.0,0.0,9450000000000.0,10900000000000.0,38.7,2022-03-31,30.019783905163646
HUT,2022,2,37.78404339,11289.95378,0.020626026,0.060970199,26.99106875,0.652358996,1.691769547,0.0,0.0,6660000000000.0,11300000000000.0,25.0,2022-06-30,30.055823841646845
HUT,2022,3,28.28607399,11315.8324,0.026422809,0.075491716,16.59807918,0.661117374,1.299064839,0.0,0.0,5120000000000.0,11600000000000.0,22.0,2022-09-30,30.082026214040866
HUT,2022,4,77.21838494,11152.72182,0.012880142,0.037642299,38.34426724,0.667491155,1.425660951,0.0,0.0,5540000000000.0,11600000000000.0,14.1,2022-12-31,30.082026214040866
HUT,2021,1,-85.84777767,10985.71416,-0.025268041,-0.087381497,-6.750507974,0.709211678,0.609882972,0.0,0.0,1800000000000.0,10100000000000.0,6.6,2021-03-31,29.943556539775763
HUT,2021,2,-176.6562695,10808.95655,-0.029305007,-0.101283694,-9.187325828,0.710014553,0.952913443,0.0,0.0,2770000000000.0,9960000000000.0,7.9,2021-06-30,29.929598187525055
HUT,2021,3,-182.9318572,10440.59656,-0.028585615,-0.098716705,-18.4945959,0.714045657,1.838975378,0.0,0.0,6690000000000.0,9840000000000.0,10.4,2021-09-30,29.91747682699271
HUT,2021,4,522.871227,11010.63925,0.00587243,0.018197558,136.789803,0.648870512,2.815458694,0.0,0.0,10800000000000.0,10800000000000.0,20.8,2021-12-31,30.010567250058724
HUT,2020,1,31.63789557,11985.89427,0.006585646,0.022661499,7.803305456,0.708690618,0.175205951,0.0,0.0,564000000000.0,11000000000000.0,1.4,2020-03-31,30.02891638872692
HUT,2020,2,-48.06448099,11942.12502,0.005163578,0.01778051,11.32434147,0.710715328,0.200969258,0.0,0.0,645000000000.0,11100000000000.0,2.6,2020-06-30,30.037966224246837
HUT,2020,3,-292.8972847,11617.257,-0.00500013,-0.017273985,-22.95835367,0.714588309,0.404570546,0.0,0.0,1260000000000.0,10900000000000.0,2.7,2020-09-30,30.019783905163646
HUT,2020,4,-565.7083569,11070.97602,-0.022200265,-0.076124056,-6.971171817,0.708536249,0.550990264,0.0,0.0,1640000000000.0,10200000000000.0,4.2,2020-12-31,29.953408836218774
IDC,2024,1,2106.480741,15675.26578,0.112591174,0.398272193,10.40861074,0.626599066,3.90424002,0.065359477,3.705228757,20200000000000.0,17400000000000.0,56.69,2024-03-31,30.487491322149033
IDC,2024,2,1310.560416,14417.00962,0.105759205,0.380706298,10.03001493,0.650143714,3.877364409,0.071556351,4.271914131,18400000000000.0,17500000000000.0,59.7,2024-06-30,30.493221996858015
IDC,2024,3,1548.52674,15965.53636,0.123690419,0.434136122,8.33573108,0.631059412,3.463710754,0.072332731,4.166365283,18200000000000.0,18100000000000.0,57.6,2024-09-30,30.526933054200327
IDC,2023,1,447.8369316,15435.94199,0.132239666,0.42085944,6.56203195,0.639847481,2.837533338,0.091324201,3.100456621,14500000000000.0,17400000000000.0,33.95,2023-03-31,30.487491322149033
IDC,2023,2,1617.03577,14912.37973,0.077859154,0.255927403,12.84902359,0.633331876,3.419977289,0.078431373,2.974117645,16800000000000.0,16900000000000.0,37.92,2023-06-30,30.458334737857577
IDC,2023,3,487.7074276,13398.19095,0.061696086,0.212201638,16.52434289,0.667962315,3.918439452,0.076190476,3.292190477,17300000000000.0,16900000000000.0,43.21,2023-09-30,30.458334737857577
IDC,2023,4,1668.523277,15068.78504,0.080247189,0.281012351,13.828461,0.650109139,3.87556129,0.068493151,3.330821919,19300000000000.0,17700000000000.0,48.63,2023-12-31,30.50458575550833
IDC,2022,1,773.6700256,12591.17726,0.040920064,0.131581431,28.46544684,0.673299437,4.487269048,0.07079646,3.931327435,18600000000000.0,16300000000000.0,55.53,2022-03-31,30.422186223741264
IDC,2022,2,4322.624347,16315.80088,0.114047332,0.339696164,8.154639877,0.596318614,2.800965783,0.087527352,3.6297593,15100000000000.0,16300000000000.0,41.47,2022-06-30,30.422186223741264
IDC,2022,3,1279.749747,15545.21048,0.129466265,0.361646741,5.837108653,0.608286398,2.393020026,0.107526882,4.546236558,12300000000000.0,16200000000000.0,42.28,2022-09-30,30.416032358166888
IDC,2022,4,624.5507461,14988.07337,0.106832716,0.316872251,7.094736863,0.611076556,2.535349211,0.105263158,2.838947369,12500000000000.0,16700000000000.0,26.97,2022-12-31,30.446429835351257
IDC,2021,1,176.8832072,12288.11724,0.021292934,0.071713507,29.75582716,0.70023401,2.506486503,0.032467533,0.878571429,9240000000000.0,14900000000000.0,27.06,2021-03-31,30.332382328879962
IDC,2021,2,773.6468463,12979.4849,0.034117743,0.112967905,31.00343347,0.695420105,4.021731248,0.019157088,0.497701149,15700000000000.0,15400000000000.0,25.98,2021-06-30,30.36538862534813
IDC,2021,3,561.9931166,13514.19125,0.035488315,0.117655482,34.8459681,0.697712994,4.654366573,0.015898251,0.596661368,18900000000000.0,16100000000000.0,37.53,2021-09-30,30.409840387918965
IDC,2021,4,-3.328449297,12998.89072,0.029597782,0.096484348,36.58310537,0.690038534,4.261902128,0.072202166,3.88158845,16600000000000.0,16300000000000.0,53.76,2021-12-31,30.422186223741264
IDC,2020,1,146.831159,11640.22865,0.027883188,0.094890645,14.0642756,0.705440535,1.606497653,0.053475936,0.611764706,5610000000000.0,14500000000000.0,11.44,2020-03-31,30.30516976535508
IDC,2020,2,125.0537319,11265.28884,0.0256268,0.08770658,20.54562695,0.71572219,2.245836779,0.039525692,0.505533597,7590000000000.0,14500000000000.0,12.79,2020-06-30,30.30516976535508
IDC,2020,3,440.5907198,11801.33324,0.021007546,0.071376629,39.62093136,0.696038673,3.389447546,0.025,0.424,12000000000000.0,14300000000000.0,16.96,2020-09-30,30.29128065319441
IDC,2020,4,292.5637145,12030.99948,0.021039463,0.070617711,33.40712564,0.700308051,2.81772101,0.0,0.0,10200000000000.0,14600000000000.0,25.62,2020-12-31,30.31204264464284
KSV,2024,1,363.7194228,12340.5629,0.011644983,0.049455902,61.09870069,0.678196763,2.925312263,0.016620499,0.462216066,7220000000000.0,9320000000000.0,27.81,2024-03-31,29.86318374462605
KSV,2024,2,2392.894847,13938.743,0.062446228,0.247970717,16.12828029,0.684984228,3.594298281,0.011976048,0.419640718,10000000000000.0,10500000000000.0,35.04,2024-06-30,29.982396373092026
KSV,2024,3,1277.72578,15380.34393,0.085863152,0.31188802,26.86101769,0.63896229,7.308029036,0.005338078,0.29519573,22500000000000.0,9880000000000.0,55.3,2024-09-30,29.921533627688326
KSV,2023,1,372.5340072,13167.84234,-0.009693712,-0.041633996,-47.90505074,0.721058132,1.936535945,0.019607843,0.507450979,5100000000000.0,11500000000000.0,25.88,2023-03-31,30.073368151297753
KSV,2023,2,-122.6027166,11602.04548,-0.024577874,-0.10929732,-28.85151288,0.748247353,3.37009539,0.012787724,0.314961637,7820000000000.0,11200000000000.0,24.63,2023-06-30,30.046934894229597
KSV,2023,3,199.5679434,11801.61319,-0.011714653,-0.052517836,-44.40012423,0.731167906,2.41492409,0.01754386,0.664210524,5700000000000.0,10700000000000.0,37.86,2023-09-30,30.001264857396407
KSV,2023,4,150.1626121,11976.84498,0.013418939,0.054240229,42.97924652,0.688403061,2.412989401,0.017301038,0.513667821,5780000000000.0,9330000000000.0,29.69,2023-12-31,29.8642561307878
KSV,2022,1,803.2393169,14288.46274,0.070712862,0.244286988,10.40617354,0.69943852,2.729474872,0.038461539,1.855769233,7800000000000.0,11300000000000.0,48.25,2022-03-31,30.055823841646845
KSV,2022,2,700.3092248,13179.39928,0.060398718,0.208268205,10.90626405,0.713792697,2.731535728,0.041666667,1.635416668,7200000000000.0,11100000000000.0,39.25,2022-06-30,30.037966224246837
KSV,2022,3,-513.7568556,12544.49064,0.036342965,0.126652392,14.82528453,0.722806767,2.391488093,0.05,1.677,6000000000000.0,11000000000000.0,33.54,2022-09-30,30.02891638872692
KSV,2022,4,-1091.38933,12830.15448,0.009418194,0.032453489,49.89657999,0.716201994,2.02647599,0.057692308,1.658653846,5200000000000.0,10400000000000.0,28.75,2022-12-31,29.972826922075875
KSV,2021,1,557.5784611,11373.12664,0.03553639,0.123103581,20.50089736,0.713884417,2.718865356,0.021020633,0.351464977,6180000000000.0,9150000000000.0,16.72,2021-03-31,29.844774995215978
KSV,2021,2,1147.229162,11715.22787,0.058250076,0.200825659,18.17362734,0.716648678,3.995312812,0.013887109,0.409114216,9360000000000.0,9750000000000.0,29.46,2021-06-30,29.908288400938304
KSV,2021,3,763.5285611,12370.14111,0.067327558,0.232088735,15.45068731,0.710428675,3.928815327,0.013374486,0.588878601,9720000000000.0,10100000000000.0,44.03,2021-09-30,29.943556539775763
KSV,2021,4,1033.778245,13486.91032,0.070339184,0.246562882,12.66578914,0.716470298,3.27369271,0.033973546,1.542738719,8840000000000.0,11200000000000.0,45.41,2021-12-31,30.046934894229597
KSV,2020,1,110.687067,10166.17488,0.00264986,0.008605182,98.35343072,0.70009138,1.013163763,0.029126214,0.271165049,2060000000000.0,7750000000000.0,9.31,2020-03-31,29.678713959293805
KSV,2020,2,80.06313266,10212.82676,0.002021696,0.006742521,118.4308167,0.72342264,0.930202795,0.031578947,0.294,1900000000000.0,8330000000000.0,9.31,2020-06-30,29.7508845721073
KSV,2020,3,193.5276732,10404.50061,0.008998958,0.030685095,27.81792804,0.710736083,0.961122535,0.03,0.2574,2000000000000.0,8130000000000.0,8.58,2020-09-30,29.726582039488267
KSV,2020,4,677.154952,10806.93027,0.019212458,0.064557081,29.47221901,0.697036131,2.139275392,0.028115403,0.337947143,4620000000000.0,8350000000000.0,12.02,2020-12-31,29.753282654791313
MBS,2024,1,417.1715394,11929.36661,0.046958954,0.130221706,23.80263257,0.683210972,2.942318829,0.0,0.0,15400000000000.0,16500000000000.0,25.28,2024-03-31,30.434381496835083
MBS,2024,2,396.160696,11886.73838,0.04779476,0.14386474,17.96196525,0.692586962,2.515408267,0.0,0.0,16400000000000.0,17600000000000.0,25.94,2024-06-30,30.498920017972655
MBS,2024,3,312.3887079,11819.13556,0.043570409,0.137537569,16.18449691,0.684151734,2.326735307,0.0,0.0,15800000000000.0,19600000000000.0,31.9,2024-09-30,30.606550682165018
MBS,2023,1,318.5602653,12103.82645,0.0,0.0,16.27411053,0.518234526,1.668893724,0.0,0.0,7690000000000.0,9560000000000.0,10.74,2023-03-31,29.888608842991857
MBS,2023,2,282.3964365,10737.14678,0.040787036,0.099598375,22.37109867,0.563319322,2.160723,0.0,0.0,10200000000000.0,10800000000000.0,13.42,2023-06-30,30.010567250058724
MBS,2023,3,380.018251,11117.16503,0.044600015,0.10368215,20.9732581,0.607817683,2.086862967,0.0,0.0,10200000000000.0,12400000000000.0,19.02,2023-09-30,30.14871758853954
MBS,2023,4,395.0402039,11512.19507,0.044982304,0.122650919,22.18110869,0.671245986,2.571186452,0.040540541,0.767837837,13000000000000.0,15300000000000.0,18.94,2023-12-31,30.358873944326938
MBS,2022,1,748.0740217,13497.02195,0.063912717,0.206290287,6.82730768,0.708049126,1.34844561,0.0,0.0,4870000000000.0,12400000000000.0,18.98,2022-03-31,30.14871758853954
MBS,2022,2,316.4003771,11276.494,0.059736548,0.193496966,7.163358478,0.668069089,1.294728663,0.0,0.0,5560000000000.0,11100000000000.0,9.24,2022-06-30,30.037966224246837
MBS,2022,3,318.4430651,11594.93649,0.052607687,0.168592092,7.776655436,0.682751938,1.216048058,0.0,0.0,5370000000000.0,12000000000000.0,12.69,2022-09-30,30.11592776571655
MBS,2022,4,190.3296954,11785.26618,0.047417114,0.130235054,10.44887809,0.578522723,1.357627376,0.0,0.0,6090000000000.0,10600000000000.0,8.92,2022-12-31,29.99187511704657
MBS,2021,1,373.5877646,11011.37446,0.054666188,0.169389576,16.98802682,0.727917121,2.633640341,0.0,0.0,7760000000000.0,7940000000000.0,9.24,2021-03-31,29.702934391187593
MBS,2021,2,493.5708634,11424.93704,0.054115112,0.170328489,16.59410065,0.656976675,2.888418543,0.0,0.0,8830000000000.0,8910000000000.0,17.48,2021-06-30,29.818195357411266
MBS,2021,3,686.8011673,12111.00282,0.059492679,0.195322092,13.45170185,0.696161364,2.617454597,0.0,0.0,8480000000000.0,10700000000000.0,18.09,2021-09-30,30.001264857396407
MBS,2021,4,638.9527347,12749.23788,0.064974362,0.214480933,12.45443792,0.6911857,2.407987073,0.0,0.0,8210000000000.0,11000000000000.0,22.48,2021-12-31,30.02891638872692
MBS,2020,1,160.7794096,12148.10226,0.043517316,0.115195942,6.883214224,0.58250874,0.806710364,0.0,0.0,1610000000000.0,4780000000000.0,3.14,2020-03-31,29.195461662431914
MBS,2020,2,492.0625674,11556.25221,0.04456182,0.117873928,7.801261941,0.610201521,0.977825665,0.0,0.0,1860000000000.0,4870000000000.0,3.88,2020-06-30,29.214115053023047
MBS,2020,3,387.2108119,11943.52176,0.046807455,0.121998892,15.12550185,0.623777982,1.892239195,0.0,0.0,3710000000000.0,5220000000000.0,4.21,2020-09-30,29.283518517823097
MBS,2020,4,595.1919441,12538.70205,0.045675467,0.14407006,13.76023444,0.706315981,1.794444107,0.0,0.0,3700000000000.0,7020000000000.0,6.75,2020-12-31,29.579784333966266
PVI,2024,1,1542.107368,34566.73394,0.037967649,0.137231273,12.24651012,0.725223696,1.643198345,0.050176056,2.345730632,13300000000000.0,30700000000000.0,46.75,2024-03-31,31.0552837705217
PVI,2024,2,1180.29663,35714.65304,0.03590055,0.131990845,10.523872,0.720907028,1.324386378,0.0602537,3.195856237,11100000000000.0,31200000000000.0,53.04,2024-06-30,31.071439210743986
PVI,2024,3,668.1213882,33182.39314,0.029982754,0.114648165,14.98197464,0.757867801,1.769010444,0.048551959,2.175127768,13800000000000.0,33500000000000.0,44.8,2024-09-30,31.14256655475957
PVI,2023,1,1090.561055,33548.58745,0.033154999,0.113850251,12.97384637,0.70374399,1.448645195,0.058641975,2.537438271,11400000000000.0,27400000000000.0,43.27,2023-03-31,30.941564129322572
PVI,2023,2,1323.809198,34696.39812,0.03707937,0.128832584,10.5066945,0.70414738,1.29120031,0.063616071,2.786383927,10500000000000.0,28400000000000.0,43.8,2023-06-30,30.97741026109571
PVI,2023,3,1244.623235,32692.19969,0.037137433,0.131113662,10.54178825,0.718284628,1.410122306,0.061822126,2.716464208,10800000000000.0,28400000000000.0,43.94,2023-09-30,30.97741026109571
PVI,2023,4,527.5162195,33166.95527,0.036072995,0.124528014,12.16326381,0.698849381,1.498479423,0.064386318,2.708088531,11600000000000.0,26900000000000.0,42.06,2023-12-31,30.92314740253634
PVI,2022,1,966.2692398,33299.31788,0.035907449,0.114468928,11.48892469,0.690938837,1.330357582,0.056433409,2.550790069,10400000000000.0,26100000000000.0,45.2,2022-03-31,30.892956430257197
PVI,2022,2,805.4982644,33920.00429,0.032132272,0.102913579,11.30245394,0.690444072,1.16450457,0.063291139,2.501898733,9250000000000.0,26500000000000.0,39.53,2022-06-30,30.908165848920724
PVI,2022,3,1138.468175,31758.47275,0.028818159,0.093074431,15.31857917,0.702446449,1.527151522,0.051546392,2.044329899,11400000000000.0,25900000000000.0,39.66,2022-09-30,30.88526408463404
PVI,2022,4,714.0786053,32458.0264,0.033087952,0.106237474,13.77347078,0.699044494,1.509642003,0.051020408,2.158163267,11500000000000.0,26100000000000.0,42.3,2022-12-31,30.892956430257197
PVI,2021,1,811.7292871,31730.46991,0.038623834,0.122107034,9.427158639,0.682949047,1.166071606,0.064864865,1.622270271,8270000000000.0,23200000000000.0,25.01,2021-03-31,30.775173394600813
PVI,2021,2,1170.793792,32768.18765,0.03462028,0.110108829,12.76272085,0.684755527,1.394645334,0.052516411,1.689452955,10200000000000.0,24100000000000.0,32.17,2021-06-30,30.813232956425157
PVI,2021,3,1425.826827,29974.39747,0.041685813,0.132139376,10.74370381,0.692532914,1.537979205,0.052060738,2.075140997,10800000000000.0,23700000000000.0,39.86,2021-09-30,30.796496164069634
PVI,2021,4,251.2144404,32397.24312,0.036094221,0.111696391,15.18103446,0.67682248,1.743975553,0.05840708,2.346796458,13200000000000.0,24300000000000.0,40.18,2021-12-31,30.82149746627505
PVI,2020,1,398.6333578,31070.79643,0.025902516,0.081684913,11.53159889,0.695302586,0.965536885,0.075,1.4925,6710000000000.0,23600000000000.0,19.9,2020-03-31,30.792267827960114
PVI,2020,2,1524.019704,31556.37054,0.030919769,0.097607816,9.638511077,0.677089973,0.934835011,0.076271186,1.638305084,6590000000000.0,22700000000000.0,21.48,2020-06-30,30.753386040415904
PVI,2020,3,733.2484519,30039.61919,0.031150276,0.099132874,11.24711147,0.696969907,1.16845689,0.064102564,1.475,7850000000000.0,23000000000000.0,23.01,2020-09-30,30.766515331857697
PVI,2020,4,867.5824814,30990.4817,0.03639072,0.112249456,9.576217811,0.677429975,1.064843081,0.0,0.0,7380000000000.0,22300000000000.0,24.47,2020-12-31,30.73560779439462
PVS,2024,1,629.078025,27675.22674,0.03542581,0.074645682,21.43850273,0.45282377,1.542896121,0.016393443,0.630655737,20400000000000.0,25500000000000.0,38.47,2024-03-31,30.86969956809293
PVS,2024,2,409.0737558,27744.08263,0.034407153,0.071244189,20.9085517,0.482245623,1.456166367,0.017326733,0.690297031,19300000000000.0,26900000000000.0,39.84,2024-06-30,30.92314740253634
PVS,2024,3,282.1341118,27623.23422,0.034571676,0.070076294,17.71413584,0.490109245,1.230847906,0.020588235,0.820235294,16300000000000.0,27300000000000.0,39.84,2024-09-30,30.937907818119463
PVS,2023,1,449.4231991,25942.56053,0.028185902,0.058972669,22.55874023,0.487401681,1.302878332,0.020710059,0.504704143,16200000000000.0,25600000000000.0,24.37,2023-03-31,30.873613467414064
PVS,2023,2,468.5935853,25990.06114,0.036021538,0.076023831,19.97150221,0.514633008,1.500573615,0.017948718,0.560179486,18600000000000.0,27100000000000.0,31.21,2023-06-30,30.930554843814203
PVS,2023,3,294.9867765,26548.86312,0.032968248,0.071115207,19.93856201,0.530899667,1.386123384,0.019021739,0.70722826,17600000000000.0,28600000000000.0,37.18,2023-09-30,30.984427833754356
PVS,2023,4,599.0851849,26851.86434,0.039222776,0.081599156,20.02273252,0.49306625,1.601378566,0.01627907,0.607046513,20600000000000.0,26400000000000.0,37.29,2023-12-31,30.90438512608082
PVS,2022,1,452.431958,25141.78129,0.027277533,0.052515047,16.81498931,0.481474779,0.942653972,0.029535865,0.982658229,11300000000000.0,24600000000000.0,33.27,2022-03-31,30.833767558866864
PVS,2022,2,14.12170394,24871.71027,0.02130064,0.041464831,20.61617216,0.496708886,0.916704149,0.030701754,0.684035088,10900000000000.0,25000000000000.0,22.28,2022-06-30,30.84989694079675
PVS,2022,3,402.0995633,25481.73019,0.020074482,0.039343409,22.38470981,0.487868024,0.918304991,0.02991453,0.668589743,11200000000000.0,25200000000000.0,22.35,2022-09-30,30.857865110445925
PVS,2022,4,1086.143356,25563.61141,0.034858333,0.069151966,13.84725557,0.501932896,1.001423453,0.02734375,0.563554687,12200000000000.0,25800000000000.0,20.61,2022-12-31,30.88139560785612
PVS,2021,1,302.5513787,25698.01466,0.025924958,0.052245092,17.03034788,0.470028805,0.94559834,0.028806584,0.589958849,11600000000000.0,24600000000000.0,20.48,2021-03-31,30.833767558866864
PVS,2021,2,317.6505421,25556.90558,0.022119387,0.043558475,24.26103881,0.473912241,1.126896991,0.024305556,0.628784723,13800000000000.0,24600000000000.0,25.87,2021-06-30,30.833767558866864
PVS,2021,3,462.6710492,25862.3202,0.023560463,0.045535365,23.35317235,0.474017571,1.117455812,0.024221453,0.638961938,13800000000000.0,24900000000000.0,26.38,2021-09-30,30.84588891939921
PVS,2021,4,176.7031899,24700.86831,0.023517618,0.047301121,19.5587935,0.492920834,0.995916407,0.0,0.0,11800000000000.0,24700000000000.0,25.44,2021-12-31,30.83782435956248
PVS,2020,1,232.7545959,25609.67031,0.018481394,0.036743298,11.92060485,0.490267414,0.460763448,0.059322034,0.463898305,5640000000000.0,25400000000000.0,7.82,2020-03-31,30.86577028995304
PVS,2020,2,557.4266191,25824.48001,0.020105329,0.040487942,11.9182951,0.520534242,0.503398326,0.053846154,0.539,6210000000000.0,27200000000000.0,10.01,2020-06-30,30.9342380892305
PVS,2020,3,412.2403063,26193.32238,0.025053394,0.050705049,11.36393929,0.511106295,0.595571641,0.044871795,0.513333334,7460000000000.0,27100000000000.0,11.44,2020-09-30,30.930554843814203
PVS,2020,4,154.6462658,25410.89373,0.023741519,0.048269145,15.39612618,0.510480312,0.790999333,0.0,0.0,9610000000000.0,26400000000000.0,15.99,2020-12-31,30.90438512608082
SHS,2024,1,438.1733495,13110.41232,0.077817463,0.085619468,16.26922025,0.106031155,1.334816906,0.0,0.0,14200000000000.0,11900000000000.0,20.1,2024-03-31,30.10755951604603
SHS,2024,2,435.5382845,13509.50941,0.093673694,0.1035498,11.73598255,0.104135282,1.162144348,0.0,0.0,12800000000000.0,12300000000000.0,16.8,2024-06-30,30.14062037830692
SHS,2024,3,84.84509078,13555.28779,0.078903133,0.089252977,10.61054954,0.1467923,0.922149363,0.0,0.0,10200000000000.0,12900000000000.0,15.6,2024-09-30,30.188248427296173
SHS,2023,1,50.32768376,11702.86963,-0.011328398,-0.013351154,-91.22504164,0.14022179,1.221922525,0.0,0.0,11600000000000.0,11100000000000.0,9.0,2023-03-31,30.037966224246837
SHS,2023,2,173.4229649,12085.89516,0.037398032,0.043151095,35.68950707,0.087602893,1.497613521,0.0,0.0,14700000000000.0,10800000000000.0,13.2,2023-06-30,30.010567250058724
SHS,2023,3,244.5384056,12434.50936,0.048040373,0.053789989,28.60887995,0.064333874,1.479752797,0.0,0.0,15000000000000.0,10800000000000.0,17.2,2023-09-30,30.010567250058724
SHS,2023,4,219.516094,12621.81095,0.050033329,0.056782871,30.24112287,0.104187333,1.647941019,0.0,0.0,16900000000000.0,11500000000000.0,18.9,2023-12-31,30.073368151297753
SHS,2022,1,506.2521323,15880.53949,0.1370812,0.278058734,3.541342741,0.454132281,0.919364232,0.0,0.0,9500000000000.0,11800000000000.0,21.32,2022-03-31,30.099120647400166
SHS,2022,2,-488.9165387,11568.31833,0.068027499,0.115025207,5.96873577,0.161630107,0.726121097,0.0,0.0,6830000000000.0,11200000000000.0,10.88,2022-06-30,30.046934894229597
SHS,2022,3,108.5333174,11568.31833,0.0,0.0,6.466130418,0.168992745,0.786631189,0.0,0.0,7400000000000.0,11400000000000.0,10.5,2022-09-30,30.064634471328997
SHS,2022,4,174.8678969,11603.98589,0.014875036,0.020942671,45.06002555,0.1342951,0.870390579,0.0,0.0,8210000000000.0,10900000000000.0,8.4,2022-12-31,30.019783905163646
