,Revenue,Net Income,EPS (Diluted),Dividend Per Share,Total Assets,Total Liabilities,Shareholders' Equity,Book Value Per Share,Market Capitalization,PE Ratio,PS Ratio,PB Ratio,Return on Assets (ROA),Return on Equity (ROE),Earnings Yield,Dividend Yield,Stock Symbol,Date,Stock Price,Symbol
Q2 2020,,,,,,,,,,,,,,,,,CTB,2020-06-30 00:00:00,25.64,CTB
Q1 2020,,,,,,,,,,,,,,,,,CTB,2020-03-31 00:00:00,23.62,CTB
Q4 2019,,,,,,,,,,,,,,,,,CTB,2019-12-31 00:00:00,24.13,CTB
Q3 2024,294047,6154,1530.79,-,617202,274559,342643,24306.97,339725,15.03,0.32,0.99,2.31%,9.08%,6.66%,-,VSA,2024-09-30 00:00:00,24.1,VSA
Q2 2024,261512,5124,400.00,-,685827,305608,380220,29679.07,431352,12.68,0.40,1.13,1.64%,6.01%,7.89%,-,VSA,2024-06-30 00:00:00,27.53,VSA
Q1 2024,251604,4546,400.00,-,636806,259087,377719,33237.30,329858,8.50,0.31,0.87,-4.60%,7.36%,11.77%,-,VSA,2024-03-31 00:00:00,21.05,VSA
Q4 2023,267075,6785,480.83,3200.000,632842,260760,372081,26395.33,310123,7.11,0.29,0.83,1.85%,18.43%,14.06%,16.17%,VSA,2023-12-31 00:00:00,19.79,VSA
Q3 2023,286480,17575,1247.00,-,645758,280407,365351,25922.29,296026,8.65,0.25,0.81,-,10.32%,13.11%,-,VSA,2023-09-30 00:00:00,18.89,VSA
Q2 2023,260151,9908,703.00,-,812043,414367,397676,28216.11,318581,10.58,0.23,0.80,-,10.07%,10.89%,-,VSA,2023-06-30 00:00:00,18.58,VSA
Q1 2023,265176,9330,662.00,-,-,-,370692,26292.36,327038,9.02,0.22,0.88,-1.95%,2.16%,12.48%,-,VSA,2023-03-31 00:00:00,19.07,VSA
Q4 2022,383093,1986,-184.10,2500.000,682693,313543,369150,26182.98,274881,-,0.17,0.74,3.66%,14.92%,15.44%,15.59%,VSA,2022-12-31 00:00:00,16.03,VSA
Q3 2022,458579,13467,955.00,-,848014,480273,367741,26078.17,387653,7.80,0.22,1.05,4.38%,17.38%,12.82%,-,VSA,2022-09-30 00:00:00,20.63,VSA
Q2 2022,401522,16039,1141.00,-,901165,546965,354201,25197.47,420075,8.94,0.25,1.19,-,-,11.18%,-,VSA,2022-06-30 00:00:00,22.35,VSA
Q1 2022,397683,10959,777.00,-,944645,560435,384209,27240.60,417256,11.17,0.25,1.09,2.52%,10.12%,8.95%,-,VSA,2022-03-31 00:00:00,22.2,VSA
Q4 2021,485645,9213,654.00,-,784380,414856,369524,26230.61,403159,10.89,0.25,1.09,-,-,9.18%,-,VSA,2021-12-31 00:00:00,21.45,VSA
Q3 2021,384487,10773,764.00,-,800071,441199,358871,25451.23,376376,8.53,0.26,1.05,-,-,11.72%,-,VSA,2021-09-30 00:00:00,20.03,VSA
Q2 2021,412245,6415,455.00,-,797367,406980,390388,27698.49,490558,12.26,0.38,1.26,-,-,8.16%,-,VSA,2021-06-30 00:00:00,23.85,VSA
Q1 2021,325262,10625,754.00,-,-,-,-,-,324219,7.45,0.28,-,-,-,13.42%,-,VSA,2021-03-31 00:00:00,15.76,VSA
Q4 2020,307924,16311,1157.00,1500.000,620600,243396,377204,26755.80,238231,6.46,0.24,0.63,-,-,15.49%,12.95%,VSA,2020-12-31 00:00:00,11.58,VSA
Q3 2020,245478,6666,473.00,-,-,-,-,-,197351,5.64,0.21,-,4.35%,11.29%,17.73%,-,VSA,2020-09-30 00:00:00,9.6,VSA
Q2 2020,260159,9923,483.87,-,605962,251788,354174,17270.64,245279,7.13,0.27,0.69,1.52%,4.61%,14.03%,-,VSA,2020-06-30 00:00:00,11.93,VSA
Q1 2020,182031,4002,284.00,-,577379,228615,348763,24752.63,197351,5.40,0.22,0.57,Upgrade,Upgrade,18.52%,-,VSA,2020-03-31 00:00:00,9.6,VSA
Q4 2019,,,,,,,,,,,,,,,,,VSA,2019-12-31 00:00:00,11.03,VSA
Q3 2024,754120,18919,744.03,-,1604389,1185226,419163,16492.63,317690,3.85,0.11,0.76,5.50%,20.60%,25.96%,-,HLC,2024-09-30 00:00:00,12.5,HLC
Q2 2024,759348,21223,835.23,-,1692056,1310730,381326,15003.86,332939,3.90,0.11,0.87,5.01%,20.07%,25.65%,-,HLC,2024-06-30 00:00:00,13.1,HLC
Q1 2024,730968,21339,840.00,-,1657745,1214690,443055,17432.68,404102,4.58,0.13,0.91,5.00%,20.61%,21.81%,-,HLC,2024-03-31 00:00:00,14.97,HLC
Q4 2023,710949,20999,826.02,-,2180046,1772595,407451,16031.80,304982,3.48,0.10,0.75,4.83%,21.17%,28.75%,-,HLC,2023-12-31 00:00:00,11.29,HLC
Q3 2023,749086,21825,858.51,-,2180046,1772595,407451,16031.80,292275,3.73,0.09,0.72,7.04%,23.66%,26.81%,-,HLC,2023-09-30 00:00:00,10.82,HLC
Q2 2023,860436,23978,943.71,-,2476236,2058800,417436,16424.66,279567,4.22,0.08,0.67,5.69%,21.63%,23.69%,-,HLC,2023-06-30 00:00:00,10.35,HLC
Q1 2023,719686,20893,822.00,-,2359992,1966534,393458,15481.21,259235,4.87,0.07,0.66,3.64%,13.21%,20.53%,-,HLC,2023-03-31 00:00:00,8.97,HLC
Q4 2022,1051852,11658,459.02,800.000,2867649,2488427,379222,14921.08,203322,4.58,0.05,0.54,3.52%,11.20%,21.84%,11.37%,HLC,2022-12-31 00:00:00,7.04,HLC
Q3 2022,779683,9697,381.43,-,2654215,2327555,326661,12852.96,330398,2.94,0.09,1.01,-,-,34.02%,-,HLC,2022-09-30 00:00:00,11.43,HLC
Q2 2022,1038711,10973,431.68,-,2725829,2360096,365733,14390.34,376145,3.34,0.10,1.03,-,12.60%,29.97%,-,HLC,2022-06-30 00:00:00,12.29,HLC
Q1 2022,881113,12082,475.00,-,-,-,383582,15102.11,508304,4.46,0.15,1.33,-,-,22.41%,-,HLC,2022-03-31 00:00:00,16.61,HLC
Q4 2021,809493,79660,3136.30,-,3147903,2764321,383582,15102.11,378686,3.37,0.12,0.99,-,-,29.69%,-,HLC,2021-12-31 00:00:00,12.38,HLC
Q3 2021,900784,10034,394.72,-,-,-,-,-,432058,8.27,0.14,-,5.10%,15.58%,12.09%,-,HLC,2021-09-30 00:00:00,14.12,HLC
Q2 2021,838199,12112,476.47,-,3344693,3048889,295805,11638.90,307524,7.13,0.11,1.04,4.73%,13.26%,14.03%,-,HLC,2021-06-30 00:00:00,9.48,HLC
Q1 2021,680533,10640,419.00,-,3154931,2828688,326244,12836.55,223654,4.57,0.08,0.69,5.19%,25.41%,21.86%,-,HLC,2021-03-31 00:00:00,6.89,HLC
Q4 2020,725729,19432,764.59,600.000,3540247,3224580,315667,12420.40,188072,3.83,0.07,0.60,4.48%,1.26%,26.12%,10.35%,HLC,2020-12-31 00:00:00,5.8,HLC
Q3 2020,586782,971.26,38.21,-,3687144,3390909,296235,11655.80,170282,3.12,0.06,0.57,7.99%,22.82%,32.05%,-,HLC,2020-09-30 00:00:00,5.25,HLC
Q2 2020,660987,17856,702.62,-,3688634,3366706,321928,12666.76,193156,3.02,0.06,0.60,6.99%,13.84%,33.12%,-,HLC,2020-06-30 00:00:00,5.49,HLC
Q1 2020,770824,10861,427.00,-,3437054,3132981,304073,11954.68,177906,3.50,0.06,0.59,Upgrade,Upgrade,28.54%,-,HLC,2020-03-31 00:00:00,5.06,HLC
Q4 2019,,,,,,,,,,,,,,,,,HLC,2019-12-31 00:00:00,4.84,HLC
Q3 2024,435019,628.01,32.32,-,2242768,1933714,309054,15906.02,341968,137.93,0.23,1.11,0.91%,0.31%,0.73%,-,POT,2024-09-30 00:00:00,17.6,POT
Q2 2024,402528,238.88,12.29,-,2069150,1758779,310371,15973.80,359455,191.33,0.31,1.16,0.68%,0.09%,0.52%,-,POT,2024-06-30 00:00:00,18.4,POT
Q1 2024,95610,73.41,3.78,-,2067894,1756935,310959,16004.08,357512,174.79,0.35,1.15,2.57%,1.98%,0.57%,-,POT,2024-03-31 00:00:00,18.3,POT
Q4 2023,562833,1539,79.21,-,2407714,2096912,310802,15995.99,330310,130.45,0.29,1.06,0.13%,0.03%,0.77%,-,POT,2023-12-31 00:00:00,16.91,POT
Q3 2023,114794,27.42,1.41,-,2221396,1910769,310628,15987.00,285621,27.07,0.23,0.92,1.75%,0.50%,3.69%,-,POT,2023-09-30 00:00:00,14.62,POT
Q2 2023,240531,405.51,20.87,-,2328039,2005487,322551,16600.67,369170,31.84,0.26,1.14,1.26%,0.69%,3.14%,-,POT,2023-06-30 00:00:00,18.31,POT
Q1 2023,237931,560.06,28.82,-,2351944,2029799,322146,16579.80,308937,20.42,0.21,0.96,2.95%,11.74%,4.90%,-,POT,2023-03-31 00:00:00,15.32,POT
Q4 2022,652593,9558,491.89,615.000,2346152,2015721,330431,17006.20,355569,23.51,0.24,1.08,1.45%,1.34%,4.25%,3.49%,POT,2022-12-31 00:00:00,17.64,POT
Q3 2022,311817,1070,55.06,-,2224472,1903757,320716,16506.21,528496,88.79,0.47,1.65,1.85%,4.96%,1.13%,-,POT,2022-09-30 00:00:00,26.21,POT
Q2 2022,288588,3941,202.83,-,2340202,2020633,319568,16447.16,582900,78.22,0.57,1.82,-,-,1.28%,-,POT,2022-06-30 00:00:00,28.37,POT
Q1 2022,227591,555.96,28.61,-,2326512,2010885,315627,16244.33,380828,105.15,0.43,1.21,1.09%,0.48%,0.95%,-,POT,2022-03-31 00:00:00,18.53,POT
Q3 2021,292572,385.16,19.82,-,1926078,1608130,317948,16363.78,326424,20.83,0.29,1.03,1.55%,3.25%,4.80%,-,POT,2021-09-30 00:00:00,15.89,POT
Q2 2021,206521,2570,132.27,-,1940088,1622518,317569,16344.27,281735,15.86,0.26,0.89,0.97%,0.14%,6.30%,-,POT,2021-06-30 00:00:00,13.23,POT
Q1 2021,158377,110.62,5.69,-,2089543,1774544,314999,16212.00,291450,17.76,0.27,0.93,-,-,5.63%,-,POT,2021-03-31 00:00:00,13.68,POT
Q4 2020,471283,12602,648.57,-,2154202,1820903,333299,17153.81,374999,22.25,0.35,1.13,-,-,4.49%,-,POT,2020-12-31 00:00:00,17.61,POT
Q3 2020,232268,2480,-,-,-,-,-,-,287564,20.38,0.25,-,1.24%,1.53%,4.91%,-,POT,2020-09-30 00:00:00,13.5,POT
Q2 2020,234245,1215,62.53,-,2237319,1925389,311930,16054.01,291450,17.36,0.23,0.93,1.03%,0.68%,5.76%,-,POT,2020-06-30 00:00:00,13.68,POT
Q1 2020,143042,553.96,28.51,-,2260990,1936343,324646,16708.51,262305,14.05,0.21,0.81,-,-,7.12%,-,POT,2020-03-31 00:00:00,12.32,POT
Q4 2021,,,,,,,,,,,,,,,,,POT,2021-12-31 00:00:00,17.87,POT
Q4 2019,,,,,,,,,,,,,,,,,POT,2019-12-31 00:00:00,13.53,POT
Q3 2024,18666,5724,698.00,-,716316,495216,221100,26963.22,315700,12.86,4.12,1.43,2.22%,16.42%,9.38%,-,BAX,2024-09-30 00:00:00,36.67,BAX
Q2 2024,18674,8830,1077.00,2000.000,723404,503928,219476,26768.30,346040,16.33,4.69,1.58,1.94%,11.00%,7.59%,11.34%,BAX,2024-06-30 00:00:00,39.69,BAX
Q1 2024,17767,5795,707.00,-,727554,516752,210802,25717.50,344400,12.37,4.51,1.63,-,-,9.56%,-,BAX,2024-03-31 00:00:00,39.5,BAX
Q4 2023,21426,9249,511.20,2500.000,724831,514175,210656,25692.44,335380,14.15,4.50,1.59,-,-,8.58%,11.70%,BAX,2023-12-31 00:00:00,38.47,BAX
Q3 2023,15856,2379,290.00,-,-,-,-,-,411640,22.49,5.40,-,2.72%,27.14%,4.45%,-,BAX,2023-09-30 00:00:00,45.09,BAX
Q2 2023,21304,15485,1888.00,2000.000,735626,520198,215428,26265.79,460020,23.34,5.61,2.14,0.37%,2.72%,4.28%,13.89%,BAX,2023-06-30 00:00:00,50.39,BAX
Q1 2023,15936,1654,202.00,-,774337,533394,240943,29431.59,492000,38.65,5.78,2.04,-1.96%,-1.98%,2.59%,-,BAX,2023-03-31 00:00:00,50.3,BAX
Q4 2022,23142,-1214,-148.00,5000.000,767757,522671,245086,29877.02,615000,-,2.63,2.51,-0.52%,6.27%,9.70%,7.95%,BAX,2022-12-31 00:00:00,62.88,BAX
Q3 2022,21626,3781,461.05,-,767757,522671,245086,29887.20,633040,7.05,2.07,2.58,1.47%,13.41%,14.19%,-,BAX,2022-09-30 00:00:00,64.72,BAX
Q2 2022,24481,8508,1038.00,-,777874,540349,237524,28979.64,668300,7.20,2.21,2.81,18.29%,78.30%,13.89%,-,BAX,2022-06-30 00:00:00,68.33,BAX
Q1 2022,164557,48590,5926.00,-,805930,535913,270017,32931.26,688800,6.69,2.20,2.55,7.54%,54.59%,14.95%,-,BAX,2022-03-31 00:00:00,66.39,BAX
Q4 2021,94923,28927,3528.00,-,828373,601957,226416,27614.33,590400,9.79,3.43,2.61,1.71%,13.98%,10.22%,-,BAX,2021-12-31 00:00:00,56.9,BAX
Q3 2021,18918,6784,827.00,-,857435,659945,197490,24076.53,631400,15.13,6.00,3.20,-,-,6.61%,-,BAX,2021-09-30 00:00:00,60.85,BAX
Q2 2021,34458,18694,2280.00,-,911216,720510,190706,23258.87,557600,3.57,1.67,2.92,-,-,28.04%,-,BAX,2021-06-30 00:00:00,53.74,BAX
Q1 2021,23606,5929,723.00,-,-,-,-,-,681420,4.65,2.14,-,0.53%,14.35%,21.52%,-,BAX,2021-03-31 00:00:00,56.81,BAX
Q4 2020,28173,10315,1258.00,13093.000,868615,589029,279586,34096.67,656000,4.51,2.11,2.35,42.54%,206.87%,22.19%,23.94%,BAX,2020-12-31 00:00:00,54.69,BAX
Q3 2020,248643,121423,14808.00,-,877142,581648,295494,36036.61,437060,2.90,1.44,1.48,0.37%,21.11%,34.48%,-,BAX,2020-09-30 00:00:00,34.56,BAX
Q2 2020,17762,8952,1092.00,-,878122,704051,174071,21233.61,346040,9.34,4.67,1.99,0.93%,11.32%,10.71%,-,BAX,2020-06-30 00:00:00,27.36,BAX
Q1 2020,16720,4898,597.00,-,889418,724299,165119,20125.82,319800,6.55,3.08,1.94,Upgrade,Upgrade,15.27%,-,BAX,2020-03-31 00:00:00,23.99,BAX
Q4 2019,,,,,,,,,,,,,,,,,BAX,2019-12-31 00:00:00,31.0,BAX
Q3 2024,45932,4110,-,-,319783,43129,276655,-,305670,18.95,1.75,1.10,3.82%,6.46%,5.28%,-,CCR,2024-09-30 00:00:00,12.5,CCR
Q2 2024,48235,4437,-,-,318808,35549,283259,-,366804,24.56,2.28,1.29,-,-,4.07%,-,CCR,2024-06-30 00:00:00,14.49,CCR
Q1 2024,37657,3830,-,-,308255,27615,280640,-,286107,19.30,1.92,1.02,4.61%,5.60%,5.18%,-,CCR,2024-03-31 00:00:00,11.3,CCR
Q4 2023,42844,3754,-,-,307535,29661,277873,-,271435,19.51,1.89,0.98,3.14%,4.30%,5.13%,-,CCR,2023-12-31 00:00:00,10.72,CCR
Q3 2023,32074,2914,-,-,301243,27234,274009,-,273881,19.72,1.93,1.00,-,-,5.07%,-,CCR,2023-09-30 00:00:00,10.82,CCR
Q2 2023,36373,4322,-,-,306307,21896,284411,-,298334,23.26,1.99,1.05,-,4.23%,4.30%,-,CCR,2023-06-30 00:00:00,11.78,CCR
Q1 2023,32220,2922,-,-,-,-,279787,-,264099,21.82,1.74,0.94,3.90%,5.50%,4.58%,-,CCR,2023-03-31 00:00:00,9.98,CCR
Q4 2022,41049,3734,-,550.000,307599,27812,279787,-,300779,20.84,1.98,1.08,1.92%,3.04%,4.80%,4.84%,CCR,2022-12-31 00:00:00,11.37,CCR
Q3 2022,40216,1849,-,-,301832,25808,276024,-,342351,19.85,2.40,1.24,3.41%,5.22%,5.04%,-,CCR,2022-09-30 00:00:00,12.94,CCR
Q2 2022,38481,3598,147.22,-,322600,48669,273931,11039.05,425493,16.06,2.70,1.55,-,-,6.23%,-,CCR,2022-06-30 00:00:00,16.08,CCR
Q1 2022,32132,5250,-,-,321744,16822,304922,-,596668,16.24,3.38,1.96,-,-,6.16%,-,CCR,2022-03-31 00:00:00,21.12,CCR
Q4 2021,31707,6548,-,-,326677,24535,302142,-,655357,15.86,3.36,2.17,-,-,6.31%,-,CCR,2021-12-31 00:00:00,23.19,CCR
Q3 2021,55151,11097,-,-,-,-,-,-,-,-,-,-,14.19%,19.02%,-,-,CCR,2021-09-30 00:00:00,25.96,CCR
Q2 2021,57446,13856,-,-,335611,38810,296801,-,-,-,-,-,9.40%,13.87%,-,-,CCR,2021-06-30 00:00:00,28.39,CCR
Q1 2021,50639,9829,-,-,343995,54885,289111,-,-,-,-,-,-,-,-,-,CCR,2021-03-31 00:00:00,11.35,CCR
Q4 2020,31028,5955,-,-,323060,42058,281002,-,-,-,-,-,-,-,-,-,CCR,2020-12-31 00:00:00,10.36,CCR
Q2 2020,26368,4015,-,-,-,-,-,-,-,-,-,-,6.48%,9.78%,-,-,CCR,2020-06-30 00:00:00,9.87,CCR
Q1 2020,40268,6736,-,-,364192,83993,280199,-,-,-,-,-,7.24%,10.12%,-,-,CCR,2020-03-31 00:00:00,10.73,CCR
Q3 2020,,,,,,,,,,,,,,,,,CCR,2020-09-30 00:00:00,10.61,CCR
Q4 2019,,,,,,,,,,,,,,,,,CCR,2019-12-31 00:00:00,19.44,CCR
Q1 2024,1317011,17022,693.00,-,1898947,1535756,363191,14782.46,339053,4.62,0.07,0.93,4.09%,20.60%,21.65%,-,THT,2024-03-31 00:00:00,12.78,THT
Q4 2023,788255,20325,826.97,-,1626533,1221725,404808,16476.33,324311,4.45,0.07,0.80,1.51%,8.44%,22.48%,-,THT,2023-12-31 00:00:00,12.22,THT
Q3 2023,1271249,8025,327.00,-,1528435,1143953,384483,15649.06,314484,3.22,0.07,0.82,6.01%,30.05%,31.01%,-,THT,2023-09-30 00:00:00,11.85,THT
Q2 2023,1367541,28038,1141.00,-,1827908,1451450,376458,15322.45,292372,3.07,0.07,0.78,3.66%,18.35%,32.56%,-,THT,2023-06-30 00:00:00,11.02,THT
Q1 2023,903991,16514,672.00,-,1418708,1048844,369864,15054.06,302199,4.11,0.07,0.82,11.13%,54.91%,24.32%,-,THT,2023-03-31 00:00:00,10.77,THT
Q4 2022,1275823,44948,1829.00,700.000,1582737,1232811,349926,14242.56,213751,3.28,0.05,0.61,2.45%,7.54%,30.48%,9.19%,THT,2022-12-31 00:00:00,7.61,THT
Q3 2022,862043,5698,232.00,-,1239915,934937,304978,12413.10,280087,6.53,0.06,0.92,1.99%,7.63%,15.32%,-,THT,2022-09-30 00:00:00,9.98,THT
Q2 2022,1390579,6325,257.00,-,1629901,1330621,299280,12181.18,294829,7.50,0.06,0.99,3.02%,9.08%,13.34%,-,THT,2022-06-30 00:00:00,10.5,THT
Q1 2022,1011736,8172,333.00,-,1777860,1413745,364115,14820.05,385734,8.80,0.09,1.06,5.92%,26.39%,11.36%,-,THT,2022-03-31 00:00:00,12.74,THT
Q4 2021,1146599,22720,925.00,1200.000,1752244,1396494,355750,14479.59,351337,8.58,0.10,0.99,2.29%,2.55%,11.66%,10.34%,THT,2021-12-31 00:00:00,11.61,THT
Q3 2021,1036965,2113,86.00,-,1655606,1322576,333030,13554.87,456984,13.28,0.13,1.37,4.24%,12.49%,7.53%,-,THT,2021-09-30 00:00:00,15.1,THT
Q2 2021,1076105,10830,441.00,-,2097712,1766795,330917,13468.85,294829,8.97,0.10,0.89,3.05%,5.90%,11.15%,-,THT,2021-06-30 00:00:00,9.74,THT
Q1 2021,332325,5304,216.00,-,1910598,1547872,362726,14763.54,201466,5.80,0.08,0.56,5.01%,18.53%,17.23%,-,THT,2021-03-31 00:00:00,6.13,THT
Q4 2020,1129573,16156,658.00,900.000,1807951,1451057,356895,14526.19,208837,5.82,0.07,0.59,-,-,17.19%,14.17%,THT,2020-12-31 00:00:00,6.35,THT
Q3 2020,471662,569.4,23.00,-,1946018,1605279,340739,13868.62,179354,3.04,0.07,0.53,-,-,32.94%,-,THT,2020-09-30 00:00:00,5.45,THT
Q2 2020,613052,12680,516.00,-,-,-,-,-,159699,2.45,0.06,-,-,-,40.89%,-,THT,2020-06-30 00:00:00,4.86,THT
Q1 2020,677885,6504,265.00,-,-,-,-,-,171983,3.03,0.07,-,10.89%,46.49%,32.98%,-,THT,2020-03-31 00:00:00,4.55,THT
Q3 2024,,,,,,,,,,,,,,,,,THT,2024-09-30 00:00:00,12.2,THT
Q2 2024,,,,,,,,,,,,,,,,,THT,2024-06-30 00:00:00,12.1,THT
Q4 2019,,,,,,,,,,,,,,,,,THT,2019-12-31 00:00:00,4.55,THT
Q3 2024,34070,1741,88.00,-,342470,82875,259596,13123.16,276941,7.84,1.13,1.07,-,5.65%,12.76%,-,TV4,2024-09-30 00:00:00,13.06,TV4
Q2 2024,46824,3651,185.00,-,342593,84738,257855,13035.16,282875,8.03,1.21,1.10,-,3.10%,12.46%,-,TV4,2024-06-30 00:00:00,13.34,TV4
Q1 2024,29474,2010,101.61,-,-,-,258979,13096.36,272985,8.16,1.29,1.05,6.06%,43.48%,12.26%,-,TV4,2024-03-31 00:00:00,12.87,TV4
Q4 2023,134232,27922,1412.00,1000.000,373910,114931,258979,13096.36,249247,7.54,1.23,0.96,0.60%,2.61%,13.26%,8.51%,TV4,2023-12-31 00:00:00,11.75,TV4
Q3 2023,23999,1656,84.00,-,326796,72001,254795,12927.10,271006,18.62,1.40,1.06,-,2.97%,7.36%,-,TV4,2023-09-30 00:00:00,11.69,TV4
Q2 2023,23166,1886,95.00,-,329469,76330,253139,12796.77,253203,9.98,1.30,1.00,-,2.49%,12.15%,-,TV4,2023-06-30 00:00:00,10.92,TV4
Q1 2023,21891,1590,80.38,-,-,-,255339,12908.63,259138,8.96,1.14,1.01,6.29%,23.88%,13.24%,-,TV4,2023-03-31 00:00:00,11.17,TV4
Q4 2022,124389,14802,476.37,-,405960,150621,255339,12908.63,255181,7.06,0.85,1.00,1.27%,21.30%,16.27%,-,TV4,2022-12-31 00:00:00,11.0,TV4
Q3 2022,25210,12476,630.36,-,362909,122372,240537,12159.47,303792,8.26,1.08,1.26,4.56%,9.56%,12.11%,-,TV4,2022-09-30 00:00:00,13.1,TV4
Q2 2022,55686,5432,275.00,-,349193,121133,228060,11545.68,328520,8.38,1.03,1.44,7.49%,15.86%,11.94%,-,TV4,2022-06-30 00:00:00,14.17,TV4
Q1 2022,94420,8808,445.54,-,357840,131335,226505,11456.74,377974,9.86,1.18,1.67,7.81%,18.96%,10.14%,-,TV4,2022-03-31 00:00:00,16.3,TV4
Q4 2021,106173,10082,509.82,-,354132,136436,217696,11008.50,300260,8.51,1.03,1.38,4.83%,29.76%,11.75%,-,TV4,2021-12-31 00:00:00,12.95,TV4
Q3 2021,61535,14895,752.55,-,341868,134253,207615,10456.40,255478,6.45,0.91,1.23,4.12%,9.49%,15.51%,-,TV4,2021-09-30 00:00:00,11.02,TV4
Q2 2021,57621,4559,229.59,-,322206,129486,192720,9706.34,233399,7.92,0.85,1.21,4.80%,12.17%,12.62%,-,TV4,2021-06-30 00:00:00,10.06,TV4
Q1 2021,66594,5735,288.58,-,321317,129963,191354,9628.08,239707,7.80,0.83,1.25,5.92%,31.65%,12.82%,-,TV4,2021-03-31 00:00:00,10.34,TV4
Q4 2020,93838,14430,725.46,-,335679,150060,185619,9383.13,205013,7.41,0.82,1.10,-,-,13.50%,-,TV4,2020-12-31 00:00:00,8.84,TV4
Q3 2020,56331,4740,238.36,-,298140,119066,179074,9005.36,201859,11.67,0.90,1.13,-,-,9.46%,-,TV4,2020-09-30 00:00:00,8.37,TV4
Q2 2020,70622,5826,293.37,-,-,-,-,-,181358,9.21,0.71,-,1.19%,6.20%,11.86%,-,TV4,2020-06-30 00:00:00,7.52,TV4
Q1 2020,30224,2682,134.73,-,241806,71498,170308,8555.35,168741,10.55,0.79,0.99,Upgrade,Upgrade,10.55%,-,TV4,2020-03-31 00:00:00,7.0,TV4
Q4 2019,,,,,,,,,,,,,,,,,TV4,2019-12-31 00:00:00,8.68,TV4
Q1 2024,50711,3029,449.00,-,118684,40461,78222,11594.97,371001,56.51,2.20,4.74,3.84%,6.62%,1.77%,-,TSB,2024-03-31 00:00:00,54.42,TSB
Q4 2023,36318,1313,195.00,556.000,108919,29552,79367,11784.95,296801,68.85,1.87,3.74,3.73%,6.32%,1.45%,1.28%,TSB,2023-12-31 00:00:00,43.53,TSB
Q3 2023,35168,1234,183.07,-,108919,29552,79367,11775.48,317712,78.93,1.93,4.00,2.39%,5.05%,1.27%,-,TSB,2023-09-30 00:00:00,46.6,TSB
Q2 2023,46148,988.94,147.00,-,95505,18606,76899,11430.58,236092,63.82,1.37,3.07,-,-,1.57%,-,TSB,2023-06-30 00:00:00,34.15,TSB
Q1 2023,41062,774.94,115.00,-,106297,26662,79635,11817.69,249583,80.76,1.40,3.13,4.05%,5.24%,1.24%,-,TSB,2023-03-31 00:00:00,36.1,TSB
Q4 2022,42060,1027,152.00,-,102514,23654,78860,11667.65,114673,33.24,0.63,1.45,3.17%,4.69%,3.01%,-,TSB,2022-12-31 00:00:00,16.59,TSB
Q3 2022,42938,908.13,135.00,-,108575,30742,77833,11570.39,77573,23.39,0.40,1.00,-,-,4.28%,-,TSB,2022-09-30 00:00:00,11.22,TSB
Q2 2022,51938,380.14,56.00,-,117768,40844,76924,11332.06,70153,19.79,0.36,0.91,-,-,5.05%,-,TSB,2022-06-30 00:00:00,10.15,TSB
Q1 2022,45695,1134,168.00,-,-,-,-,-,87017,19.16,0.48,-,-,-,5.22%,-,TSB,2022-03-31 00:00:00,11.96,TSB
Q4 2021,51003,894.38,133.00,-,102594,23246,79348,11799.50,60709,13.18,0.34,0.77,-,-,7.59%,-,TSB,2021-12-31 00:00:00,8.34,TSB
Q3 2021,45446,1137,169.00,-,-,-,-,-,80946,16.87,0.47,-,4.13%,7.01%,5.93%,-,TSB,2021-09-30 00:00:00,11.12,TSB
Q2 2021,37888,1377,204.00,-,103162,25845,77317,11457.25,60709,11.75,0.37,0.79,3.80%,6.04%,8.51%,-,TSB,2021-06-30 00:00:00,8.34,TSB
Q1 2021,45777,1197,177.00,-,103845,23981,79863,11811.70,64757,13.13,0.40,0.81,2.32%,5.57%,7.62%,-,TSB,2021-03-31 00:00:00,8.43,TSB
Q4 2020,42785,1089,161.02,500.000,97834,19164,78670,11633.37,59360,13.16,0.36,0.75,-,-,7.60%,6.47%,TSB,2020-12-31 00:00:00,7.73,TSB
Q3 2020,37334,1503,223.00,-,108344,30762,77582,11512.02,53964,10.63,0.29,0.70,-,-,9.41%,-,TSB,2020-09-30 00:00:00,7.02,TSB
Q2 2020,37872,1143,169.00,-,-,-,-,-,47218,10.21,0.23,-,2.33%,3.96%,9.80%,-,TSB,2020-06-30 00:00:00,6.15,TSB
Q1 2020,46640,777.64,115.00,-,123963,45118,78845,11659.81,47218,11.16,0.22,0.60,5.31%,8.57%,8.96%,-,TSB,2020-03-31 00:00:00,5.71,TSB
Q3 2024,,,,,,,,,,,,,,,,,TSB,2024-09-30 00:00:00,46.0,TSB
Q2 2024,,,,,,,,,,,,,,,,,TSB,2024-06-30 00:00:00,48.9,TSB
Q4 2019,,,,,,,,,,,,,,,,,TSB,2019-12-31 00:00:00,5.71,TSB
Q3 2024,155439,5038,420.00,-,313310,134233,179076,14927.93,271200,8.58,0.44,1.51,0.15%,0.73%,11.66%,-,CLH,2024-09-30 00:00:00,22.6,CLH
Q1 2024,116975,361.26,30.00,-,266593,69492,197101,16367.73,315600,8.41,0.51,1.60,15.79%,35.65%,11.89%,-,CLH,2024-03-31 00:00:00,24.52,CLH
