Stock Symbol,Date,Stock Price
002004,2024-09-30,4.75
002004,2024-06-30,3.8
002004,2024-03-31,4.1147
002004,2023-12-31,4.4386
002004,2023-09-30,4.7719
002004,2023-06-30,4.7624
002004,2023-03-31,5.1234
002004,2022-12-31,4.6493
002004,2022-09-30,4.8499
002004,2022-06-30,5.0869
002004,2022-03-31,5.3644
002004,2021-12-31,6.3358
002004,2021-09-30,6.0732
002004,2021-06-30,5.4344
002004,2021-03-31,4.5557
002004,2020-12-31,4.6825
002004,2020-09-30,4.226
002004,2020-06-30,4.5388
002004,2020-03-31,3.9479
002004,2019-12-31,4.0046
