Stock Symbol,Date,Stock Price
600760,2024-09-30,46.57
600760,2024-06-30,39.98
600760,2024-03-31,35.93
600760,2023-12-31,41.65
600760,2023-09-30,42.31
600760,2023-06-30,44.43
600760,2023-03-31,37.61
600760,2022-12-31,40.96
600760,2022-09-30,42.58
600760,2022-06-30,42.23
600760,2022-03-31,39.06
600760,2021-12-31,47.22
600760,2021-09-30,47.38
600760,2021-06-30,41.81
600760,2021-03-31,32.06
600760,2020-12-31,38.61
600760,2020-09-30,28.29
600760,2020-06-30,16.21
600760,2020-03-31,14.07
600760,2019-12-31,15.53
