Stock Symbol,Date,Stock Price
002847,2024-09-30,53.0
002847,2024-06-30,42.15
002847,2024-03-31,51.86
002847,2023-12-31,47.85
002847,2023-09-30,51.21
002847,2023-06-30,58.58
002847,2023-03-31,60.82
002847,2022-12-31,48.85
002847,2022-09-30,40.92
002847,2022-06-30,39.67
002847,2022-03-31,26.85
002847,2021-12-31,38.08
002847,2021-09-30,24.0
002847,2021-06-30,44.36
002847,2021-03-31,58.21
002847,2020-12-31,48.57
002847,2020-09-30,65.63
002847,2020-06-30,41.94
002847,2020-03-31,24.37
002847,2019-12-31,15.76
