Stock Symbol,Date,Stock Price
688036,2024-09-30,106.2
688036,2024-06-30,75.31
688036,2024-03-31,161.6
688036,2023-12-31,132.92
688036,2023-09-30,137.42
688036,2023-06-30,138.61
688036,2023-03-31,94.47
688036,2022-12-31,74.23
688036,2022-09-30,54.29
688036,2022-06-30,83.29
688036,2022-03-31,88.21
688036,2021-12-31,144.76
688036,2021-09-30,130.09
688036,2021-06-30,193.29
688036,2021-03-31,192.3
688036,2020-12-31,139.73
688036,2020-09-30,88.92
688036,2020-06-30,65.21
688036,2020-03-31,39.02
688036,2019-12-31,41.59
