Stock Symbol,Date,Stock Price
002202,2024-09-30,10.02
002202,2024-06-30,6.63
002202,2024-03-31,7.43
002202,2023-12-31,7.9
002202,2023-09-30,9.11
002202,2023-06-30,10.37
002202,2023-03-31,10.78
002202,2022-12-31,10.74
002202,2022-09-30,11.07
002202,2022-06-30,14.2
002202,2022-03-31,12.6
002202,2021-12-31,15.81
002202,2021-09-30,16.69
002202,2021-06-30,11.45
002202,2021-03-31,13.35
002202,2020-12-31,13.42
002202,2020-09-30,9.64
002202,2020-06-30,9.26
002202,2020-03-31,8.82
002202,2019-12-31,11.11
