Stock Symbol,Date,Stock Price
600965,2024-09-30,4.14
600965,2024-06-30,3.5931
600965,2024-03-31,5.202
600965,2023-12-31,6.2286
600965,2023-09-30,6.1398
600965,2023-06-30,6.2484
600965,2023-03-31,7.0912
600965,2022-12-31,8.1196
600965,2022-09-30,5.9061
600965,2022-06-30,7.052
600965,2022-03-31,6.7864
600965,2021-12-31,6.2473
600965,2021-09-30,6.1607
600965,2021-06-30,5.5061
600965,2021-03-31,5.3046
600965,2020-12-31,5.3709
600965,2020-09-30,5.8256
600965,2020-06-30,6.1666
600965,2020-03-31,8.0207
600965,2019-12-31,6.5573
