Stock Symbol,Date,Stock Price
300378,2024-09-30,22.68
300378,2024-06-30,16.27
300378,2024-03-31,18.22
300378,2023-12-31,21.16
300378,2023-09-30,24.62
300378,2023-06-30,33.91
300378,2023-03-31,22.58
300378,2022-12-31,15.18
300378,2022-09-30,15.12
300378,2022-06-30,16.31
300378,2022-03-31,17.8
300378,2021-12-31,23.6
300378,2021-09-30,21.84
300378,2021-06-30,21.11
300378,2021-03-31,20.35
300378,2020-12-31,26.65
300378,2020-09-30,26.31
300378,2020-06-30,13.21
300378,2020-03-31,14.28
300378,2019-12-31,14.49
