Stock Symbol,Date,Stock Price
002218,2024-09-30,3.72
002218,2024-06-30,2.8291
002218,2024-03-31,3.7622
002218,2023-12-31,4.477
002218,2023-09-30,4.2486
002218,2023-06-30,4.7355
002218,2023-03-31,5.2189
002218,2022-12-31,4.7651
002218,2022-09-30,5.0216
002218,2022-06-30,5.7772
002218,2022-03-31,5.2966
002218,2021-12-31,6.6306
002218,2021-09-30,7.7794
002218,2021-06-30,5.8858
002218,2021-03-31,4.7535
002218,2020-12-31,5.0756
002218,2020-09-30,4.3729
002218,2020-06-30,3.5303
002218,2020-03-31,3.0551
002218,2019-12-31,2.9096
