Stock Symbol,Date,Stock Price
603916,2024-09-30,8.22
603916,2024-06-30,6.71
603916,2024-03-31,8.09
603916,2023-12-31,9.96
603916,2023-09-30,11.74
603916,2023-06-30,12.94
603916,2023-03-31,15.6
603916,2022-12-31,15.38
603916,2022-09-30,15.81
603916,2022-06-30,24.38
603916,2022-03-31,20.07
603916,2021-12-31,24.27
603916,2021-09-30,17.18
603916,2021-06-30,19.44
603916,2021-03-31,21.11
603916,2020-12-31,17.8
603916,2020-09-30,21.46
603916,2020-06-30,19.49
603916,2020-03-31,15.15
603916,2019-12-31,12.92
