Stock Symbol,Date,Stock Price
TBC,2024-09-30,38.54
TBC,2024-06-30,40.99
TBC,2024-03-31,36.99
TBC,2023-12-31,35.77
TBC,2023-09-30,34.86
TBC,2023-06-30,33.02
TBC,2023-03-31,29.29
TBC,2022-12-31,25.95
TBC,2022-09-30,25.92
TBC,2022-06-30,23.94
TBC,2022-03-31,25.38
TBC,2021-12-31,24.02
TBC,2021-09-30,22.71
TBC,2021-06-30,20.43
TBC,2021-03-31,18.63
TBC,2020-12-31,17.75
TBC,2020-09-30,17.18
TBC,2020-06-30,15.68
TBC,2020-03-31,14.7
TBC,2019-12-31,15.62
