Stock Symbol,Date,Stock Price
300733,2024-09-30,11.37
300733,2024-06-30,9.96
300733,2024-03-31,9.95
300733,2023-12-31,12.04
300733,2023-09-30,11.89
300733,2023-06-30,15.09
300733,2023-03-31,14.43
300733,2022-12-31,12.84
300733,2022-09-30,14.58
300733,2022-06-30,13.75
300733,2022-03-31,13.4
300733,2021-12-31,16.32
300733,2021-09-30,11.87
300733,2021-06-30,13.61
300733,2021-03-31,10.59
300733,2020-12-31,12.08
300733,2020-09-30,14.57
300733,2020-06-30,6.26
300733,2020-03-31,5.98
300733,2019-12-31,7.13
