Stock Symbol,Date,Stock Price
002706,2024-09-30,7.54
002706,2024-06-30,6.86
002706,2024-03-31,7.41
002706,2023-12-31,8.55
002706,2023-09-30,10.83
002706,2023-06-30,10.89
002706,2023-03-31,12.13
002706,2022-12-31,13.94
002706,2022-09-30,11.17
002706,2022-06-30,15.48
002706,2022-03-31,11.3
002706,2021-12-31,16.69
002706,2021-09-30,12.73
002706,2021-06-30,21.11
002706,2021-03-31,22.0
002706,2020-12-31,21.87
002706,2020-09-30,18.96
002706,2020-06-30,11.89
002706,2020-03-31,8.27
002706,2019-12-31,5.87
