Stock Symbol,Date,Stock Price
600665,2024-09-30,3.14
600665,2024-06-30,2.22
600665,2024-03-31,2.77
600665,2023-12-31,3.78
600665,2023-09-30,3.93
600665,2023-06-30,3.9553
600665,2023-03-31,3.6233
600665,2022-12-31,3.6037
600665,2022-09-30,3.135
600665,2022-06-30,3.3693
600665,2022-03-31,4.0163
600665,2021-12-31,2.9158
600665,2021-09-30,2.9064
600665,2021-06-30,2.8782
600665,2021-03-31,2.7531
600665,2020-12-31,2.7888
600665,2020-09-30,3.1732
600665,2020-06-30,2.9861
600665,2020-03-31,2.9602
600665,2019-12-31,3.184
