Stock Symbol,Date,Stock Price
603365,2024-09-30,14.42
603365,2024-06-30,15.65
603365,2024-03-31,15.97
603365,2023-12-31,13.6
603365,2023-09-30,14.15
603365,2023-06-30,13.3
603365,2023-03-31,11.94
603365,2022-12-31,11.78
603365,2022-09-30,11.27
603365,2022-06-30,13.45
603365,2022-03-31,13.34
603365,2021-12-31,14.61
603365,2021-09-30,13.78
603365,2021-06-30,12.42
603365,2021-03-31,12.33
603365,2020-12-31,11.26
603365,2020-09-30,11.86
603365,2020-06-30,12.18
603365,2020-03-31,10.69
603365,2019-12-31,12.27
