Stock Symbol,Date,Stock Price
688028,2024-09-30,18.06
688028,2024-06-30,16.31
688028,2024-03-31,17.39
688028,2023-12-31,24.37
688028,2023-09-30,21.08
688028,2023-06-30,21.93
688028,2023-03-31,23.0
688028,2022-12-31,21.58
688028,2022-09-30,25.51
688028,2022-06-30,23.26
688028,2022-03-31,22.75
688028,2021-12-31,31.62
688028,2021-09-30,27.73
688028,2021-06-30,24.6
688028,2021-03-31,20.27
688028,2020-12-31,25.15
688028,2020-09-30,31.48
688028,2020-06-30,35.22
688028,2020-03-31,30.74
688028,2019-12-31,42.22
