Stock Symbol,Date,Stock Price
STG,2024-09-30,45.8
STG,2024-06-30,45.85
STG,2024-03-31,48.6
STG,2023-12-31,48.9
STG,2023-09-30,46.8
STG,2023-06-30,47.3
STG,2023-03-31,46.95
STG,2022-12-31,40.0
STG,2022-09-30,26.9
STG,2022-06-30,30.35
STG,2022-03-31,31.8
STG,2021-12-31,29.0
STG,2021-09-30,26.1
STG,2021-06-30,17.8
STG,2021-03-31,15.75
STG,2020-12-31,15.2
STG,2020-09-30,14.8
STG,2020-06-30,14.2
STG,2020-03-31,15.35
STG,2019-12-31,15.95
