Stock Symbol,Date,Stock Price
603131,2024-09-30,15.72
603131,2024-06-30,13.84
603131,2024-03-31,15.06
603131,2023-12-31,14.76
603131,2023-09-30,13.59
603131,2023-06-30,12.51
603131,2023-03-31,13.42
603131,2022-12-31,10.98
603131,2022-09-30,11.7
603131,2022-06-30,13.74
603131,2022-03-31,14.16
603131,2021-12-31,27.21
603131,2021-09-30,21.07
603131,2021-06-30,17.93
603131,2021-03-31,18.36
603131,2020-12-31,29.67
603131,2020-09-30,17.9
603131,2020-06-30,17.21
603131,2020-03-31,14.58
603131,2019-12-31,13.71
