Stock Symbol,Date,Stock Price
0945,2024-09-30,223.82
0945,2024-06-30,204.679
0945,2024-03-31,189.096
0945,2023-12-31,169.777
0945,2023-09-30,143.273
0945,2023-06-30,143.988
0945,2023-03-31,139.804
0945,2022-12-31,135.94
0945,2022-09-30,121.425
0945,2022-06-30,132.278
0945,2022-03-31,162.646
0945,2021-12-31,143.369
0945,2021-09-30,146.353
0945,2021-06-30,147.158
0945,2021-03-31,160.728
0945,2020-12-31,131.973
0945,2020-09-30,102.998
0945,2020-06-30,98.915
0945,2020-03-31,102.861
0945,2019-12-31,148.946
