Stock Symbol,Date,Stock Price
002907,2024-09-30,13.95
002907,2024-06-30,12.58
002907,2024-03-31,13.93
002907,2023-12-31,15.35
002907,2023-09-30,17.38
002907,2023-06-30,15.12
002907,2023-03-31,17.58
002907,2022-12-31,20.13
002907,2022-09-30,12.18
002907,2022-06-30,13.88
002907,2022-03-31,15.69
002907,2021-12-31,17.78
002907,2021-09-30,11.4
002907,2021-06-30,13.23
002907,2021-03-31,12.49
002907,2020-12-31,13.19
002907,2020-09-30,15.9
002907,2020-06-30,17.17
002907,2020-03-31,18.41
002907,2019-12-31,16.34
