Stock Symbol,Date,Stock Price
002056,2024-09-30,14.19
002056,2024-06-30,12.47
002056,2024-03-31,14.12
002056,2023-12-31,13.17
002056,2023-09-30,15.9
002056,2023-06-30,17.72
002056,2023-03-31,19.61
002056,2022-12-31,17.88
002056,2022-09-30,18.88
002056,2022-06-30,25.39
002056,2022-03-31,12.76
002056,2021-12-31,17.79
002056,2021-09-30,12.39
002056,2021-06-30,12.26
002056,2021-03-31,14.04
002056,2020-12-31,14.09
002056,2020-09-30,11.8
002056,2020-06-30,10.43
002056,2020-03-31,9.14
002056,2019-12-31,7.5
