Stock Symbol,Date,Stock Price
300294,2024-09-30,36.13
300294,2024-06-30,32.84
300294,2024-03-31,28.31
300294,2023-12-31,33.2
300294,2023-09-30,30.74
300294,2023-06-30,35.76
300294,2023-03-31,34.25
300294,2022-12-31,35.85
300294,2022-09-30,31.38
300294,2022-06-30,35.25
300294,2022-03-31,28.72
300294,2021-12-31,37.41
300294,2021-09-30,34.24
300294,2021-06-30,35.26
300294,2021-03-31,27.16
300294,2020-12-31,32.66
300294,2020-09-30,39.2
300294,2020-06-30,36.54
300294,2020-03-31,30.54
300294,2019-12-31,30.29
