Stock Symbol,Date,Stock Price
PNJ,2024-09-30,96.8
PNJ,2024-06-30,93.57
PNJ,2024-03-31,96.9
PNJ,2023-12-31,83.76
PNJ,2023-09-30,75.95
PNJ,2023-06-30,72.28
PNJ,2023-03-31,74.26
PNJ,2022-12-31,85.35
PNJ,2022-09-30,75.6
PNJ,2022-06-30,90.79
PNJ,2022-03-31,77.67
PNJ,2021-12-31,67.24
PNJ,2021-09-30,68.56
PNJ,2021-06-30,69.53
PNJ,2021-03-31,58.69
PNJ,2020-12-31,55.72
PNJ,2020-09-30,41.58
PNJ,2020-06-30,39.19
PNJ,2020-03-31,31.34
PNJ,2019-12-31,57.46
