Stock Symbol,Date,Stock Price
CAG,2024-09-30,7.8
CAG,2024-06-30,9.9
CAG,2024-03-31,7.36
CAG,2023-12-31,7.17
CAG,2023-09-30,7.66
CAG,2023-06-30,7.95
CAG,2023-03-31,7.61
CAG,2022-12-31,7.42
CAG,2022-09-30,9.2
CAG,2022-06-30,10.42
CAG,2022-03-31,20.12
CAG,2021-12-31,21.13
CAG,2021-09-30,25.19
CAG,2021-06-30,15.5
CAG,2021-03-31,15.45
CAG,2020-12-31,78.08
CAG,2020-09-30,78.08
CAG,2020-06-30,77.89
CAG,2020-03-31,77.89
CAG,2019-12-31,77.89
