Stock Symbol,Date,Stock Price
BFC,2024-09-30,41.55
BFC,2024-06-30,36.12
BFC,2024-03-31,28.51
BFC,2023-12-31,23.13
BFC,2023-09-30,17.34
BFC,2023-06-30,16.47
BFC,2023-03-31,13.96
BFC,2022-12-31,13.73
BFC,2022-09-30,18.93
BFC,2022-06-30,18.93
BFC,2022-03-31,34.07
BFC,2021-12-31,25.04
BFC,2021-09-30,26.22
BFC,2021-06-30,21.98
BFC,2021-03-31,15.95
BFC,2020-12-31,12.65
BFC,2020-09-30,11.93
BFC,2020-06-30,8.07
BFC,2020-03-31,6.63
BFC,2019-12-31,7.46
