Stock Symbol,Date,Stock Price
300077,2024-09-30,13.43
300077,2024-06-30,8.73
300077,2024-03-31,10.04
300077,2023-12-31,11.29
300077,2023-09-30,11.76
300077,2023-06-30,13.3
300077,2023-03-31,18.44
300077,2022-12-31,13.95
300077,2022-09-30,13.37
300077,2022-06-30,18.58
300077,2022-03-31,18.77
300077,2021-12-31,24.98
300077,2021-09-30,28.11
300077,2021-06-30,15.98
300077,2021-03-31,7.43
300077,2020-12-31,8.19
300077,2020-09-30,8.48
300077,2020-06-30,7.29
300077,2020-03-31,6.26
300077,2019-12-31,6.01
