Stock Symbol,Date,Stock Price
600572,2024-09-30,4.92
600572,2024-06-30,4.47
600572,2024-03-31,4.6439
600572,2023-12-31,4.8554
600572,2023-09-30,5.4323
600572,2023-06-30,6.586
600572,2023-03-31,5.5972
600572,2022-12-31,4.4496
600572,2022-09-30,3.7252
600572,2022-06-30,4.1674
600572,2022-03-31,4.5138
600572,2021-12-31,4.541
600572,2021-09-30,3.8145
600572,2021-06-30,4.0324
600572,2021-03-31,3.8054
600572,2020-12-31,4.2776
600572,2020-09-30,4.7317
600572,2020-06-30,4.9951
600572,2020-03-31,4.6773
600572,2019-12-31,5.5855
