Stock Symbol,Date,Stock Price
600741,2024-09-30,17.93
600741,2024-06-30,15.61
600741,2024-03-31,15.92
600741,2023-12-31,15.51
600741,2023-09-30,17.88
600741,2023-06-30,16.77
600741,2023-03-31,15.21
600741,2022-12-31,15.75
600741,2022-09-30,15.01
600741,2022-06-30,20.07
600741,2022-03-31,17.4
600741,2021-12-31,24.69
600741,2021-09-30,19.91
600741,2021-06-30,22.05
600741,2021-03-31,23.14
600741,2020-12-31,24.19
600741,2020-09-30,20.9
600741,2020-06-30,16.79
600741,2020-03-31,17.39
600741,2019-12-31,20.99
