Stock Symbol,Date,Stock Price
CCI,2024-09-30,19.64
CCI,2024-06-30,19.64
CCI,2024-03-31,19.27
CCI,2023-12-31,23.53
CCI,2023-09-30,18.52
CCI,2023-06-30,20.69
CCI,2023-03-31,25.22
CCI,2022-12-31,24.31
CCI,2022-09-30,21.2
CCI,2022-06-30,24.91
CCI,2022-03-31,27.72
CCI,2021-12-31,20.15
CCI,2021-09-30,16.93
CCI,2021-06-30,13.35
CCI,2021-03-31,13.19
CCI,2020-12-31,13.79
CCI,2020-09-30,10.41
CCI,2020-06-30,9.96
CCI,2020-03-31,9.29
CCI,2019-12-31,10.8
