Stock Symbol,Date,Stock Price
SGC,2024-09-30,110.5
SGC,2024-06-30,97.15
SGC,2024-03-31,71.37
SGC,2023-12-31,63.24
SGC,2023-09-30,71.57
SGC,2023-06-30,76.85
SGC,2023-03-31,62.67
SGC,2022-12-31,88.97
SGC,2022-09-30,88.97
SGC,2022-06-30,80.66
SGC,2022-03-31,62.67
SGC,2021-12-31,49.57
SGC,2021-09-30,76.26
SGC,2021-06-30,66.7
SGC,2021-03-31,107.15
SGC,2020-12-31,89.77
SGC,2020-09-30,63.71
SGC,2020-06-30,55.99
SGC,2020-03-31,62.44
SGC,2019-12-31,100.84
