Stock Symbol,Date,Stock Price
603776,2024-09-30,11.33
603776,2024-06-30,9.62
603776,2024-03-31,10.85
603776,2023-12-31,13.65
603776,2023-09-30,13.1
603776,2023-06-30,13.96
603776,2023-03-31,16.48
603776,2022-12-31,12.08
603776,2022-09-30,12.16
603776,2022-06-30,15.06
603776,2022-03-31,14.8
603776,2021-12-31,19.76
603776,2021-09-30,15.1
603776,2021-06-30,17.21
603776,2021-03-31,15.46
603776,2020-12-31,12.82
603776,2020-09-30,15.92
603776,2020-06-30,13.88
603776,2020-03-31,13.62
603776,2019-12-31,13.12
