Stock Symbol,Date,Stock Price
600449,2024-09-30,12.92
600449,2024-06-30,11.75
600449,2024-03-31,16.0
600449,2023-12-31,17.57
600449,2023-09-30,16.38
600449,2023-06-30,15.25
600449,2023-03-31,15.58
600449,2022-12-31,11.34
600449,2022-09-30,11.21
600449,2022-06-30,11.63
600449,2022-03-31,12.88
600449,2021-12-31,11.01
600449,2021-09-30,10.27
600449,2021-06-30,10.4
600449,2021-03-31,13.16
600449,2020-12-31,11.54
600449,2020-09-30,12.71
600449,2020-06-30,10.63
600449,2020-03-31,10.56
600449,2019-12-31,9.34
