Stock Symbol,Date,Stock Price
600498,2024-09-30,17.16
600498,2024-06-30,15.77
600498,2024-03-31,17.79
600498,2023-12-31,16.51
600498,2023-09-30,19.39
600498,2023-06-30,20.09
600498,2023-03-31,19.33
600498,2022-12-31,12.96
600498,2022-09-30,12.25
600498,2022-06-30,14.2
600498,2022-03-31,14.83
600498,2021-12-31,17.63
600498,2021-09-30,17.3
600498,2021-06-30,18.19
600498,2021-03-31,17.96
600498,2020-12-31,23.51
600498,2020-09-30,23.2
600498,2020-06-30,27.89
600498,2020-03-31,31.88
600498,2019-12-31,26.49
