Stock Symbol,Date,Stock Price
600208,2024-09-30,2.65
600208,2024-06-30,1.58
600208,2024-03-31,2.06
600208,2023-12-31,2.17
600208,2023-09-30,2.47
600208,2023-06-30,2.4634
600208,2023-03-31,2.6819
600208,2022-12-31,2.523
600208,2022-09-30,2.4336
600208,2022-06-30,2.7415
600208,2022-03-31,3.0296
600208,2021-12-31,2.9601
600208,2021-09-30,3.0197
600208,2021-06-30,2.9619
600208,2021-03-31,2.9814
600208,2020-12-31,3.0204
600208,2020-09-30,3.2835
600208,2020-06-30,2.8952
600208,2020-03-31,2.9341
600208,2019-12-31,3.6724
