Stock Symbol,Date,Stock Price
600053,2024-09-30,17.23
600053,2024-06-30,13.87
600053,2024-03-31,16.0
600053,2023-12-31,14.13
600053,2023-09-30,13.25
600053,2023-06-30,12.37
600053,2023-03-31,15.56
600053,2022-12-31,14.6
600053,2022-09-30,13.75
600053,2022-06-30,16.11
600053,2022-03-31,17.53
600053,2021-12-31,15.42
600053,2021-09-30,14.3
600053,2021-06-30,17.3
600053,2021-03-31,15.62
600053,2020-12-31,19.31
600053,2020-09-30,23.84
600053,2020-06-30,29.48
600053,2020-03-31,22.98
600053,2019-12-31,25.12
