Stock Symbol,Date,Stock Price
603985,2024-09-30,11.97
603985,2024-06-30,11.9
603985,2024-03-31,23.2
603985,2023-12-31,24.85
603985,2023-09-30,27.33
603985,2023-06-30,20.97
603985,2023-03-31,22.43
603985,2022-12-31,24.65
603985,2022-09-30,24.85
603985,2022-06-30,28.08
603985,2022-03-31,22.61
603985,2021-12-31,40.81
603985,2021-09-30,29.61
603985,2021-06-30,12.95
603985,2021-03-31,14.84
603985,2020-12-31,19.07
603985,2020-09-30,15.44
603985,2020-06-30,9.4
603985,2020-03-31,6.78
603985,2019-12-31,6.26
