Stock Symbol,Date,Stock Price
300520,2024-09-30,18.5
300520,2024-06-30,15.95
300520,2024-03-31,17.97
300520,2023-12-31,21.74
300520,2023-09-30,20.36
300520,2023-06-30,21.85
300520,2023-03-31,26.79
300520,2022-12-31,15.86
300520,2022-09-30,15.2
300520,2022-06-30,16.06
300520,2022-03-31,17.21
300520,2021-12-31,19.0
300520,2021-09-30,18.46
300520,2021-06-30,21.31
300520,2021-03-31,15.5
300520,2020-12-31,21.11
300520,2020-09-30,22.08
300520,2020-06-30,18.28
300520,2020-03-31,18.86
300520,2019-12-31,18.14
