Stock Symbol,Date,Stock Price
603901,2024-09-30,7.2
603901,2024-06-30,7.01
603901,2024-03-31,8.81
603901,2023-12-31,11.76
603901,2023-09-30,11.84
603901,2023-06-30,14.39
603901,2023-03-31,14.58
603901,2022-12-31,15.47
603901,2022-09-30,12.36
603901,2022-06-30,13.23
603901,2022-03-31,12.98
603901,2021-12-31,15.56
603901,2021-09-30,13.27
603901,2021-06-30,17.29
603901,2021-03-31,10.73
603901,2020-12-31,8.37
603901,2020-09-30,8.87
603901,2020-06-30,6.83
603901,2020-03-31,7.62
603901,2019-12-31,10.11
