Stock Symbol,Date,Stock Price
603665,2024-09-30,16.01
603665,2024-06-30,20.5
603665,2024-03-31,19.72
603665,2023-12-31,30.46
603665,2023-09-30,25.15
603665,2023-06-30,27.5
603665,2023-03-31,29.99
603665,2022-12-31,36.33
603665,2022-09-30,40.5
603665,2022-06-30,51.34
603665,2022-03-31,45.4
603665,2021-12-31,33.37
603665,2021-09-30,19.42
603665,2021-06-30,14.86
603665,2021-03-31,16.35
603665,2020-12-31,21.98
603665,2020-09-30,24.8
603665,2020-06-30,18.79
603665,2020-03-31,13.77
603665,2019-12-31,13.52
