Stock Symbol,Date,Stock Price
600063,2024-09-30,4.04
600063,2024-06-30,3.52
600063,2024-03-31,3.8555
600063,2023-12-31,4.2401
600063,2023-09-30,5.0092
600063,2023-06-30,4.9797
600063,2023-03-31,6.2499
600063,2022-12-31,5.6077
600063,2022-09-30,6.5567
600063,2022-06-30,7.266
600063,2022-03-31,5.7085
600063,2021-12-31,5.7936
600063,2021-09-30,6.1527
600063,2021-06-30,4.839
600063,2021-03-31,4.0373
600063,2020-12-31,3.3814
600063,2020-09-30,3.289
600063,2020-06-30,3.0118
600063,2020-03-31,3.3667
600063,2019-12-31,3.5573
