Stock Symbol,Date,Stock Price
601588,2024-09-30,1.85
601588,2024-06-30,1.3304
601588,2024-03-31,1.7936
601588,2023-12-31,1.8725
601588,2023-09-30,2.0794
601588,2023-06-30,2.0006
601588,2023-03-31,1.9217
601588,2022-12-31,2.0104
601588,2022-09-30,1.9414
601588,2022-06-30,2.2961
601588,2022-03-31,2.8358
601588,2021-12-31,2.4335
601588,2021-09-30,2.3059
601588,2021-06-30,2.2665
601588,2021-03-31,2.2472
601588,2020-12-31,2.2084
601588,2020-09-30,2.5184
601588,2020-06-30,2.5843
601588,2020-03-31,2.4372
601588,2019-12-31,3.0166
