Stock Symbol,Date,Stock Price
688050,2024-09-30,99.4
688050,2024-06-30,73.32
688050,2024-03-31,128.02
688050,2023-12-31,171.0
688050,2023-09-30,178.75
688050,2023-06-30,204.09
688050,2023-03-31,194.89
688050,2022-12-31,229.02
688050,2022-09-30,193.2
688050,2022-06-30,222.35
688050,2022-03-31,159.96
688050,2021-12-31,208.49
688050,2021-09-30,271.34
688050,2021-06-30,374.66
688050,2021-03-31,167.11
688050,2020-12-31,171.47
688050,2020-09-30,198.63
688050,2020-06-30,
688050,2020-03-31,
688050,2019-12-31,
