Stock Symbol,Date,Stock Price
300896,2024-09-30,235.6
300896,2024-06-30,172.1
300896,2024-03-31,244.03
300896,2023-12-31,207.93
300896,2023-09-30,274.29
300896,2023-06-30,312.72
300896,2023-03-31,390.53
300896,2022-12-31,395.84
300896,2022-09-30,342.7
300896,2022-06-30,419.37
300896,2022-03-31,330.58
300896,2021-12-31,373.11
300896,2021-09-30,412.58
300896,2021-06-30,549.03
300896,2021-03-31,286.73
300896,2020-12-31,252.08
300896,2020-09-30,127.0
300896,2020-06-30,
300896,2020-03-31,
300896,2019-12-31,
