Stock Symbol,Date,Stock Price
TMB,2024-09-30,67.7
TMB,2024-06-30,84.0
TMB,2024-03-31,68.97
TMB,2023-12-31,40.02
TMB,2023-09-30,36.43
TMB,2023-06-30,26.03
TMB,2023-03-31,23.18
TMB,2022-12-31,20.21
TMB,2022-09-30,20.93
TMB,2022-06-30,17.59
TMB,2022-03-31,19.25
TMB,2021-12-31,15.55
TMB,2021-09-30,17.66
TMB,2021-06-30,12.61
TMB,2021-03-31,12.15
TMB,2020-12-31,13.01
TMB,2020-09-30,14.11
TMB,2020-06-30,8.68
TMB,2020-03-31,6.51
TMB,2019-12-31,7.96
