Stock Symbol,Date,Stock Price
600900,2024-09-30,29.83
600900,2024-06-30,27.96
600900,2024-03-31,24.1
600900,2023-12-31,22.56
600900,2023-09-30,21.5
600900,2023-06-30,20.51
600900,2023-03-31,19.76
600900,2022-12-31,19.53
600900,2022-09-30,21.14
600900,2022-06-30,20.8
600900,2022-03-31,19.79
600900,2021-12-31,20.42
600900,2021-09-30,19.79
600900,2021-06-30,17.92
600900,2021-03-31,18.62
600900,2020-12-31,16.64
600900,2020-09-30,16.61
600900,2020-06-30,15.86
600900,2020-03-31,14.48
600900,2019-12-31,15.39
