Stock Symbol,Date,Stock Price
600854,2024-09-30,4.67
600854,2024-06-30,3.42
600854,2024-03-31,4.2216
600854,2023-12-31,5.0679
600854,2023-09-30,4.5005
600854,2023-06-30,5.4429
600854,2023-03-31,4.4158
600854,2022-12-31,4.2837
600854,2022-09-30,4.4441
600854,2022-06-30,5.3876
600854,2022-03-31,4.6321
600854,2021-12-31,5.7182
600854,2021-09-30,3.1561
600854,2021-06-30,3.2397
600854,2021-03-31,3.1782
600854,2020-12-31,3.4721
600854,2020-09-30,3.7936
600854,2020-06-30,3.6375
600854,2020-03-31,3.4753
600854,2019-12-31,3.4662
