Stock Symbol,Date,Stock Price
688029,2024-09-30,76.08
688029,2024-06-30,61.14
688029,2024-03-31,65.2
688029,2023-12-31,94.65
688029,2023-09-30,74.79
688029,2023-06-30,79.75
688029,2023-03-31,72.38
688029,2022-12-31,79.78
688029,2022-09-30,73.83
688029,2022-06-30,84.7
688029,2022-03-31,87.74
688029,2021-12-31,146.23
688029,2021-09-30,177.48
688029,2021-06-30,214.32
688029,2021-03-31,126.94
688029,2020-12-31,126.26
688029,2020-09-30,159.87
688029,2020-06-30,166.42
688029,2020-03-31,104.61
688029,2019-12-31,109.6
